iban,currency
RO22DOKS4811493974738478,MVR
RO55ZCAS9697064447428555,BBD
RO03HIFR9897543758744219,ETB
RO44KYJW0881125088473603,NZD
RO16EEMI9145750304235565,UYU
RO58OSJM4817363547602247,CRC
RO04PMEK6496360074267053,PYG
RO43WVQX0366065804801413,KWD
RO63DBYP5506856861500364,XOF
RO12CSAK5166230578179934,CUC
RO86KXHY6610746960425688,NIO
RO64QQNL6251004600547612,SOS
RO90XMQA8388781133094113,BDT
RO68IZKM9702576422362909,NPR
RO27PTQL5634185061550400,CLP
RO56GUNR7547425446532041,CRC
RO46QOIH2083588135782757,MKD
RO48RHXM1472123736763971,INR
RO71IJMR5330012880641810,WST
RO14UBHL0152929667670412,GHS
RO61FHGB9245953496221206,AMD
RO79EAMF9895420372758141,AWG
RO62YVLF3526266385937442,AWG
RO45ZEYS8535207839749243,VND
RO52RSNP9611068671658750,TOP
RO40EIPE4086945196790869,PYG
RO59RKRM7871847720427132,AED
RO46NYWU9982040182146868,ARS
RO76AWYI8456210540071837,DKK
RO89SSRG0069940591484066,UZS
RO65ULPC5180764842837911,CUP
RO03KLLI7552771722473500,SEK
RO83IOVA1939959827700531,CDF
RO74GBDD2623753385420611,XCD
RO34ODJM7171245372834214,CLP
RO79CTBJ1048967718315532,LTL
RO83TAKD3558376376759723,SEK
RO03OGNW3601099863660889,GNF
RO63PTDT3127978606960976,XAF
RO72QDYJ8482692443040499,AOA
RO65LIHW0279989858015361,MNT
RO70GYPS9520226700304087,SVC
RO21DRZW6342929501017503,SRD
RO83IORG6987644111565651,UGX
RO58OXAA9236151374986832,BAM
RO90WKLE6732464825894256,JMD
RO29VSMJ8911125501877209,KMF
RO95VSLY5173415200014590,BOB
RO90MAGK4613912419041054,LBP
RO69AWDX2809997234511550,ERN
RO80IBUZ2915177493745273,TZS
RO38JDTV7054955915362398,LYD
RO50MEXR8258220954533631,KMF
RO95PLJW2621340890768728,AWG
RO28DTSP1061235240801958,DZD
RO72ZPKM5952222407948561,PAB
RO58KWNE9348522467317982,XOF
RO36WPAP1840792648381346,HNL
RO75HDBS7353019421733282,BRL
RO45RLXK2402769578082157,BBD
RO54LULU8055185983342192,IQD
RO16NSWG4413028284277475,XAF
RO22OCKV1915185691403614,PGK
RO28HKWA3266857132017626,BRL
RO19CEUI5624309466534039,MUR
RO67IBOD4649806252309042,CDF
RO45AKKY9976053058955516,STD
RO53YFAT1392980550067998,XPF
RO37QJOJ5386661833761339,SCR
RO75RLCA2486385752528644,ILS
RO75JPLZ3222901988720789,QAR
RO73CXSL4502340136566237,BOB
RO77PLQG9089692976440655,MDL
RO65QQTB3999807887693711,NGN
RO90OKAE6024956682813208,SRD
RO79EUGP5715416288730931,ILS
RO31PBEE9174544008613107,CNY
RO41FNMZ9882307815518670,TZS
RO81GNGQ3723085382123362,PLN
RO65LVEO0450353787932945,GHS
RO13SUWG2118712576658949,FKP
RO37IZTT1702965428732354,BHD
RO62QULA8218952780697566,QAR
RO80WETC6422344655876843,HKD
RO68ZOCC0828516345823884,VUV
RO45YJQC5877233929448058,KRW
RO09GGQY3398194277269530,CDF
RO22ODQT3991445765209632,SOS
RO24JNSP8515801167356085,QAR
RO77WUGK5759260646098227,TND
RO10BVMH1013744100420386,SVC
RO70UQIB9372152099702196,XCD
RO89XTSY4557357697229439,VUV
RO16UJIV6975136405423079,AMD
RO18WROD5202195453249640,MWK
RO88DXDU7679891408059557,TZS
RO46VRHI3623953154814252,VUV
RO62DKAX6210711534484192,SAR
RO44SKWU3985441601579747,LYD
RO55VQHJ6943062200147436,KGS
RO78QBAQ4566701064445846,INR
RO22RLDX3101770043356819,NAD
RO76DCRX0638313149895536,SPL
RO28GXQB7844002137013925,CDF
RO18MSPW3162254937802337,SBD
RO84OXUQ9807018658647510,SGD
RO39SDKG3728675443040193,OMR
RO31ISPC5373714246989335,NOK
RO73LAQE3361978172168420,AZN
RO45OVIL2929923943933443,SLL
RO27WFBK8433170669969961,MOP
RO54DTJF5106292690752540,MZN
RO39RHVM6392984037571930,NGN
RO27UOKN4251615214326745,TVD
RO24UZVD8023138094245929,ARS
RO43KGLL0099049384521741,BMD
RO14TMRQ0934203912381526,LYD
RO86RRJZ7036012217322552,NGN
RO81MDQW3464823189959940,KHR
RO13XANG2015163460945859,BOB
RO15LOCP7036884831816014,EGP
RO50HGXS0062417824169301,MXN
RO49CHLM8189428828967264,DOP
RO41PMNI2479401999245512,TND
RO04OEIW7257850949192786,CUC
RO64CTRK0192737874395547,CAD
RO44XLMG5864923388648604,XAF
RO74KOLU1620722989323779,BZD
RO44GBFZ0434163660153597,BND
RO32PZSF6267631787808697,MWK
RO98KDMV8926098005362958,VND
RO18PLHG7340670544294157,KZT
RO31MKOZ2225217416656991,AUD
RO49FGNH3475062674884367,AMD
RO11VUQK0549582408491201,MRO
RO11NVJX1039927084246674,CUC
RO05PKET1114746984225265,MUR
RO93UVBP7062419451266627,KYD
RO89LQYD1695135911821893,VUV
RO68YAAN4567300408214962,BGN
RO21ADIE2083266006190643,NIS
RO27LEEU1085084778069304,GTQ
RO51XHAX5450019769802841,BWP
RO94GBDL0944189441162760,UAH
RO78AQTM5597611249913247,KYD
RO41AXDM6775130189397921,BDT
RO28ZRMI5350680637928980,BIF
RO48AWLG4648870840483160,GTQ
RO91MCXS5827346399521280,GNF
RO16ZFLR2696659386571893,GMD
RO68PRPV3382990616080978,SGD
RO45JKIJ8023256655656899,AMD
RO85LYQP0536001297294377,XCD
RO28OEUL5844590442001131,GTQ
RO41QSZS1327242281041058,DZD
RO96YPPR7335545467120881,LAK
RO20GWUT2837852679205615,SAR
RO98TRPV1742825405168795,JEP
RO98FTST8822556493811899,AZN
RO49KBGZ5572602572182337,FKP
RO72YGQG9154888022440336,CAD
RO28WAEZ9207831353770387,LBP
RO07AFWY1086174461311697,THB
RO07UUZP3167546691489543,ZAR
RO61WGVV5289010539956230,NGN
RO74XXLQ6711379344144423,MXN
RO98QSCL0775925312529793,SGD
RO30YAIW6144407908181050,PEN
RO80QCWI7697612493217379,MDL
RO98ELSO9850693559126418,BMD
RO80BKES8209357091876623,SZL
RO11KCKB5929080085185293,NIO
RO56ERXP6164891372364427,LRD
RO89ITOH0469484304951070,LBP
RO98YYRP1430165180304521,EUR
RO85EMNW0927189362561474,CAD
RO93PNRC2028921507035499,EGP
RO36APGN6117250062684946,FKP
RO48HSUE8895133717748806,BRL
RO34JOZI7803147365113932,KWD
RO57XCWY2438047293397874,OMR
RO97AAFI2415212032233993,PGK
RO10WLUS5316820593801192,BOB
RO60NPUE2175964847633079,GYD
RO18BMCX4122213492492328,LAK
RO08BEXS3231590757818653,MOP
RO08VETN5964524361528459,LRD
RO59PCZL1834428902903780,NOK
RO59YLBT8815449213681920,AWG
RO75IEGN8192766260450537,BTN
RO94BZYF7511037829403807,SYP
RO65JBXA6616536406880627,TWD
RO38TMII4753888223575142,CUC
RO94SFHX1032624604625775,NPR
RO87UTKE3525600313487259,XOF
RO34OMDW1419074705163026,NOK
RO68EOTN4248770301393700,CZK
RO67RHUU1326560135726770,ETB
RO65ZXHF1429908539937188,ANG
RO36PMAN5562434520159788,BWP
RO17TBOW5079464497880986,NZD
RO09INWR7301493633658057,IQD
RO71BZHY7885252071594176,BTN
RO18DHFD6944836082271594,IDR
RO73OBEE8647069960950533,JEP
RO66OEQE8786566109009735,YER
RO26PFZR0898060215957103,ALL
RO95NTVE6353000855961195,LAK
RO98LJCH1171580064383949,MWK
RO46OUOB1648648117315657,AOA
RO38HXYO4265346824922260,KYD
RO33CZOC2377949954339310,CAD
RO28RMXR2097954114758291,MZN
RO68OBVN0971537544746739,CHF
RO27DKRR5122359072784847,LSL
RO43GQRB4880455585064939,MKD
RO86IKIJ0536167058245454,MWK
RO63RKZC8852210850969433,HTG
RO66FHMG1152489709753287,PEN
RO19IHAR3791348194948392,PKR
RO11QWAR9860760554868674,BRL
RO44RQYL3580968376491606,KMF
RO29JUNN6929857929209660,KHR
RO81ETND8766618197408161,JPY
RO90NVEB3672964101857587,SEK
RO75CXNG6861781735875097,SPL
RO74LCIR5038706678722329,PKR
RO03RFYG9317647365425689,WST
RO49XCOJ6842983164665704,IDR
RO05RIIZ1693369017961916,STD
RO33FHNA4858766255100187,NOK
RO46MTJL7340316204823995,JOD
RO83BGBX1102665995471728,EGP
RO51YAEL4484317529801512,AMD
RO62CIIH1936882529065850,PEN
RO77KJJT3192483043821046,RSD
RO65OKRC0440004692784746,NIO
RO89ZQMA2944787731566887,HTG
RO63BLES9272477907021303,KGS
RO15ZGQE8459222774299683,GYD
RO70DVIS4952659570552941,VND
RO45VSCF5150215932739072,SCR
RO54DIBP2349718597260646,KZT
RO30DRPD5170507444972910,NIS
RO93LEQF8876446922692469,JPY
RO46AJSS9836757727977462,LRD
RO92NEIL5363356186937046,BBD
RO94TFZX7705159412964690,SDG
RO48KVNM5419538470396582,AWG
RO60IFYC5756292587375104,RSD
RO75OGHA2634907283099054,ILS
RO06NXVS6738348532311686,CHF
RO35CSOD9794700564558423,CVE
RO97ILVM3056945415441328,ARS
RO75RXQE3252360535800136,CNY
RO37VRPM7019121060217707,AED
RO26ONIC4053877945502519,AWG
RO65CWVO1084977889821206,GYD
RO36XQWQ1762428015370594,GGP
RO89WYSK4688856412183785,NOK
RO84FGPE6952117429475147,BWP
RO64LCET1894896254639325,TTD
RO58LCFY6752990750320861,TOP
RO68IVHT5783157822940633,TZS
RO53BKUP5659218338670173,LSL
RO34XGLN1716253280590706,BZD
RO50FYBW0926248871858330,ISK
RO20HQOC2740083095141860,NPR
RO65QUQJ7136987958280565,GYD
RO54CIZZ6038017473946390,RSD
RO09JTXG2392900670626027,XDR
RO92CKTI0925651901707869,CRC
RO54QKAN8250305948565386,MGA
RO97SXVE5664771094006139,SYP
RO72ZDEM6966961998240977,FJD
RO61CIJK4378880165794573,VUV
RO20YBFY3429563736175061,CUP
RO55WREE1190473761045410,DKK
RO17GJRO6314297509948720,PGK
RO89URZH0288413086124842,PYG
RO52RQQF8702719320859464,ARS
RO88RWFW5300733281368701,SDG
RO65RHYQ4596716450950775,MRO
RO39OZXO4928496247530351,UZS
RO53BRRL4851615021090367,LTL
RO15JPFC0775996071710665,ZWD
RO72NGMV0778322975207203,AOA
RO62TAWY4140719565470336,CNY
RO28AFIS8654851771498923,JPY
RO55XQLF4732600560884469,VEF
RO11RWGC2686324640948374,HRK
RO93HCFN0122115773246694,ANG
RO91XVLF4932473681665957,CHF
RO23XNAH6778141283221800,XAF
RO48LYOG3136759129908612,VND
RO11MCYS0402396565868403,KRW
RO52XKYN8821422967811758,SBD
RO34IRFJ4021235508912489,GGP
RO23GKXK1024520243811743,TWD
RO43SJWQ0915494489806782,NPR
RO28OTNS1358773872716622,TRY
RO98GRPY8664968561169168,AUD
RO43RQKA6007954157788610,KHR
RO37QPMF4174099705014365,ZWD
RO04GCJQ1205394143425611,MWK
RO54AWUG6029241881583248,ZMW
RO72GYLO7780549603101507,ETB
RO73KOAN0475378010407106,SPL
RO89DGLS7407411363470306,OMR
RO51UDXO4058519294075042,JPY
RO39PUPL1852686809237052,UYU
RO76WRHW0962954266120833,IMP
RO28KFMQ3012444582141919,SCR
RO81EIYP4543906874602639,UZS
RO76WKXN1988233801843704,LKR
RO56CDJA7238894513679442,NIO
RO65YFSP2915819979759490,GTQ
RO50ZIBQ9190461709664947,LAK
RO17XQEU1939152616997476,SDG
RO35EYFH8157904221801840,GIP
RO86HAZW9408159354595536,IRR
RO56JJBV0740971795830917,NPR
RO56YRVE8496512720162631,XDR
RO20WZAV1886873888641665,AUD
RO51OXTV6006770816945451,RSD
RO89TMGM0353874906774637,PKR
RO32FAKH6461350631454974,AUD
RO13YMXT2789078882906631,GBP
RO23LIER9511583430675487,USD
RO94SUXS1796193501530245,SGD
RO83QOTM2525558267579036,LAK
RO43KYZD9580026074040908,TJS
RO15ECIS2182527012225243,SEK
RO59KWQQ1566115563906061,BMD
RO62DYXB7194801784478185,UZS
RO10ZAWW8513773112535561,NPR
RO46ZMUX5895677896811467,GMD
RO90FAAQ7569742120864252,FJD
RO70JIWJ1895778665211963,USD
RO31EYRP6690070110640920,XAF
RO04TKUO7442253336371346,EGP
RO69RNZO5253036627679032,PGK
RO31FPMS0663487470762899,ZMW
RO24HSHC6968442195123733,LKR
RO06VXSI3323332480733585,OMR
RO24HAHQ3436151770581686,MNT
RO03EPBX3412529703042845,JOD
RO62YNIC6517804485659588,LSL
RO24XOXJ2356799848370613,NAD
RO73GIYU5461619935914125,SLL
RO33EAQC0947569192117265,AUD
RO41OCUF0441085007983457,MVR
RO21KYHG9238661605725882,RUB
RO96QZCE6317663877374248,SHP
RO84VGPC6815700324627112,KYD
RO31PXRR7193798149177292,KWD
RO97JQLD5935446967160624,HNL
RO85CEEK9016844179684492,ZAR
RO54URIL0941862537103989,ISK
RO26MVSD4022672623858135,MAD
RO65XRMS4075417731623963,MUR
RO80ITLE2991610107570055,MAD
RO18AWVN8398225670579610,UYU
RO98ZPBS0675085007778429,HNL
RO58OROO5690249703978357,BIF
RO06AKAB2573687769549664,PKR
RO57OWLW2467532604283911,MMK
RO26EBUN6469192690588683,NIO
RO96ONWK7367171431370729,AZN
RO11VEZN1862293172905784,UAH
RO95ZIOI7335436010879836,GHS
RO45PUTV1045919557849828,RON
RO47BFVE6017214736901040,ZWD
RO47WHDR2856275150254865,TTD
RO68XCEE6372999564661258,HUF
RO94OCFY5046224524465132,AOA
RO61ULST9156561376595751,SYP
RO95FBVF2207425728150126,BTN
RO25GIKY1117493050811972,KES
RO77QZLW7207273061689676,JMD
RO05XGUQ6325889653232842,ETB
RO51YWZF9908276684775842,BZD
RO59PCDR0577526137097892,CNY
RO95AFFK1409487901233373,MOP
RO33YOJG8222580244041493,KWD
RO16NVAR5235201605848533,ETB
RO95NYOH5727109721406696,BND
RO24BPTK4227439648657478,NIO
RO88NNNB7416765125719683,BOB
RO35LBQK2910449569990675,XCD
RO07QVWT4676094257631345,JMD
RO28SBAN9190199005788892,KGS
RO64WAPF0027096230149086,XCD
RO71DAFM3946498986875311,CZK
RO57ULUL2335976788785954,WST
RO21MQII2902323517684003,GYD
RO88TFOW0700574825053302,MOP
RO22XELH7557393953043077,EUR
RO85LUAW5540344749839206,IQD
RO73FYHM7645004498642851,SLL
RO96PQZY7823687831542567,NZD
RO94XMPK3990563328280249,BGN
RO52WYBN2183591790173741,UAH
RO26GJOJ8312707051215803,MZN
RO17KRUM3424946327559298,CNY
RO54TCKD5659647233021039,PAB
RO51QWZK7295741227194714,BTN
RO69FXZV3710802570510041,XAF
RO94IKYQ2457639083451361,KPW
RO75HZOC4773457471995298,JPY
RO98CSZZ5164383405290424,FKP
RO28FXSC4519514304623934,PGK
RO68ZWRG4524977406328402,BRL
RO78RQAB6030368273280941,TMT
RO28JNHP7662649038911529,ZAR
RO79ADSH4522875272688391,DZD
RO46MIVV9488641750920099,SYP
RO66EONN0616570701711065,GEL
RO60GITV2036884770926334,SDG
RO52WKZW0050240470621624,MOP
RO51BSJQ0790824389805875,ANG
RO64AIGN3679851969631853,SYP
RO20WWRW5704726447903784,NPR
RO19RACW8161681734762861,KZT
RO20LNON2532687243107086,CDF
RO98WNOF3476627095657215,BDT
RO23NGOV6267308391731909,BYR
RO13EPIO2517145286377057,MKD
RO26ZHMN6071729520987805,TND
RO24PZDF6827724660098981,MAD
RO82LLSL4139020350202657,BOB
RO84WWSA9311489358111569,KGS
RO33VHTP9437868110373832,RWF
RO21ICES8413324006265061,BWP
RO77RDFT7569445905078858,GBP
RO84QDFD7789228418763620,BRL
RO62LJAN3683208716456189,FJD
RO62CMPM8738346893417062,SVC
RO50NPFS7839231638268377,KHR
RO90LEGG1566604589989429,KWD
RO60LPKH6576653348265461,JPY
RO08HCTK8964263248538409,FKP
RO82EJIJ6104250188485155,MWK
RO83JCKW5766090472385139,GYD
RO65NXJI6026631394527771,MWK
RO76PFFZ1315092304427776,KES
RO96BVKD5304772936926344,GGP
RO75QIOL7834764511708483,GIP
RO87PXPS0204926389418891,PYG
RO07SQVJ2846838078480694,NPR
RO04BTXR5853424970732560,MYR
RO62EXTL4695140002971166,KRW
RO54CTQF2409722171824202,PEN
RO04LKTE9956843511575723,SYP
RO49XFVY4465098506529807,ISK
RO13HLLE4095990598098904,EGP
RO35GMDE8760343659641903,BDT
RO28APUZ6696205196361450,SEK
RO88EVZT1757205919639665,JMD
RO76BLCH2512765246952506,FKP
RO58OQGA4046051599178380,TND
RO17HTKC7812281559995167,SCR
RO17SVSF7649890612669461,HUF
RO10BLVW0260184446455287,NIS
RO95NXQG7177267925908765,DZD
RO66JGGB4596288457189112,CVE
RO35WGYL9065642254779969,BTN
RO10IUHQ4812670135882468,KPW
RO02GTNS8145998889859778,ZAR
RO95QFHX7827256464781723,XAF
RO08XXOF1388142438535648,IRR
RO56GJSG9115594793249446,SCR
RO19QQDQ0962902750835227,AED
RO59PWVC7691964801420190,LKR
RO86SOTN4564941690023834,QAR
RO86MJOM1887818768476711,RUB
RO17MGRY9925455266055664,ALL
RO24JEVG3709378968108386,PKR
RO91GNIE0449904596854157,UAH
RO35JXZL7617197766289003,KGS
RO56FVXQ0992404896854075,VEF
RO35UEWD6449023280099820,TMT
RO13ZDQE6091593482417876,VEF
RO81VRBK7010539403889588,STD
RO02THDJ4167233741104969,XOF
RO69VORI8895335339152655,IQD
RO55QRSS7786635946570129,BMD
RO19FTFR7116456051414328,JMD
RO08LZSJ3030054200809873,PKR
RO38YIIW5383091185663312,EGP
RO71FJWS6390673062835283,PYG
RO30SXRS0758977688143343,UAH
RO07RCJK7183800207937468,HKD
RO92VLDM7682761372303008,IDR
RO90YPDZ4978553139079506,CAD
RO10HFRE5227154538968974,OMR
RO08JHCX3391859979606436,TND
RO14LUYG0037505293299835,BND
RO85LBKY8143375616825165,LYD
RO23OCGR4170040202193668,ZMW
RO81SBOC6903237314609237,LAK
RO16AOQT3396071364983775,BAM
RO02MUVO5879298208759371,PGK
RO60LLMC3087363033595276,BBD
RO86QPHN9122258843213576,ETB
RO08YBAT9569456223758842,RON
RO04EBHR4497128177275487,TZS
RO21LCIA3582777567568218,SPL
RO02LBBG7998414585004532,KHR
RO83FQTD9475830459253293,SOS
RO22PNTH5882131294845327,KRW
RO42FIJJ3547017824781459,RUB
RO15NQIJ2146571661574286,LAK
RO59GHQG6005259925549424,NOK
RO53TVSX9567855902659707,YER
RO02HQVD4815331865641743,DKK
RO77WMGN6089884214238055,MRO
RO86DMJB5848548441196632,RON
RO06PPTP1488217345774610,KRW
RO20LHYO5641695021784254,ZMW
RO72URAJ4359905524287122,STD
RO35TPPV9930170987297724,KGS
RO24ZYZH6783418007864060,CNY
RO20CCPL5991147924584587,KPW
RO28CXGO7842364374551409,CAD
RO59SPZE2988447852989269,MMK
RO42ZBJM1405286721938570,SCR
RO94ICSK0233138266727658,BYR
RO67BRXQ1618398567165569,DOP
RO51TIWB3411517325852720,KES
RO57NKHI3847457878235953,JEP
RO36ADDK2421606850593837,KMF
RO83CDOV4316327069107772,BTN
RO58APLK9929039224746751,KPW
RO05XYMU6755048166960917,VEF
RO86OKIR1621042322082144,CUP
RO85ODHQ5030805930487518,MDL
RO82HJXI2650287695568325,MZN
RO45NHHH7682612005130222,KPW
RO44CKZR9437585963226933,MOP
RO75FHAN0754951657886231,UAH
RO90JHKH6631232730227132,PHP
RO06VXSW0581958767920227,VEF
RO85GGTJ7570875466567699,PHP
RO03NMXB4592629946263508,BRL
RO42UDVS5366398142074115,HRK
RO77UAHB9117904953876971,NZD
RO87IFNH7738928172969309,BYR
RO42TBTO8691450528363230,RSD
RO10HGAT4044418584672320,ERN
RO80SDFZ3358534401917041,LKR
RO44UVHP5240662453475568,SRD
RO67ROMT3540869368735239,IRR
RO80HBTE2013012381038585,LKR
RO63QTNE7759219181860568,CVE
RO22QNKN3876514463265451,ISK
RO78RNXL1265542828079712,CRC
RO59TUAF8714151924621682,YER
RO57ZQWT5662819004484314,MNT
RO07CUDW3128564536354935,ILS
RO71NVZX1969268388983309,KGS
RO28KGME3383465801330134,JOD
RO03IHHB7641510790132385,SVC
RO23SWTP0163969089188581,IRR
RO27WUBZ9464542181196592,KYD
RO24SFIA1092698636053087,UGX
RO39AVDX5521142414296110,LYD
RO56PREW3403659511750579,CUP
RO94DGXP4801899982701256,KGS
RO52ITDG0577187204325698,TTD
RO23PIIL3063344540518056,SHP
RO91ADLK0257854307041144,GBP
RO68HCAE3759837222144799,CZK
RO18UPLJ5074827505423456,BAM
RO60MWEM6987961061282616,XAF
RO20BYQV6559122035364768,BZD
RO88YSKI5370218751954792,XCD
RO62POQV2309189391305915,KYD
RO49NRNF0518939489093454,UZS
RO84WQEG7915329428320479,LBP
RO02ZYPL4666702050737225,JOD
RO26CKBT5316648606055107,ZWD
RO15TUVU1109934230028637,ZWD
RO12OPNC0840619870962881,FJD
RO04DTCQ6575422195212994,RWF
RO68PTHV1173298388664386,CAD
RO16UCED1503785389394176,XAF
RO81WTGS3658241918275915,ARS
RO69ALZD4566001077438220,MKD
RO57BQPK4505080136523118,MKD
RO31ZAUW4771915018083657,GBP
RO22XOFE6985536009465743,MZN
RO76WJHM7590407981736068,BSD
RO84MQXL5027277764955859,IMP
RO22DEVM2559724710407961,USD
RO20VNOT6988888256165733,RON
RO35PEQA4064795719872648,CRC
RO72FSKA8901453211707133,BZD
RO92EAJQ5317519503661232,NZD
RO72ZAVL2643358765292762,LYD
RO18HOSQ9151075117401073,CDF
RO27ZTKG0486723839443952,FJD
RO59BIVE0473950285541442,THB
RO25NDVB9845008224243859,FKP
RO51RVPC9033204118010266,GNF
RO68HBVW1668591873018295,GYD
RO21RCSI4722819718289419,NAD
RO52MYGC7582185744315181,XAF
RO46ZCHJ5124875074133071,GIP
RO55CFOP0140783001082280,FKP
RO77KFTT3749941433536994,JOD
RO26DSGK5836065491014678,BHD
RO64IVJO4744168412373856,BYR
RO42TYYD1203230848672075,BBD
RO73HZMO1416155635885994,MDL
RO20SNJV2493574592365226,RSD
RO86TDKM9512190635675572,GTQ
RO27QGSF6756750307963684,ERN
RO91ZWXU6964855508722020,ISK
RO34SISG0314525065548319,MAD
RO31OMKP8435248148372562,YER
RO81HNUF4391143692189514,UYU
RO90JWAM2002180571795286,BWP
RO32FSID1020184423215633,KZT
RO49MADQ5635212750014665,ZMW
RO78WVEA8993042909693854,PEN
RO22AKYH4003928455004232,SDG
RO92JJYW9914316363767823,NZD
RO06HJZM7334711691819242,MVR
RO15JDKC2912716008166745,IMP
RO92OYKN7598632447654594,SDG
RO31IUXG8198119515489794,PLN
RO72MRKG1104642661616698,ALL
RO88NAIL7735300224399193,RUB
RO21AKUL0761628304276086,ANG
RO27XJEY4296171340869055,SLL
RO73THYS7853614990236399,IDR
RO49FNGM6191204055688668,OMR
RO61EEXK9236590398016179,THB
RO44RSQM7920887883902047,NPR
RO58EDTJ3357727350274041,AZN
RO75FVTY4069110955629091,KYD
RO72AONN0648990421311051,XCD
RO72LYSQ1195459870183236,GYD
RO46MBVY3622788644373702,PEN
RO08EKWN5245532668581661,XOF
RO20UAIV7320623655529285,SAR
RO69ANSY0709801817137253,UAH
RO76RULV7186016875910803,MKD
RO53MCSM9636918511342160,BOB
RO40FQAZ3196743374948114,CRC
RO09UMBP1867308804064464,GYD
RO19TKSN1605042866091102,GBP
RO35DHOM9864222690709613,KES
RO37LRCW5033908835342085,TOP
RO82QZQB5779255660809914,AFN
RO51SXRW2351183600815768,GEL
RO93IODZ2414117963167139,CNY
RO23KGXS0307503954579380,HNL
RO61JNEH8390808047841228,BOB
RO63PCCB2232468979540626,CUP
RO91QYQG4820704255112733,CLP
RO68PTJV3901051280710715,DOP
RO04EBPV0423239656144233,KGS
RO31OIOG5381284552099143,KPW
RO35GHDL0916449354263538,MDL
RO54XZGF5025682166973214,CAD
RO66CNLV6171186527414984,NPR
RO82DBQV5961566325255176,BMD
RO31HDLA1275002458779274,ARS
RO25ODFU6990531699756057,UGX
RO37NIFE4621464807063676,KHR
RO19YCVS5948249095864791,LRD
RO21NYDE7588997985158737,MZN
RO16TTOT5219903844764385,VEF
RO25PZAD9322099610289077,IMP
RO18QHWK2797424111354873,GTQ
RO34XBYA9576803110375573,RON
RO57VKWI0328231049176013,FKP
RO30FUMT0813406584429231,TTD
RO35ASUI2005848992107349,SYP
RO72PBPV4568749351145890,PGK
RO02QYWX3248112281415152,JMD
RO13JMVV7571690523458965,ISK
RO38LFSD8577558023115707,TWD
RO43AGDF2856313932531494,PKR
RO76HDGF2619966343007384,GEL
RO72IGTF2672125220075478,AUD
RO08OQWM2345249382237136,MZN
RO38HPCM4398314658624795,HTG
RO92VPBT5283951196619940,LBP
RO83ZBWP1777413909110185,VUV
RO66OUKE6753168318411289,ZWD
RO73OYIG2034386419829378,XAF
RO28BVZQ9875578070547405,CUP
RO30LCRR2715535344150537,RSD
RO96RFLR1116326044006535,KZT
RO36RTKI1274958208647186,BBD
RO88JKUI8249526251692301,GIP
RO38FUSW6016934301693928,AZN
RO38EGON9769348206968489,TMT
RO91MBNB0118778802499841,GGP
RO29AKVF4061024146930166,NOK
RO28RFKH1913575115045923,MMK
RO33UNPW0529885304943972,BOB
RO93LITE9226613938942096,GNF
RO16TKVQ7980300920106461,KRW
RO98TVPW0178774749169150,SCR
RO35UBMI0562228518461889,TWD
RO95PLAJ8861992387845314,HNL
RO71XVWK2051012704342914,PYG
RO64KBIT2554486360617630,BRL
RO87PBTL8424803720123742,JEP
RO64JCMO6398841907284134,JEP
RO83DGLE9928908620076082,TND
RO83RJEA7691011522296941,GMD
RO33NYXR8846626546141655,MMK
RO18TAWL3096640030994934,PGK
RO25VTNO1901425172240084,GIP
RO55LQZU9053202379849862,GIP
RO80KHAM8024792444998656,SBD
RO90GXIG9966069586771627,SDG
RO71BHOJ4191941769567893,TOP
RO92FYYH4380443386572852,MDL
RO31UOZG6563146545569776,KRW
RO38QWFX0349405253057207,GMD
RO32NKZI7908306984763463,SDG
RO21PIVS4987169539531814,SRD
RO42BLYW8598560517778279,HNL
RO24FOBM1244950124389790,MXN
RO50OOOO0294496819113924,GBP
RO17ZHQD5936416644517663,BTN
RO59SXVL6846997699511187,MUR
RO07KEBO2799707285277457,PYG
RO88NRYT8502362941606457,KRW
RO53HTTV5274934506205687,HNL
RO16KPPS1760000731785144,AUD
RO50BZTT6159264714423125,KYD
RO12SOYV4631179562024534,LAK
RO65LYGL0241241934183125,TRY
RO90EISJ5260670994694634,LYD
RO88PWJT8546181262944041,AMD
RO13GDFC1017341438761674,NZD
RO10DDUW9459293314618752,SEK
RO19MYQK7650895233112854,HRK
RO64MDGQ8849314061732226,MUR
RO30ERVK8171526823099105,KES
RO52EZRZ6020788537765642,PLN
RO67WCUD8853154773010829,BGN
RO73TYKQ4063404158048717,BGN
RO33GKHI0975101609371785,AWG
RO72TKNF5483179422284856,SZL
RO82MKMF5216988936287073,QAR
RO71EWRP7799409460639289,MYR
RO34QSGZ1392614555580193,NIO
RO84LVDL7124380720260763,PLN
RO93ELLU9051332898891995,SAR
RO03HRKH5112175329218278,BZD
RO52AUVF4880061721955679,AUD
RO66UJDS7747137058012820,LBP
RO37GDXB8635291521164667,PLN
RO62UCQN2804192410045020,BRL
RO92QJHT9530334272945592,UGX
RO33ZHPC0757338691457662,EGP
RO47JNZV2066892485338653,KYD
RO89ZVYG4404667735927801,KWD
RO82AEWY5624514933404827,FKP
RO91YDKF5532264672837132,MRO
RO62XMIN2955078920329250,AOA
RO66BGIL3923524761790745,XCD
RO11KGJW6415329933544159,ILS
RO79FFNV5917778232354120,GIP
RO48ZKBF1167820245799853,HNL
RO36NHFK4841358855814504,BWP
RO41GWQG6145638424964438,IMP
