first_name,last_name,personal_number,birthdate,address,county,phone_number,mac_address,ip_address,job,iban,currency,balance,latitude,longitude
Laura,Dima,1390123217330,1949-02-23,"Bulevardul Suciu, Victoria, 423451",București,0238 168 311,13:41:82:71:60:f1,131.234.199.38,Bioenergetician,RO64RGMY8609748859264618,ANG,27252582804,72.6406075,20.718038
Geta,Preda,1990420268356,1920-09-29,"Bulevardul Marin, Slatina, 349487",Giurgiu,0248 975 324,6a:3b:8f:4f:3f:c1,218.234.127.174,Magistrat Consultant,RO52ATVH8593263150374522,BWP,1120834502,-23.3783025,97.748940
Raul,Voinea,7761208167163,1976-01-23,"Intrarea Miron Eftimie Nr. 930, Ineu, 472852",Giurgiu,0259 256 374,25:7c:6a:06:d8:12,208.214.10.35,Preparator Vermut,RO90XSZZ8316072294752264,LYD,90811609490,77.383301,-51.358176
Ruxandra,Tudor,6460106103559,1990-08-19,"Intrarea Leordean Diaconescu, Beius, 218830",Ialomița,0754 659 312,6d:fe:87:7f:42:ce,157.255.246.222,Operator La Utilaje De Reabilitari Conducte Subterane,RO78OVZY4480479818306911,SGD,45613616431,-35.1368785,-17.408810
Pompilia,Dumitrescu,8380217116751,1958-02-28,"Intrarea Cătălin Albu Nr. 547 Bl. 33  Sc. 43 Ap. 499, Tomesti, 189400",Vâlcea,0237 787 980,6e:4d:25:8c:29:24,130.1.106.192,Lacatus Amc,RO56IFAY5540220169946495,GIP,82197004176,55.938914,112.768074
Iustina,Mazilescu,2790101160955,1912-02-24,"Strada Marina Eftimie Nr. 13 Bl. 40  Sc. 29 Ap. 822, Savinesti (Poiana Teiului), 473775",Suceava,0744 955 371,1a:e6:fe:23:74:27,99.7.54.47,Manager,RO84QLEC0529061673824959,GBP,74693488250,15.5664305,166.955483
Gențiana,Nistor,4370106020922,1973-02-23,"Soseaua Ionela Barbu Nr. 78, Diosig, 248761",Timiș,0746 434 166,ba:3c:d0:6a:eb:5a,98.184.29.66,"Sef District Cai Ferate, Poduri, Drumuri",RO67WUMV8825886256478665,DZD,85350177947,-15.701985,-101.678490
Viorel,Barbu,5020118122325,1972-05-08,"Soseaua Toma Nr. 63, Baia, 504854",Teleorman,0770 680 148,e3:f8:37:6e:21:57,125.23.107.116,Manipulant Marfuri,RO36WDRM4639935356605292,JOD,70067976454,12.252579,9.482932
Victor,Nistor,2530322279231,2023-10-09,"Aleea Dobre Nr. 73 Bl. 50  Sc. 56 Ap. 518, Uricani, 444144",Suceava,0247 746 036,a6:7b:29:ce:67:bf,212.213.181.31,Electrician Montator De Instalatii Automatizate,RO06FZDG0753732663616919,SLL,25382560868,-18.428030,162.819494
Alice,Nemeș,1350618194500,1932-04-09,"Strada Suciu Nr. 16 Bl. 74  Sc. 62 Ap. 265, Targu Mures, 726392",Buzău,0788 808 363,1e:93:05:63:e6:e4,153.80.134.121,Tinichigiu Sisteme De Acoperisuri Si Invelitori,RO15YGDW2240983476427971,SVC,20830833591,-38.1715915,-104.388119
Varvara,Nemeș,8800126221432,1952-09-01,"Drumul Nistor, 1 Decembrie, 607977",Giurgiu,0744 221 594,c5:2f:f8:b3:0f:e6,16.192.209.144,Maistru Aparate Electromedicale,RO64BXHN2087730019721966,KGS,416716455,-85.086689,-78.328915
Titus,Preda,8460510191005,1964-01-10,"Soseaua Sebastian Tabacu, Gilau, 286583",Mureș,0735 412 936,34:b8:af:e4:0c:13,155.78.122.169,Instructor De Aerobic-Fitness,RO52CUVP8345121235468085,BSD,51184103950,-64.244825,128.154153
Lidia,Stoica,8631124409148,1991-03-27,"Aleea Gheorghiu Nr. 728 Bl. 92  Sc. 17 Ap. 391, Oltenita, 668225",Brăila,0264 431 698,35:71:57:97:8c:1b,68.226.128.196,Sef Oficiu Somaj,RO76HBBB8593471341638789,JPY,89943621347,22.5547615,90.527287
Gabriela,Pușcașu,4800217125991,1927-09-16,"Intrarea Dan Pușcașu Nr. 92 Bl. 71  Sc. 77 Ap. 463, Gaesti, 123742",Argeș,0785 572 592,13:85:d9:01:b4:c0,65.140.125.195,Tehnoredactor,RO16AUNF9651456150558583,STD,89985867987,-42.3439325,79.264529
Carmen,Dinu,2880915450795,1985-10-29,"Drumul Livia Tomescu, Videle, 500319",Constanța,0735 898 588,54:65:79:55:2e:da,2.101.20.144,"Maistru Protectia Navigatiei Aeriene (Comunicatii, Navigatie, Supraveghere)",RO41TNNW2952790137079549,GIP,97026957101,-17.3220465,-33.479919
Timea,Popescu,6690920264904,1992-06-02,"Drumul Agnos Ene Nr. 993, Ianca, 294975",Tulcea,0736 972 641,9a:3f:84:b7:64:b4,84.54.251.3,Restaurator Arhiva (Studii Superioare),RO86MTUT5271828181531812,CAD,2351960446,66.3926115,64.339803
Ivan,Ardelean,5191205015374,1971-07-19,"Aleea Ernest Aanei Nr. 85, Roman, 689691",Giurgiu,0240 852 299,ca:4a:8a:a8:9e:2c,180.58.25.69,Tehnician In Industria Materialelor De Constructii,RO66ZODO3473379144027451,KZT,39243780190,73.1386245,65.913990
Virginia,Cristea,3910316230910,1937-09-20,"Aleea Popescu Nr. 996 Bl. 72  Sc. 79 Ap. 260, Baia Mare, 180170",Maramureș,0772 006 384,e6:ae:73:e4:1c:bd,43.46.253.240,Editorialist,RO98NYJA1813946792816898,CHF,68871292203,-14.002001,70.904981
Timea,Mazilescu,7781102246299,2011-07-19,"Soseaua Draga Nemeș Nr. 76, Siret, 270678",Brăila,0254 241 326,9d:82:f4:bb:c2:3e,130.167.159.190,Referent De Specialitate Matematician,RO05FTMD9536517590253530,HKD,43292929476,40.9218285,-35.701469
Flaviu,Marin,8241106326983,2022-12-25,"Soseaua Leontina Pop Nr. 87 Bl. 25  Sc. 74 Ap. 531, Lupeni, 990494",Teleorman,0745 495 892,e6:7c:84:0f:b2:72,78.254.131.26,Scuturator,RO65OXXA8433516335660081,SYP,20841746367,16.278983,-88.212695
Ciprian,Ioniță,4290407123598,1977-11-21,"Soseaua Nicolaie Tomescu, Pantelimon, 333346",Maramureș,0237 020 458,97:21:ea:b1:4e:96,132.115.38.73,Translator,RO88TSAM9014958522817238,SOS,83286687918,-26.205768,5.574309
Eremia,Manole,5900212433713,1937-04-25,"Intrarea Stoica Nr. 186 Bl. 18  Sc. 45 Ap. 591, Peris, 454641",Vâlcea,0728 511 471,db:29:fc:ea:ca:a1,211.137.49.213,Sef Birou/Serviciu Administrativ,RO48XYFK5223688917539564,KES,7074044528,-32.453962,-147.647741
Anatolie,Tabacu,7940506401606,1978-01-23,"Drumul Aureliana Georgescu, Paunesti, 798651",Vaslui,0731 451 113,23:71:06:d2:40:93,83.42.180.12,Procuror Sef Birou/Serviciu,RO70CXHI3030387362265629,ISK,96864219314,-69.7448375,-35.795035
Maximilian,Ioniță,1920715229465,2002-10-17,"Intrarea Oprea Nr. 11 Bl. 11  Sc. 80 Ap. 431, Brasov, 150682",Mureș,0722 444 115,28:a9:80:02:fe:8b,23.19.230.187,Cuptorar Produse Abrazive,RO73HFBG5318431824580887,IRR,97846656287,-26.837853,-112.289954
Petre,Ionescu,7900522297336,1973-04-16,"Bulevardul Pop Nr. 528 Bl. 36  Sc. 71 Ap. 688, Medias, 464180",Olt,0242 447 884,b3:0a:3a:ce:af:9a,91.212.251.222,Vacar,RO75PUOQ3027604816818680,IMP,75852214750,48.143520,-157.992742
Dorel,Dinu,6301012061622,1937-11-08,"Strada Dumitrescu Nr. 978, Curtea de Arges, 747618",Dâmbovița,0743 709 410,7e:9b:8a:ad:31:d4,153.83.157.90,Asistent De Cercetare In Silvicultura,RO88PKWQ0598604210244878,SGD,23716601371,55.369372,61.946508
Mădălin,Tudor,5720127145349,1914-03-26,"Bulevardul Stan Nr. 960, Pucioasa, 590162",Constanța,0233 255 428,9b:9b:7c:0b:39:09,211.182.143.134,"Tehnician/Tehnician Responsabil Afacere, Metode Organizarea Si Masurarea Muncii",RO94KGAX0825468305398149,SRD,95365063679,42.6941065,-144.633405
Iulia,Dumitrescu,7991005233734,1999-08-17,"Intrarea Preda Nr. 584 Bl. 24  Sc. 21 Ap. 924, Radauti, 202295",Hunedoara,0758 147 482,0c:60:48:b4:8f:43,106.78.223.29,Sef Statie Uscare-Conditionare Cereale,RO92LSDF0898667911856549,FJD,26877011076,32.790350,-141.133364
Speranța,Tomescu,5210218308361,1927-04-09,"Soseaua Mădălin Dumitrescu, Seini, 152973",Maramureș,0745 706 584,30:c1:2b:a1:f3:15,149.73.166.4,Ghid Montan,RO55XZNK1056077206351832,BSD,50266916318,58.2584905,150.025302
Adelin,Nemeș,8020205304986,1971-05-26,"Intrarea Dinu Nr. 270 Bl. 44  Sc. 78 Ap. 211, Poiana Mare, 241817",Prahova,0261 754 798,40:01:da:10:6a:d5,27.36.225.187,Capelan,RO40PXWY7427278777298359,PLN,75956114429,-69.3469825,-135.856566
Roxelana,Preda,2961218283439,1911-02-17,"Aleea Suciu, Vlahita, 469309",Constanța,0770 661 128,d3:2c:45:f0:a4:ce,165.154.229.51,Maistru Mecanic,RO94SKYQ5510001067914031,MDL,51151544196,64.161022,-59.358303
Leontina,Voinea,8581215052245,1908-10-01,"Soseaua Suciu Nr. 909 Bl. 64  Sc. 43 Ap. 432, Focsani, 973571",Mureș,0738 856 048,e6:4b:7d:45:99:12,129.97.126.19,Consilier Administratia Publica,RO69AKFY7226410521783986,TRY,89231054814,-7.5402215,-50.703731
Ilarion,Stănescu,6060104461578,1928-08-24,"Intrarea Eftimie Nr. 153 Bl. 59  Sc. 33 Ap. 247, Bumbesti-Jiu, 807674",Dâmbovița,0262 110 997,73:4c:93:6b:ba:a1,44.150.64.210,Critic Muzical,RO93KOKL3870216935493892,AWG,58116000341,-0.796672,137.007379
Florica,Tabacu,8580519052748,1996-09-08,"Aleea Mocanu Nr. 573 Bl. 98  Sc. 78 Ap. 453, Sancraiu de Mures, 408679",Alba,0732 002 165,f1:a7:f0:36:c5:17,212.204.232.113,Consultant Sistem De Calitate,RO12JWXK1400457807035502,UYU,61604250183,-70.801417,-41.323896
Jan,Eftimie,1371214247856,1938-11-12,"Aleea Dinu, Hunedoara, 398393",Timiș,0724 171 473,09:b4:81:14:b4:98,109.201.80.70,Confectioner Bastoane Din Pluta,RO72RYCW3113110163127341,NPR,44929178054,-78.2891295,2.889608
Cedrin,Niță,7830908174681,1950-02-23,"Drumul Nicodim Ababei Nr. 89, Beclean, 828927",Covasna,0250 719 005,bc:55:7d:35:c1:b1,9.186.137.234,"Expert Inginer Textile, Pielarie",RO03GEAU6686864944144740,GEL,7540529526,-29.464599,-134.463170
Panait,Pușcașu,8380723230208,2000-05-21,"Aleea Marin, Remetea, 415477",Galați,0759 329 142,ae:f3:22:b1:e0:eb,85.81.149.39,Lustragiu,RO15VWTN3343208298908067,AOA,54613636773,47.1841345,25.068572
Nicușor,Gheorghiu,8290903065398,1944-10-16,"Drumul Dumitrescu Nr. 94, Bosanci, 232641",Dâmbovița,0771 091 412,f3:26:75:1c:ef:bb,219.252.77.143,Hidrolog,RO05SRTP2119159176118213,NGN,42399579886,83.968479,-140.877593
Francesca,Marin,2690906422474,1990-11-26,"Strada Ghenadie Nemeș, Barlad, 223595",Sibiu,0733 234 529,6a:83:40:62:33:ef,156.108.153.88,Regizor Emisie,RO41HNIA4302217825178218,BZD,7345600025,-1.090602,123.166376
Savina,Manole,5800118230459,1929-09-04,"Bulevardul Dorli Dochioiu, Baia, 786131",Galați,0735 200 135,35:13:da:94:74:4b,174.85.189.135,Bibliotecar Arhivist,RO50VJFM2211144890281343,BTN,61609612828,-40.2368875,-82.179911
Fiodor,Niță,8831219188591,1983-06-21,"Aleea Florea, Alba Iulia, 652241",Neamț,0722 524 384,35:78:3e:07:83:5c,15.218.193.113,Confectioner Cutii Chibrituri Din Carton,RO83ABQS5968958507499697,SZL,12839407381,-21.536051,5.718198
Letiția,Tabacu,1261108204269,1965-11-11,"Soseaua Ilarion Nistor Nr. 786 Bl. 39  Sc. 28 Ap. 242, Intorsura Buzaului, 703550",Teleorman,0733 104 757,71:bd:5f:5e:b6:55,29.146.251.176,Controlor Calitate,RO70XRML9926092520235111,LKR,68517966039,-77.6260145,-57.350419
Dora,Manole,6960103195658,1958-09-01,"Drumul Stancu Nr. 67, Bistrita, 433873",Dâmbovița,0759 074 141,78:2d:a2:f9:14:df,94.50.245.74,Cercetator In Arte Plastice ,RO78RGXS5680346108593631,UYU,48091974000,62.787926,166.481444
Betina,Dochioiu,5050306379711,1941-09-01,"Bulevardul Ortansa Tomescu, Harlau, 807411",Gorj,0254 321 161,48:c2:8d:44:a7:71,82.37.244.198,Conducator Intreprindere Mica ,RO53ZAFR5498681880791293,THB,51833552047,68.767678,11.413500
Ionel,Nistor,5080924373421,1962-09-28,"Intrarea Barbu Nr. 147, Popesti-Leordeni, 328116",Covasna,0736 881 799,1b:ef:86:0f:60:6f,72.94.193.102,Medic Rezident,RO05YZLU1702015282309060,KGS,35979408820,-26.815605,155.116812
Adriana,Georgescu,7551117193326,2021-06-01,"Drumul Gheorghiu Nr. 861 Bl. 20  Sc. 40 Ap. 547, Savinesti, 875595",Vaslui,0749 295 967,cc:2d:21:81:2c:7d,173.21.146.116,"Tragator, Slefuitor, Gradator Nivele",RO56PNYO7688077672386751,NPR,89925034125,-12.4880245,71.821660
Ozana,Albu,5940530034126,1986-02-09,"Drumul Mazilescu Nr. 160 Bl. 90  Sc. 20 Ap. 869, Darabani, 791113",Teleorman,0723 308 694,16:63:ed:40:c3:67,101.20.255.186,Vacar,RO15QBBL0432489451548325,ARS,7102531269,2.4913115,-77.551450
Filofteia,Stancu,5321018123593,1916-04-18,"Soseaua Monalisa Voinea, Fieni, 485655",Bistrița-Năsăud,0249 839 035,0f:60:ce:d4:d9:de,68.131.221.170,Asistent De Cercetare In Electromecanica,RO55VLKM3255468032464100,TMT,20052704307,-4.452508,148.210148
David,Dinu,2401222383335,1967-08-12,"Bulevardul Mocanu, Dragu-Brad, 326411",Mehedinți,0732 278 003,29:85:ee:05:db:60,57.211.104.103,Copywriter Publicitate (Studii Superioare),RO70BEBC7612853993066591,DZD,76837319815,-87.572191,64.428268
Stanca,Pop,4030716396747,1909-03-03,"Drumul Dobre Nr. 47, Borsa, 972067",Vâlcea,0257 645 052,49:ce:ac:c5:38:54,147.197.12.71,Asistent De Cercetare In Telecomenzi Si Electronica In Transporturi,RO79IEJA8035469081485037,PKR,48417458475,-83.520931,-0.430974
Laura,Nemeș,4161003140217,1991-10-19,"Soseaua Ioanina Stan Nr. 960 Bl. 35  Sc. 91 Ap. 698, Sfantu Gheorghe, 713120",Bistrița-Năsăud,0784 807 223,cc:41:a6:48:3b:58,223.115.227.154,Cocsar,RO82KSHC3997857627033542,MRO,76098864093,-12.549550,-60.275421
Anca,Eftimie,4981123328795,1942-11-28,"Soseaua Eufrosina Popa Nr. 722 Bl. 42  Sc. 20 Ap. 281, Iernut, 969428",Iași,0765 337 204,e5:54:60:77:4d:c2,35.165.76.73,Discotecar,RO32QROM8071339698873705,PLN,31949043092,27.556896,-19.273680
Sofia,Diaconu,5651020420580,2009-06-26,"Soseaua Popa, Strehaia, 489362",Cluj,0743 349 980,f2:be:00:63:09:9b,153.126.19.43,Conservator Arhiva (Studii Medii),RO62WOHI6176779615599952,PHP,76479250500,58.825081,164.204708
Dorinel,Stoica,2450821424476,1947-09-03,"Intrarea Dochioiu Nr. 60, Mizil, 679142",Suceava,0248 456 181,32:ad:5a:91:be:d2,56.56.163.96,Expert Aplicare Legislatie Armonizata In Domeniul Industriei Si Comertului,RO12QYNM4494572970312540,HRK,75254145686,-4.168591,92.448038
Ligia,Tabacu,4250724081084,1910-01-09,"Intrarea Ionescu, Bosanci, 456893",Mureș,0780 234 975,ff:73:5f:d0:15:36,139.152.54.3,Montator Aparatura Optica,RO29OCFS4289060279732249,AZN,1046028984,68.650814,27.626729
Anabela,Gheorghiu,4380217117578,1970-03-09,"Drumul Aurica Tabacu Nr. 679, Jibou, 345750",Prahova,0758 671 543,f2:00:68:da:92:45,31.67.145.81,Operator Fixator Textile,RO42KZAQ4914801693870478,NAD,68513615699,-53.871484,-93.177939
Codrina,Barbu,1410314023310,1978-09-07,"Aleea Dochioiu, Buftea, 964752",Constanța,0788 474 246,10:7f:b7:ed:bb:cf,185.25.233.139,Specialisti Pentru Prevenire,RO09HNNE7073287492961648,XCD,92334994506,-17.232331,-89.172769
Sandu,Pop,8290621317967,1956-07-01,"Drumul Jenel Pușcașu Nr. 50 Bl. 72  Sc. 87 Ap. 365, Moisei, 319084",Vaslui,0729 912 631,cc:db:bd:b0:67:e1,185.237.42.110,Logoped,RO27PNKS8858865841346916,BBD,11892407035,26.9115975,30.972603
Florentina,Niță,2290722246159,2002-05-23,"Aleea Toma, Huedin, 173920",Timiș,0233 863 200,92:f2:0e:2b:b3:1a,124.205.202.220,Comisar Sef Divizie Garda Financiara,RO16QAUZ4619357424456342,ZAR,9540327477,-4.4688405,-29.490535
Nicușor,Barbu,1710820381295,1948-05-26,"Bulevardul Marin Nr. 38, Dabuleni, 905561",Tulcea,0785 925 417,1f:85:6f:92:b7:ea,158.67.182.155,Asistent De Cercetare In Electrofizica,RO03ZSMG0986234062963612,MGA,12784829944,-41.8633625,89.525652
Ada,Oprea,3391220170062,1912-03-02,"Bulevardul Ardelean Nr. 77 Bl. 45  Sc. 22 Ap. 687, Constanta, 881371",Mureș,0237 641 474,c5:05:0f:64:dd:c7,123.75.140.16,Inspector Scolar Pentru Dezvoltarea Resursei Umane,RO60YNQT6592177412648976,MOP,37386388063,-53.5400765,-86.134760
Mirona,Aanei,5310801361657,1990-11-05,"Strada Georgescu, Hateg, 752096",Mureș,0731 263 041,1d:31:4e:fc:9a:e9,124.174.207.175,Cercetator In Masini Si Echipamente Termice,RO41WTUZ0480364221295911,JOD,54724386175,-26.0741155,-165.988587
Grațiela,Oprea,2750728124557,1941-05-15,"Bulevardul Larisa Nistor, Baicoi, 742770",Gorj,0249 997 349,2e:d6:84:94:50:2e,133.27.173.244,Operator La Instalatii De Ardere,RO94BULU6274377585276589,NZD,43023870982,4.523775,159.579012
Zenovia,Dinu,7900722046598,2009-12-12,"Bulevardul Jan Georgescu Nr. 909 Bl. 70  Sc. 54 Ap. 401, Arbore, 431013",București,0751 080 325,8e:e8:8b:59:62:54,179.10.204.239,Judecator,RO47SSHJ1508383417564476,SRD,803857669,-85.4699365,81.105511
Estera,Dima,1921204201866,1918-06-29,"Soseaua Suciu Nr. 85, Tandarei, 119314",Satu Mare,0726 053 735,37:38:27:ab:87:cc,208.114.33.126,Cercetator In Fizica,RO70CGGS7872771893199479,PHP,7317825297,-74.1907715,67.370107
Carina,Diaconu,4690711011096,1984-08-23,"Soseaua Barbu, Santana, 800891",Teleorman,0758 972 601,5b:b2:a7:fa:4d:7c,138.29.231.20,Asistent De Cercetare In Energetica Industriala,RO71GIYO4362515054902813,INR,26673479717,-31.398997,74.280171
Norman,Ababei,7600815261952,2007-10-24,"Intrarea Cătălin Diaconu Nr. 149 Bl. 36  Sc. 93 Ap. 469, Covasna, 222160",Ilfov,0754 634 579,c6:6a:1d:a9:e9:01,188.246.6.250,Diacon,RO73BOEW2066825177254489,SYP,21032975456,-84.276634,55.266105
Safta,Dochioiu,2030104378328,1911-07-08,"Soseaua Suciu Nr. 655, Giurgiu, 587608",Olt,0232 964 524,db:e0:89:74:c0:1e,189.240.233.25,Inspector Preturi,RO46XTIX6035136474552301,CNY,13358802528,-50.619869,-96.311600
Dumitra,Diaconescu,4330920117894,1964-05-24,"Bulevardul Popa Nr. 349 Bl. 98  Sc. 53 Ap. 955, Siria, 645721",Vrancea,0246 785 098,8f:ba:ce:10:92:35,68.215.135.11,Consultant Bugetar,RO69IFOJ9758927917099790,SLL,91305845418,-21.5992425,-33.040237
Ancuța,Ionescu,4940113031367,1935-06-24,"Intrarea Niță Nr. 608 Bl. 97  Sc. 23 Ap. 570, Tunari, 981152",Argeș,0750 296 930,7c:cb:12:b8:83:70,148.210.129.126,Subinginer In Industria Alimentara,RO04UZZJ6097444206505167,NGN,8023132237,-1.1510275,-57.924088
Petruța,Diaconu,6510428133043,1960-02-27,"Drumul Nistor Nr. 21, Floresti, 253715",Ilfov,0743 807 143,15:ec:8a:c9:ab:29,168.38.98.23,Impresar Teatru,RO61MRQV3091923532247917,CUP,34440226756,-2.357990,-12.919822
Isabela,Diaconu,1730109162951,2014-03-10,"Bulevardul Sidonia Manole Nr. 517 Bl. 42  Sc. 52 Ap. 531, Corund, 294903",Dolj,0743 393 020,06:6c:c4:6d:e7:25,1.135.230.110,Poleitor Filiere,RO25MTZR4880510118672128,VEF,39812033847,-22.867556,-57.676662
Anamaria,Tomescu,2941201119484,2004-04-05,"Aleea Popa Nr. 658 Bl. 95  Sc. 68 Ap. 232, Gura Humorului, 148261",Alba,0786 895 118,f8:26:63:40:26:08,15.103.176.179,Sef Serviciu Navigatie,RO42EDSA9016939792846466,PLN,3882594776,35.030490,-164.604634
Mihnea,Nistor,2360618391133,1913-03-17,"Soseaua Barbu Nr. 94, Brad, 948476",Harghita,0250 146 955,f7:ec:5b:3a:4b:34,115.36.249.55,Confectioner Mine Pentru Creioane,RO33VOFM3207936348252655,KGS,44135052827,-47.0173615,121.305895
Norica,Mazilescu,2110815393124,1951-07-23,"Aleea Pop Nr. 223, Amara, 127664",Dâmbovița,0766 713 792,53:75:63:1c:ce:b2,190.87.2.122,Reglor Si Reglor-Conductor La Masini-Unelte,RO13QSAM5751148844276651,XCD,31091439440,-23.000572,-17.337122
Liviu,Tudor,7950312202268,1971-03-01,"Bulevardul Mazilescu Nr. 215 Bl. 96  Sc. 66 Ap. 321, Vicovu de Sus, 937907",Argeș,0243 673 902,d3:ad:dd:ce:9b:c2,174.206.210.89,"Finisor Textile (Vopsitor, Imprimeur)",RO64OPXA5344024114688157,BYR,48730121390,36.6575965,-156.174257
Sandu,Dobre,7100414089785,2021-04-24,"Intrarea Niță, Pogoanele, 976608",Sălaj,0780 855 532,90:46:62:40:27:4a,210.180.197.148,Stantator Piese Pentru Incaltaminte Din Piele Si Cauciuc,RO71ORWL4331724497394274,HNL,88354484062,80.1177975,134.302752
Ariana,Mazilescu,2421228303073,1912-01-06,"Strada Dochioiu Nr. 875 Bl. 33  Sc. 26 Ap. 303, Arad, 651974",Vaslui,0242 405 232,5a:d8:41:c5:af:f4,130.94.17.114,Responsabil Proces,RO73MVTX9473045920224714,LKR,14117615335,49.4332615,58.562499
Zaraza,Dinu,5860601283269,2008-01-01,"Soseaua Nistor Nr. 413 Bl. 46  Sc. 54 Ap. 722, Roman, 647073",Iași,0788 524 454,09:c0:68:fc:c3:8f,72.46.84.127,Lucrator Calificat In Culturi De Camp Si Legumicultura,RO57YRVR7377331371574968,ETB,91223990580,38.388519,177.811760
Camil,Oprea,4050225060127,1995-04-28,"Soseaua Stoica, Pipera (Voluntari), 728911",Buzău,0762 814 635,d2:ac:a6:c0:62:4c,222.249.138.62,Secretara,RO02LXHJ1792376269794429,SRD,91062245687,-88.906674,-25.712896
Iacob,Dobre,1511102129075,1992-02-29,"Strada Nora Nemeș Nr. 90 Bl. 45  Sc. 91 Ap. 235, Giurgiu, 154735",Timiș,0767 869 348,03:66:e8:62:17:1b,27.187.184.103,Expert Accesare Fonduri Structurale Si De Coeziune Europene,RO80JDOG4991209085130597,LKR,22302506433,-84.0308955,68.943716
Cantemir,Tudor,5161231074190,1994-08-02,"Bulevardul Ababei Nr. 54 Bl. 21  Sc. 42 Ap. 941, Sfantu Gheorghe, 418323",Arad,021 909 3306,70:c4:48:48:c6:83,57.8.69.74,Ilustrator Muzical,RO96PHQF9713341754343587,CRC,33101836514,-57.8498695,102.251466
Paulica,Marin,1840302162661,2012-08-19,"Drumul Voinea Nr. 87 Bl. 47  Sc. 83 Ap. 451, Borsa, 678430",București,0765 906 810,a8:56:7d:1e:30:aa,65.66.228.6,Educator In Unitati De Handicapati,RO88FUIY2703960047482365,WST,26282711304,-20.2362965,-164.043662
Mihail,Popescu,1300715129984,1954-01-30,"Strada Diaconescu Nr. 65, Segarcea, 563332",Bihor,0248 085 545,49:0f:85:ad:63:37,143.76.117.216,Expert Elaborare Documentatii Tehnice De Montaj,RO15IOPR9671202672807636,JEP,971693815,-14.7747665,173.725292
Visarion,Gheorghiu,7950418290761,1924-02-19,"Strada Cristea Nr. 353 Bl. 75  Sc. 69 Ap. 277, Sannicolau Mare, 978006",Dolj,0739 621 501,c3:9c:e4:54:b1:74,201.141.71.89,Operator La Instalatii Automate Pentru Prepararea Amestecului,RO50BFWC9697550554828075,GYD,4823108663,-5.723901,-139.967873
Cazimir,Niță,1271212027017,1915-09-14,"Soseaua Ionescu Nr. 240, Otelu Rosu, 637625",Botoșani,0754 196 320,07:49:35:8b:aa:a1,77.253.7.133,Ofiter Antifrauda Financiar-Bancara (Studii Medii),RO60AAWE0673566023912914,PYG,81290339635,-19.6969255,-55.637558
Aurelian,Ioniță,4210312138714,1987-02-03,"Drumul Pușcașu Nr. 17 Bl. 82  Sc. 57 Ap. 669, Dorohoi, 118792",Sălaj,0236 104 806,07:10:62:eb:f4:78,133.73.35.50,Innodator Fire De Matase Naturala,RO03YRZQ1250396411056340,PGK,45758212334,19.7962455,138.850320
Silvian,Ionescu,6621002063546,1950-03-18,"Drumul Dobre, Huedin, 590139",Alba,0255 552 241,7a:2b:35:b8:58:19,153.64.65.30,Instructor De Aerobic-Fitness,RO82XSLF7265010522584467,PHP,29806123665,-51.420329,-117.119859
Oana,Barbu,7070713045649,1938-10-14,"Intrarea Fabia Dumitrescu Nr. 95 Bl. 75  Sc. 98 Ap. 831, Dancu, 656606",Caraș Severin,0259 037 129,e3:48:42:b2:f2:a8,92.58.239.255,Operator La Fabricarea Produselor Fainoase,RO41HWHS5293184999241748,DZD,52444492175,38.461670,-10.927123
Isabela,Oprea,4771210380064,1942-04-21,"Aleea Albu Nr. 743, Beclean, 455099",Giurgiu,0765 942 599,6a:9e:b9:86:7a:b4,84.52.66.87,"Cercetator In Gestiune, Contabilitate, Control Financiar",RO25RUSW6812633696023131,KPW,72720871108,12.990343,-115.875656
Dariana,Ionescu,6360528276837,1957-03-31,"Soseaua Pop, Bumbesti-Jiu, 374447",Harghita,0744 221 250,99:ae:53:46:9f:fe,223.33.105.24,Inginer De Cercetare In Metalurgia Neferoasa,RO58SXUI3330518966521563,CVE,63186180461,0.193646,-34.570463
Cedrin,Ionescu,4770213214872,2016-07-10,"Aleea Minodora Pop Nr. 754, Insuratei, 359506",Mehedinți,0235 309 719,f2:df:08:0a:a3:f5,114.206.238.167,Arhitect Cladiri,RO33CCKG5983448695449828,PLN,83204877968,-30.5471925,129.940948
Zeno,Dochioiu,4100117183713,1969-03-09,"Bulevardul Mazilescu Nr. 424 Bl. 62  Sc. 30 Ap. 842, Motatei, 545748",Bihor,0768 779 416,51:42:d5:3f:45:02,5.92.217.185,Operator Decator,RO29GESV4859446030631651,DJF,99504106779,47.322782,175.682968
Petru,Suciu,8380430232187,1939-11-28,"Aleea Ciprian Ioniță, Dragu-Brad, 745441",Dâmbovița,0250 558 260,32:5b:82:5c:97:0e,184.205.59.6,Finisor Creioane Si Tocuri,RO72ZLIF4875069513471767,MAD,32435148042,52.6582765,143.411135
Ioana,Suciu,8640505107101,1970-10-29,"Intrarea Consuela Tabacu, Campia Turzii, 706747",Alba,0245 014 058,2e:b8:72:da:2c:9a,123.37.26.71,Secretar Federatie,RO39ZLNO8389680809863927,KHR,25635637140,75.1861375,-58.518736
