"personal_id","user_id","personal_number","birthdate","address","country","phone_number"
"5634","15608","3830206330537","1983-11-26","Aleea Emil Stancu, Ianca, 403464","Tulcea","0739 280 046"
"5635","15609","5910121231523","1921-11-26","Bulevardul Luciana Eftimie, Matca, 624109","Vâlcea","0754 591 381"
"5636","15610","5910229235462","1993-11-14","Intrarea Miruna Georgescu, Urlati, 591859","Prahova","0737 205 319"
"5637","15611","3550809259100","1988-12-21","Intrarea Pop, Siria, 866119","Cluj","0754 503 279"
"5638","15612","2551127127791","1993-06-03","Strada Tatiana Marin Nr. 440 Bl. 83  Sc. 49 Ap. 680, Corund, 426207","Buzău","0258 216 317"
"5639","15613","5620410388254","2012-09-25","Strada Dinu Nr. 38 Bl. 59  Sc. 39 Ap. 934, Zalau, 762309","Alba","0265 267 739"
"5640","15614","4161125115900","1937-07-15","Aleea Ioniță Nr. 59 Bl. 17  Sc. 53 Ap. 517, Rasnov Romacril, 901478","Brăila","0771 713 829"
"5641","15615","2141128132051","1972-06-30","Intrarea Valeriu Aanei Nr. 744 Bl. 78  Sc. 91 Ap. 205, Plosca, 502418","Vâlcea","0244 201 819"
"5642","15616","3280529199311","2018-09-12","Intrarea Preda Nr. 276 Bl. 41  Sc. 47 Ap. 989, Negresti, 406063","Caraș Severin","0754 548 743"
"5643","15617","1941019180663","1925-10-27","Soseaua Ardelean Nr. 263 Bl. 53  Sc. 31 Ap. 470, Popesti-Leordeni, 844898","Cluj","0235 718 986"
"5644","15618","3670925435841","1947-05-18","Bulevardul Eftimie Stan Nr. 41, Caransebes, 258874","Olt","0242 373 792"
"5645","15619","2820510147503","1981-03-07","Intrarea Lorelei Tomescu, Popesti-Leordeni, 803836","Giurgiu","0246 533 098"
"5646","15620","7440406207178","1910-06-24","Strada Laurian Mocanu Nr. 776 Bl. 69  Sc. 65 Ap. 563, Sinaia, 806048","Arad","0742 173 028"
"5647","15621","2931112366333","1939-07-31","Intrarea Tabacu Nr. 978, Brad, 516039","Sălaj","0261 368 053"
"5648","15622","2920131461186","2000-03-30","Strada Ionelia Tudor Nr. 10, Cernavoda, 422819","Prahova","0234 243 284"
"5649","15623","5821018439319","2018-11-17","Soseaua Pușcașu Nr. 54 Bl. 27  Sc. 11 Ap. 657, Drobeta-Turnu Severin, 344751","Dâmbovița","0241 759 807"
"5650","15624","8290408378779","1970-04-09","Strada Ene Nr. 747, Poienile de sub Munte, 916115","Botoșani","0247 499 520"
"5651","15625","7921213323088","1921-05-17","Aleea Codruța Ababei Nr. 90, Moisei, 621233","Ialomița","0249 039 302"
"5652","15626","5970129138784","1924-09-27","Aleea Voinea Nr. 86, Turnu Magurele, 492695","Botoșani","0727 249 022"
"5653","15627","6621229369222","1972-06-03","Strada Gheorghiu Nr. 688, Constanta, 641665","Bacău","0739 221 562"
"5654","15628","7040720091974","1985-09-07","Drumul Octavia Marin Nr. 74 Bl. 23  Sc. 42 Ap. 563, Curtea de Arges, 693936","Mureș","0240 450 895"
"5655","15629","4511222342164","1955-08-29","Soseaua Antoaneta Georgescu Nr. 726 Bl. 82  Sc. 10 Ap. 230, Radauti, 228712","Vaslui","0257 257 861"
"5656","15630","4000603073936","1970-01-27","Strada Georgescu Nr. 27 Bl. 39  Sc. 65 Ap. 233, Ramnicu Sarat, 560920","Satu Mare","0724 013 842"
"5657","15631","4240122436418","1910-08-21","Soseaua Mazilescu Nr. 587, Caransebes, 447505","Neamț","0750 084 176"
"5658","15632","1470706203730","1929-07-12","Aleea Dinu, Vicovu de Sus, 449780","Covasna","0238 190 784"
"5659","15633","7231124236519","1982-09-11","Intrarea Clarisa Ionescu Nr. 42, Diosig, 865398","Arad","0740 325 957"
"5660","15634","8781230193910","1944-07-03","Aleea Nadia Stan Nr. 804 Bl. 11  Sc. 21 Ap. 388, Afumati, 863983","Alba","0266 167 500"
"5661","15635","4621105370111","1910-11-08","Drumul Stoica Nr. 50 Bl. 83  Sc. 17 Ap. 105, Otopeni, 296203","Teleorman","0237 758 571"
"5662","15636","4420908071445","1934-10-24","Intrarea Marin Nr. 910 Bl. 61  Sc. 45 Ap. 256, Reghin, 163233","Teleorman","0255 937 718"
"5663","15637","4080312152923","2008-05-04","Aleea Dinu Nr. 551, Videle, 726490","Gorj","0239 894 575"
"5664","15638","8080218173700","1998-03-24","Drumul Popescu Nr. 394 Bl. 55  Sc. 37 Ap. 710, Paunesti, 689033","Galați","0739 170 892"
"5665","15639","3540512342719","1983-04-22","Soseaua Barbu Nr. 223, Sovata, 248270","Mureș","0765 145 852"
"5666","15640","8070403134615","1950-03-15","Intrarea Georgescu Nr. 959 Bl. 10  Sc. 97 Ap. 978, Dobroesti, 629140","Ilfov","0737 451 916"
"5667","15641","5920117129939","1999-09-27","Soseaua Preda, Resita, 345832","Brăila","0744 268 248"
"5668","15642","1030731347840","1953-03-12","Bulevardul Florea Nr. 51 Bl. 59  Sc. 66 Ap. 833, Baia, 566745","Olt","0760 499 898"
"5669","15643","2130621169195","1999-07-04","Strada Henrieta Ioniță Nr. 275, Sancraiu de Mures, 717592","Hunedoara","0753 266 877"
"5670","15644","6791228162539","2010-04-19","Drumul Diaconu Nr. 889, Tarnaveni, 114840","Dolj","0269 029 525"
"5671","15645","2550324197408","1938-08-18","Aleea Eftimie, Hateg, 646752","Constanța","0765 973 040"
"5672","15646","8831031395324","1960-08-29","Drumul Pop, Oituz, 759786","Iași","0739 167 999"
"5673","15647","6851105528572","2019-09-19","Strada Dinu Nr. 86 Bl. 82  Sc. 20 Ap. 524, Diosig, 636017","Constanța","0766 917 350"
"5674","15648","1300508406967","1916-11-24","Soseaua Dobre Nr. 620 Bl. 39  Sc. 91 Ap. 719, Topoloveni, 514748","Caraș Severin","0267 908 151"
"5675","15649","3240522449333","1975-01-25","Soseaua Tomescu Nr. 66, Orsova, 123998","Cluj","0739 225 400"
"5676","15650","2910618076334","1926-03-24","Strada Blanduzia Florea, Mioveni, 914189","București","0266 913 184"
"5677","15651","1200914421703","1974-03-14","Aleea Florea Nr. 871 Bl. 98  Sc. 70 Ap. 918, Murfatlar, 800067","Dolj","0261 834 820"
"5678","15652","2280727335491","1979-12-25","Drumul Aanei, Galati, 140713","Călărași","0257 917 643"
"5679","15653","2040509191298","1918-06-05","Soseaua Toma Nr. 93 Bl. 99  Sc. 62 Ap. 828, Alexandria, 264909","Constanța","0767 678 124"
"5680","15654","3231215010438","1940-02-07","Aleea Ionescu Nr. 351 Bl. 49  Sc. 11 Ap. 716, Campina, 472356","Satu Mare","0780 156 793"
"5681","15655","8620316105284","1940-10-15","Bulevardul Popescu, Slatina, 296141","Sibiu","0750 592 868"
"5682","15656","4690810312674","1995-05-08","Strada Nicoară Georgescu Nr. 141, Valea lui Mihai, 194574","Neamț","0765 329 843"
"5683","15657","4950624062584","1999-03-21","Soseaua Ardelean, Vaslui, 232775","Harghita","0257 929 187"
"5684","15658","5690930351889","2019-06-16","Drumul Silvana Dima Nr. 54 Bl. 51  Sc. 37 Ap. 123, Branesti, 628822","Brăila","0748 329 794"
"5685","15659","2970720038159","1973-05-09","Bulevardul Gheorghiu, Modelu, 184638","Ilfov","0241 071 574"
"5686","15660","1871011243054","1963-05-12","Drumul Georgescu Nr. 664 Bl. 92  Sc. 52 Ap. 802, Tufesti, 846340","Teleorman","0257 414 103"
"5687","15661","2120511427260","2015-05-21","Bulevardul Mocanu, Bragadiru, 134089","Teleorman","0268 230 444"
"5688","15662","8430928227920","1943-08-28","Bulevardul Popa Nr. 705, Uricani, 111460","Dolj","0764 813 483"
"5689","15663","7721220340110","2000-12-28","Soseaua Lucian Ababei, Balan, 326930","Tulcea","0771 162 176"
"5690","15664","6750404415787","1934-07-09","Drumul Marin Nr. 26, Lunca Cetatuii, 288055","Caraș Severin","0747 944 416"
"5691","15665","3060309369688","1985-03-30","Strada Grigore Dobre, Dumbravita, 336604","Vrancea","0727 371 145"
"5692","15666","4580418361305","1976-03-08","Soseaua Eftimie Nr. 817, Plosca, 375474","Tulcea","0730 512 979"
"5693","15667","1550228466921","2004-05-18","Intrarea Ardelean Nr. 430 Bl. 86  Sc. 73 Ap. 119, Ovidiu, 886516","Mehedinți","0762 332 106"
"5694","15668","1060809040821","1927-10-12","Strada Ioniță Nr. 744 Bl. 88  Sc. 61 Ap. 709, Valu lui Traian, 275565","Maramureș","0741 896 268"
"5695","15669","5601219356138","1954-11-02","Aleea Valter Pușcașu Nr. 770, Prejmer, 800935","Dolj","0788 699 791"
"5696","15670","6640204088345","1944-05-06","Intrarea Niță Nr. 22, Fagetel (Remetea), 830639","Bihor","0725 906 323"
"5697","15671","3250125226977","1939-01-21","Strada Petrișor Gheorghiu Nr. 425 Bl. 72  Sc. 10 Ap. 634, Buhusi, 675490","Botoșani","0749 350 569"
"5698","15672","7510202079927","2023-11-20","Intrarea Mazilescu, Sacueni, 613959","Sălaj","0739 894 164"
"5699","15673","1661016061024","1939-07-15","Drumul Pușcașu Nr. 739 Bl. 92  Sc. 79 Ap. 589, Bistrita, 651990","Sibiu","0752 804 277"
"5700","15674","8610229101799","1931-12-26","Intrarea Pușcașu Nr. 15, Tunari, 898958","Cluj","0242 049 627"
"5701","15675","3740401306064","1954-08-28","Intrarea Popescu Nr. 49 Bl. 26  Sc. 85 Ap. 306, Voluntari, 375079","Neamț","0244 943 365"
"5702","15676","4430210136286","1960-01-03","Strada Dinu Tabacu Nr. 52, Oravita, 315124","Vaslui","0262 254 997"
"5703","15677","8731105413839","1977-08-24","Aleea Diaconescu Nr. 392 Bl. 31  Sc. 16 Ap. 866, Greci, 480336","Alba","0747 157 089"
"5704","15678","7190712270712","1916-04-04","Soseaua Tudor Nr. 34, Dorohoi, 421594","Mureș","0257 201 942"
"5705","15679","6031004441007","1944-03-02","Soseaua Stan Nr. 23, Poienile de sub Munte, 201940","Timiș","0720 305 485"
"5706","15680","6050810511957","2020-04-26","Strada Manole Nr. 27, Balan, 769586","Neamț","0757 933 897"
"5707","15681","7551205037256","1958-01-08","Strada Voinea Nr. 291, Odorheiu Secuiesc, 983416","Vaslui","0726 134 479"
"5708","15682","6471204441336","1989-05-26","Intrarea Theodor Popescu Nr. 13, Ludus, 996107","Gorj","0246 441 397"
"5709","15683","7040130022401","2006-03-23","Bulevardul Dinu, Baia Mare, 712243","Timiș","0728 365 263"
"5710","15684","7660111444429","1930-12-11","Drumul Ababei Nr. 15 Bl. 85  Sc. 71 Ap. 868, Gherla, 166517","Tulcea","0261 780 765"
"5711","15685","5990203413832","1982-12-22","Drumul Manole, Motru, 814531","Buzău","0254 574 774"
"5712","15686","4281225270666","1961-04-01","Aleea Stancu Nr. 109 Bl. 99  Sc. 12 Ap. 285, Covasna, 199382","Caraș Severin","0726 312 475"
"5713","15687","4140722101785","2024-01-02","Aleea Preda, Straja, 917467","Constanța","0754 079 489"
"5714","15688","1950117113954","1931-03-08","Intrarea Mazilescu Nr. 534 Bl. 23  Sc. 88 Ap. 499, Gilau, 280703","Mehedinți","0268 869 281"
"5715","15689","1130130132935","2006-03-31","Drumul Diaconescu Nr. 31, Focsani, 273914","Giurgiu","0727 287 428"
"5716","15690","4430618193504","1928-03-14","Intrarea Cosmina Popescu Nr. 33 Bl. 74  Sc. 10 Ap. 985, Turda, 608341","Buzău","0237 713 007"
"5717","15691","4760706102773","1910-05-09","Drumul Diaconescu Nr. 182, Rasnov Romacril, 967800","Dolj","0231 818 978"
"5718","15692","5620306203831","1995-02-04","Strada Ene Nr. 55, Turnu Magurele, 877136","Constanța","0250 371 590"
"5719","15693","4631221384343","2011-04-24","Strada Preda Nr. 74, Jilava, 744229","Dâmbovița","0763 436 921"
"5720","15694","1710501228485","1972-12-13","Strada Toma, Dobroesti, 751820","Tulcea","0737 228 557"
"5721","15695","5110616290133","1991-02-04","Strada Stoica Nr. 84 Bl. 53  Sc. 72 Ap. 798, Copsa Mica, 393857","Botoșani","0262 709 766"
"5722","15696","2401015205868","1917-10-15","Aleea Simion Preda Nr. 899, Focsani, 700764","Hunedoara","0247 078 833"
"5723","15697","4750510047973","2014-01-22","Bulevardul Mazilescu, Mangalia, 940174","Sălaj","0250 957 715"
"5724","15698","4210811017137","1974-05-15","Bulevardul Aanei Nr. 91, Siret, 265934","Brașov","0233 396 331"
"5725","15699","7350327385072","1908-05-24","Strada Camil Dobre, Husi, 550301","Sibiu","0756 077 592"
"5726","15700","8710410377232","1940-06-25","Intrarea Tabacu Nr. 505 Bl. 10  Sc. 68 Ap. 113, Glina, 177882","Dâmbovița","0249 476 479"
"5727","15701","8510231388083","1918-01-29","Soseaua Albu, Ramnicu Valcea, 687172","Cluj","0261 218 267"
"5728","15702","2720402191154","1920-03-28","Aleea Nemeș Nr. 618, Savinesti, 403647","Vâlcea","0250 391 839"
"5729","15703","3501221096102","1980-01-19","Aleea Mazilescu Nr. 93 Bl. 21  Sc. 10 Ap. 589, Targu Lapus, 860035","Olt","0240 609 913"
"5730","15704","8030908361345","2005-02-07","Bulevardul Pușcașu, Bistrita, 927056","Mehedinți","0243 475 287"
"5731","15705","7610915519219","1956-02-07","Intrarea Cristea, Motru, 298269","Giurgiu","0741 248 795"
"5732","15706","8910705308921","1917-10-23","Soseaua Suciu, Deta, 586938","Tulcea","0788 367 842"
"5733","15707","8781222406641","1933-06-09","Aleea Pop, Bailesti, 389690","Olt","0744 835 800"
"5734","15708","8001011358801","2009-08-04","Soseaua Manole, Deta, 294554","Harghita","0754 042 410"
"5735","15709","5961018213356","2009-02-20","Soseaua Manole, Pucioasa, 635608","Teleorman","0748 435 157"
"5736","15710","2600315078112","2021-02-17","Aleea Voinea Nr. 78, Rodna, 498191","Vaslui","0748 794 566"
"5737","15711","7070907298589","1951-06-26","Strada Preda Nr. 67 Bl. 90  Sc. 42 Ap. 385, Valu lui Traian, 400178","Teleorman","0768 755 479"
"5738","15712","4811029386030","1963-12-19","Strada Suciu Nr. 143, Pipera (Voluntari), 664641","Harghita","0740 382 930"
"5739","15713","4231018128832","1963-01-19","Bulevardul Diana Oprea, Salonta, 947446","Hunedoara","0238 988 624"
"5740","15714","6320230233082","1918-09-01","Bulevardul Popa Nr. 51, Giroc, 147567","Cluj","0737 509 841"
"5741","15715","2141021142283","1987-07-04","Drumul Nistor Nr. 441 Bl. 50  Sc. 84 Ap. 991, Vicovu de Sus, 703856","Vrancea","0254 639 994"
"5742","15716","8030403279893","1924-05-14","Aleea Lavinia Gheorghiu Nr. 842 Bl. 59  Sc. 89 Ap. 607, Lugoj, 440118","Teleorman","0761 882 253"
"5743","15717","6711009174395","2012-04-18","Intrarea Popescu, Topoloveni, 326343","Buzău","0265 513 089"
"5744","15718","3980326035771","1954-08-06","Aleea Vasile Mocanu, Intorsura Buzaului, 393955","Gorj","0746 915 274"
"5745","15719","3870801062881","1930-03-08","Soseaua Vanesa Toma Nr. 19, Vladimirescu, 668837","Argeș","0731 816 721"
"5746","15720","7610130468655","1960-06-08","Drumul Stan Nr. 481, Tomesti, 541384","Tulcea","0267 097 433"
"5747","15721","2230616134877","1926-04-11","Soseaua Oprea, Lipova, 421602","Maramureș","0726 212 649"
"5748","15722","6980523101771","2019-01-30","Intrarea Dumitrescu Nr. 371 Bl. 88  Sc. 59 Ap. 729, Oltenita, 365210","Galați","0770 530 002"
"5749","15723","7940529374885","1914-11-10","Aleea Miruna Stan, Dragalina, 875903","Suceava","0729 814 278"
"5750","15724","7491204428991","1982-08-06","Bulevardul Ardelean Nr. 87 Bl. 86  Sc. 60 Ap. 473, Cugir, 725970","Dâmbovița","0760 430 900"
"5751","15725","7341211375187","1935-10-24","Drumul Dinu Nr. 65, 1 Decembrie, 910745","Cluj","0746 290 882"
"5752","15726","4531024287429","1992-07-29","Bulevardul Dumitru Ionescu Nr. 78 Bl. 79  Sc. 35 Ap. 596, Carei, 757128","Sălaj","0268 164 997"
"5753","15727","8231214526726","2001-08-06","Drumul Stan Nr. 942, Dragasani, 653499","Mureș","0243 396 698"
"5754","15728","4010330129033","2005-06-14","Intrarea Dumitrescu Nr. 237, Rasnov, 416439","Covasna","0729 736 267"
"5755","15729","7880620429247","1962-09-16","Soseaua Eftimie Nr. 749, Peretu, 312520","Ilfov","0720 668 916"
"5756","15730","3940818111428","1989-05-16","Bulevardul Popescu Nr. 28 Bl. 84  Sc. 61 Ap. 866, Sighetu Marmatiei, 909857","Teleorman","0734 402 301"
"5757","15731","5060916342763","1928-05-04","Strada Amalia Ioniță Nr. 38 Bl. 17  Sc. 81 Ap. 109, Sabaoani, 272987","Mureș","0266 093 602"
"5758","15732","1400327357140","2013-03-25","Drumul Stoica, Tuzla, 257387","Caraș Severin","0762 116 492"
"5759","15733","5961014425662","1950-07-25","Intrarea Elvira Tudor, Fieni, 303293","Giurgiu","0256 180 667"
"5760","15734","7620415172301","2020-01-10","Strada Ene, Tufesti, 271925","Ialomița","0240 207 775"
"5761","15735","3480401346091","1996-08-05","Drumul Florea, Baicoi, 616872","Iași","0786 941 050"
"5762","15736","2801005368001","1999-06-17","Aleea Diaconescu, Ramnicu Valcea, 716882","Constanța","0743 718 099"
"5763","15737","6931008175571","2013-06-14","Intrarea Tabacu, Apahida, 889529","Vâlcea","0711 981 691"
"5764","15738","7810912106992","1935-02-17","Aleea Ioniță Nr. 96, Drobeta-Turnu Severin, 348858","Caraș Severin","0259 924 653"
"5765","15739","2570422274044","1918-06-15","Bulevardul Florea Nr. 28 Bl. 95  Sc. 62 Ap. 105, Lipova, 634952","Ilfov","0784 397 570"
"5766","15740","3070511244734","1916-07-07","Aleea Giorgian Dumitrescu, Babeni, 203571","Botoșani","0246 815 038"
"5767","15741","2300808529243","1987-05-19","Aleea Olimpia Tomescu, Sovata, 251516","Vrancea","0720 419 578"
"5768","15742","6760514363416","2019-03-12","Intrarea Pop Nr. 925 Bl. 26  Sc. 51 Ap. 150, Popesti-Leordeni, 902635","Călărași","0263 358 605"
"5769","15743","5370422167181","1955-12-12","Bulevardul Dochioiu, Horodnic de Sus, 929586","Călărași","0750 365 127"
"5770","15744","7560620177021","1950-11-21","Intrarea Dinu Nr. 56, Chisineu-Cris, 507866","Botoșani","0771 535 183"
"5771","15745","7040920440090","1913-04-24","Bulevardul Gheorghiu, Targu Neamt, 861289","Buzău","0754 637 270"
"5772","15746","4260503179665","1941-10-21","Aleea Suciu Nr. 717, Magurele, 516848","Constanța","0748 207 250"
"5773","15747","8920910419471","1910-08-17","Drumul Pop Nr. 77 Bl. 22  Sc. 22 Ap. 267, Pipera (Voluntari), 960956","Arad","0249 925 976"
"5774","15748","3560521260378","2018-08-14","Strada Ene Nr. 510 Bl. 50  Sc. 36 Ap. 276, Comanesti, 393822","Arad","0260 158 001"
"5775","15749","7130108431802","1991-04-17","Soseaua Dobre, Petrosani, 327752","Prahova","0754 057 388"
"5776","15750","8001010050593","2012-09-21","Aleea Popescu Nr. 75, Santana, 842414","Arad","0745 658 980"
"5777","15751","7840401289745","1935-06-11","Strada Tabacu Nr. 41 Bl. 80  Sc. 41 Ap. 945, Eforie Nord, 224517","Neamț","0233 189 977"
"5778","15752","6490731409077","1913-05-06","Drumul Corvin Tudor Nr. 77 Bl. 63  Sc. 92 Ap. 221, Fetesti, 414734","Botoșani","021 156 4738"
"5779","15753","5280502126167","1946-12-09","Soseaua Stancu Stancu, Rosu, 981198","Buzău","0258 871 862"
"5780","15754","8680627058167","1963-10-23","Drumul Tudor Nr. 140, Onesti, 598838","Ialomița","0726 619 196"
"5781","15755","3701110525912","1937-09-18","Intrarea Ioniță Nr. 650, Falticeni, 962740","Bistrița-Năsăud","0721 056 139"
"5782","15756","2820430105591","1935-01-09","Intrarea Nistor Nr. 318 Bl. 65  Sc. 12 Ap. 416, Ploiesti, 947858","Tulcea","0734 385 939"
"5783","15757","7460310433085","1933-04-15","Bulevardul Stan, Targu Mures, 810474","Vaslui","0233 711 708"
"5784","15758","4000729322684","1925-10-24","Soseaua Ababei Nr. 28, Gura Humorului, 460406","Gorj","0767 867 711"
"5785","15759","5880602046986","1921-06-10","Aleea Miruna Manole, Rovinari, 684013","Arad","0725 160 918"
"5786","15760","2920922435145","1971-05-24","Intrarea Cristea Nr. 83, Orsova, 377983","Sălaj","0260 745 962"
"5787","15761","7550224528613","2007-02-20","Soseaua Ioniță Nr. 166 Bl. 33  Sc. 16 Ap. 149, Apahida, 183178","Cluj","0736 529 878"
"5788","15762","7270404017252","2014-09-06","Bulevardul Dobre, Simeria, 415605","Teleorman","0763 235 660"
"5789","15763","4330127182570","1999-01-31","Drumul Mocanu Nr. 157, Rasnov, 265117","Mureș","0256 081 436"
"5790","15764","7500722033469","2021-12-06","Soseaua Florea, Targoviste, 272769","Arad","0246 993 204"
"5791","15765","2490814058191","2002-02-25","Soseaua Gabi Voinea Nr. 73, Codlea, 718215","Brăila","0748 681 286"
"5792","15766","8500616440964","1983-01-24","Strada Stancu Nr. 27, Diosig, 406795","Mehedinți","0731 819 657"
"5793","15767","4621025213990","1993-11-19","Drumul Aanei Nr. 42, Giroc, 143072","Suceava","0243 187 719"
"5794","15768","1470608015195","1909-07-26","Aleea Niță, Motatei, 258738","Giurgiu","0732 013 696"
"5795","15769","4430324028181","1967-03-04","Strada Nidia Georgescu Nr. 173, Cornetu, 676687","Sibiu","0762 289 085"
"5796","15770","5511214030364","2022-07-24","Soseaua Bogdan Dumitrescu, Babadag, 298375","Bihor","0757 412 271"
"5797","15771","3770615095820","1975-09-22","Aleea Preda Nr. 19 Bl. 87  Sc. 27 Ap. 464, Hunedoara, 907592","Constanța","0788 565 844"
"5798","15772","3120318272844","1935-09-03","Soseaua Manole Nr. 222, Baicoi, 743289","Vaslui","0255 742 195"
"5799","15773","5631104022153","1916-12-16","Soseaua Ene, Pogoanele, 908200","Dâmbovița","0724 576 429"
"5800","15774","1930112047174","1914-06-18","Drumul Aanei Nr. 686 Bl. 37  Sc. 95 Ap. 823, Moldova Veche, 754583","Alba","0258 754 601"
"5801","15775","2311003528707","2012-05-31","Drumul Dinu, Glina, 594159","Vâlcea","0247 908 064"
"5802","15776","7510311428560","1922-05-25","Drumul Nemeș Nr. 64, Dumbravita, 415525","Vâlcea","0762 133 571"
"5803","15777","6320303244140","1932-03-31","Aleea Ene Nr. 810 Bl. 14  Sc. 67 Ap. 894, Feldru, 993098","Hunedoara","0749 896 668"
"5804","15778","6130420058641","1915-11-17","Intrarea Pușcașu Nr. 872, Peris, 846814","Bihor","0757 656 073"
"5805","15779","8250320171294","1959-06-26","Aleea Georgescu Nr. 644, Afumati, 481194","Vâlcea","0723 480 476"
"5806","15780","5420719068718","2017-01-09","Bulevardul Dobre Nr. 68 Bl. 86  Sc. 99 Ap. 641, Bragadiru, 776625","Gorj","0242 247 389"
"5807","15781","2631121456262","1957-07-09","Aleea Frederic Nemeș Nr. 19, Jibou, 241045","Iași","0234 923 720"
"5808","15782","2140903105147","2014-02-06","Strada Evanghelina Eftimie Nr. 529, Suceava, 584079","Vâlcea","0758 525 658"
"5809","15783","5421012137782","1919-01-26","Bulevardul Cristea Nr. 42 Bl. 87  Sc. 67 Ap. 301, Gherla, 433383","Arad","0720 412 247"
"5810","15784","5890417432613","1931-12-24","Strada Pompiliu Popescu Nr. 58 Bl. 33  Sc. 63 Ap. 561, Topoloveni, 386081","Sibiu","0245 713 561"
"5811","15785","3400423349338","1993-09-08","Bulevardul Cătălina Dobre Nr. 51 Bl. 13  Sc. 16 Ap. 442, Homocea, 372840","Mureș","021 996 7182"
"5812","15786","5590717277251","1975-03-30","Intrarea Stoica Nr. 95, Deva, 668395","Maramureș","0741 647 235"
"5813","15787","6071108111666","2005-01-03","Aleea Dochioiu Nr. 18, Mihail Kogalniceanu, 193052","Galați","0254 420 766"
"5814","15788","4011026189724","1981-03-23","Strada Georgescu Nr. 832 Bl. 74  Sc. 12 Ap. 617, Anina, 293219","Satu Mare","0743 092 855"
"5815","15789","5920908181803","1913-12-19","Drumul Popa, Darabani, 502033","Dâmbovița","0732 711 633"
"5816","15790","7080916184185","1968-03-08","Intrarea Tabacu, Arbore, 791324","Dolj","0722 856 896"
"5817","15791","1420731518521","1942-09-29","Intrarea Eftimie Nr. 45, Balotesti, 905720","Sălaj","0733 362 279"
"5818","15792","7950401253448","1923-03-10","Intrarea Popescu Nr. 560 Bl. 49  Sc. 92 Ap. 390, Ramnicu Sarat, 348387","Călărași","0732 754 727"
"5819","15793","2280304221448","1923-04-08","Drumul Demetra Manole Nr. 779, Satu Mare, 603265","Brăila","0242 448 411"
"5820","15794","8560428224741","1953-04-21","Aleea Suciu Nr. 13, Vlahita, 439218","Covasna","0267 818 156"
"5821","15795","4910403020676","1915-04-22","Drumul Manole Nr. 35 Bl. 52  Sc. 85 Ap. 429, Ramnicu Valcea, 619682","Călărași","0734 111 039"
"5822","15796","4581019347685","1943-05-08","Bulevardul Toma Nr. 251 Bl. 58  Sc. 98 Ap. 551, Peris, 362341","Sibiu","0723 719 569"
"5823","15797","5921127231166","2011-01-08","Bulevardul Cristea, Vicovu de Jos, 790316","Botoșani","0245 611 805"
"5824","15798","5721122311241","1982-05-01","Strada Gherghina Manole Nr. 416 Bl. 10  Sc. 13 Ap. 344, Tunari, 833485","Vaslui","0738 475 866"
"5825","15799","6580227032773","1972-03-09","Strada Cristea Nistor Nr. 620, Targu Mures, 429245","Bacău","0711 691 896"
"5826","15800","5890613265781","1991-08-09","Aleea Manole, Pascani, 798176","Neamț","0730 096 421"
"5827","15801","4940918248238","1994-07-17","Intrarea Anghelina Dochioiu, Gilau, 694571","Bihor","0765 365 445"
"5828","15802","2011007329711","1992-11-07","Aleea Nistor, Cernavoda, 787678","Buzău","0758 401 817"
"5829","15803","7680504279803","1913-02-10","Soseaua Stoica Nr. 810 Bl. 80  Sc. 51 Ap. 278, Peretu, 896892","Călărași","0752 671 894"
"5830","15804","3490228392657","1954-01-06","Strada Ionescu Nr. 128, Balotesti, 634544","Hunedoara","0742 778 113"
"5831","15805","3320322254714","1922-01-02","Intrarea Marin Nr. 26, Brad, 680288","Constanța","0250 125 967"
"5832","15806","1980915137751","1915-07-14","Strada Niță Nr. 886 Bl. 14  Sc. 94 Ap. 630, Poienile de sub Munte, 542003","Tulcea","0246 585 481"
"5833","15807","6300818432491","1917-04-26","Drumul Albu, Mangalia, 268525","Harghita","0740 207 346"
"5834","15808","1390105075715","1957-08-13","Soseaua Ene Nr. 76, Fagaras, 229120","Caraș Severin","0741 860 479"
"5835","15809","6800203256151","1913-05-04","Soseaua Iosif Suciu Nr. 509 Bl. 14  Sc. 29 Ap. 502, Salonta, 585183","Hunedoara","0734 654 959"
"5836","15810","6450903308971","2019-10-13","Intrarea Nistor Nr. 557, Targu Mures, 817273","Maramureș","0737 029 813"
"5837","15811","2680319455475","1945-04-27","Aleea Nistor, Talmaciu, 269968","Prahova","0754 065 818"
"5838","15812","6020304142365","1976-10-14","Drumul Jana Dochioiu, Campina, 907501","Argeș","0234 598 798"
"5839","15813","3650115376118","1921-06-20","Soseaua Oprea, Segarcea, 531851","Argeș","0754 098 575"
"5840","15814","7301209244705","1942-07-31","Aleea Manole Nr. 737 Bl. 25  Sc. 37 Ap. 751, Viseu de Sus, 339688","Covasna","0259 466 179"
"5841","15815","1490328441161","1913-11-30","Drumul Dochioiu Nr. 56 Bl. 43  Sc. 42 Ap. 767, Targu Neamt, 499440","București","0772 477 602"
"5842","15816","2320415153114","1952-07-02","Drumul Ardelean Nr. 141, Tomesti, 777257","Bacău","0738 635 406"
"5843","15817","6020327259668","1950-10-09","Aleea Ionescu Nr. 431 Bl. 84  Sc. 60 Ap. 983, Vlahita, 261610","București","0252 116 062"
"5844","15818","7510206363691","1921-02-25","Strada Carina Stănescu Nr. 18 Bl. 86  Sc. 98 Ap. 118, Orsova, 817480","Giurgiu","0736 991 442"
