,phone_number,birthdate,address,job
4228,0264 395 791,1933-12-18,46418e0237bf96b7e19e8987cdf46f546fa41a19a4614d3399c75f814116c972,Inginer Autovehicule Rutiere
4229,0262 062 324,2015-08-21,27fdbbc6b11ff85e01c6e19f42546a16ebe28e2ff9a394f064c39185fd3d9168,Consilier Al Ministrului
4230,0241 115 998,1934-07-28,d9cfe5c0342521fda354250224f3e893fe8075b4f5dd42a54e56e1a6c246e998,Operator Truka
4231,0749 599 793,2006-03-03,97274e8f4ca736c2fb372dbdd74129ead19eb07f799b3a3996201daa0a513d6a,Consilier Statistician
4232,0738 675 364,1963-02-17,e83d9574bebd9888c0f1fa0cec17cc5dfd45193524868d6478ae35bac77b40e9,Picher Sef District
4233,0266 318 726,1945-01-28,55e54f263e0828ac72eef4946c322d138df6b5c62c2627ab8220e34c6dedfcde,Sef Laborator Radioteleviziune
4234,0749 207 081,1951-06-11,bd0c8c3acdb36ce601672a9b33bf7cea46335f94a152021064870e4aa171f551,Operator Extractie Sare In Salina
4235,0246 375 156,1972-01-14,16db81e082709787070dd976faca318b1b6650ed78ac01a5c972c0222241b967,Secretar Organizatie Sindicala
4236,0249 424 607,1986-09-20,e32f40e8dc96ac51a5ec508de17f3f47402246ffd0e72c38b158eb865bc1921e,Electromecanic Masini Si Echipamente Electrice
4237,0751 860 667,1930-06-18,a38df0a1ed0e02297ba83b09fdc224fde93df6043d5191c84baa51babc36b88a,Subinginer Mecanic Utilaje Pentru Materiale De Constructie
4238,0253 853 714,1935-09-30,8eaeff56ff4e1e331ab62a4d68e644183f49411455b3f380cb1842183e3b4ed9,"Centrator, Finisor Aparate Optice"
4239,0261 137 483,2016-06-15,b6e3dcbee68aadab5395b1169532c061999aa8e7f1e57dda994dd10859d1c815,Inspector Justitie
4240,0771 804 762,1939-06-29,a0211243a56d7953e6413780bf86cff79064b47d9c0b83dc3f304dcc6af6b18b,"Sef Centrala Electrica, Gaze Si Apa"
4241,0734 393 963,1946-04-30,be71aca62e283bc4c6f9f10dd978a615a825b9abbc49e623f3ce7356c624d5e1,Bibliotecar (Studii Superioare)
4242,0725 973 929,1912-08-07,c897ce1b68a7ee10961516bcb29c6f9b38ac9add3f022747c42e7059ffad668f,Masinist La Confectionarea Tuburilor De Protectie Si A Dozelor De Ramificatie
4243,0741 420 145,1995-01-13,1e7f8e0ca081a99b6b0cbdc1bb9f97a7bb9f2b04fa868d67259cc3be00657bf5,Pregatitor Suprafete Pentru Lacuit
4244,0721 652 437,1961-02-11,e5ecc42b739e703e27e3a017bf81f2dcc7c78e4db0ab948be697ec8c4d0d6798,Operator La Platforme Pentru Lucru La Inaltime
4245,0733 282 951,1946-02-07,eb714edc357abbb89e83e6a0b55e3ebdd26970903d073d2823eed77cc4dff682,Radioelectronist Statii De Emisie Radio-Tv
4246,0267 100 723,1951-12-18,e8563c7a834feee8eb345c55b018dec8e55e953ac9d3cace7baa7c59dbdf76c3,Preparator Halva
4247,0720 410 811,2002-04-07,b0976264161a0785b0d73814656ab45aad71f95c8b67f9db56054317aa890942,Parasutist Incercator
4248,0249 694 467,1977-10-18,9590d9a8736b8ed90ceed268cabb8ee4f667de6d7224b0295b116573166d18c7,Paginator Tipograf
4249,0729 719 836,1938-05-23,c7dc0499fba23ef8c28a48263b88bd8a7bf0f2845df94135bba46f39715ac644,Referent De Specialitate Inginer Minier
4250,0263 448 222,2017-03-17,31dcd5ad205ea3424a57d04ec2d4a0b1dac6af75b3b2f9be99f00d7e8aa46628,Sef Laborator Aeroport
4251,0751 982 661,1919-11-04,88a4ce470cab1b58004f4cabf4f0878e132008d4c340bcce220da2e5554d294a,Topitor Fonta Si Neferoase
4252,0760 781 859,1913-11-22,4d9311b695a02a156ceaa791ae7da41fc1b971abcf75c0f0e0c25c9a09e68ef6,Sef Serviciu Evaluarea Resurselor De Munca
4253,0750 771 833,1930-03-30,c18c3090a00c93f8534a8b4332d0e8dbb09c4cc8f4a1b5c812ed7bc4b9ac308c,Administrator Pensiune Turistica
4254,0749 033 711,1968-05-11,9d7a8e1ae33ef3564118bc8bc9bdf6928a4bac7cbf3911baaaf7e8152c05b9c6,Gestionar Custode Sala
4255,0257 741 501,1913-02-17,1059916ae7209e497e316b7ec2fc1fd728dbabf268de111d32882c8b73470841,Operator Extractie Gaze
4256,0249 617 975,2001-04-18,f4b3168b3bbf9ef9cc7ee90d90cb66f931fe6f421e4a51b08ac7d822423c52cc,Manager Resurse Umane
4257,0246 993 038,1952-02-26,daf6016a4422db17044c6de1d822504581db06ca68337b67fcebb8159ec10be7,Sef Agentie Bancara
4258,0772 375 623,1960-03-02,17acfaa418aef35df4bdd8cdc8ed99045e4f5b95e7dc46e525857c1a243a51cb,Cojocar
4259,0771 354 779,1965-08-09,77a0898828e83a708c655c8e3aac08f7f05dc7d1435d4297c2507ab284475186,Istoric
4260,0238 742 991,1981-03-11,c90709f94ac6f9a96415d46badf4927bec17cbdfe9b35a6cb54ae833c2c19f38,Reconditioner Scule Si Utilaje Petroliere
4261,0736 840 806,1956-05-04,4ff6e43fed0ff6031d813d11954ed77b88d682c530fbeb896a85647a7d0abd8a,Agent Transporturi Externe
4262,0251 605 398,1962-07-19,08fa3978771364a596dddce144704693b9dc3c3414786c0fbaf3950288151e4c,Operator Finisor Vegetal
4263,0258 023 656,1923-01-29,b89df4f0b2b45f23e90b2511aca3e2efa3ea5e2a6cf955f6c3a28d1361537e9b,Cercetator In Energetica Industriala
4264,0255 345 651,1994-04-08,1a6938bd800cfe0edbc45d4b0b823170ad825d5029ad0655769f9408948faf80,Laborant Farmacie
4265,0743 184 360,1967-01-12,187e95ee01b74da3dbdba6f3e7cc81624ecf31bb7e8468b714939d79b2498bd1,Crescator-Ingrijitor De Animale Domestice Pentru Productia De Lapte Si Carne
4266,0741 356 651,1935-06-28,68f66153acb3b01e98c468aaab96dcfad70b0c9add7283a24a0fc58f18d5ea93,Consilier/Expert/Inspector/Referent/Economist In Management
4267,0737 984 956,1958-11-23,812b342805128ab0d13179a3c4f8a5a9411b01b19ea3d5292881f29c9279a464,Inspector De Specialitate Ecolog
4268,0242 776 260,2016-03-12,7eb0b21279debf447ce89dac819a6e43ba540ffdcc5e8382f95abab2d3c2651e,Consilier Inginer Petrolist
4269,0250 542 925,1917-05-14,d021a4262a0cae8ed938c22b960e95774c87d0d734b9ab3f867d3561f6b8ea90,Spalator Vehicule
4270,0726 749 969,2005-10-12,69494bef72f4871959a7d17a30a52a2a6ea2d30f484a793eb86444789602b976,Bijutier Metale Comune
4271,0736 276 189,1946-10-01,2fd32454252be115e3debddbe9cfc037bbd7f028ea0540bd4fad8a1d897b7c33,Sef Birou/Serviciu Administrativ
4272,0739 523 313,1946-09-06,fead51bb3d420236c1e0ab040ae20128a694ce46e007404296066e81cc73ba70,Tehnician Pret De Revenire/Costuri
4273,0241 650 957,1929-01-19,0bbb02a08093747a124cd437a0fadebbfef1f80e807d4a141b8c3b2419e65dc1,Fotbalist Profesionist
4274,0765 922 766,1972-03-23,5e7f598a17cb22e7bd6c82724c7b9d6c4dc946471fdc7675a1f1c4057469216d,Fermier In Horticultura
4275,0245 938 079,1939-09-25,d56d177e6640858ead855ffb4cf745f32270b9db7d110781070ec97025213b8b,Inginer Prelucrarea Sticlei Si Ceramicii
4276,0258 459 455,1912-03-10,8ea72f18ab6c476c974cd7c594fede23f3ea35c764de594f9af20849db010fd2,Manager De Produs
4277,0772 396 233,1978-09-18,37c8058ce80e2b0caa13a67dc413e80cd94a0f1af30355aed2f592d0a6becdd1,Specialist Resurse Umane
4278,0762 810 251,1934-08-01,4920aeaf250b532b07efb677122a65d4a34ba09a7f51df8705cbf8a9e6c9f109,Prelucrator De Fulgi Si Pene
4279,0234 656 015,1910-07-31,dfaa4e9a21acafc0bc261ffcb4f0cc1505271e93fec562823ce319a4159d8d24,Referent De Specialitate Pedolog
4280,0251 445 717,1937-11-02,08607c934ee422d774c3fa1e9bcd552ac7a8e7faf5317220fd34c8379dc8943d,Sef Centru Postal
4281,0767 732 743,1974-09-17,3ba2d787aac6f87b0f125d6e5d4e66230caef45a8f3db085d54e43ede5afc01a,Operator Argasitor
4282,0729 415 350,1982-07-11,eff989a259812e15213da4dd58c5f94b73df5aa9bb4ae04baf7b2284e61b010f,Cercetator In Matematica
4283,0743 692 726,1961-01-06,840c5300d23407d147fea14e5c0dd49f6e85c23c063a32e23dd905e3483de1b1,"Inginer Cai Ferate, Drumuri Si Poduri"
4284,0268 493 368,1994-05-12,86374d997719a243f2bf41b27560bcf5caaed19b6fd184e7d32d22fb94b32485,Senzitometrist
4285,0735 720 151,2020-11-15,c0032800a80e9b04db19726dca4cb1a95ab5da2c9d9c0b1d15b3cffbdf42b867,Secretar Economic (Studii Superioare)
4286,0722 274 354,2018-05-26,4424af98468ae6f441d93193880fad0a71805a094fc779707c7e1703d0e86944,Conducator De Intreprindere Mica 
4287,0269 662 022,1950-10-05,03178a085d195ce515d670826a1a6c59df7943d8bec7d0e865495d310a3f04ad,Controlor De Calitate La Forjare
4288,0726 849 819,1964-06-18,508d0d97585b5a82a4049dff87a77c519411bffd59fba6f8aec5645b20bd4fa8,Consultant Artistic
4289,0268 242 098,2001-08-18,631c2f5a77b48fe3f095b9c76391a493f6929c05e78bedf1fe79d72792763fc7,"Ascutitor Scule, Instrumente Medicale Si Obiecte De Uz Casnic"
4290,0759 260 876,1965-06-09,0e539c467fd0b7e5afc50f0a947d75e71e7c3e477e9973bf2c2047266aae66c5,Reporter (Studii Medii)
4291,0784 375 869,2003-08-22,ddf13902016341078c39c304813513ded137c2a7f747a56b7e3198467b85ef09,Pescar In Ape Interioare Si De Coasta
4292,0257 151 677,1951-09-04,3d832894e431d66bcf6ad7233295aeb7f01bf25d03f7feee73f9724530180d85,Navigator Instructor Dirijare Radar Si Nonradar
4293,0754 033 351,1974-04-20,f3cf114156967c8a7499116453962f11ae3eaa57ed7748580e475d7680e8885e,Sef Proiect/Program
4294,0253 970 415,1954-07-21,07212739f5ea63d2dc3b2cd55c2e65ef8356d1ad10c7301fca1febbb1f5c3a3f,Sef Birou Redactie
4295,0754 936 491,1988-01-13,fbad725d95adba935a70903a3b94d34b9060847ce42bbbf36d0367e33f17a3a5,Agent De Asigurare
4296,0244 114 479,1969-05-22,135c71bdd7647a235bb0ea091ccd50f4eff39fa6bea12a374d4c55bd52840227,Sef Serviciu Termochimic
4297,0241 181 945,1921-04-30,26c6ab78afe7428fcb0b97e989faadae2233db44280eaf414053738a2ac7053c,Comandant Coordonator Grup Mare Pescuit Oceanic
4298,0765 420 592,1930-02-15,512bd85eab65050c7e08a60e6918f6c320353d27eacba00f1aa011366fbfca7a,Confectioner Cutii Chibrituri Din Carton
4299,0244 276 817,2001-01-16,8f7ef50e17fe9ca8d45c0ae91f63f3d035e9318be8848a7775064b3d92472314,Distilator In Industria Chimica
4300,0785 161 412,1913-04-16,61cd44bfef102b6c9edcede124f4e131e64a351b81843baff03006a3641fcdf9,Contabil-Sef/Director Financiar/Banca/Societate De Leasing
4301,0245 162 608,1967-02-05,954deb58f69b46014b6f270c297fca7e8cccdb0ed9606f6d9f4c300ec5fb2b54,Operator Generatoare Terestre Sonice Si Cu Agent Activ De Insamantare
4302,0737 600 923,1916-11-10,39f99ed6beab5980e0d55a63c88e5d8c3313fca6f9e7f8f5e91dab83c59cfb53,Finisor-Reparator De Produse Industriale Din Cauciuc
4303,0735 103 608,1936-03-04,32647f01629a8ec70f1c8eea6450fdab6c72cbfd2766d9cadac85c1c3a103662,Sef Serviciu Exploatare Postala
4304,0243 445 421,2015-09-07,8163076930ad85d533afa775001db7a84973d957b9027dc4ad14fce0bbc6ec72,Asistent De Cercetare In Ingineria Genetica
4305,0257 440 369,2017-03-28,8a9746e58847daff05a10166b501f14e06fbdb9b6778a51ee78c9195f3c0c3ab,Inspector De Specialitate Inginer Tehnologia Celulozei Si Hartiei
4306,0711 601 573,1990-12-17,3a6974feb5fc49590f771cd015eac0b523292a154ebe84156c40e3fc872d0303,Tehnician In Securitate Si Sanatate In Munca
4307,0246 757 238,1962-07-21,907fbb289fefbc083aabfec653692032e746f6ace3f75d5bf83706c63695a006,Sef Statie Radiorelee
4308,0726 354 002,2014-12-18,ae7ebf4952ed92c422bea3842d7ed878071654e30fa88b852720b27f22791d5f,Impresar Sportiv
4309,0735 263 552,1942-11-08,8d71790bc263a65946c0fc62bf58ba43d88def02ec985a0c38b010bf489a58a6,Muncitor Spalare Si Curatare Cisterne
4310,0724 609 220,1913-03-24,2a448fa372f6e5ff74fa11cc01b027f6af1a86d4c5c48b46b28519f70a9ab20c,Asistent Social Nivel Mediu
4311,0245 709 325,1978-06-21,970c807801bde0f72ceac38105c64424d997bec190c9587505d613e63d25370b,Sef/Sef Adjunct Tura Statie Electrica (Studii Medii)
4312,0731 561 852,1957-03-17,6dac4c9411d7edc3fe7d621ba5fa45bbd621ca04e372e63acda76d3d29f30736,Geolog
4313,0266 103 765,1952-04-19,92ebdba0cc4ad12a58ca2888256dda00c6c3b07c07e56a96b94b638ee9655916,Consilier Pedolog
4314,0784 006 897,1987-05-21,0c258d3bb1415631d75e49b117d64d7bb193a81d01bfd8e82a405d2a47cfc56b,Tehnician Constructor
4315,0753 919 372,1955-06-28,acdd818811ccc91fca25ddaafeea96047e5dcaeb7ed9c1a46b43964fc53ac9d8,Tehnician Sanitar Sef
4316,0231 864 868,1948-07-27,ada2bb16cf665b6d0458a58413cde49a93ace130af7347bb3a2947fdf4db3f42,Analist Financiar
4317,0763 047 818,2011-06-24,20e85da35258c42e5e374e4d145172091b8f424c451caaaa465f0edcca0d1bb0,"Acordor Piane, Pianine, Orga, Tambal"
4318,0750 513 707,1975-10-24,c00a6267a8b68a6e3d3fc820837e303b965f3d97ac565108a031df1ee2c137a5,Cercetator In Stiintele Politice
4319,0237 002 004,1981-09-04,764986f95393f24ee5e44f881ac6c65dc6e5959b1cf3536d96b19a4847054418,Secretar General
4320,0241 018 658,1942-12-11,72025f6b23aaf333517dc12742170711893cc4bf28ada81ef3df89a1414fefc1,Subinginer Industrializarea Lemnului
4321,0237 445 087,2009-10-22,b30b26113b08390d7c2aafe39db6b020e52e05b0111d583baf262af65eadcc5d,Inginer Proiectant Comunicatii
4322,0771 316 777,1983-01-10,423f5394f8d190312c1df3b7ac2b73c6f11b843405ac8704a981044443aea91b,Maistru Materiale Emisie Rtv Si Telecomunicatii
4323,0232 273 350,1939-11-06,c828325155df9aeb451dce41a8ad2e1f467c340c00b72571c5187bb88324920c,Operator Retele De Telecomunicatii
4324,0720 182 580,1918-12-26,637976dd3bd33223d6dae8c34c6cb5c2d19de2e84a198f9a52ba6d92605bba79,Electrician Montare Si Reparatii Cabluri Electrice Subterane
4325,0728 182 082,1940-11-16,02f64554b39489be32b750cd29ff9e2894af112ca702f9c3ba08405bef5bb25e,Metalurgist Pulberi Din Oxid De Fier
4326,0254 336 128,1983-12-31,cb248be2c6f14e14fdc42f6e0307f3e5a0e5035e70c8b52f6ee934e3ec6a1617,Montator Filme
4327,0784 990 250,1940-03-04,d68934d9264d3753ee6ed9874deaf28d16c8da7ab194f623f9114ff354307a33,Pictor Decor
4328,0726 247 781,1962-01-05,6b49903e11ecabc3f55b8d98b02c609997af9bd54676a0f121655a9f51bb45fe,Cercetator In Antropologie
4329,0243 242 694,1957-06-25,781dd3eac62736e2a97f35749281514360a13c5bbf7fb93cd3824962b24ca517,Tehnician Proiectant Minier
4330,0784 093 394,1984-01-28,732fa315ff852b70891bc56895cf8a9f94382afbd0262b03e21c3d8f2f1d1c34,Consilier Inginer Industrializarea Lemnului
4331,0247 985 779,2019-09-01,9d821bb6edf23b47a76797e9267c3b8192292da2a61bf35c0985792e184e7f19,Turnator Produse Ceramice
4332,0264 767 112,1912-02-29,f217ec56d2c5f11df5126ee2569ffbe4f207d2d549296f18e3754f351e0b7dcc,Operator Control Nedistructiv Pentru Verificarea Etanseitatii
4333,0247 766 831,1922-03-22,2054781ab9253618709fa3fd99ccbbdd864f7a8c1b361cc2b2e271ffbb6c492d,Asistent De Cercetare In Arhitectura
4334,0742 342 593,1948-04-11,8feb142229315fddb102e8fba782c1904ccd95374a1fef6101d9bf47dd4ec46c,Contabil-Sef/Director Financiar/Banca/Societate De Leasing
4335,0742 752 821,2000-03-07,339ae57898e875d26a3f495debe32762fd9f217b3bc4d0c3e28c8f4df6e78cfb,Sef Laborator Masuratori Telecomunicatii
4336,0722 643 224,1987-03-24,7caf3a80e1576e2c6dcb19cd2e4386dc3d8f4696752d9dfc29a220ce65245fde,Manechin
4337,0263 235 184,1922-01-29,fa6fae7933be39768b453862de4177c6f231d7a9c97ab338b971e97b2033e1b6,Asamblor Biciclete
4338,0762 373 391,1985-01-07,9335e3f9f7332a6a9484dede0ce70ea4f2fee768c4792c011a60f2577016c461,Operator Degamator Textile
4339,0734 178 128,1940-10-04,a541d0beb14ec0230bea416d448c1c8dd5d52c79fd4b4b945a2c2737a877581c,Tehnician Hidrolog
4340,0765 146 820,1958-07-15,f2d3653438ace42c2709b059faf19a69c3d90351802fd29c55cc784495ac95c9,Cercetator In Asistenta Sociala
4341,0742 667 517,1995-03-22,959b70a38bbf588dc090edfc6570399692db2441841802a07bb9966a5bf7005d,Referent De Specialitate Inginer Chimist
4342,0253 911 063,2020-05-10,23015a90ade56cc18ff105589aaa38cdf05296f722a31e03b2c91e2eb6c7304a,Operator-Prospector Lucrari Geologice Si Geofizice
4343,0748 482 507,1966-08-13,c591b05a9547538c149cab4604eddb0de1eebc1667341a30363f8667d5a54c21,Cercetator In Tehnologia Constructiilor De Masini
4344,0749 012 923,2003-09-26,c1509676ac0539cd2f0e2d1a96e2772cba6e169c315b4b97e7313b68e7888907,Emailator
4345,0780 195 698,2004-02-16,25acfcfe455fbdbfd3fb1a229575d7c4619ec2d929230e701d9effa5574be34a,Inspector General Judecatoresc Sef
4346,0240 392 870,1939-04-02,98ad1c9c8ce166dabcf26d189777223fa7001ca7c0f32b365a8ccd5ded3b7255,Finisor-Lacuitor Lemn
4347,0740 307 877,1946-04-12,597f2de6699e55259ec13d7eb3d040a8182d22d90af63f6138824e3172ee762c,Guvernanta De Hotel/Etaj
4348,0748 114 047,1924-05-14,1b9ce4ffbace87e28eb3390733860068200b5e3838926d361d08babe55765e7d,Subinginer Petrochimist
4349,0747 433 852,1986-07-09,9f40860f66266f956faf77dbe84332d7ce32f9c7edbca25fa9f85903c470d3d4,Slefuitor Metale
4350,0263 340 096,1987-10-30,d8dfd3b66518fbf4793b1d6fb4bcc34505b378f822e09fbb7c447e177b9a08a5,Pictor
4351,0255 681 965,1912-01-05,69cd7a4e2821d50ed549617fac44b74d26164663de1ec208e41525aae6c99a92,Confectioner-Asamblor Articole Din Textile
4352,0742 708 725,1920-01-06,4e94d20ae0213a94087437bada819089bb026d9f456b391f3827b907b25a306b,Asistent Pentru Ingrijirea Persoanelor Varstnice
4353,0732 780 147,1978-10-25,b949573406d4a3929496d1a8d1f5a1d577e7eb29b3ed9026777c92aa6b1ee237,Dulgher (Exclusiv Restaurator)
4354,0254 522 268,1991-06-22,e745f5c838ca71d7946c10679427d5633f25675731e71d84e8aba8a217b2fe39,Operator La Fabricarea Amidonului Si Dextrinei
4355,0735 549 362,1984-08-20,42922daee1e5e705e693f01f63b55c51a5beaa697a98ece75f0ea4b1c7fe06e6,Coregraf
4356,0256 443 129,1912-04-11,d7924514253623fbccab4a4680b17d095fbb45fa2bb7329961b968c38e0e283a,Responsabil Proces
4357,0247 299 262,2003-09-24,16cae9c31125f00c968c9d43f6d6024a23c6454c140a6d0924a24b24694a3696,Psiholog In Specialitatea Psihologia Transporturilor
4358,0754 024 235,1948-11-28,58a63f4fc75d8f977c4f712efceb6847dc5686e12b6728cef606289400bf9200,Microbiolog
4359,0759 010 192,1994-02-25,43a501efb1631fc99a3d55ed9e885857e424ae4d4ed929fe928aab28f9808050,Montator/Reglor/Depanator De Aparataj Electric
4360,0722 439 525,2017-01-01,6594f36c1dac16ae9d5dbb25495b7d81f7771d0046ffeb2a7d92df5a5c86e9a2,Securizator Geam
4361,0771 866 458,1940-08-05,f8c088aca2578f3d3782db48d2f20a674977c497cefae2aa2e3aa18cce39043b,Sef Tren
4362,0259 744 479,2019-10-26,ab718c868f88fb49a7e1328f4ad68a60563be53e3b1094be2b8148055f2c1424,Oficiant Medical
4363,0762 571 141,1927-10-03,e97ddb154bb6d0d073755ca39ad5aa5675002e1a51bfb2552a8b74e536a6bc69,Maistru Termist-Tratamentist
4364,0752 386 253,1989-05-29,80392678b462dad753f6bc455556a49a0a986e97190ba1ab4b1e9d4b07be8ebf,Consilier Hidrogeolog
4365,0734 583 247,1944-02-05,90fabca4d78a2accd464ffd322b725aa756aebc902075a13e5aba13b9d1c2b88,Tehnician Sudura
4366,0736 317 026,1978-03-29,18386d941a042618858bcd78db4844a7af5160ab50155391f8dc98b82dd302b1,Presator Produse Ceramice
4367,0753 536 852,1917-01-17,eb85ea5f8bf97054af9e24f58dff4490e74625420336c0fe17ac01f7e86eb687,Maistru Termotehnist
4368,0253 354 565,1969-06-08,b06375b1e6e6a8abd196618a938ec49f164901da35196b1d8e0107ba4e9df90d,Tragator Fete Pe Calapod
4369,0721 285 871,1920-10-04,b2dde51ec7ca8b6c85902be7ec028bb35d1768d63c88327f50c5976b3bff6eb3,Casier Valuta
4370,0265 642 347,1988-04-22,c2c9186b13182e074892320ff5f19c82e49e11c270f98b8d1cb8366c4f439b5e,Medic Medicina In Familie
4371,0252 182 742,1936-10-06,c9d75c0ffddf90599be24e8def906b81c22d6cb29ec3d9b4ee64b6f2d7b0db4a,Confectioner-Asamblor Articole Din Textile
4372,0267 698 907,1937-11-09,a81be693ba7ec9137f81c7b888fa991cc3b70b45979b26041f39d52780d56c11,Consilier Inginer Tehnologia Celulozei Si Hartiei
4373,0765 576 439,2004-05-16,9e80ea0e09b10072b0718e63c5d04a283aafe9e47e9d2b0d48b7c208820b8a64,"Gaterist La Taiat Blocuri De Piatra, Marmura"
4374,0755 876 128,1997-08-28,9e2699915d9401abe8021788e7c7bfc8f3aeaec2a2a408342e57027dfcc0fb50,Instalator Ventilare Si Conditionare Apa
4375,0266 946 551,1951-04-13,3494795d5cf99dd16395380714b816025ca0ef79cf4697052f42c5a67a6d930f,Expert Administratia Publica
4376,0745 780 493,1995-04-19,ffd46cf43f9371bcaab0b7d14478cb35ec4e718e2742654210fb02bce237392b,Inspector De Specialitate Inginer Zootehnist
4377,0731 165 126,1996-07-24,8ee3fde45a8afc9fb70830a6eb20a946393f1876add467f219dce7d7b127ae8f,Oglindar
4378,0739 431 936,1997-10-02,e51bec9a4090611064b31d8d4683333e8ebd7f3335eb8856ce819c78c7e7804f,Plior Confectii
4379,0748 389 164,1931-07-26,0778a77ae0dcf81720528572b3505788f0f7b0ce0949d91545946fad2951d8e5,Operator La Prepararea Produselor Lactate
4380,0268 812 358,2022-09-10,89a14cf5e26f4516c74ef6170e37a700cf3107197e9bdba3cf10248817080aa3,Expert Geolog
4381,0735 147 250,1952-08-05,e6c592afbf52836c60084a9ecf399d5ed2edb0b35229b6f86a29698552b1ba9b,Operator Suport Tehnic Pentru Servicii De Comunicatii Electronice
4382,0237 453 869,1914-10-24,b32d4c40bd99421a1ad035381b145314894d91313a75beabd9b18a901a5b20b5,Mecanizator (Muncitor Portuar
4383,0730 140 794,1978-09-28,9737fde97eae150587822be42872b5457b940494bc6f2edb498e3e081a074332,Maistru Termist-Tratamentist
4384,0786 038 612,1934-04-02,dd750dd8f5a3e7a76f9474a9154cc8b51e1f7be1083dea4b9443e3e451126a41,Armurier
4385,0248 974 979,1989-06-22,dc4b8395a596de42fc47622d940bdb18a4d25337492c6ded3dd3dfb6f4f7a55e,Instructor Ergoterapie
4386,0788 832 687,1971-07-20,8553334d9633663b50c8e4678a434fbf619ce575c54bfe7f353c3f18f4c43dc9,Automatist
4387,0755 430 795,1985-08-17,b90c6d29768d52f8647a42bb89170a374ba04d12653547139f42f6fc404d3fb0,Administrator Societate Comerciala
4388,0788 199 610,1963-05-27,aa20f3e50b4236e1f4f80581f7938fbd097800887e845a4498e429e2a788bfd3,Stereotipar
4389,0241 689 547,1933-02-26,f4128289b6141af3be79863b25e360fb536cd239560010fe8f528f95345cb646,Auditor Energetic Pentru Cladiri
4390,0723 437 214,2019-02-20,bfa2c9f09fdcca6866d870784c13fb795f991b9ff64d22c4008e62ed6c9191fa,Schimbator Fise 
4391,0246 951 376,1932-09-10,90f50ef0d6ee0f6f69023e0346fda077f8d5af0bf08c829106ee09d13f14441f,Tamplar Manual Ajustor Montator
4392,0761 837 151,1979-05-02,2904bca5dd7bae0152e31c21c8d0c26ef29cb30e2155e129fff9e5c18741aadb,Administrator Judiciar
4393,0788 537 787,1968-12-30,d0b6678f3600b455a25288960c414ea115612be06d47d90235983367ef544e64,Pilot Incercare
4394,0267 107 947,1979-07-17,48409fb277701dea442e0f7d1ed632a33b994bd1398fdec1cfd8a98c782fd063,Conservator Bunuri Culturale
4395,0769 688 494,2021-01-07,87f614c26edc709a24d33a43b560e6aa5e91c3eb2f0243bb23e3eb7e05a6cda5,Confectioner Becuri
4396,0244 051 161,1989-04-14,111843b90044e316fc7c7e81a7a58b8a40025e0388c6c982501a714eea0c88b0,Cercetator In Tehnologii Carbochimice
4397,0237 174 489,1940-08-02,c585c65fc334d101bb41578267b28014cf67f00de59596ce10456c826a5d7e6e,Manager Al Sistemului De Management Securitate Si Sanatate In Munca
4398,0234 388 786,1975-12-18,a94cea966b8aa4f937236b56f256e86cf55a71685085a1aca180386b4e1dca05,Asistent De Cercetare In Topografie Miniera
4399,0757 787 997,1951-08-20,c5081bad67650af63511153cde7144c228fdaed34c92ca06e1f553a41a907f51,Director Stiintific Cercetare-Dezvoltare
4400,0720 072 755,1914-01-20,a1ae50a6092b1fb9150884343ccee530df0a7f0d28b24a10ffb9cbbfb4150eb8,Inspector In Cadrul Inspectiei Judiciare Pentru Judecatori/
4401,0254 104 264,1933-04-11,31e83814a8a55c7c9170ad17ba211417e99a7f0911e822f72a382a2baaf64baf,Electromecanic Reparator Obiecte De Uz Casnic
4402,0770 721 633,2018-12-11,2c7f902b2e1b418c81f48f0eaccc306dd915203d5ef39b417761f2167bef1a1e,Rafinator Metale Neferoase
4403,0765 220 859,1921-12-07,17a6c0d69ba42b65745e03bab3d9a2538211fbe70492c241c89e56f8cbf27f6f,Agent Bursa
4404,0728 599 940,1929-07-07,ed63bd83bf832a6d9e769c90760766926eea8a2122894c8bbcd600244ae2e6da,Designer Grafica (Studii Medii)
4405,0747 199 321,1954-03-19,c803a20a7468b6801e8ad038870a13a5f0707d6903094134924d349eec50a847,Decapsulator
4406,0268 214 440,1915-03-01,1c6a6760c5f54bdaf4554efe2200e3aa68c6171d75d706d2dc1fd8c940fc69d1,Confectioner Garnituri Din Azbest
4407,0725 797 984,2001-06-20,8a646d43e07bc944172c73199e12ce7ca65f44997c822fcf8f208c7ca35068b9,Distilator La Prelucrarea Titeiului
4408,0259 797 117,1956-07-13,9cd85689da6331622b9f3c0ca5d9afdf68653db17efadb654155832ce9543bbe,Analist Calitate
4409,0254 473 405,2005-05-15,229e32259d7afe3331c08905749ca860fd55cd6fb8bac0cae5a4f203eb5c333c,Analist Credite
4410,0732 709 161,1943-06-05,7f23877aeccdbb6117dbf66e984c3caece159cb6f63e22f9afa2b3d3d3de03f5,"Tehnician Pentru Sisteme De Detectie, Supraveghere Video, Control Acces"
4411,0244 625 744,1949-11-29,23a6bfeccad76d2579f5478840cfc800a272e100ec9b2637e2b402b80c3d0473,Bibliograf
4412,0746 362 915,1920-11-18,ce770a5ddcc3c5627015bd02416af91018b025f4febd2f880fea0213ad4c3740,Director Societate Comerciala
