personal_number,birthdate,address,phone_number
7150928220456,1935-04-12,"Drumul Nemeș, Pogoanele, 942931",0788 458 806
5721201517911,1957-11-07,"Aleea Iridenta Ababei Nr. 93 Bl. 80  Sc. 93 Ap. 425, Targu Frumos, 857324",0770 737 729
7950528357099,1990-12-31,"Aleea Ene Nr. 635, Cajvana, 597760",0749 276 432
7570421261435,2011-01-14,"Soseaua Tabacu Nr. 68 Bl. 14  Sc. 62 Ap. 268, Sfantu Gheorghe, 601465",0265 589 394
7470531425056,1982-07-27,"Strada Dochioiu Nr. 51 Bl. 38  Sc. 84 Ap. 248, Beclean, 103682",0747 671 289
8860508417003,1993-06-19,"Drumul Manole Nr. 86, Timisoara, 312909",0247 386 228
2841029089842,1940-01-20,"Soseaua Mocanu Nr. 981 Bl. 21  Sc. 17 Ap. 891, 1 Decembrie, 328020",0788 709 972
6120425098994,1909-10-15,"Strada Natalia Dumitrescu Nr. 65, Piatra-Neamt, 721657",0721 867 178
7531125362368,1927-01-24,"Intrarea Diaconescu Nr. 41 Bl. 49  Sc. 47 Ap. 496, Rosiori de Vede, 259872",0262 578 040
7581217457588,1910-06-27,"Aleea Vanesa Eftimie Nr. 16 Bl. 72  Sc. 13 Ap. 438, Baicoi, 751812",0240 945 313
5421201431637,1964-05-17,"Aleea Ababei Nr. 893 Bl. 45  Sc. 67 Ap. 676, Motru, 827381",0720 693 629
8540410374925,2013-02-06,"Strada Vicenția Marin, Ianca, 773015",0735 198 336
2331008290304,2004-09-15,"Soseaua Dinu, Arbore, 326802",0759 346 952
1040424290364,1991-04-09,"Bulevardul Oprea, Pogoanele, 590607",0728 475 127
4430928316590,1933-05-11,"Drumul Dobre Nr. 35 Bl. 35  Sc. 70 Ap. 254, Videle, 635258",0246 433 710
3030813408698,1934-06-12,"Intrarea Nistor Nr. 913 Bl. 59  Sc. 53 Ap. 812, Tomesti, 813278",0759 903 976
2040503273211,1994-12-27,"Intrarea Laura Voinea Nr. 761, Vicovu de Sus, 921017",0252 646 394
8980424098831,2015-12-29,"Drumul Marin, Beius, 385367",0236 531 903
3960717049841,1931-08-21,"Aleea Stancu Nr. 92 Bl. 13  Sc. 39 Ap. 993, Fagaras, 905726",0732 353 705
3150510071501,1955-11-26,"Strada Dinu Nr. 551, Seini, 263671",0744 277 766
2850603120398,1965-05-07,"Soseaua Ababei Nr. 66, Babadag, 732352",0259 829 178
8890819332948,1983-09-21,"Bulevardul Stoica, Mioveni, 688527",0268 559 813
6240520340121,2019-12-09,"Intrarea Dima, Rasinari, 781387",0743 814 734
2160101364019,2006-02-13,"Intrarea Pop Nr. 65, Hateg, 513399",0246 974 032
8580630309211,1993-12-29,"Aleea Ionescu, Strehaia, 408018",0737 288 926
6830112188842,1925-08-26,"Intrarea Nemeș Nr. 30 Bl. 65  Sc. 79 Ap. 917, Fieni, 439766",0737 813 612
7261212192497,1990-06-21,"Bulevardul Dinu Nr. 73 Bl. 38  Sc. 95 Ap. 618, Timisoara, 611599",0744 194 989
6371108251677,1961-03-11,"Intrarea Catrinel Cristea Nr. 993, Iernut, 420044",0731 784 798
8651205452880,1933-10-07,"Drumul Romulus Tabacu Nr. 333, Dragu-Brad, 151993",0720 790 459
5370115069586,1980-09-29,"Strada Pușcașu Nr. 132 Bl. 16  Sc. 15 Ap. 762, Alexandria, 595618",0772 671 512
4760320014489,2012-06-26,"Soseaua Nicolaie Dobre Nr. 374, Vladimirescu, 934746",0236 163 726
2560429259365,1943-12-22,"Bulevardul Casiana Suciu Nr. 45, Ruscova, 432750",0740 401 414
4571210399460,2007-10-26,"Aleea Albu Nr. 84 Bl. 42  Sc. 85 Ap. 297, Corabia, 453068",0786 704 122
1151230406273,1914-12-24,"Intrarea Dinu Florea Nr. 556 Bl. 42  Sc. 77 Ap. 461, Calan, 271963",0233 204 615
3940927103236,1924-10-28,"Aleea Dochioiu Nr. 550, Sacele, 395428",0740 826 810
3261018354708,2007-04-25,"Soseaua Tudor Nr. 177, Boldesti-Scaeni, 765386",0255 783 527
1081107265847,2001-07-23,"Drumul Florea Nr. 88 Bl. 10  Sc. 43 Ap. 882, Barbulesti, 289245",0751 273 404
3010412129865,1960-01-11,"Strada Nistor Nr. 540, Iasi, 488012",0760 417 308
5390224359016,2018-11-09,"Aleea Niță, Mangalia, 908859",0786 639 556
6480219130591,1963-01-27,"Bulevardul Ardelean, Cajvana, 310207",0245 082 485
5391009461730,1987-04-25,"Strada Oprea Nr. 58, Campulung Moldovenesc, 655323",0236 672 449
3420719365042,2021-10-19,"Strada Teodor Ababei, Tudora, 243793",0788 919 720
3870202230841,1968-02-19,"Drumul Zoe Tomescu Nr. 300 Bl. 32  Sc. 33 Ap. 751, Victoria, 541685",0723 924 932
1031231344768,1990-04-22,"Strada Niță Nr. 98 Bl. 51  Sc. 35 Ap. 518, Sighisoara, 115831",0786 288 246
3221201016602,1990-04-25,"Aleea Marcu Stoica, Pitesti, 844734",0754 297 788
7540918123520,2016-03-28,"Drumul Mazilescu, Baia Mare, 591525",0256 502 404
6950808041386,1939-11-02,"Bulevardul Alexandra Nistor, Afumati, 786917",0252 652 404
7520113020513,1953-02-24,"Strada Niță, Arbore, 768890",0759 052 226
5140915175937,2004-01-21,"Strada Octaviana Stancu Nr. 35 Bl. 37  Sc. 78 Ap. 677, Tecuci, 332745",0746 426 788
3710905207234,1922-11-22,"Soseaua Dinu Stan Nr. 859 Bl. 93  Sc. 27 Ap. 601, Siret, 433457",0261 986 990
1470910299207,1975-01-28,"Strada Dumitrescu Nr. 885, Salonta, 876954",0720 346 514
3980518292192,1956-11-20,"Bulevardul Monica Barbu, Motru, 947049",0234 559 663
3070127513176,1939-05-09,"Strada Andra Dima Nr. 53 Bl. 55  Sc. 54 Ap. 971, Peretu, 607809",0260 293 734
1700515315186,2008-07-01,"Strada Ioniță, Ramnicu Valcea, 383241",0256 366 195
3260422149287,1930-08-06,"Bulevardul Diaconu Nr. 760, Nasaud, 316147",0736 513 924
7340520294882,1991-09-13,"Aleea Anca Mazilescu Nr. 65 Bl. 87  Sc. 40 Ap. 563, Dumbraveni, 113608",0785 242 659
4820716145224,1954-01-22,"Drumul Manole Nr. 207, Segarcea, 650169",021 215 4657
8050113060015,1982-06-18,"Aleea Ioniță, Giroc, 625806",0723 156 421
2790605045903,1965-08-03,"Strada Ene, Pogoanele, 468740",0256 345 153
7130814511765,1939-12-28,"Drumul Aanei Nr. 34 Bl. 51  Sc. 13 Ap. 868, Marginea, 616572",0248 148 624
1451130091410,1925-02-04,"Strada Mazilescu Nr. 711, Bolintin-Vale, 524028",0239 289 304
7260212082451,1935-04-04,"Soseaua Pleșu Mazilescu Nr. 16, Zarnesti, 722947",0238 754 945
3661030061081,1935-01-10,"Aleea Dima Nr. 28, Campulung Moldovenesc, 248010",0724 826 976
2050906305664,1934-06-14,"Intrarea Florin Pușcașu Nr. 428, Targu Ocna, 522635",0788 445 942
5851104231771,1964-08-22,"Strada Dina Manole Nr. 65 Bl. 34  Sc. 14 Ap. 665, Deta, 212068",0725 822 397
5351215247892,1994-07-17,"Aleea Eusebia Dima Nr. 61 Bl. 37  Sc. 77 Ap. 899, Beclean, 213638",0722 408 370
3220704068941,1923-02-19,"Aleea Mazilescu Nr. 60, Bacau, 251911",0244 003 719
5980331127776,1923-07-31,"Bulevardul Edmond Barbu Nr. 63, Teius, 415094",0259 528 344
3261022412856,1994-06-12,"Intrarea Mazilescu Nr. 73 Bl. 97  Sc. 78 Ap. 841, Oravita, 504329",0761 307 360
4690619113703,2018-03-01,"Intrarea Voinea, Odobesti, 152185",0766 285 515
1620621044332,1936-02-07,"Intrarea Suciu Nr. 37 Bl. 54  Sc. 70 Ap. 921, Salonta, 585904",0760 190 929
8500926054211,1955-04-20,"Drumul Ioniță Nr. 40 Bl. 64  Sc. 83 Ap. 340, Lupeni, 553857",0746 186 510
1760316422785,1968-11-28,"Bulevardul Tomescu Nr. 809, Caracal, 793779",0244 193 649
4860113130335,1990-08-22,"Drumul Aanei, Balotesti, 372990",0747 618 821
4000821094732,1991-10-30,"Drumul Preda Nr. 255 Bl. 27  Sc. 85 Ap. 352, Bacau, 879554",0735 758 662
3451022152303,1933-05-02,"Soseaua Lorin Mazilescu Nr. 13, Draganesti-Olt, 437001",0753 645 871
6150420524674,2022-01-25,"Aleea Pușcașu, Agnita, 990289",0744 479 107
8390713345324,1950-03-28,"Intrarea Manole Nr. 13 Bl. 54  Sc. 14 Ap. 604, Titu, 500146",0765 623 560
6170625138205,1995-08-13,"Intrarea Ligia Voinea Nr. 199, Dumbraveni, 772224",0247 502 558
7570830358475,1961-07-29,"Bulevardul Eftimie, Caransebes, 420158",0232 978 838
4220313250391,1998-10-14,"Intrarea Voichița Ene Nr. 431 Bl. 46  Sc. 85 Ap. 943, Savinesti, 111865",0725 865 804
8790301242973,1936-06-06,"Bulevardul Pop Nr. 56 Bl. 63  Sc. 23 Ap. 808, Rasinari, 149722",0249 191 213
4960714420869,1920-07-23,"Intrarea Dana Dochioiu Nr. 67 Bl. 68  Sc. 44 Ap. 486, Moinesti, 538270",0770 361 916
4041018307611,1998-04-04,"Bulevardul Codin Ene Nr. 41 Bl. 33  Sc. 88 Ap. 728, Baia, 100541",0766 201 422
6601211276672,2019-09-21,"Drumul Nistor Nr. 52 Bl. 33  Sc. 97 Ap. 806, Balotesti, 434717",0720 546 899
7700630397323,1933-05-19,"Soseaua Stancu, Agnita, 383323",0785 579 494
3090321363381,1912-09-24,"Aleea Florea Nr. 55 Bl. 64  Sc. 13 Ap. 702, Filiasi, 956317",0242 965 534
8231231291882,1997-12-25,"Soseaua Tudor Nr. 135, Baraolt, 929350",0771 045 338
8621207314929,1975-09-15,"Drumul Corvin Pușcașu Nr. 35 Bl. 74  Sc. 65 Ap. 551, Diosig, 868108",0754 072 320
6590727325245,1941-11-04,"Drumul Barbu Nr. 36 Bl. 51  Sc. 79 Ap. 155, Dabuleni, 572580",0238 171 599
2820926364171,1967-12-09,"Bulevardul Pop Nr. 99 Bl. 85  Sc. 79 Ap. 970, Mioveni, 280545",0764 895 514
4751029262452,2002-10-22,"Intrarea Paulica Dochioiu Nr. 249 Bl. 33  Sc. 36 Ap. 482, Borcea, 147400",0241 064 543
2790709412693,2015-05-07,"Drumul Dumitrescu Nr. 904 Bl. 14  Sc. 87 Ap. 467, Vlahita, 395403",0754 318 156
8970828374134,2008-12-26,"Bulevardul Otilia Niță Nr. 925 Bl. 73  Sc. 90 Ap. 605, Anina, 367281",0722 356 138
2760724192017,1997-03-13,"Aleea Relu Stoica, Poienile de sub Munte, 441701",0247 739 954
4820510464438,2014-05-10,"Aleea Cleopatra Dima Nr. 846 Bl. 42  Sc. 20 Ap. 665, Buhusi, 208749",0729 571 210
8710904076214,1964-01-05,"Strada Dinu Nr. 87, Baia Mare, 740039",0253 390 206
7851206099191,2017-08-27,"Intrarea Niță, Babeni, 483144",0234 190 005
7041014196290,2002-12-24,"Drumul Tomescu Nr. 118, Plosca, 142373",0770 788 214
5860918254635,1985-10-24,"Intrarea Dumitrescu Nr. 94 Bl. 37  Sc. 98 Ap. 713, Toflea, 285535",0723 393 354
3170707363437,1960-08-19,"Drumul Gheorghiu, Sangeorgiu de Mures, 704641",0265 230 229
3680822224268,1927-07-18,"Intrarea Nistor Nr. 53 Bl. 66  Sc. 46 Ap. 912, Sangeorgiu de Mures, 256215",0728 121 945
6630820210617,2021-02-02,"Intrarea Florea Nr. 751, Harlau, 245845",0253 904 510
5200916351113,1953-03-30,"Drumul Georgescu Nr. 457, Buftea, 120383",0246 835 638
2680517249654,2014-09-10,"Drumul Suciu, Marasesti, 911932",0248 304 487
8750416131224,1966-09-09,"Strada Manole Nr. 488 Bl. 17  Sc. 66 Ap. 169, Valea Mare (Negresti), 448414",0734 150 992
5540817153813,1966-10-01,"Drumul Avram Dima Nr. 15 Bl. 70  Sc. 89 Ap. 763, Otelu Rosu, 966862",0249 909 355
2010231097090,1955-04-29,"Drumul Suciu Nr. 850, Oituz, 225373",0733 076 582
3061005206739,1975-06-29,"Soseaua Stănescu, Valea Mare (Babeni), 227750",0268 067 025
8441014466839,1923-04-18,"Strada Manole Nr. 49, Jibou, 131364",0233 964 948
4331017059923,1962-04-09,"Aleea Flavia Dima, Tulcea, 423940",0264 640 702
6320517211024,1974-07-11,"Bulevardul Frederic Ionescu, Odobesti, 958256",0756 217 178
7920207200264,1969-05-26,"Bulevardul Pop Nr. 83, Gheorgheni, 329289",0258 640 123
1520425110124,1943-11-15,"Drumul Dobre Nr. 773, Targu Mures, 419377",0260 648 004
8290617299375,1918-08-19,"Aleea Popescu Nr. 174, Dragasani, 781358",0763 157 639
8520612405214,1991-08-12,"Soseaua Mazilescu Nr. 610 Bl. 43  Sc. 99 Ap. 379, Cobadin, 121221",0752 474 363
5100212460284,1970-03-15,"Intrarea Aanei, Sfantu Gheorghe, 900576",0755 399 960
3911117298861,1991-12-25,"Intrarea Ardelean Nr. 219, Zarnesti, 594194",0731 915 930
4140407518283,1940-12-05,"Drumul Manole Nr. 86, Mihail Kogalniceanu, 425289",0785 457 432
1170822020401,1924-08-12,"Soseaua Toma, Turnu Magurele, 724199",0251 598 377
7780621130363,1916-03-18,"Soseaua Ecaterina Dinu Nr. 915 Bl. 10  Sc. 12 Ap. 210, Ramnicu Valcea, 777687",0266 160 891
6070728272780,1928-10-08,"Strada Iacob Tabacu Nr. 38 Bl. 49  Sc. 55 Ap. 902, Babadag, 620945",0771 246 402
3150920333501,1984-01-13,"Soseaua Suciu Nr. 465 Bl. 66  Sc. 33 Ap. 747, Dumbraveni, 264028",0755 627 961
2670911379597,1956-07-06,"Bulevardul Gherghina Pop, Fundulea, 734612",0760 857 416
8370524246190,2010-05-30,"Aleea Angela Dinu Nr. 579 Bl. 37  Sc. 83 Ap. 518, Victoria, 670673",0741 473 299
2700317176801,1941-08-12,"Drumul Tudor, Talmaciu, 348986",0758 773 849
5121208032261,1921-03-01,"Soseaua Nistor Nr. 58 Bl. 54  Sc. 41 Ap. 276, Moldova Veche, 653318",0759 440 404
8901119328990,1963-08-05,"Aleea Dobre, Moinesti, 248545",0750 620 084
4580508433799,1937-12-25,"Strada Eleonora Oprea, Buhusi, 792638",0729 300 961
6241204349961,2006-08-22,"Aleea Cristea Nr. 26 Bl. 90  Sc. 98 Ap. 918, Braila, 856700",0264 255 930
5591124092852,1934-09-05,"Aleea Gheorghiu, Harlau, 246042",0747 670 911
2460624387461,2023-08-11,"Soseaua Tomescu, Beclean, 405440",0243 028 476
6100606187896,2017-08-17,"Aleea Florea Nr. 93, Turda, 656201",0750 153 771
6101114325305,1987-10-04,"Bulevardul Lucreția Nistor Nr. 498, Giurgiu, 278628",0757 352 669
2331209333263,1980-08-17,"Soseaua Pop Nr. 65, Timisoara, 306189",0788 282 600
4010426290694,1962-02-08,"Drumul Dima Nr. 80, Sacueni, 296899",0248 020 613
2370228323004,1923-07-12,"Aleea Tabacu Nr. 56, Simleu Silvaniei, 164425",0786 244 851
7810702046417,1976-01-17,"Aleea Ardelean Nr. 616 Bl. 57  Sc. 43 Ap. 212, Buftea, 839548",0269 037 482
6970823326417,2023-04-08,"Intrarea Gianina Suciu Nr. 43, Cugir, 913975",0232 093 642
6720131219833,1935-11-19,"Strada Tomescu, Sovata, 625199",0749 999 454
2790316461156,1988-01-07,"Bulevardul Cristea Mazilescu Nr. 33, Piatra-Neamt, 765691",0734 235 608
4160703203319,2001-01-12,"Aleea Estera Oprea Nr. 902, Navodari, 213922",0757 399 305
5680304231251,1961-12-14,"Aleea Paula Nemeș, Bosanci, 888599",0260 363 434
6030919411794,1933-02-07,"Drumul Stanca Mocanu Nr. 47 Bl. 39  Sc. 26 Ap. 610, Sighetu Marmatiei, 263577",0711 453 359
5601106321711,1946-11-11,"Bulevardul Nistor Nr. 62, Cugir, 364728",0268 496 381
3871217282972,2001-07-01,"Bulevardul Georgescu, Sangeorgiu de Mures, 428710",0240 328 894
3370805247030,1939-08-04,"Bulevardul Nemeș Nr. 913, Campulung Moldovenesc, 649282",0244 098 598
4890529069882,1963-03-01,"Bulevardul Niță Nr. 981, Simleu Silvaniei, 970832",0737 112 457
7670519293912,1942-05-30,"Drumul Nistor Nr. 377, Balotesti, 959990",0728 675 526
4930202388308,1995-08-11,"Bulevardul Eftimie Nr. 90, Anina, 827476",0269 456 155
6050518420940,2004-11-07,"Drumul Leonard Ardelean, Slatina, 928399",0237 756 397
6470422257599,2006-04-06,"Strada Marin Nr. 36 Bl. 30  Sc. 11 Ap. 275, Pascani, 166680",021 369 2752
5660214310538,1924-03-20,"Aleea Aanei, Santana, 707038",0755 169 962
8310505156081,1992-02-12,"Aleea Niță Nr. 22, Tarnaveni, 686512",0268 714 867
2171004447245,1957-01-01,"Bulevardul Pușcașu Nr. 632 Bl. 53  Sc. 93 Ap. 838, Urlati, 302670",0240 675 986
5980925138692,2005-02-10,"Intrarea Raul Nistor Nr. 941 Bl. 87  Sc. 65 Ap. 825, Ploiesti, 138875",0740 858 717
1170231156098,1981-08-18,"Aleea Popa Nr. 37 Bl. 16  Sc. 47 Ap. 714, Buzau, 635110",0750 803 921
7770918023750,2009-12-16,"Aleea Mocanu Nr. 756, Bals, 247266",0766 780 039
5020302409429,1955-05-20,"Drumul Dumitrescu Nr. 627 Bl. 29  Sc. 84 Ap. 446, Cumpana, 742720",0722 315 727
2560406159126,1980-05-17,"Drumul Narcisa Mazilescu Nr. 58 Bl. 10  Sc. 53 Ap. 869, Buhusi, 434236",0251 776 021
8071215175098,1922-04-23,"Aleea Popa, Tunari, 152856",0236 375 498
4300526238067,1914-07-04,"Aleea Nistor, Calafat, 365662",0749 575 942
5991214264777,1926-02-24,"Soseaua Dochioiu Nr. 86, Targu Ocna, 671296",0269 502 398
5741002017222,1997-06-07,"Intrarea Ionescu Nr. 85, Curtici, 304188",0264 928 810
2860217140528,1945-08-09,"Strada Toma, Alba Iulia, 302325",0730 219 169
6970806384190,1975-03-30,"Soseaua Ardelean Nr. 494 Bl. 89  Sc. 67 Ap. 491, Fagetel (Remetea), 235680",0788 680 500
8761221327044,1985-04-07,"Bulevardul Manole Nr. 287, Bacau, 405435",0232 829 437
3130419290719,1936-12-11,"Strada Nemeș Nr. 55, Baile Borsa, 276540",0256 281 280
2461114186820,2015-02-26,"Bulevardul Ababei, Dumbravita, 891990",0767 985 361
5800308177036,1913-10-07,"Aleea Toma Nr. 723, Anina, 570559",0728 619 769
3581113357514,1990-02-04,"Intrarea Pop Nr. 96, Berceni, 233963",0764 606 335
5160123329360,1987-09-03,"Intrarea Stan, Poiana Mare, 560637",0739 904 791
1210215522334,1965-06-08,"Aleea Adrian Suciu Nr. 39, Alexandria, 977333",0253 433 232
7210313197722,1984-02-27,"Bulevardul Aanei Nr. 35 Bl. 23  Sc. 25 Ap. 606, Pucioasa, 481333",0765 119 745
3540606453308,2020-04-07,"Intrarea Voinea Nr. 53 Bl. 16  Sc. 57 Ap. 301, Amara, 503437",0251 067 023
7480813400056,1950-02-14,"Drumul Tudor Nr. 466, Vulcan, 416147",0731 058 931
2730630527757,2013-01-11,"Intrarea Ene Nr. 123, Tuzla, 245836",0739 857 480
3800705390857,1974-12-06,"Bulevardul Dochioiu Nr. 64 Bl. 80  Sc. 14 Ap. 307, Brasov, 796030",0765 381 062
8851125372768,2014-05-23,"Aleea Dima Nr. 478, Apahida, 658328",0786 992 132
7190904013878,1916-09-10,"Intrarea Marcel Dobre Nr. 91, Tudora, 455405",0735 461 709
6310331085970,1968-01-05,"Soseaua Gențiana Barbu Nr. 797 Bl. 34  Sc. 48 Ap. 282, Dabuleni, 993713",0749 131 069
1930124337817,1998-08-01,"Bulevardul Manole Nr. 75 Bl. 90  Sc. 73 Ap. 632, Motru, 615241",0756 010 985
4900518456225,2004-11-07,"Intrarea Marina Eftimie, Satu Mare, 508630",0250 593 998
8280531342728,1910-01-19,"Drumul Florea Nr. 872, Marasesti, 564125",0766 708 757
7270331526124,1953-04-25,"Aleea Oprea Nr. 589 Bl. 61  Sc. 15 Ap. 776, Plosca, 575893",0240 786 288
6960417034153,1964-07-19,"Strada Manole, Ovidiu, 293909",0247 101 180
7761209041651,1983-05-23,"Strada Stan Nr. 80, Dabuleni, 235903",0249 859 158
7030514266313,1919-03-18,"Bulevardul Stănescu Nr. 53 Bl. 23  Sc. 83 Ap. 768, Braila, 863754",0728 016 986
3280720379095,1925-10-12,"Intrarea Vladimir Oprea, Tarnaveni, 643194",0260 877 090
3900402291861,1995-10-13,"Intrarea Popescu Nr. 247, Mihail Kogalniceanu, 783833",0761 479 680
7450423186699,2001-01-08,"Aleea Oprea Nr. 99, Prejmer, 211515",0788 426 276
8420504335967,2016-09-15,"Aleea Dobre Nr. 735, Ianca, 771185",0751 505 551
6130803459811,1946-11-25,"Bulevardul Stoica, Dumbraveni, 221631",0785 464 274
1211214221740,2001-11-04,"Soseaua Ionescu Nr. 507, Tunari, 553527",0238 403 545
6460607265762,2008-10-19,"Strada Tudora Ababei Nr. 435, Fagaras, 100658",0769 062 553
6021106323344,1928-12-29,"Drumul Diaconu Nr. 28 Bl. 86  Sc. 23 Ap. 593, Copsa Mica, 972248",0265 147 684
8990514387320,2011-10-23,"Aleea Gherghina Marin Nr. 763 Bl. 73  Sc. 22 Ap. 713, Sabaoani, 740218",0711 018 239
4210608335445,1989-11-23,"Bulevardul Sânziana Popa Nr. 875, Dancu, 471468",0735 741 154
2100506376190,2009-11-27,"Strada Cristea Nr. 55, Giurgiu, 185302",0769 485 340
7500212033879,1968-12-20,"Strada Tomescu Nr. 72 Bl. 25  Sc. 53 Ap. 632, Campulung, 411769",0732 610 433
1761210025652,1976-08-12,"Intrarea Celia Dobre, Fetesti, 865740",0771 278 119
4980411065778,2015-08-12,"Intrarea Dumitrescu, Macin, 700760",0764 209 804
3370227164646,2007-05-21,"Drumul Cătălin Popa, Pitesti, 804402",0242 365 513
2821125384974,1925-05-19,"Soseaua Diaconu, Borcea, 331747",0733 675 681
8410707361010,1989-03-20,"Aleea Dima Nr. 765, Miercurea-Ciuc, 614751",0755 793 852
2620114055338,1920-09-10,"Drumul Dochioiu Nr. 567 Bl. 74  Sc. 17 Ap. 649, Raducaneni, 627469",0763 962 686
3680321067651,2005-02-26,"Soseaua Aanei Nr. 959, Deta, 962002",0752 372 625
4621226122000,1971-11-21,"Drumul Robertina Pop, Santana, 446262",0733 849 900
2030417450504,1963-11-25,"Drumul Fabia Nistor Nr. 64, Vladimirescu, 110539",0760 787 392
2770212266868,1971-07-22,"Intrarea Diaconescu, Caransebes, 179868",0750 164 495
5680815516862,1940-02-23,"Drumul Ioniță Nr. 33, Vatra Dornei, 620026",0739 340 150
1420426302329,1992-04-13,"Intrarea Suciu Nr. 61, Intorsura Buzaului, 435177",0232 310 418
3560324175469,1952-12-02,"Strada Petruța Ioniță, Maieru, 722111",0737 501 451
7770213307854,1950-05-10,"Drumul Dobre Nr. 85, Filiasi, 747419",0265 165 126
3650711026258,1937-10-23,"Drumul Dochioiu, Orsova, 219435",0249 123 057
7760119308041,1946-05-08,"Drumul Stănescu Nr. 77 Bl. 44  Sc. 52 Ap. 665, Piatra-Neamt, 202662",0788 267 486
4030128330549,1988-06-26,"Bulevardul Toma Nr. 98, Baia, 258454",0748 353 724
1660218232412,1983-08-13,"Strada Voinea Nr. 130, Greci, 221595",0763 463 075
2740126304451,1984-02-29,"Drumul Ortansa Dochioiu Nr. 499, Videle, 683361",0238 025 027
7430514047931,1913-04-19,"Strada Bogdan Voinea, Odorheiu Secuiesc, 259584",0728 200 195
1550619179332,1930-01-07,"Drumul Voinea Nr. 932 Bl. 60  Sc. 70 Ap. 763, Victoria, 664109",0720 272 641
7851205096476,1944-02-10,"Strada Dima, Petrosani, 610922",0735 206 691
2550730330354,2006-04-08,"Aleea Manole, Fundeni, 795280",0255 712 382
3710507037967,1916-01-30,"Intrarea Manole Nr. 235 Bl. 72  Sc. 43 Ap. 766, Dragu-Brad, 635833",0785 027 564
3410821354210,1999-01-25,"Strada Barbu, Caracal, 971814",0727 390 000
2830902095598,1913-04-23,"Bulevardul Pop Nr. 978 Bl. 37  Sc. 41 Ap. 181, Feldru, 906890",0738 464 472
5200617167271,2009-05-26,"Intrarea Estera Dobre, Harlau, 563613",0260 258 584
8471001173547,1959-11-11,"Aleea Heracleea Marin, Pantelimon, 531448",0748 901 126
7150410015437,1909-03-16,"Strada Ardelean Nr. 180, Navodari, 850122",0257 829 696
6081025203461,1993-01-03,"Soseaua Anamaria Stoica, Campina, 123710",0746 824 982
6320715131659,1964-09-23,"Aleea Marcela Dobre, Dancu, 359437",0759 816 380
2101127424689,1976-01-22,"Intrarea Diaconescu Nr. 974 Bl. 86  Sc. 59 Ap. 408, Matca, 361831",0780 483 385
8920915346899,1930-03-13,"Intrarea Dominic Mocanu Nr. 668, Sangeorz-Bai, 584914",021 204 8320
5550805293996,1937-04-06,"Soseaua Diaconu Nr. 79 Bl. 88  Sc. 31 Ap. 872, Slobozia, 761531",0252 719 832
7840909049931,1954-05-04,"Bulevardul Nistor Nr. 63, Targu Frumos, 883421",0261 712 742
3960903194377,1931-03-29,"Bulevardul Ardelean, Piatra-Neamt, 814913",0727 054 790
6841205324176,1971-02-02,"Soseaua Mocanu Nr. 998 Bl. 56  Sc. 20 Ap. 107, Tulcea, 274303",0749 238 983
7531031452649,1955-02-28,"Aleea Corneliu Oprea, Talmaciu, 467911",0724 728 270
4990621209990,2005-10-15,"Intrarea Suciu Nr. 97 Bl. 32  Sc. 75 Ap. 231, Pipera (Voluntari), 414299",0231 719 957
4860318055095,1996-09-29,"Aleea Elisaveta Marin, Urziceni, 601347",0263 452 161
2310724346563,1954-01-16,"Intrarea Nemeș Nr. 594 Bl. 35  Sc. 80 Ap. 916, Turnu Magurele, 302295",0265 541 137
6600401133375,1963-05-24,"Aleea Dorina Diaconu, Targoviste, 236741",0742 145 297
6481224231507,1949-03-24,"Drumul Florea, Arbore, 991990",0231 912 329
5150212393317,1985-08-07,"Strada Dinu Nr. 39 Bl. 55  Sc. 88 Ap. 490, Rosu, 260990",0749 739 181
8870908414705,1945-02-19,"Strada Dumitrescu, Targu Secuiesc, 131907",0240 942 308
2000507424060,1977-05-06,"Strada Tabacu, Baia Mare, 644645",0247 591 796
1700412295292,2023-12-07,"Aleea Manole, Iasi, 971894",0253 677 857
7100822327057,1938-03-05,"Drumul Gheorghiu Nr. 40 Bl. 34  Sc. 89 Ap. 810, Tulcea, 114886",0233 734 484
4581213246903,1925-09-11,"Soseaua Dima Nr. 436 Bl. 97  Sc. 33 Ap. 308, Petrosani, 997955",0751 997 345
3121017217193,1981-08-07,"Drumul Tudor Nr. 522 Bl. 23  Sc. 10 Ap. 824, Lupeni, 886934",0737 424 170
3660327381999,1948-11-27,"Aleea Ioana Stancu Nr. 524 Bl. 95  Sc. 87 Ap. 996, Calarasi, 862317",0764 283 554
5600512357018,1978-11-25,"Strada Dumitrescu Nr. 480 Bl. 38  Sc. 44 Ap. 524, Remetea, 805263",0764 163 887
7161004019581,2004-11-17,"Bulevardul Preda Nr. 63, Sannicolau Mare, 580485",0721 975 032
5021021104635,2015-07-27,"Intrarea Stănescu, Lugoj, 610352",0739 244 292
2830526172161,1989-08-07,"Soseaua Dinu Dima Nr. 93 Bl. 42  Sc. 52 Ap. 289, Timisoara, 459649",0731 402 288
4480118359735,1996-03-18,"Intrarea Preda Nr. 95 Bl. 61  Sc. 14 Ap. 984, Lunca Cetatuii, 890679",0721 100 057
1720714425066,1919-12-27,"Bulevardul Dochioiu Nr. 23, Giurgiu, 296451",0734 159 190
7060302321359,1958-12-03,"Drumul Crina Stan Nr. 733 Bl. 26  Sc. 57 Ap. 658, Sinaia, 667269",0245 632 716
