first_name,last_name,personal_number,birthdate,address,phone_number,mac_address,ip_address,iban,currency
Svetlana,Nistor,8710904076214,1964-01-05,"Strada Dinu Nr. 87, Baia Mare, 740039",0253 390 206,69:5d:cf:cc:81:cd,14.90.215.197,RO13YCLJ2307737377687601,SZL
Evelina,Ioniță,7851206099191,2017-08-27,"Intrarea Niță, Babeni, 483144",0234 190 005,d8:03:58:c5:c0:49,71.150.149.62,RO27ZAKK8914692831851789,MDL
Georgia,Ionescu,7041014196290,2002-12-24,"Drumul Tomescu Nr. 118, Plosca, 142373",0770 788 214,43:1e:dd:34:44:4c,152.17.205.76,RO66FYIS2985358893738646,PHP
Clara,Pop,5860918254635,1985-10-24,"Intrarea Dumitrescu Nr. 94 Bl. 37  Sc. 98 Ap. 713, Toflea, 285535",0723 393 354,27:00:61:13:78:78,140.59.137.93,RO17AHOF5982916879612589,GGP
Giorgian,Stănescu,3170707363437,1960-08-19,"Drumul Gheorghiu, Sangeorgiu de Mures, 704641",0265 230 229,d6:e6:3d:37:c8:13,190.156.133.19,RO05MTTA1550492742976048,KRW
Estera,Stănescu,3680822224268,1927-07-18,"Intrarea Nistor Nr. 53 Bl. 66  Sc. 46 Ap. 912, Sangeorgiu de Mures, 256215",0728 121 945,ec:dd:8c:37:cc:d3,75.142.152.19,RO83GNBJ0302226799903300,UYU
Stela,Tabacu,6630820210617,2021-02-02,"Intrarea Florea Nr. 751, Harlau, 245845",0253 904 510,79:dc:3b:e7:d7:10,154.97.233.203,RO74OVTX5840249885619525,KWD
Heracleea,Eftimie,5200916351113,1953-03-30,"Drumul Georgescu Nr. 457, Buftea, 120383",0246 835 638,83:ae:b8:eb:fd:27,142.162.202.186,RO11XYGI8003509688433516,KWD
Pleșu,Ababei,2680517249654,2014-09-10,"Drumul Suciu, Marasesti, 911932",0248 304 487,7a:3e:89:02:0d:6a,183.185.53.184,RO49WNJT1582275155866027,AZN
Octav,Mocanu,8750416131224,1966-09-09,"Strada Manole Nr. 488 Bl. 17  Sc. 66 Ap. 169, Valea Mare (Negresti), 448414",0734 150 992,5c:7a:c8:6d:2e:ea,166.19.132.146,RO06HUKK6010811113209022,MYR
Iosefina,Popa,5540817153813,1966-10-01,"Drumul Avram Dima Nr. 15 Bl. 70  Sc. 89 Ap. 763, Otelu Rosu, 966862",0249 909 355,d6:c2:0b:df:56:c2,136.226.94.44,RO76MZIP2218932568152003,AWG
Casiana,Ene,2010231097090,1955-04-29,"Drumul Suciu Nr. 850, Oituz, 225373",0733 076 582,e9:91:7c:dd:d4:fd,45.136.87.165,RO57TMCU2023249391513425,BTN
Andra,Eftimie,3061005206739,1975-06-29,"Soseaua Stănescu, Valea Mare (Babeni), 227750",0268 067 025,2d:cc:b4:4c:e7:5b,87.218.248.189,RO38XSEL4688303107423148,TZS
Emanuela,Dinu,8441014466839,1923-04-18,"Strada Manole Nr. 49, Jibou, 131364",0233 964 948,4c:3d:af:31:b8:14,100.188.120.59,RO89SFNZ8257009638787282,TJS
Caterina,Pop,4331017059923,1962-04-09,"Aleea Flavia Dima, Tulcea, 423940",0264 640 702,98:be:9d:54:8e:56,90.230.198.114,RO76AHGE5587622765844557,GNF
Robert,Diaconescu,6320517211024,1974-07-11,"Bulevardul Frederic Ionescu, Odobesti, 958256",0756 217 178,16:20:e9:70:f6:44,81.240.228.30,RO63DLNQ2133101205316920,BIF
Nicoară,Tudor,7920207200264,1969-05-26,"Bulevardul Pop Nr. 83, Gheorgheni, 329289",0258 640 123,0b:67:5a:35:b6:19,143.252.128.142,RO70FIIS6032445895170772,TZS
Doina,Marin,1520425110124,1943-11-15,"Drumul Dobre Nr. 773, Targu Mures, 419377",0260 648 004,bb:e1:17:e1:33:7a,194.217.52.105,RO83TIJJ6133866405977868,BTN
Camil,Aanei,8290617299375,1918-08-19,"Aleea Popescu Nr. 174, Dragasani, 781358",0763 157 639,d9:55:0f:4f:21:5e,195.186.14.191,RO80GWBS1551627164220751,BGN
Eusebiu,Dumitrescu,8520612405214,1991-08-12,"Soseaua Mazilescu Nr. 610 Bl. 43  Sc. 99 Ap. 379, Cobadin, 121221",0752 474 363,a6:50:38:6c:06:c9,75.242.254.155,RO82EKRG7943079875005265,GIP
Viorel,Stoica,5100212460284,1970-03-15,"Intrarea Aanei, Sfantu Gheorghe, 900576",0755 399 960,2d:54:97:75:5d:75,183.174.59.41,RO07PVWR1644276927451908,WST
Anca,Stănescu,3911117298861,1991-12-25,"Intrarea Ardelean Nr. 219, Zarnesti, 594194",0731 915 930,0b:26:f8:e4:00:dc,141.247.207.56,RO30HKUT6415082382529319,BGN
Lăcrămioara,Nemeș,4140407518283,1940-12-05,"Drumul Manole Nr. 86, Mihail Kogalniceanu, 425289",0785 457 432,28:71:b5:ad:2e:4f,69.220.105.65,RO67EXQN6024751400495628,UAH
Bernard,Dochioiu,1170822020401,1924-08-12,"Soseaua Toma, Turnu Magurele, 724199",0251 598 377,04:a7:7d:c3:2e:88,203.86.176.40,RO71XEEI8847871610072242,SOS
Despina,Pușcașu,7780621130363,1916-03-18,"Soseaua Ecaterina Dinu Nr. 915 Bl. 10  Sc. 12 Ap. 210, Ramnicu Valcea, 777687",0266 160 891,79:7a:44:af:42:65,144.164.32.222,RO79WXTE4077207865604752,EGP
Aristide,Tabacu,6070728272780,1928-10-08,"Strada Iacob Tabacu Nr. 38 Bl. 49  Sc. 55 Ap. 902, Babadag, 620945",0771 246 402,ac:88:e8:12:89:ba,200.245.70.150,RO03TMPK8772030939080208,AFN
Rebeca,Niță,3150920333501,1984-01-13,"Soseaua Suciu Nr. 465 Bl. 66  Sc. 33 Ap. 747, Dumbraveni, 264028",0755 627 961,8a:65:ea:07:fc:1e,2.85.32.22,RO89BQNM3176294915161485,NPR
Mirela,Georgescu,2670911379597,1956-07-06,"Bulevardul Gherghina Pop, Fundulea, 734612",0760 857 416,52:28:6f:7b:63:f5,96.232.171.190,RO84GMMQ6797573294078703,AFN
Petruța,Dinu,8370524246190,2010-05-30,"Aleea Angela Dinu Nr. 579 Bl. 37  Sc. 83 Ap. 518, Victoria, 670673",0741 473 299,a5:56:79:a1:5c:a3,84.110.123.22,RO90KLSL2140474655765854,XDR
Erica,Albu,2700317176801,1941-08-12,"Drumul Tudor, Talmaciu, 348986",0758 773 849,4f:9b:5f:ca:a1:aa,54.87.159.245,RO40DMVD0495294687057445,JPY
Flavia,Ionescu,5121208032261,1921-03-01,"Soseaua Nistor Nr. 58 Bl. 54  Sc. 41 Ap. 276, Moldova Veche, 653318",0759 440 404,d8:1a:dd:da:5a:bc,210.157.218.234,RO48PDVG5472198065230842,GHS
Brăduț,Tabacu,8901119328990,1963-08-05,"Aleea Dobre, Moinesti, 248545",0750 620 084,f8:53:09:59:e7:15,183.15.59.107,RO16RLXO5582921807746571,KYD
Cazimir,Ene,4580508433799,1937-12-25,"Strada Eleonora Oprea, Buhusi, 792638",0729 300 961,d3:96:de:e7:54:75,43.30.73.104,RO97EIDN5031591898832506,KMF
Camil,Tudor,6241204349961,2006-08-22,"Aleea Cristea Nr. 26 Bl. 90  Sc. 98 Ap. 918, Braila, 856700",0264 255 930,17:34:76:29:69:02,175.4.34.125,RO95CELS9735218213299009,OMR
Dorian,Georgescu,5591124092852,1934-09-05,"Aleea Gheorghiu, Harlau, 246042",0747 670 911,a1:29:b0:df:df:89,161.37.89.187,RO85IXJH2173250213540597,IRR
Melina,Dochioiu,2460624387461,2023-08-11,"Soseaua Tomescu, Beclean, 405440",0243 028 476,ab:aa:fb:2f:7a:c7,104.149.88.114,RO73MJVL3361687187730994,EUR
Anemona,Pop,6100606187896,2017-08-17,"Aleea Florea Nr. 93, Turda, 656201",0750 153 771,b1:d5:e6:ca:fb:12,198.105.228.151,RO32QJEN2643077325079096,MKD
Achim,Pușcașu,6101114325305,1987-10-04,"Bulevardul Lucreția Nistor Nr. 498, Giurgiu, 278628",0757 352 669,d3:2e:4c:4b:d8:66,207.17.56.220,RO42JRIX6007730369278500,IDR
Antonia,Aanei,2331209333263,1980-08-17,"Soseaua Pop Nr. 65, Timisoara, 306189",0788 282 600,ae:a7:41:a4:f7:0a,93.214.17.33,RO64VETA3917998113863202,UZS
Costin,Aanei,4010426290694,1962-02-08,"Drumul Dima Nr. 80, Sacueni, 296899",0248 020 613,7b:e8:e5:ab:7c:f2,217.95.105.190,RO13MWCC1555249937615780,MGA
Artemisa,Georgescu,2370228323004,1923-07-12,"Aleea Tabacu Nr. 56, Simleu Silvaniei, 164425",0786 244 851,84:c2:5d:75:46:91,105.102.141.196,RO50OAAB4238515054871589,MOP
Ianis,Pop,7810702046417,1976-01-17,"Aleea Ardelean Nr. 616 Bl. 57  Sc. 43 Ap. 212, Buftea, 839548",0269 037 482,0e:ba:6c:82:6a:70,133.146.54.3,RO21CEJN2916813038518022,SRD
Alin,Ene,6970823326417,2023-04-08,"Intrarea Gianina Suciu Nr. 43, Cugir, 913975",0232 093 642,2e:64:49:3e:d7:59,159.29.79.173,RO32GMPZ3286762095427232,SYP
Sonia,Popa,6720131219833,1935-11-19,"Strada Tomescu, Sovata, 625199",0749 999 454,2b:38:49:03:1b:6a,124.239.11.90,RO72FTEV9568050623019897,SGD
Theodor,Georgescu,2790316461156,1988-01-07,"Bulevardul Cristea Mazilescu Nr. 33, Piatra-Neamt, 765691",0734 235 608,1e:ec:7a:63:a6:16,102.124.182.102,RO87XAOW5263755747953668,NZD
Aida,Barbu,4160703203319,2001-01-12,"Aleea Estera Oprea Nr. 902, Navodari, 213922",0757 399 305,e1:6e:38:fc:e0:c6,204.159.142.204,RO39CAFV4256201760362536,TJS
Elena,Pop,5680304231251,1961-12-14,"Aleea Paula Nemeș, Bosanci, 888599",0260 363 434,79:c7:3a:0a:d1:82,185.28.115.59,RO19ELUM0571258826204430,SAR
Viorela,Florea,6030919411794,1933-02-07,"Drumul Stanca Mocanu Nr. 47 Bl. 39  Sc. 26 Ap. 610, Sighetu Marmatiei, 263577",0711 453 359,92:16:1c:b0:b5:bb,125.63.22.140,RO78HQZQ2340828721505707,BWP
Dacian,Dima,5601106321711,1946-11-11,"Bulevardul Nistor Nr. 62, Cugir, 364728",0268 496 381,00:26:66:1e:76:7e,203.110.208.132,RO35WRNA6459560199541465,KMF
Andreea,Dima,3871217282972,2001-07-01,"Bulevardul Georgescu, Sangeorgiu de Mures, 428710",0240 328 894,59:21:bc:49:35:85,66.29.109.165,RO61EWOU6248674243409827,JEP
Silvia,Albu,3370805247030,1939-08-04,"Bulevardul Nemeș Nr. 913, Campulung Moldovenesc, 649282",0244 098 598,1e:b4:98:35:d8:ad,92.204.61.123,RO14YXXJ7174792937989182,ARS
Gicu,Georgescu,4890529069882,1963-03-01,"Bulevardul Niță Nr. 981, Simleu Silvaniei, 970832",0737 112 457,bb:70:33:57:11:d3,6.138.46.15,RO61SKDE1546096179946903,USD
Visarion,Aanei,7670519293912,1942-05-30,"Drumul Nistor Nr. 377, Balotesti, 959990",0728 675 526,da:fd:94:71:76:90,122.25.116.21,RO47BAIA4783283756688569,MRO
Gabriela,Suciu,4930202388308,1995-08-11,"Bulevardul Eftimie Nr. 90, Anina, 827476",0269 456 155,86:b9:41:67:1d:8a,17.96.0.175,RO43HAZD2556344754246035,GMD
Romina,Marin,6050518420940,2004-11-07,"Drumul Leonard Ardelean, Slatina, 928399",0237 756 397,3d:23:f6:96:05:8f,198.99.174.9,RO10IDMX0320030421966850,CUC
Floarea,Dinu,6470422257599,2006-04-06,"Strada Marin Nr. 36 Bl. 30  Sc. 11 Ap. 275, Pascani, 166680",021 369 2752,02:9c:85:54:7b:57,84.44.30.38,RO34HQUO8938576458629628,XAF
Costel,Mazilescu,5660214310538,1924-03-20,"Aleea Aanei, Santana, 707038",0755 169 962,15:f5:6f:24:71:88,92.17.212.150,RO89HMQM2177183064477360,MOP
Eliza,Preda,8310505156081,1992-02-12,"Aleea Niță Nr. 22, Tarnaveni, 686512",0268 714 867,56:f1:30:a7:01:e9,47.102.164.132,RO78GKBI8466852602356219,BYR
Dorian,Stănescu,2171004447245,1957-01-01,"Bulevardul Pușcașu Nr. 632 Bl. 53  Sc. 93 Ap. 838, Urlati, 302670",0240 675 986,47:6c:04:27:3b:09,134.86.41.146,RO47OUEV5357863731559717,BDT
Jean,Gheorghiu,5980925138692,2005-02-10,"Intrarea Raul Nistor Nr. 941 Bl. 87  Sc. 65 Ap. 825, Ploiesti, 138875",0740 858 717,d5:5e:28:77:e9:cb,12.54.255.134,RO51RBPM5657821409212084,UAH
Cristina,Popescu,1170231156098,1981-08-18,"Aleea Popa Nr. 37 Bl. 16  Sc. 47 Ap. 714, Buzau, 635110",0750 803 921,b5:22:5c:a7:59:a0,83.183.156.229,RO79QRWR4109342464837242,AMD
Luca,Dinu,7770918023750,2009-12-16,"Aleea Mocanu Nr. 756, Bals, 247266",0766 780 039,a4:e2:10:d6:19:98,161.240.81.67,RO52NXDJ6542311960436389,THB
Lucian,Dima,5020302409429,1955-05-20,"Drumul Dumitrescu Nr. 627 Bl. 29  Sc. 84 Ap. 446, Cumpana, 742720",0722 315 727,21:81:55:c5:40:20,19.24.142.72,RO78QXFU4990249582777876,PYG
Zenovia,Popescu,2560406159126,1980-05-17,"Drumul Narcisa Mazilescu Nr. 58 Bl. 10  Sc. 53 Ap. 869, Buhusi, 434236",0251 776 021,35:c8:b1:23:d3:ed,106.26.229.121,RO53BJYD3024998577069653,SOS
Dochia,Cristea,8071215175098,1922-04-23,"Aleea Popa, Tunari, 152856",0236 375 498,a9:4a:4c:21:ed:85,96.194.216.238,RO48DCDL1086605078312585,CRC
Olivia,Eftimie,4300526238067,1914-07-04,"Aleea Nistor, Calafat, 365662",0749 575 942,a9:58:de:8b:ec:26,99.186.89.207,RO05LUSR4398376594012874,CLP
Semenica,Pușcașu,5991214264777,1926-02-24,"Soseaua Dochioiu Nr. 86, Targu Ocna, 671296",0269 502 398,f9:74:60:46:c3:20,97.165.129.56,RO79ZQCC5571460374827004,BND
Leana,Albu,5741002017222,1997-06-07,"Intrarea Ionescu Nr. 85, Curtici, 304188",0264 928 810,58:08:89:01:66:78,56.7.156.208,RO38SBXL3310929957366979,OMR
Otilia,Albu,2860217140528,1945-08-09,"Strada Toma, Alba Iulia, 302325",0730 219 169,04:76:a7:01:d0:59,87.111.246.91,RO98RDJO7319304438062165,XAF
Codruța,Cristea,6970806384190,1975-03-30,"Soseaua Ardelean Nr. 494 Bl. 89  Sc. 67 Ap. 491, Fagetel (Remetea), 235680",0788 680 500,7e:1e:bd:f6:9b:bf,195.18.69.46,RO89YLDG4105083537280422,KZT
Dan,Mocanu,8761221327044,1985-04-07,"Bulevardul Manole Nr. 287, Bacau, 405435",0232 829 437,50:62:62:30:53:f2,204.73.138.208,RO36ZSIJ0831394656219729,SYP
Nichifor,Stancu,3130419290719,1936-12-11,"Strada Nemeș Nr. 55, Baile Borsa, 276540",0256 281 280,6f:91:e4:88:b4:86,188.173.146.144,RO11YQQU8251280265592120,LAK
Antonia,Diaconescu,2461114186820,2015-02-26,"Bulevardul Ababei, Dumbravita, 891990",0767 985 361,83:bd:1b:1e:74:c5,177.90.237.206,RO95KOGP6944499963035685,SBD
Livia,Florea,5800308177036,1913-10-07,"Aleea Toma Nr. 723, Anina, 570559",0728 619 769,53:59:c6:a9:76:25,70.60.173.202,RO51YLVY4240752968125802,MOP
Mitică,Dinu,3581113357514,1990-02-04,"Intrarea Pop Nr. 96, Berceni, 233963",0764 606 335,bf:87:4c:9d:5a:d5,117.98.132.200,RO09QYDH4075813523619919,MRO
Titus,Pușcașu,5160123329360,1987-09-03,"Intrarea Stan, Poiana Mare, 560637",0739 904 791,e9:24:76:43:f9:36,31.254.88.238,RO95GVSY5804508160196607,BRL
Emilia,Suciu,1210215522334,1965-06-08,"Aleea Adrian Suciu Nr. 39, Alexandria, 977333",0253 433 232,85:35:cc:12:92:43,84.32.133.171,RO62ELQU0443556095577839,RON
Zenovia,Diaconu,7210313197722,1984-02-27,"Bulevardul Aanei Nr. 35 Bl. 23  Sc. 25 Ap. 606, Pucioasa, 481333",0765 119 745,bc:e2:d2:98:28:f0,11.62.45.77,RO82KKGC2765222750421865,GTQ
Gianina,Albu,3540606453308,2020-04-07,"Intrarea Voinea Nr. 53 Bl. 16  Sc. 57 Ap. 301, Amara, 503437",0251 067 023,52:91:d2:14:03:13,19.224.166.121,RO34CGHK7975022255120609,BND
Frusina,Barbu,7480813400056,1950-02-14,"Drumul Tudor Nr. 466, Vulcan, 416147",0731 058 931,1e:63:f8:f9:ce:42,75.62.144.158,RO91SNMI6455286417106505,IDR
Valeria,Gheorghiu,2730630527757,2013-01-11,"Intrarea Ene Nr. 123, Tuzla, 245836",0739 857 480,3e:b2:1f:7d:61:38,32.145.246.100,RO13KGEF7626646980364191,CUP
Mirabela,Gheorghiu,3800705390857,1974-12-06,"Bulevardul Dochioiu Nr. 64 Bl. 80  Sc. 14 Ap. 307, Brasov, 796030",0765 381 062,61:f4:6b:0d:8c:e6,65.238.202.14,RO73PILG9729700139960465,TJS
Natașa,Suciu,8851125372768,2014-05-23,"Aleea Dima Nr. 478, Apahida, 658328",0786 992 132,63:7b:12:6b:4c:0b,186.226.185.61,RO84MKGW2599172516569747,DJF
Mihaela,Pușcașu,7190904013878,1916-09-10,"Intrarea Marcel Dobre Nr. 91, Tudora, 455405",0735 461 709,73:e3:c9:66:99:cc,173.93.18.5,RO89YRTY6565226443390255,XPF
David,Tomescu,6310331085970,1968-01-05,"Soseaua Gențiana Barbu Nr. 797 Bl. 34  Sc. 48 Ap. 282, Dabuleni, 993713",0749 131 069,b0:f8:99:0d:c7:cf,159.88.161.218,RO41CRTN2061605575318346,BZD
Eusebiu,Tomescu,1930124337817,1998-08-01,"Bulevardul Manole Nr. 75 Bl. 90  Sc. 73 Ap. 632, Motru, 615241",0756 010 985,c5:b5:5e:a5:63:f0,220.4.128.141,RO17MHOT7641389314519352,KES
Nicușor,Nistor,4900518456225,2004-11-07,"Intrarea Marina Eftimie, Satu Mare, 508630",0250 593 998,9d:d8:87:87:ae:0e,52.41.156.65,RO90YHNE2289688175063502,TWD
Olga,Albu,8280531342728,1910-01-19,"Drumul Florea Nr. 872, Marasesti, 564125",0766 708 757,83:b3:43:1d:8d:26,99.141.163.42,RO70KYMI2021092863151038,JPY
Dina,Ardelean,7270331526124,1953-04-25,"Aleea Oprea Nr. 589 Bl. 61  Sc. 15 Ap. 776, Plosca, 575893",0240 786 288,67:f4:13:cc:b8:f7,160.135.108.236,RO09MEBZ5209951695569637,LAK
Iustinian,Manole,6960417034153,1964-07-19,"Strada Manole, Ovidiu, 293909",0247 101 180,d0:33:d0:3c:52:46,85.188.239.239,RO86NZZS5277948946980552,IQD
Anuța,Pop,7761209041651,1983-05-23,"Strada Stan Nr. 80, Dabuleni, 235903",0249 859 158,8f:66:c0:78:35:ad,106.118.33.235,RO47NSHZ8513890458162228,SZL
Valentin,Toma,7030514266313,1919-03-18,"Bulevardul Stănescu Nr. 53 Bl. 23  Sc. 83 Ap. 768, Braila, 863754",0728 016 986,ad:b5:dd:4d:77:af,111.112.198.245,RO35RMYQ9984518812162274,XCD
Agripina,Tudor,3280720379095,1925-10-12,"Intrarea Vladimir Oprea, Tarnaveni, 643194",0260 877 090,88:b8:33:42:9c:50,206.51.136.128,RO70YEDD0736891318422241,PAB
Corvin,Albu,3900402291861,1995-10-13,"Intrarea Popescu Nr. 247, Mihail Kogalniceanu, 783833",0761 479 680,2d:bf:a9:04:35:4a,44.47.205.123,RO12KPMK8866302094029143,AUD
Ilona,Diaconu,7450423186699,2001-01-08,"Aleea Oprea Nr. 99, Prejmer, 211515",0788 426 276,3c:1d:4e:4d:a1:63,27.204.230.205,RO97LWUU5824208353154454,KZT
Mugurel,Georgescu,8420504335967,2016-09-15,"Aleea Dobre Nr. 735, Ianca, 771185",0751 505 551,db:b7:3f:ae:c5:c9,195.142.20.25,RO12RGTG6152929331488470,BSD
Steliana,Dobre,6130803459811,1946-11-25,"Bulevardul Stoica, Dumbraveni, 221631",0785 464 274,8d:a1:41:fa:3b:aa,193.65.11.108,RO91AMVM9315868942417702,SYP
Natașa,Mazilescu,1211214221740,2001-11-04,"Soseaua Ionescu Nr. 507, Tunari, 553527",0238 403 545,9c:15:97:1c:25:d4,14.241.4.9,RO77SGZB9210420699462383,TWD
Mirela,Diaconu,6460607265762,2008-10-19,"Strada Tudora Ababei Nr. 435, Fagaras, 100658",0769 062 553,ac:7d:34:e0:e0:51,40.10.8.73,RO95TFWM7157254992501450,ERN
Simona,Florea,6021106323344,1928-12-29,"Drumul Diaconu Nr. 28 Bl. 86  Sc. 23 Ap. 593, Copsa Mica, 972248",0265 147 684,e2:69:4b:21:43:8e,91.58.80.103,RO92UPWS6070215447217397,KMF
Șerban,Tudor,8990514387320,2011-10-23,"Aleea Gherghina Marin Nr. 763 Bl. 73  Sc. 22 Ap. 713, Sabaoani, 740218",0711 018 239,d3:fd:14:72:cf:6e,41.217.211.107,RO13HINP4847681130225425,AED
Cornelia,Voinea,4210608335445,1989-11-23,"Bulevardul Sânziana Popa Nr. 875, Dancu, 471468",0735 741 154,62:6b:cf:29:e2:6f,132.107.4.54,RO64EILH9493438482685749,BDT
Antonia,Pop,2100506376190,2009-11-27,"Strada Cristea Nr. 55, Giurgiu, 185302",0769 485 340,b4:0a:77:7b:3c:22,63.29.212.136,RO53PJEU7564793390594091,PYG
Liliana,Niță,7500212033879,1968-12-20,"Strada Tomescu Nr. 72 Bl. 25  Sc. 53 Ap. 632, Campulung, 411769",0732 610 433,c7:b0:fa:de:7b:1e,27.63.133.38,RO46JOQQ4187236313597779,SCR
Didina,Popescu,1761210025652,1976-08-12,"Intrarea Celia Dobre, Fetesti, 865740",0771 278 119,ef:6f:b0:64:f4:b7,23.51.7.169,RO77AKJN7779493501666645,RON
Sabina,Nemeș,4980411065778,2015-08-12,"Intrarea Dumitrescu, Macin, 700760",0764 209 804,4d:54:d6:e3:48:74,78.119.84.176,RO66OZCF5213867784301003,CNY
Ionuț,Eftimie,3370227164646,2007-05-21,"Drumul Cătălin Popa, Pitesti, 804402",0242 365 513,69:b5:e1:0d:22:60,154.123.42.224,RO30OSXC3021542489474587,USD
Ladislau,Oprea,2821125384974,1925-05-19,"Soseaua Diaconu, Borcea, 331747",0733 675 681,a4:28:92:03:69:ab,96.198.43.64,RO97DUSL5113339570472646,KZT
Safta,Tudor,8410707361010,1989-03-20,"Aleea Dima Nr. 765, Miercurea-Ciuc, 614751",0755 793 852,fa:3a:10:c7:e0:83,40.204.41.129,RO02RXYT6561721934082661,JOD
Adi,Tomescu,2620114055338,1920-09-10,"Drumul Dochioiu Nr. 567 Bl. 74  Sc. 17 Ap. 649, Raducaneni, 627469",0763 962 686,b8:8e:d3:21:23:19,194.6.162.29,RO55HITT9418746879393981,UZS
Marina,Stănescu,3680321067651,2005-02-26,"Soseaua Aanei Nr. 959, Deta, 962002",0752 372 625,b7:11:06:8d:0c:6a,70.66.90.102,RO68WHFO1477175326533068,VUV
Norica,Toma,4621226122000,1971-11-21,"Drumul Robertina Pop, Santana, 446262",0733 849 900,58:1b:49:f4:19:36,31.133.80.25,RO85HEZW4365390652889518,SEK
Ionel,Pop,2030417450504,1963-11-25,"Drumul Fabia Nistor Nr. 64, Vladimirescu, 110539",0760 787 392,6c:f9:0a:6b:0f:0a,136.56.49.231,RO90YWJY6124998217418080,SRD
Didina,Nistor,2770212266868,1971-07-22,"Intrarea Diaconescu, Caransebes, 179868",0750 164 495,28:31:79:d4:45:41,37.119.146.241,RO07KYEK3271968164210202,HUF
Panagachie,Stancu,5680815516862,1940-02-23,"Drumul Ioniță Nr. 33, Vatra Dornei, 620026",0739 340 150,12:e0:44:ad:4f:0f,143.155.225.97,RO98RKNJ7864917884738189,LYD
Adina,Pop,1420426302329,1992-04-13,"Intrarea Suciu Nr. 61, Intorsura Buzaului, 435177",0232 310 418,e2:90:7b:68:24:3c,197.140.48.146,RO21JFKB7770464055545641,XOF
Eugenia,Ardelean,3560324175469,1952-12-02,"Strada Petruța Ioniță, Maieru, 722111",0737 501 451,35:c4:07:65:99:d6,176.243.85.125,RO17YZNR8224080700522350,LTL
Lelia,Gheorghiu,7770213307854,1950-05-10,"Drumul Dobre Nr. 85, Filiasi, 747419",0265 165 126,6e:43:81:c8:6d:e2,76.34.225.28,RO29OMIB4494138501696144,BDT
Mitică,Albu,3650711026258,1937-10-23,"Drumul Dochioiu, Orsova, 219435",0249 123 057,d1:cb:a0:7f:16:f6,202.92.89.162,RO44GPSB5751708105154141,SYP
Octavia,Dinu,7760119308041,1946-05-08,"Drumul Stănescu Nr. 77 Bl. 44  Sc. 52 Ap. 665, Piatra-Neamt, 202662",0788 267 486,30:66:72:a7:56:67,78.4.245.46,RO62COLD2202041631991285,MWK
Octaviu,Popa,4030128330549,1988-06-26,"Bulevardul Toma Nr. 98, Baia, 258454",0748 353 724,50:f4:d1:89:5f:44,182.16.210.144,RO44VGLH4860836374373558,NZD
Tatiana,Barbu,1660218232412,1983-08-13,"Strada Voinea Nr. 130, Greci, 221595",0763 463 075,5e:a9:6f:75:c0:e0,157.95.104.11,RO17RJVD1856507467112439,EUR
Nicușor,Ioniță,2740126304451,1984-02-29,"Drumul Ortansa Dochioiu Nr. 499, Videle, 683361",0238 025 027,e7:8e:2d:86:d4:e3,150.89.79.11,RO36SWET8479825595445808,NIO
Costin,Mocanu,7430514047931,1913-04-19,"Strada Bogdan Voinea, Odorheiu Secuiesc, 259584",0728 200 195,30:87:f5:e4:12:4f,92.44.22.20,RO87TNZH0646780170137363,MDL
Dina,Stancu,1550619179332,1930-01-07,"Drumul Voinea Nr. 932 Bl. 60  Sc. 70 Ap. 763, Victoria, 664109",0720 272 641,66:5b:58:54:ab:21,198.79.5.136,RO51SYAU7979409830185545,BMD
Valeria,Tudor,7851205096476,1944-02-10,"Strada Dima, Petrosani, 610922",0735 206 691,9d:1e:7e:3f:46:03,177.230.92.132,RO36WZAJ2544128239811930,CZK
Aristița,Popescu,2550730330354,2006-04-08,"Aleea Manole, Fundeni, 795280",0255 712 382,a8:03:b6:34:c3:c5,180.26.47.62,RO07LNDO9356568955162072,GIP
Miruna,Tomescu,3710507037967,1916-01-30,"Intrarea Manole Nr. 235 Bl. 72  Sc. 43 Ap. 766, Dragu-Brad, 635833",0785 027 564,ec:c3:07:3d:87:53,128.20.233.118,RO17JYQC1485699552063384,BIF
Irinel,Mocanu,3410821354210,1999-01-25,"Strada Barbu, Caracal, 971814",0727 390 000,57:3a:85:ac:84:4c,96.153.97.204,RO12ZQUV4448554159535183,COP
Iulian,Tudor,2830902095598,1913-04-23,"Bulevardul Pop Nr. 978 Bl. 37  Sc. 41 Ap. 181, Feldru, 906890",0738 464 472,1e:e6:f8:d1:e0:e7,220.44.33.186,RO76SNNA7315241166035532,AFN
Ina,Florea,5200617167271,2009-05-26,"Intrarea Estera Dobre, Harlau, 563613",0260 258 584,58:72:37:fc:cf:06,55.87.154.199,RO84MCTH6496617711684465,CUP
Valentina,Ionescu,8471001173547,1959-11-11,"Aleea Heracleea Marin, Pantelimon, 531448",0748 901 126,02:2a:c3:9d:4a:f8,135.45.62.216,RO62UMOB4151601528869563,SHP
Florentin,Cristea,7150410015437,1909-03-16,"Strada Ardelean Nr. 180, Navodari, 850122",0257 829 696,ab:cf:05:01:27:56,57.221.14.135,RO39BEKK2774087051180556,KHR
Geanina,Toma,6081025203461,1993-01-03,"Soseaua Anamaria Stoica, Campina, 123710",0746 824 982,16:d5:0a:ff:96:b9,195.83.74.16,RO30URFJ5241250501833868,SDG
