"personal_number","birthdate","phone_number","job","user_id"
"6460626385567","1941-06-06","0733 313 223","Finisor-Lacuitor Lemn","7403"
"5570123334418","1998-03-05","0739 754 770","Lucrator In Procesarea De Fructe De Padure Si Ciuperci De Padure","7404"
"5200828112608","1919-03-14","0264 857 600","Miezuitor Panele Si Placi Celulare","7405"
"7710227110777","1947-09-23","0725 084 427","Lucrator Concierge","7406"
"8020816117648","1960-07-16","0735 573 760","Director Unitati Tip Fast-Food","7407"
"1310120229872","2000-11-27","0232 939 490","Expert Financiar-Bancar","7408"
"4370605278944","1957-05-25","021 247 2650","Presedinte Tribunal","7409"
"8310528155660","1954-07-09","0743 999 247","Vinificator-Pivnicer","7410"
"4831113033156","1948-01-28","0761 498 412","Electromecanic Auto","7411"
"4620202418734","1943-05-22","0742 651 913","Conservator Arhiva (Studii Medii)","7412"
"7690622176384","2004-06-11","0763 135 760","Tinichigiu Structurist De Aviatie","7413"
"7380431285526","1954-04-22","0756 360 971","Cardinal","7414"
"3681209262746","2006-10-29","0241 008 796","Montator, Reglor Si Depanator De Aparate Si Echipamente Electronice","7415"
"2700824153989","1961-08-18","0722 332 305","Lacatus Constructii Metalice Si Navale","7416"
"1810203021898","2003-12-19","0252 523 839","Medic Primar","7417"
"4930406424211","1951-11-22","0721 563 507","Prim-Procuror","7418"
"5471003078154","1943-04-10","0721 333 141","Lacatus Constructii Metalice Si Navale","7419"
"7960618468929","1984-01-10","0736 625 264","Inspector Scolar Pentru Managementul Resurselor Umane","7420"
"3790218297890","1919-06-10","0240 480 206","Sef/Sef Adjunct Centru Exploatare Retele Electrice","7421"
"2430410179268","1956-10-26","0722 044 536","Confectioner Cablaje Auto","7422"
"3110301049675","2002-04-08","0763 732 276","Copist Formare Tipar Plan","7423"
"8270602283701","1934-11-22","0769 562 261","Asistent De Cercetare In Chimie","7424"
"1830606151561","1908-09-25","0733 631 485","Emailator Firme Si Decoruri","7425"
"8331005010158","2000-11-30","0745 635 493","Sef Grupa Interventie","7426"
"1690814239867","2000-11-16","0734 902 646","Asistent De Cercetare In Fizica-Chimie","7427"
"7900914214855","1980-01-15","0757 243 082","Mecanic Camera Filmare","7428"
"8960406303538","1996-04-12","0257 291 080","Sef Centru Dirijare Zbor","7429"
"6710122032659","1936-10-05","0231 942 480","Analist Financiar Bancar","7430"
"2690330113326","1974-06-18","0236 700 070","Tehnician In Biologie","7431"
"2660120381704","1940-03-01","0770 389 723","Prezentator Expozitii","7432"
"5440518051351","1945-06-23","0262 454 248","Factor Postal","7433"
"8930919460546","1911-05-19","0784 283 234","Inginer Aviatie","7434"
"2830407269360","2014-01-02","0247 454 657","Tamplar Mecanic La Strunjit","7435"
"1051222276690","1915-10-07","0752 189 914","Lucrator Pentru Salubrizare Spatii Verzi","7436"
"8681203122366","1996-08-12","0746 679 958","Subinginer Tehnolog In Fabricarea Armamentului Si Munitiei","7437"
"4050627374661","2008-10-13","0766 559 451","Finisor Ferite","7438"
"8601211266134","1942-04-23","0784 396 932","Confectioner Becuri","7439"
"7370725440728","1914-07-16","0264 133 054","Confectioner De Elemente Galvanice","7440"
"3700707202227","1954-03-29","0266 383 020","Mecanic-Montator Instalatii Cu Cablu In Silvicultura Si Exploatari Forestiere","7441"
"5740911035076","2011-07-08","0784 009 972","Asistent Maternal","7442"
"8650319014405","1924-04-15","0757 392 070","Asistent De Cercetare In Pescuit Si Acvacultura","7443"
"6181107073660","1940-10-07","0767 457 723","Formator Produse Refractare","7444"
"5900530457295","2022-11-03","0255 182 451","Meteorolog Aeronautic","7445"
"3930403419221","1956-07-26","0246 247 258","Inginer De Cercetare In Metalurgia Neferoasa","7446"
"5371126369546","2004-07-02","0231 878 764","Reglor La Masini Pentru Confectionarea Elementelor Galvanice","7447"
"7500409091298","1939-02-12","0747 049 126","Cercetator In Geodezie","7448"
"7071211064446","1984-03-22","0232 511 686","Referent Bancar/Societate De Leasing","7449"
"5390717126950","2019-09-13","0731 927 661","Astrolog","7450"
"4160204016261","1911-07-01","0747 396 239","Confectioner Tamplarie Din Aluminiu Si Mase Plastice","7451"
"8020329428048","1916-07-13","0261 548 312","Reglor Masini De Bobinat Si Platinat","7452"
"7851216399061","1988-08-14","0258 257 664","Referent De Specialitate Hidrolog","7453"
"2321217451260","2017-01-12","0239 059 265","Turnator Fonta","7454"
"8670114430377","1944-01-20","0757 283 964","Functionar Agentie Voiaj","7455"
"4480128325790","1941-06-30","021 504 2728","Specialist Sisteme De Calificare","7456"
"8510608383495","2022-07-23","0232 614 390","Pregatitor De Sarje","7457"
"2911229174091","2001-11-23","0742 278 166","Guvernanta De Hotel/Etaj","7458"
"5320305452059","1951-07-03","0747 294 307","Director General Societate Comerciala","7459"
"1781101184974","1962-03-23","0248 346 233","Vicepresedinte Organizatie Profesionala Nationala","7460"
"8130211096622","2010-04-11","0238 572 944","Motorist","7461"
"1920120015082","1979-11-03","0262 111 813","Copywriter Publicitate (Studii Medii)","7462"
"8950607046581","1993-05-20","0757 489 630","Inspector De Specialitate Medic","7463"
"1680504306368","1965-12-28","0242 191 094","Lucrator Concierge","7464"
"2340205211785","1964-03-19","0240 938 023","Mozaicar Restaurator","7465"
"8031123178513","1959-02-27","0236 979 836","Inginer Iluminare","7466"
"6010122075181","1968-12-14","0736 892 412","Zidar Restaurator","7467"
"5020506213731","1984-07-05","0234 293 185","Referent De Specialitate Invatamant","7468"
"5060609138091","2010-04-06","0250 773 708","Tinichigiu Industrial","7469"
"3460629220706","1908-09-01","0736 218 378","Agent De Securitate Aeroportuara","7470"
"6160831363251","2023-06-15","0258 994 143","Instrumentist","7471"
"5000121355284","1950-10-13","0721 503 851","Lector Universitar","7472"
"3990815199984","1961-05-01","0727 980 399","Docher","7473"
"4530607360328","1964-04-03","0728 204 195","Medic Stomatolog De Specialitate","7474"
"3480426307187","2014-01-18","0244 352 010","Climatolog","7475"
"3350721133808","1911-12-28","0735 325 640","Maistru Electronica","7476"
"5810328515861","1921-03-15","0740 040 683","Capitan Secund","7477"
"4790614258401","1997-09-04","0266 483 395","Operator La Instalatiile Din Centrale Electrice","7478"
"5890102161265","2021-09-23","0764 577 404","Medic (Farmacist) Director","7479"
"7500814409873","1966-01-18","0722 341 813","Formator Produse Refractare","7480"
"5211204127521","1930-04-25","0751 140 036","Sef Serviciu Termochimic","7481"
"6370318098487","1915-01-19","0250 490 168","Ofiter Operatiuni Financiar-Bancare","7482"
"8400811167893","1955-07-03","0251 953 237","Fasonator Produse Ceramice","7483"
"7910401319636","1947-02-19","0245 578 998","Operator La Utilaje De Forjat Dirijat","7484"
"3790413397442","1987-08-27","0737 567 853","Cercetator In Matematica Mecanica","7485"
"5191013255797","1939-09-07","0232 977 283","Traducator (Studii Superioare)","7486"
"3500927086771","2000-01-29","0254 706 824","Slefuitor/ Sablator Geam","7487"
"7740608258241","1990-09-04","0233 308 788","Operator La Masina De Laminat","7488"
"5430421141839","1918-09-02","0753 446 566","Asamblor Articole De Sport","7489"
"8110511174703","1938-04-11","0263 927 956","Gospodar","7490"
"5320316176418","1976-06-05","0765 954 373","Inspector De Specialitate In Administratia Publica","7491"
"4691212347776","2001-08-16","0250 205 052","Pregatitor Materiale De Sarje","7492"
"2471129088317","1971-02-16","0251 720 453","Retusor Clisee","7493"
"2320207262934","1956-03-19","0729 207 448","Director Adjunct Societate Comerciala","7494"
"7600719409327","1953-12-22","0245 754 548","Tricoter Manual","7495"
"4391121232441","1928-05-27","0731 142 300","Confectioner Seringi","7496"
"5311213302292","1986-12-21","0260 981 369","Specialist In Relatii Publice","7497"
"2021118109775","1989-10-11","0758 035 287","Ajutor Sef Brigada In Constructii","7498"
"4211227236164","1939-07-10","0750 039 866","Programator Fabricatie/Lansator Fabricatie","7499"
"1530431112489","2022-03-20","0262 592 469","Igienist","7500"
"4481201229528","2019-11-21","0741 796 928","Controlor Dirijare Nonradar","7501"
"5620903194109","1985-05-16","0743 744 312","Grefier Documentarist","7502"
"3760224348364","1946-02-08","0724 923 560","Electrician Iluminare Filmare","7503"
"6520527214992","1921-11-25","0247 816 733","Insotitor Grup Turistic","7504"
"1430806083108","1939-12-02","0739 313 416","Inspector De Specialitate Zoolog","7505"
"8900718515004","1994-02-07","0244 181 325","Asistent De Cercetare In Medicina Traditionala","7506"
"4770327461522","1932-08-13","0771 345 029","Conducator Tramvai (Vatman","7507"
"6820231088438","1947-09-20","0242 235 173","Inginer Centrale Nuclearoelectrice","7508"
"1330412158058","2007-02-10","0728 665 616","Referent De Specialitate Asigurari","7509"
"7281112237676","2002-04-26","0241 613 276","Director Vanzari","7510"
"2230110017780","1978-06-03","0268 166 311","Secretar General Adjunct Al Consiliului Superior Al Magistraturii","7511"
"8890907128160","2015-01-18","0750 560 855","Operator Calandor-Govrator Textile","7512"
"2481218204461","1961-07-06","0734 942 250","Cercetator In Constructii De Masini Agricole","7513"
"5470406105170","1981-11-13","0727 335 981","Ascutitor-Calitor Garnituri De Carde","7514"
"2891109403941","1969-04-14","0758 253 187","Cercetator In Tricotaje-Confectii Textile","7515"
"2710128417116","1959-04-14","0267 330 836","Sef Brigada Complexa Sau Specializata","7516"
"5400619414915","1985-10-27","0740 717 786","Strungar La Strung Carusel","7517"
"8690909453151","1926-02-10","0251 949 222","Controlor Sol","7518"
"3860109317489","1997-03-31","0746 051 929","Designer Grafica (Studii Medii)","7519"
"5991122075028","1959-07-30","0743 817 006","Inginer Mecanic Utilaj Tehnologic Chimic","7520"
"8800114405177","1998-04-14","0266 792 822","Cenzor","7521"
"2910823398300","2017-01-20","0771 857 060","Dulgher (Exclusiv Restaurator)","7522"
"1440910285603","1959-01-13","0739 777 487","Telebanker","7523"
"6880302292264","1929-03-08","0731 704 926","Impaslitor Panza Sticla","7524"
"2160129453914","1949-02-27","0740 349 425","Cercetator In Sociologie","7525"
"6010607270221","2002-05-31","0248 380 346","Miezuitor Panele Si Placi Celulare","7526"
"3730322153009","2024-03-28","0245 368 735","Finisor-Asamblator Obiecte Din Mase Plastice","7527"
"6600312308579","1995-10-15","0756 578 403","Asistent De Cercetare In Ingineria Genetica","7528"
"4311029343691","1991-07-20","0723 841 490","Ascutitor Laminate La Cald","7529"
"6151001209390","1970-11-08","0769 687 234","Cercetator In Confectii Din Piele Si Inlocuitori","7530"
"7320729023843","2017-08-18","0734 245 947","Specialist In Formare","7531"
"6670331264699","1976-03-31","0765 475 771","Tehnician Gestiune Stoc","7532"
"2990509021872","1989-02-14","0733 528 790","Fiziokinetoterapeut","7533"
"6340320458653","1923-10-02","0721 033 545","Cascador","7534"
"6780112388854","1992-05-30","0768 981 446","Inspector De Specialitate Hidrolog","7535"
"7351115401496","2019-03-09","0266 068 003","Secretar Institut, Facultate","7570"
"1170820124811","1957-07-13","0763 703 234","Director Departament Informatica","7536"
"8050312400823","1976-06-21","0242 805 569","Operator La Masina De Gravat Si Decupat Cu Laser","7537"
"2920803266498","1913-10-21","0755 577 445","Medic De Familie Cu Competente In Sanatatea Mintala","7538"
"3921106445189","1934-08-11","0236 021 521","Subinginer Geodez","7539"
"1891209371313","1994-04-01","0251 219 779","Sef Centru (Sectie, Sector) Telecomunicatii","7540"
"5731221054004","1978-06-07","0253 975 561","Operator Sunet","7541"
"3240828513641","1992-11-09","0248 270 555","Arhiepiscop","7542"
"4411013051725","1930-11-18","0243 882 854","Plantator Elemente Electronice","7543"
"4670212185611","1987-01-14","0755 970 518","Director Executiv Banca/Director/Director Adjunct","7544"
"4530610110679","1944-06-29","0245 207 368","Confectioner Articole Speciale Din Lemn","7545"
"5961124169912","1932-05-20","0259 985 496","Inginer Tricotaje, Confectii","7546"
"2830207328818","1928-06-09","0251 382 879","Corespondent Radio","7547"
"8621126151696","1973-08-24","0785 072 542","Fochist Pentru Cazane De Abur Si De Apa Fierbinte","7548"
"5840427066651","1912-04-14","0238 737 115","Impresar Muzical","7549"
"6940612215499","1951-10-09","0766 825 868","Pregatitor, Completator De Echipamente Tehnice Si Sdv-Uri","7550"
"5311230158488","1940-02-22","0234 379 800","Culegator La Masina De Turnat Randuri Pentru Titluri (Ludlov)","7551"
"1931113215198","2005-05-19","0747 490 410","Specialist In Compensatii Si Beneficii","7552"
"2410217245824","1939-03-11","0785 189 892","Controlor Trafic Aerian (Simulator Trafic Aerian)","7553"
"3780422246356","1945-09-14","0253 232 822","Operator La Fabricarea Biscuitilor","7554"
"7541227123491","1913-04-06","0753 130 846","Inginer De Cercetare In Utilaje Si Tehnologia Ambalarii","7555"
"7190304263855","1948-09-23","0731 970 549","Inginer De Cercetare In Petrochimie Si Carbochimie","7556"
"8080221048355","1978-02-02","0786 444 153","Sef Sectie Productie Film","7557"
"5790522280181","1993-04-01","0233 360 236","Grefier Dactilograf (Curtea De Apel, Tribunal, Judecatorie)","7558"
"1340911346877","2012-11-10","0788 163 281","Registrator-Sef","7559"
"7320919169305","1918-10-24","0762 935 217","Asistent De Cercetare In Zootehnie","7560"
"6261001095466","2014-02-17","0234 751 489","Ceruitor De Piastrine Pentru Acordeoane","7561"
"2440129040609","1994-11-24","0772 937 873","Expert Inginer Textile, Pielarie","7562"
"6741222361790","1988-10-24","0736 489 427","Sef Circumscriptie Sanitar-Veterinara Si Control Al Alimentelor","7563"
"2601202165273","2023-04-06","0761 197 009","Tehnician Constructor","7564"
"1860220263156","1981-06-18","0244 737 391","Asistent Productie Film","7565"
"6440311461993","1986-04-24","021 063 2884","Operator La Masina De Tampografiat","7566"
"7170516252786","1960-04-05","0242 455 812","Designer Floral","7567"
"4421017282460","2003-01-14","0248 135 215","Revizor Siguranta Circulatiei Feroviare","7568"
"2950816392719","2009-11-26","0738 107 093","Expert Evaluare-Actualizare Devize Generale Investitii","7569"
"6440401113215","1942-10-21","0735 784 292","Radioelectronist Statii De Emisie Radio-Tv","7571"
"7900102426679","2011-12-01","0265 485 581","Fonotecar","7572"
"2240415514617","1983-11-22","0727 929 108","Comisar General Adjunct","7573"
"3050919300812","2022-12-01","0735 802 658","Presedinte Asociatie Nationala Cooperatista","7574"
"1861002180255","1969-01-26","0231 011 321","Confectioner Garnituri Pentru Etansare","7575"
"4871228173315","2000-09-30","0738 772 655","Inginer Electromecanic Minier","7576"
"2570413377017","1989-02-10","0742 297 814","Operator La Confectionarea Industriala A Articolelor Din Cauciuc Si Textile Cauciucate","7577"
"1570722212281","1908-07-20","0728 356 803","Alimentator-Incalzitor De Materiale","7578"
"7981217142129","1983-02-19","0254 192 928","Confectioner Produse Igienico-Sanitare","7579"
"4810217358724","2012-06-22","0237 457 183","Tehnician Echipamente De Calcul Si Retele","7580"
"7080327090443","2005-10-17","0755 513 245","Conducator De Organizatii Umanitare","7581"
"2660223375888","1966-08-08","0736 065 200","Sudor Manual Cu Arc Electric","7582"
"3750627217205","1997-03-17","0238 257 896","Preparator Prafuri De Spalat Si Curatat","7583"
"7590505226080","1995-10-28","0723 654 534","Inginer Metalurgie Neferoasa","7584"
"1460102033214","1949-12-30","0739 792 314","Cercetator In Ingineria Genetica","7585"
"8200228330961","1919-09-01","0257 144 089","Consilier Guvernamental","7586"
"6891225051787","1926-02-22","0267 143 286","Scuturator","7587"
"7290117019239","1908-08-10","0768 007 872","Cercetator In Lingvistica","7588"
"4950410021053","1909-02-02","0263 046 377","Asistent Analist","7589"
"5711109097632","1923-03-01","0248 993 356","Montator Aparate Aer Conditionat","7590"
"5770823347822","1946-05-04","0733 213 068","Macaragiu Macarale Plutitoare","7591"
"4320211189382","1910-07-24","0750 696 829","Presator Stuf","7592"
"4790404377199","1993-09-08","0242 547 947","Talpuitor (Confectioner-Reparatii Incaltaminte)","7593"
"4100109427243","2016-01-06","0244 549 810","Operator La Tragere Si Munitie","7594"
"1880109518490","1913-07-22","0249 740 255","Capitan Port","7595"
"6360818169131","2007-04-16","0752 241 712","Director Adjunct Institutie Publica","7596"
"2090627101081","1968-03-25","0248 103 024","Logistician Gestiune Flux","7597"
"4890702319553","2001-12-17","0767 935 464","Sef Schimb","7598"
"4371212405959","1954-07-18","0234 981 248","Consultant Afaceri In Agricultura","7599"
"3130719109564","1919-10-15","0253 987 621","Presedinte Camera Deputatilor","7600"
"5400920447295","1996-10-29","021 255 0926","Confectioner Rondele Din Pluta","7601"
"5390114240633","1991-03-01","0733 505 884","Inginer Proiectant Comunicatii","7602"
"1851224363621","1955-10-25","0749 998 235","Metalizator-Termist","7603"
"8460326194621","1910-06-05","0261 964 465","Matisor Cabluri","7604"
"4410919347149","1930-03-03","0755 293 172","Comandant/Comandant Adjunct Aviatie","7605"
"5271229432066","1910-09-01","0756 016 050","Climatolog","7606"
"3200416186682","1951-04-13","0260 700 450","Referent De Specialitate Tir Si Tranzite (Studii Superioare)","7607"
"6020330139657","1924-01-08","0750 154 577","Consilier Biochimist","7608"
"7370622312053","1980-05-28","0721 781 315","Referent De Specialitate Matematician","7609"
"7820901520038","1994-12-13","0264 833 917","Optometrist (Studii Superioare)","7610"
"1220420294412","1954-10-27","0769 505 515","Camionagiu","7611"
"2370919257802","1982-09-14","0263 254 535","Tehnician In Industria Confectiilor Din Piele Si Inlocuitori","7612"
"4060127140688","1959-01-12","0720 192 999","Comandant Detasament Zbor","7613"
"5120827376998","1989-05-27","0724 385 406","Mestesugar Argasitor","7614"
"4021117228941","1945-07-11","0232 753 277","Sef Agentie Pilotaj","7615"
"4271022387659","1951-11-10","0233 499 991","Autopsier La Ecarisaj","7616"
"5421131389097","1942-10-28","0746 038 501","Controlor Vamal, Controlor Pentru Datoria Vamala, Agent Vamal (Studii Superioare)","7617"
"4300616312320","2006-07-17","0727 558 293","Inginer Imagine","7618"
"8730904338147","2003-01-28","0729 311 859","Referent Casier","7619"
"8751020312859","1956-02-16","0756 675 790","Asistent De Cercetare In Matematica Aplicata","7620"
"3330124167081","1928-03-21","0268 398 445","Calitor Prin Inductie Sau Cu Flacara","7621"
"8820912232342","1969-12-30","0757 790 902","Laminator, Presator Tevi Plumb","7622"
"8780414219789","1923-10-14","0788 740 122","Sef Birou Reclama Publicitara","7623"
"8550517241932","1925-11-22","0763 334 931","Zincograf","7624"
"3750127011161","2000-01-26","0265 108 343","Asistent De Cercetare In Fiziokinetoterapie","7625"
"8071114255569","1981-12-18","0731 843 275","Taietor La Ferastrau Panglica","7626"
"7030417421984","1972-01-18","0769 334 848","Expert Prevenire Si Combatere A Coruptiei","7627"
"6341129013276","1987-06-19","0246 050 173","Lucrator Pentru Salubrizare","7628"
"1240130429381","1981-12-14","0256 163 396","Director De Motel","7629"
"5050522159221","1999-07-26","0741 454 891","Consilier Invatamant","7630"
"4431019386589","1973-11-29","0759 872 076","Agent Cu Atributii Pe Linia Ordinii Si Sigurantei Publice In Incinta Arenelor Sportive","7631"
"6980123402543","1950-05-23","0711 663 872","Instalator Retele De Distributie/Transport Fluide","7632"
"4260904216035","2023-03-08","0241 809 017","Referent Comert Exterior","7633"
"1890117068230","2008-10-26","0766 800 698","Cercetator In Telecomenzi Si Electronica In Transporturi","7634"
"1831019122554","1990-08-11","0711 317 156","Director Imagine","7635"
"2320908082807","1960-07-14","0785 489 651","Farmacist","7636"
"4221117028259","1940-09-10","0240 494 005","Barman-Sef","7637"
"6550922444657","1966-02-14","0726 026 708","Inspector Iscir","7638"
"6700511061737","1977-07-30","0722 745 193","Operator Truka","7639"
"6431114165464","1994-07-24","0721 309 670","Aglomeratorist","7640"
"3610927078748","2016-09-08","0758 066 594","Subinginer Geodez","7641"
"3520919145886","1953-07-11","0751 485 722","Sef Atelier Productie Film","7642"
"3470614181618","1976-10-18","0769 948 712","Cercetator In Mecanica Fina","7643"
"6860814313433","1930-02-24","0743 923 232","Dispecer Centrala, Hidrocentru, Cascada, Dispecerate Teritoriale","7644"
"3230205017081","2014-12-18","0733 490 113","Crupier","7645"
"6000816359076","1934-04-04","0788 109 107","Consilier Matematician","7646"
"3731024264913","1962-10-29","0249 614 024","Consultant Prezidential Si Guvernamental","7647"
"4300627389322","1946-09-11","0727 951 325","Tehnician Zootehnist ","7648"
"2740505389951","1982-09-04","0262 028 353","Cercetator In Domeniul Stiintelor Juridice","7649"
"3870126017179","1952-09-12","0761 071 859","Asistent De Cercetare In Masini Si Instalatii Mecanice","7650"
"4070313344528","1938-09-07","0737 685 481","Asistent De Cercetare In Constructii Hidrotehnice","7651"
"8760311158310","2000-06-19","0749 556 698","Garderobier","7652"
"6350116513520","2006-07-11","0258 296 298","Asistent De Cercetare In Antropologie","7653"
"4170806464102","1997-12-31","0239 519 967","Operator Productie Rtv","7654"
"3960424341572","1949-01-04","0724 878 515","Prelucrator Deseuri Gogosi De Matase Naturala","7655"
"7851028304835","1910-09-27","0737 767 778","Asistent De Cercetare In Asistenta Sociala","7656"
"3051224116165","1957-01-28","0237 680 019","Controlor De Calitate La Forjare","7657"
"2020724339122","2012-12-02","0725 321 456","Bijutier Metale Comune","7658"
"8390429153733","1944-01-27","0730 199 776","Operator Radionavigant Instructor Aviatie","7659"
"8981205443504","1910-01-27","0231 603 549","Analist Studiul Materialelor","7660"
"5550318272119","1941-11-15","0256 143 364","Operator Lacuri Electroizolante","7661"
"6190505365800","1947-02-11","0754 014 097","Inspector Scolar Pentru Invatamant Particular Si Lternative Educationale","7662"
"7650504517610","1934-09-18","0269 840 902","Expert Local Pe Problemele Romilor","7663"
"6210628123810","1963-06-13","0764 621 499","Agent Cumparari","7664"
"6960528528609","1925-12-23","0747 353 751","Confectioner De Produse Industriale Din Cauciuc","7665"
"8301221025819","1941-12-10","0250 764 344","Comandant Coordonator Grup Mare Pescuit Oceanic","7666"
"5131131176510","1941-11-05","0732 175 284","Imam","7667"
"5890503079120","2021-11-24","0260 978 597","Tapiter","7668"
"6390831054380","1961-08-06","0245 166 253","Tehnician Proiectant","7669"
"5361112153368","1961-12-28","0235 374 649","Valtar Calandru Mase Plastice","7670"
"4280804140966","1972-08-01","0727 870 285","Operator La Fabricarea Produselor Congelate De Patiserie Si Panificatie","7671"
"6700519292379","1963-10-08","0234 783 818","Inginer De Cercetare In Automatica","7672"
"5250802214976","1909-11-28","0251 032 352","Fochist La Cazane De Apa Calda Si Cazane De Abur De Joasa Presiune","7673"
"4751127328731","1943-01-24","0757 832 212","Referent De Specialitate Asigurari","7674"
"4010430032934","1945-06-17","0736 221 680","Redactor Prezentator De Televiziune","7675"
"4361025109440","1974-02-09","0248 665 994","Referent De Specialitate Actuar","7676"
"4201001203666","1932-08-06","0253 372 572","Inspector De Integritate","7677"
"8900431449974","1939-10-21","0733 937 449","Diriginte Oficiu Transporturi","7678"
"6830202374773","1993-04-29","0744 297 101","Tehnician Dentar","7679"
"3890128350744","1944-01-16","0238 645 224","Agent Repartizare A Fortei De Munca","7680"
"8930209204101","1985-10-23","0747 626 798","Istoric","7681"
"8400631291980","1908-12-02","0233 638 853","Instructor Revizie Vagoane","7682"
"7340321121406","2003-01-24","0735 046 200","Revizor Tehnic Vagoane","7683"
"8730627099454","2001-01-30","0759 217 476","Tatuator","7684"
"2350712447094","1966-08-09","0760 044 417","Confectioner Izolatii La Conductori Electrici","7685"
"5591231298626","1939-02-16","0723 945 111","Maestru Artist Circ","7686"
"8081206032465","1930-08-15","0264 181 772","Operator Degamator Textile","7687"
"1441031281659","2009-12-26","0764 722 462","Pedichiurist","7688"
"7300523465094","1995-05-07","0729 522 101","Cercetator In Arte Plastice ","7689"
"6390227212896","1975-08-15","0232 844 105","Fotoreporter","7690"
"6451218205407","1927-01-26","0232 565 211","Tehnician Asigurarea Calitatii","7691"
"2711205010444","2010-08-13","0745 081 543","Sofer De Autoturisme Si Camionete","7692"
"3641031032231","1944-10-08","0233 099 465","Cuptorar-Termist Pentru Ferite","7693"
"2081119312308","2003-01-19","0251 773 297","Operator La Pregatirea Sarjelor Pentru Tratament Termic","7694"
"5631108195817","1970-03-30","0246 639 278","Subinginer Metalurgist","7695"
"8580322134230","1957-01-17","0770 635 273","Consilier Vanzari Asigurari","7696"
"1801102130093","1915-04-30","0267 872 391","Sef Sectie Inventar","7698"
"1371207074522","1908-12-30","0268 318 488","Casier Trezorier","7699"
"3850322386825","1943-06-28","0265 861 186","Pregatitor Aschii","7700"
"2620824059918","2018-07-17","0231 824 938","Furnalist","7701"
"8380416048456","2007-12-20","0765 153 980","Cercetator In Ingineria Genetica","7702"
"7000604433431","1995-10-31","0238 779 942","Rabin","7703"
"4270718396692","1923-01-26","0745 373 050","Inginer De Cercetare In Tehnologii Carbochimice","7704"
"3760618292170","1980-02-13","0233 203 733","Confectioner Polizoare Din Pasla","7705"
"3600601266272","1967-10-25","0259 608 999","Operator La Platforme Pentru Lucru La Inaltime","7706"
"8090317046995","1937-08-26","0754 296 081","Maistru Termotehnist","7707"
"4931228362247","2012-07-02","0235 797 040","Referent De Specialitate Inginer Prelucrarea Sticlei Si Ceramicii","7708"
"4781202049971","2001-04-13","0250 913 301","Diriginte Posta","7709"
"6600319013169","2009-09-04","0733 965 262","Producator De Fire Si Fibre Sintetice","7710"
"2240218187085","1945-04-20","0721 586 712","Sef Birou Pensii","7711"
"5880728024233","1991-03-13","0780 681 166","Sef Uzina, Centrala Electrica, Gaze, Apa","7712"
"6870102297866","1964-03-20","0766 999 834","Consilier Geofizician","7713"
"6390412234737","1958-01-19","0764 084 422","Referent De Specialitate Inginer Zootehnist","7714"
"4420204512175","2019-04-09","0754 554 477","Valorificator Glande","7715"
"6240329222457","1916-04-27","0780 491 604","Asistent De Cercetare In Telecomenzi Si Electronica In Transporturi","7716"
"2681224093201","1936-09-13","0754 962 186","Inginer De Cercetare In Constructii De Masini Agricole","7717"
"8561126441031","1931-12-25","0731 309 328","Manechin","7718"
"6130326272047","1954-02-04","0727 719 869","Sef Statie Televiziune","7719"
"6681024164273","1956-09-21","0766 252 973","Tehnician Energetician/Electrician","7720"
"5670428266014","2005-04-24","0239 705 208","Legator De Par","7721"
"1181217233089","1914-12-28","0744 244 374","Consilier Organizatie Politica","7722"
"1711106224330","1918-05-21","0732 841 814","Laminator De Benzi La Rece","7723"
"1890113404077","1921-02-24","0241 241 393","Proiectant Inginer Constructii","7724"
"5621026029687","1986-04-17","0748 009 071","Cercetator In Metalurgia Neferoasa","7725"
"8311127364001","1968-07-31","0246 239 209","Inginer Mecanic Utilaj Tehnologic Pentru Constructii","7726"
"8170106038005","1974-11-02","0734 222 628","Presedinte Culte","7727"
"1900309377600","1945-10-13","0242 645 026","Mecanic Locomotiva Si Rama Electrica Metrou","7728"
"2870328388299","1918-12-12","0237 167 736","Scafandru","7729"
"4401215278603","1986-12-17","0765 524 101","Subinginer Mecanic, Mecanica Fina","7730"
"3580617120121","1965-03-07","0730 200 737","Confectioner Gamalii Chibrituri","7731"
"2701205288811","1980-09-12","0241 818 635","Inginer-Sef Industria Prelucratoare","7732"
"7941112073232","1964-10-11","0711 434 152","Consultant Tehnic In Productia De Cereale, Plante Tehnice Si Furaje","7733"
"4240722411010","1952-12-03","0767 315 014","Expert Actuar","7734"
"6260706463643","1941-12-13","0268 796 361","Agent Postal","7735"
"6770201053400","1971-12-29","0749 528 975","Consilier In Domeniul Adictiilor","7736"
"8940729171142","1989-09-19","0261 914 024","Gospodar","7737"
"3800107374263","2016-01-10","0769 040 496","Expert Prevenire-Reducere Riscuri Tehnologice","7738"
"6450918241710","1981-01-03","0266 104 036","Asistent De Cercetare Economist In Economia Generala","7739"
"7680821361332","1987-10-21","0761 047 900","Inginer De Cercetare In Tehnologia Celulozei, Hartiei, Poligrafiei Si Fibrelor","7740"
"3181214341752","1952-02-20","0744 209 359","Cercetator In Tehnologia Compusilor Macromoleculari","7741"
"5811025158351","1917-11-16","0764 344 713","Capitan Sef Port","7742"
"7120314150661","1958-11-04","0250 969 296","Expert Pedolog","7743"
