first_name,last_name,birthdate,personal_number,address,phone_number,job,iban,currency,balance
Cantemir,Ioniță,1980-01-15,7270504317700,"Bulevardul Stoica, Mangalia, 866610",0728 588 797,"Maistru Transporturi, Posta Si Telecomunicatii",RO63XIPS0738893948242874,SGD,4388372230
Irina,Stănescu,1991-11-11,7270114305663,"Intrarea Valentina Toma Nr. 234 Bl. 58  Sc. 62 Ap. 656, Poiana Mare, 245091",0262 031 694,Asistent De Cercetare In Finante-Banci,RO09HRUL7625589812895846,GHS,756782216
Edgar,Popa,1924-12-20,7600422433112,"Aleea Nistor, Gugesti, 931777",0768 330 179,Montator Elemente Prefabricate Din Beton Armat,RO75GHBS5082843964503867,SBD,51267727824
Cipriana,Niță,2000-02-16,4480814301296,"Aleea Carmen Popescu, Cajvana, 581057",0732 275 051,Consilier Invatamant,RO27COMS7913499639871142,KMF,21152871436
Jeana,Nistor,1972-06-15,3521030087221,"Intrarea Ene, Stei, 609279",0262 000 641,Geamgiu,RO08ENFD5930079452187021,UYU,31959535674
Beatrice,Suciu,1971-01-22,2441204151514,"Strada Gheorghiu, Bragadiru, 978084",0728 118 229,Tinichigiu Sisteme De Ventilatie,RO81OPVC7624543526544553,LYD,80554688280
Frederic,Stancu,1958-08-22,8000703385253,"Drumul Tudor Dochioiu, Valenii de Munte, 824746",0244 130 828,Confectioner Garnituri De Etansare Din Cauciuc,RO66NFQQ6288580955738697,TRY,67009817759
Dafina,Florea,1962-04-03,2260509312021,"Bulevardul Ababei, Prejmer, 606520",0761 057 310,Operator Generatoare Terestre Sonice Si Cu Agent Activ De Insamantare,RO63ISSR0440636629327915,BAM,62328918310
Olivia,Nistor,1980-02-29,4481106380095,"Intrarea Mazilescu, Cajvana, 215289",0785 758 122,Operator Masina Contabilizat,RO64AFUE7208566443240109,KPW,14175271170
Iacob,Stancu,1985-05-06,1891220165193,"Intrarea Nemeș, Fetesti, 276939",0768 058 228,Sef Formatie,RO33DTTW5572159746123173,PGK,76042292940
Ștefana,Aanei,1938-12-13,4470417252586,"Soseaua Adina Mazilescu Nr. 172, Onesti, 396977",0724 752 478,"Redactor-Sef Presa, Editura",RO98QNBV0549795945813145,AWG,55744151664
Florin,Dobre,1997-10-12,3990228367648,"Bulevardul Gheorghiu Nr. 83, Modelu, 146448",0241 711 161,Tamplar Mecanic La Frezat Si Gaurit,RO78UWFZ7272341111935122,SYP,4363977804
Corneliu,Nistor,1999-08-03,1530308308026,"Intrarea Preda Nr. 13, Fieni, 920593",0727 335 523,Sef Sector Industria Extractiva,RO26FXMH5862365169101125,SAR,22357211131
Estera,Tabacu,1977-05-11,2220326224299,"Drumul Crin Aanei, Caransebes, 700006",0249 405 735,Oficiant Telefoane,RO76DMTN1014389765497653,XCD,90017427385
Pătru,Dima,1937-07-27,7350221434925,"Soseaua Flora Mazilescu, Uricani, 985501",0249 410 178,Expert Poligraf,RO11EWPE4363687754247201,KES,77556003240
Paraschiva,Niță,2018-04-15,3730407438599,"Aleea Sinică Barbu Nr. 130 Bl. 77  Sc. 96 Ap. 531, Viseu de Sus, 328254",0251 017 959,Debitator-Ebosator,RO59SNZE6335058582410834,FKP,75502940467
Draga,Stan,2011-05-07,6781203049521,"Drumul Tomescu Nr. 429 Bl. 54  Sc. 29 Ap. 785, Moreni, 578256",0246 102 785,Destramator,RO10LVUL6495669759723958,PGK,27124433033
Ieremia,Toma,1942-01-30,5261019283822,"Soseaua Albu Nr. 780 Bl. 82  Sc. 61 Ap. 782, Bolintin-Vale, 824594",0233 411 124,Procuror Sef Birou/Serviciu,RO92ZCIA4273546641553125,RSD,13924266630
Diana,Pop,2004-01-15,8890213467400,"Soseaua Popescu, Horodnic de Sus, 848787",0233 975 023,Sef Schimb,RO13UQVX3628583935507288,MMK,65820801625
Aurică,Tabacu,1918-01-27,6830827213577,"Aleea Tomescu Nr. 725, Rosiori de Vede, 362159",0750 728 698,Pompagiu,RO13CTLV3690405364687340,TRY,85702243962
Consuela,Oprea,1936-03-23,2320916169164,"Soseaua Victoria Dobre, Toflea, 896783",0746 990 455,Masinist La Masini Mobile Pentru Transporturi Interioare,RO21QHHZ3127632904722006,GMD,14090808626
Dimitrina,Preda,1953-06-14,5130920142861,"Intrarea Ababei, Radauti, 204624",0241 844 266,Operator La Fabricarea Produselor Refractare,RO83HFOT7706514754172262,KGS,10548221590
Dorinel,Voinea,1946-08-13,6120921103473,"Strada Visarion Mocanu Nr. 946, Fetesti-Gara, 950702",0254 774 938,Videojurnalist (Studii Medii),RO48LFMD0363696316473515,KWD,71988339507
Theodor,Diaconu,1960-12-24,5290825136664,"Drumul Petrică Popa Nr. 884, Moreni, 144865",0757 323 387,"Termist Tratamentist De Piese Semifabricate, Finite",RO15JIDV9576720604837322,AWG,43010646043
Ghenadie,Nistor,1966-07-10,4890313081391,"Intrarea Elena Voinea, Stei, 251491",0761 209 992,Instructor-Educator Pentru Activitati De Resocializare,RO26TEFN6165748601747397,DZD,69766062148
Ruxanda,Dumitrescu,1920-07-13,1030323167771,"Soseaua Nemeș Nr. 897, Constanta, 823633",0784 041 678,Coordonator Compartiment/Colectiv Banca,RO78MGHD6288680019243447,PKR,24738893346
Gabi,Manole,1958-08-06,8260707094321,"Soseaua Ilinca Eftimie Nr. 98, Domnesti, 152485",0256 897 076,Prim-Grefier,RO69TQUU7518617969778516,THB,12805218615
Nicoleta,Tabacu,1957-04-09,1000203444504,"Soseaua Toma, Tasnad, 956776",0762 576 481,Politolog,RO37EEJM4047059966498345,KWD,86133415249
Eva,Dumitrescu,1950-06-29,3060302221121,"Soseaua Voinea Nr. 161 Bl. 94  Sc. 59 Ap. 423, Strehaia, 347410",021 554 4780,Cercetator In Demografie,RO95KHUY7264365708918644,CUC,93940021086
Amelia,Florea,1999-04-18,7290313315215,"Bulevardul Dumitrescu Nr. 770, Glina, 787851",0249 189 240,Corist Opera,RO53ILXS2624031085751476,ANG,76245876847
Dan,Ardelean,1951-09-25,3990315025078,"Aleea Stan Nr. 46, Arad, 320892",0754 009 574,Ospatar (Chelner),RO88ATGX8473272245956436,CAD,43840149980
Vlaicu,Pop,1917-07-04,8070117281675,"Aleea Voinea Nr. 828 Bl. 96  Sc. 47 Ap. 774, Deva, 795940",0235 132 632,Arhitect Restaurari,RO51HTNO0008402673982732,KMF,25718644397
Iulia,Popescu,1965-09-07,6790531078045,"Drumul Popa Nr. 89 Bl. 30  Sc. 74 Ap. 408, Copsa Mica, 761731",0756 441 241,Laborant Chimist,RO32WCRY8115754252530162,SYP,56752671605
Leontina,Diaconescu,1911-09-17,7250909198260,"Bulevardul Adelina Ene Nr. 72 Bl. 22  Sc. 58 Ap. 575, Slatina, 269953",0726 340 632,Frizer,RO76OJHK2511462489349237,STD,36791133283
Casian,Albu,1958-06-22,6410428106630,"Soseaua Marin, Talmaciu, 816419",0780 564 031,Restaurator Piatra,RO15VOIU1323556127269564,VEF,4732822189
Petru,Preda,1922-02-08,5680531169611,"Drumul Toma Nr. 69 Bl. 99  Sc. 68 Ap. 250, Salonta, 797220",0257 923 899,Asistent De Cercetare In Stiintele Politice,RO66YGBK3349857051189337,MXN,21350442978
Ruxandra,Dumitrescu,2005-10-04,1490130413071,"Aleea Anca Dobre Nr. 15 Bl. 78  Sc. 82 Ap. 575, Cisnadie, 233274",0736 996 552,Electrician Echipamente Electrice Si Energetice,RO58DMFJ3336777095539783,CNY,72996399436
Elisabeta,Ioniță,1975-10-20,4210108130651,"Drumul Mazilescu, Targu Frumos, 299214",0253 553 466,Asistent De Cercetare In Meteorologie,RO51GWMQ1477720279546002,SLL,84226148647
Steliana,Eftimie,1910-03-13,7841209302373,"Drumul Ardelean, Tarnaveni, 908882",0768 180 475,Decorator Vitrine,RO22SOAZ1218717761005417,SOS,54230303756
Haralamb,Dumitrescu,1915-08-31,8340429166970,"Aleea Stan Nr. 11 Bl. 67  Sc. 65 Ap. 450, Amara, 969235",0786 420 557,Ofiter De Punte Maritim Aspirant/Ofiter Mecanic Maritim Aspirant/Ofiter Electrician Maritim Aspirant,RO93AODS5071544935898526,GBP,45679845344
Patricia,Pop,1941-02-11,2830529235361,"Bulevardul Aanei Nr. 34, Plosca, 139349",0245 660 489,Inginer De Cercetare In Exploatari Forestiere,RO44XKGM6995111183880251,KPW,56246051509
Cristea,Nistor,1974-01-12,6511130458765,"Aleea Stănescu Nr. 64 Bl. 50  Sc. 56 Ap. 856, Babeni, 421754",0231 318 174,Consilier Orientare Privind Cariera,RO51QPQD9913856146824414,IRR,71873012928
Emil,Aanei,2000-01-19,2240202026374,"Drumul Dima Nr. 478, Rosu, 976099",0246 009 047,Expert Bacteriolog,RO13GVNS6067599732812941,QAR,29743771613
Viorel,Albu,2015-04-01,3701225415569,"Soseaua Nistor Nr. 294, Sangeorz-Bai, 309470",0772 408 030,Concentrator-Purificator In Chimie,RO57BOUT8056121194843629,VEF,12744818760
Lascăr,Florea,1952-11-28,7221202244765,"Bulevardul Dima Nr. 18 Bl. 73  Sc. 58 Ap. 396, Glina, 772651",0241 129 768,Director De Sat De Vacanta,RO03GAJV2855835067762837,TJS,42379885552
Betina,Florea,1911-11-28,2221120453455,"Aleea Nistor Nr. 747, Poienile de sub Munte, 277755",0261 581 842,Expert/Inspector Vamal,RO92UAKM3840469929091047,GYD,73761016090
Mitică,Nistor,2017-02-20,3750217296981,"Bulevardul Voinea Nr. 869, Tecuci, 767403",0252 051 987,Inginer Petrolist,RO04BMKN4302118869130734,SGD,18948332293
Safta,Pop,1970-07-27,2641022017061,"Drumul Manole Nr. 18 Bl. 18  Sc. 67 Ap. 743, Dobroesti, 691275",0242 546 528,Specialist In Domeniul Calitatii,RO03OWUI0080299974738143,MOP,51940859339
Nicoleta,Toma,1910-08-30,1591227264807,"Soseaua Popescu Nr. 648, Boldesti-Scaeni, 190195",0265 402 431,Grafician Mers De Tren,RO37QMKR2771542787400184,KES,49101647327
Anda,Ioniță,1913-08-31,4600808053404,"Strada Stan Nr. 588, Targu Ocna, 236820",0723 901 076,Sef Statie Radiotelegrafie (Rtg),RO98ZPZF1803302617313216,FKP,53804098402
Lascăr,Tabacu,1961-09-11,8561129523201,"Soseaua Măriuca Stan Nr. 537, Bailesti, 773056",0720 129 403,Asistent De Cercetare In Electromecanica,RO09GHTD3907128259308300,HRK,82813638134
Mara,Dima,1983-02-07,6440828111339,"Soseaua Norbert Mazilescu, Savinesti (Poiana Teiului), 788550",0242 866 219,"Confectioner Cutite, Brice, Bratari, Andrele, Agrafe, Inele",RO53SIVQ9450970114130194,LAK,4495440656
Emanoil,Dima,1965-08-24,6661006424057,"Soseaua Stancu Nr. 608 Bl. 89  Sc. 44 Ap. 221, Paunesti, 125352",0772 145 886,Artificier De Mina,RO82NFGL6137024473943104,MGA,23306395229
Flora,Ardelean,1966-01-27,5930401189286,"Aleea Arina Albu Nr. 56, Gheorgheni, 990650",0748 269 510,Confectioner Obiecte Casnice Din Deseuri De Aluminiu Si Alte Metale,RO11TKJA4593390338176834,BAM,69408962171
Corneliu,Nistor,2010-08-27,5521009457369,"Intrarea Oprea Nr. 370, Calafat, 166153",0244 815 364,Operator Degamator Textile,RO66FHGS0233852850672395,GGP,88200674720
Rebeca,Nistor,1952-02-11,1771124133151,"Strada Florea, Harsova, 961724",0742 357 903,Consilier Vocational,RO11WWRZ9951563614200362,VUV,69916758902
Steluța,Ardelean,1920-02-24,7510212250066,"Intrarea Julieta Oprea, Sebes, 411239",0241 918 205,Operator Generatoare Terestre Sonice Si Cu Agent Activ De Insamantare,RO30OYCP3113976340255015,CUC,36657629499
Ștefan,Georgescu,1972-01-01,5850515255521,"Drumul Manole Nr. 33 Bl. 12  Sc. 94 Ap. 566, Baraolt, 714512",0253 268 064,Jucator De Rugbi,RO11TZYK5245426156348768,CLP,51726276598
Edgar,Ioniță,2011-11-02,6651016265283,"Strada Eftimie, Talmaciu, 376462",0741 582 932,Sef Halta,RO93CCJX3380271567066808,MRO,30622525148
Gabriel,Stoica,1932-08-05,6661013299899,"Soseaua Barbu Nr. 62 Bl. 73  Sc. 83 Ap. 539, Horodnic de Sus, 685336",0248 551 824,Analist Ajutor,RO58SHHP9185944243234480,CVE,47337615927
Jeana,Georgescu,1994-01-18,4840630446171,"Bulevardul Adrian Dumitrescu Nr. 94, Odobesti, 141574",0735 247 832,Cantaragiu,RO98OMRL1179989878824095,VEF,33002212227
Titus,Popa,1908-04-27,3601013365267,"Bulevardul Ababei, Medgidia, 888315",0240 450 403,Cercetator In Domeniul Stiintelor Juridice,RO08ATZM7710570743179531,BTN,87809874328
Lioara,Mazilescu,1957-10-20,5060631412201,"Bulevardul Iosefina Manole Nr. 534, Miercurea-Ciuc, 160186",0245 612 983,Ghid De Turism,RO37LBKV2858105820245290,ILS,46047533948
Corina,Popescu,1948-04-13,4220114118353,"Strada Popescu Nr. 654 Bl. 96  Sc. 37 Ap. 889, Sfantu Gheorghe, 598521",0759 443 604,Ingrijitor Batrani La Domiciliu,RO38OCMZ2989538394878620,TTD,35840511184
Filip,Diaconu,1951-08-27,6490328424450,"Drumul Stoica Nr. 97 Bl. 83  Sc. 38 Ap. 284, Borcea, 170322",0263 818 536,Arzator Produse Din Sticla,RO53KELH2388789454583767,KHR,43049016378
Ileana,Dima,1978-03-05,8660916078870,"Aleea Toma, Negresti, 631753",0771 748 871,Inspector Probatiune,RO58VOWN3335450508812244,MKD,90184520479
Amanda,Georgescu,1933-07-26,5940723011281,"Strada Sonia Aanei Nr. 52 Bl. 94  Sc. 56 Ap. 935, Rasnov, 251576",0740 939 295,Ingrijitor De Copii,RO04FNHO0758555006590725,SLL,45122661231
Petrișor,Mazilescu,1992-08-15,5260124427520,"Aleea Dinu Nr. 67 Bl. 82  Sc. 95 Ap. 255, Harlau, 286673",0254 079 961,"Director/Director Adjunct, Inspector-Sef",RO11XUFX7123266905782592,STD,61458295721
Marcel,Pușcașu,1915-04-03,3710716209909,"Soseaua Leopoldina Pop Nr. 742 Bl. 50  Sc. 28 Ap. 157, Beius, 435659",0755 743 191,Analist Cumparari/Consultant Furnizori,RO33MSNR5640543651745809,GHS,72452707599
Ilarie,Diaconescu,1921-12-28,7990405088646,"Soseaua Voinea, Avrig, 697641",0751 534 775,Operator La Fabricarea Altor Produse Chimice,RO44MEQC7716908414254820,NIS,96708748506
Ludovica,Dinu,1928-01-13,2690813185334,"Drumul Marin Nr. 97, Pucioasa, 753846",0720 443 777,"Psiholog Sef Sectie, Laborator",RO62FKAH2239918580243463,LRD,33882599943
Niculina,Diaconu,2013-01-11,3260520363624,"Drumul Stănescu Nr. 70 Bl. 41  Sc. 92 Ap. 190, Pecica, 354964",0255 694 980,Asistent Social Nivel Superior,RO63SOQN4157747686858609,MAD,19487836836
Amalia,Nistor,1961-01-16,4880104354962,"Aleea Niță, Tudora, 683238",0742 522 230,Remaieur Ciorapi,RO88BLTJ0091670429669382,BDT,80784225886
Theodor,Tudor,2001-02-23,8210417215537,"Bulevardul Grigore Niță, Insuratei, 305857",0766 272 858,Operator Control Nedistructiv Pentru Verificarea Etanseitatii,RO62XCPE8553603511875565,AOA,59430408144
Lorelei,Dochioiu,1972-05-18,1300311187786,"Soseaua Jana Dumitrescu Nr. 954, Fundulea, 646491",0754 443 240,Inspector De Concurenta,RO57TZAW8263930406944047,PLN,98126567561
Timotei,Pop,1926-05-30,2140427275082,"Bulevardul Elodia Manole Nr. 973 Bl. 70  Sc. 47 Ap. 453, Baile Borsa, 577913",0249 523 621,Masinist La Lame De Masini Pentru Automate Aschietoare,RO80ZYUN9263039368134268,BYR,99288534420
Dorian,Mazilescu,1944-06-02,2711131081481,"Drumul Bebe Aanei Nr. 51 Bl. 99  Sc. 46 Ap. 411, Curtea de Arges, 977953",0720 829 099,Tehnician Agronom ,RO09EMDW5383609173693856,GTQ,38361683321
Consuela,Stănescu,1956-03-22,3520202431965,"Soseaua Tudor Nr. 605 Bl. 85  Sc. 56 Ap. 999, Domnesti, 277150",0750 436 991,Director De Societate Comerciala Agricola,RO18IHXQ1634606695344440,XAF,59008858412
Cleopatra,Tudor,1928-08-09,7820529306076,"Drumul Stănescu Nr. 811 Bl. 15  Sc. 80 Ap. 473, Baia Sprie, 524251",0725 469 294,Masinist La Masini De Ambalat,RO79NJCM6244801291063676,GGP,65380621555
Eufrosina,Tabacu,1992-05-30,3580820049869,"Strada Mădălina Marin Nr. 91 Bl. 36  Sc. 35 Ap. 125, Giurgiu, 726922",0253 685 064,Laborant Control Dozimetrie,RO89MOBR4526209793929469,IDR,61168856531
Ivona,Pușcașu,2003-12-20,7240411361844,"Soseaua Catinca Suciu, Rucar, 539064",0231 431 522,Cardator,RO35VADZ9503103603377138,CUC,4251646352
Betina,Pușcașu,2013-12-11,7410213138893,"Drumul Mazilescu Nr. 96 Bl. 34  Sc. 20 Ap. 348, Oradea, 425961",0765 279 247,"Presedinte Complex, Club Sportiv",RO68VAAP4873165499075646,MWK,37099064191
Dacian,Gheorghiu,1922-05-16,7670209389543,"Bulevardul Anda Nistor, Dumbravita, 613197",0247 971 579,Navigator Informare,RO35RCBA2438856569732703,NOK,3143994277
Ana,Pușcașu,2023-05-11,8380527028711,"Soseaua Toma, Medgidia, 853910",0748 758 799,Agent De Voiaj,RO93IGPS7030028184731498,NIS,33677878405
Suzana,Pop,1951-03-08,1890104016333,"Drumul Dobre, Targoviste, 999628",0265 444 158,Sef Laborator Industria Petroliera,RO70LIDS0585364796359022,CRC,39817311994
Codin,Ababei,2014-03-17,6700108422569,"Aleea Oprea, Seini, 437477",0722 193 544,Inginer Minier,RO44OQXU2533540687056278,VUV,18081494175
Ariana,Cristea,1936-03-06,5420629356456,"Drumul Dobre Nr. 185, Tecuci, 105318",0765 207 626,Medic Primar,RO76MNGS6869470075314351,AED,33196463794
Zina,Tomescu,2008-03-07,4050924366791,"Intrarea Tomescu Nr. 76 Bl. 24  Sc. 66 Ap. 276, Sibiu, 526307",0772 897 389,Redactor Prezentator De Televiziune,RO72XQSP5430953395248579,SEK,27409899455
Francesca,Popescu,1944-05-22,7961110330195,"Bulevardul Tabacu, Diosig, 204511",0722 733 780,Functionar Documentare,RO08AGML9907383948946448,ISK,48983120756
Cleopatra,Florea,1912-10-12,5850906239956,"Soseaua Tabacu Nr. 35 Bl. 42  Sc. 90 Ap. 615, Chitila, 234027",0769 357 276,Inspector De Specialitate Inginer Tehnologia Celulozei Si Hartiei,RO50VWSH2826066898854185,THB,67885171311
Robert,Dumitrescu,2022-07-28,1320120056077,"Aleea Albu, Falticeni, 899318",0266 739 903,Sef Schimb,RO25ENHJ8742518737566823,CNY,73627242226
Codruț,Mazilescu,1944-01-01,1230206261948,"Aleea Popescu, Strehaia, 242947",0741 967 929,Polizator,RO46YJSD5752009296046428,RON,8230150804
Cristian,Pop,1969-05-26,4660223042514,"Strada Aleodor Cristea, Cernavoda, 650476",0233 064 667,Cercetator In Electronica Aplicata,RO44SUTX4516866422197223,UZS,93723477723
Roxana,Dobre,2012-07-05,4931004318121,"Soseaua Popescu Nr. 620 Bl. 59  Sc. 21 Ap. 440, Tecuci, 806934",0745 763 538,Operator Masina Contabilizat,RO92DNNC4149773668998196,CLP,5329938113
Ioana,Popa,2010-09-25,4470923445607,"Strada Nistor Nr. 404 Bl. 35  Sc. 81 Ap. 655, Buhusi, 461651",0740 368 460,"Topitor, Turnator Metale Si Aliaje Neferoase",RO45TZZR3260714344624172,HKD,44817659096
Ieremia,Ardelean,1964-08-01,3370320391048,"Intrarea Tomescu Nr. 469, Fundeni, 467690",0261 303 700,Analist Financiar Bancar,RO05SYKY3909952321529613,JEP,45506422903
Teodosia,Ene,1962-10-12,2530619434202,"Intrarea Ionescu Nr. 46 Bl. 67  Sc. 55 Ap. 147, Greci, 952311",0246 129 022,Inginer De Cercetare In Ingineria Proceselor Siderurgice,RO04KTEE6444176654503511,XDR,20916965178
Laurențiu,Mocanu,1976-08-25,4451020511606,"Intrarea Pușcașu Nr. 87, Lupeni, 701394",0720 030 911,Regizor Muzical,RO09KQHS1701906916689040,SZL,70495189752
Anișoara,Voinea,1966-08-06,6920123382863,"Bulevardul Rafila Dima, Greci, 494635",0733 307 349,Operator La Colectatul Si Manipulatul Lemnului,RO33QDON0830261160828821,SOS,98429319773
Antoniu,Mazilescu,1945-07-01,6740912438808,"Drumul Popa, Bailesti, 774492",0250 274 001,Sef Sectie Cercetare-Proiectare,RO14CGHL6561050812260103,JOD,46605433204
Fabia,Tomescu,1957-07-11,2190104285857,"Drumul Sergiu Dima Nr. 226, Tasnad, 349572",0721 354 642,"Expert Inginer Textile, Pielarie",RO09UKSV2213621301270979,PLN,16907975604
Rafila,Eftimie,1974-01-09,7510614157531,"Bulevardul Toma, Toflea, 679845",0243 071 355,Operator La Fabricarea Vatei Si Produselor Din Vata Minerala,RO50IOQE1376175824992889,ZWD,93507918216
Sorana,Aanei,1998-03-09,4960228266876,"Soseaua Suciu Nr. 169, Remetea, 426792",0721 541 008,Maseur,RO92HQYZ0419100374059268,KES,78216203973
Robert,Dinu,2006-04-27,8790801100675,"Soseaua Manole Nr. 924, Dorohoi, 905570",0264 460 107,Cercetator In Agricultura,RO47LMWE6759082973476477,TWD,83597345821
Andra,Aanei,1981-12-14,5561102196298,"Intrarea Voinea Nr. 63 Bl. 22  Sc. 52 Ap. 503, Darmanesti, 310315",0258 245 422,Inspector General Judecatoresc,RO36NBHW8207878467456544,PLN,62255792970
Robertina,Suciu,1966-01-20,4360431048687,"Bulevardul Stoica, Covasna, 875803",0730 141 850,Injectorist In Constructii,RO67PXQJ3490978273738292,KWD,52187148467
Mugurel,Gheorghiu,1983-07-14,8810925251199,"Bulevardul Dima, Fagaras, 622886",0747 230 474,Electrician Nave,RO67ZCRY4999195805334409,QAR,75423587710
Ciprian,Barbu,1943-10-09,8820815427268,"Soseaua Saveta Dima Nr. 29, Sebes, 317240",0735 080 644,Sef Serviciu Reclama Publicitara,RO18QHEZ0253660546744664,NIS,98887094812
Ada,Popescu,1928-08-17,4910926441950,"Bulevardul Dinu, Targu Neamt, 682908",0248 859 385,Animator Film De Animatie (Studii Medii),RO77JSGQ9801471247958386,BYR,92109402390
Octaviu,Eftimie,1998-12-05,2390811159458,"Soseaua Pușcașu Nr. 68 Bl. 70  Sc. 29 Ap. 819, Dragu-Brad, 896628",0735 854 327,Asistent De Cercetare In Tehnologia Constructiilor De Masini,RO29KKJS3240789523043900,TTD,2336703230
Simina,Nemeș,1922-07-04,3980516280604,"Soseaua Diaconescu, Mangalia, 619760",0263 438 404,Sef Formatie,RO34ZNQO3575487403113416,CNY,27049348908
Aurelian,Ionescu,1944-02-25,8860511128742,"Aleea Mazilescu, Arbore, 811623",0724 766 273,Asistent Fizica Si Chimie,RO70LAXV7498089260369686,LSL,5826329354
Achim,Ardelean,1994-08-27,8941223057888,"Intrarea Diaconu Nr. 10, Darmanesti, 620096",0252 396 172,Curatatoreasa Lenjerie,RO60CFRE2148439065679418,UAH,74524748753
Niculina,Nistor,1932-06-23,1820423045167,"Soseaua Dinu Nr. 119 Bl. 16  Sc. 54 Ap. 398, Moreni, 277306",0265 048 843,Brancardier,RO95VVCK7136846226219433,SVC,91540650446
Aurelia,Suciu,1952-12-28,3440422447902,"Bulevardul Popescu, Gheorgheni, 293579",0788 521 113,Asistent De Cercetare In Metalurgia Neferoasa,RO49CVDX7442533286797018,RUB,42994097759
Iuliu,Suciu,1953-12-31,8360807266849,"Bulevardul Ionescu Nr. 403, Babadag, 255999",0748 150 015,Maestru De Lumini,RO39OGVU8148716358324953,BHD,233668136
Natașa,Diaconescu,1957-09-20,2670415026893,"Drumul Manole Nr. 555 Bl. 22  Sc. 22 Ap. 834, Gugesti, 178626",0240 428 450,Presator Pfl,RO84IUJD4955586595159957,DJF,25946594638
Isabela,Aanei,1916-02-16,3590407089886,"Soseaua Pop, Vulcan, 895234",0725 233 239,Tinichigiu De Santier,RO36VSYS9715088544177791,TRY,39227550555
Romulus,Popescu,1943-09-14,8600220465600,"Drumul Popescu Nr. 27, Sacueni, 489310",0733 764 064,Finisor-Asamblator Obiecte Din Mase Plastice,RO16ZGRY6409288713518773,BAM,66245452711
Alistar,Nemeș,1981-02-28,7640230403441,"Bulevardul Tomescu Nr. 863, Curcani, 722840",0761 116 361,Hatip,RO75CZAU1190832503116981,BOB,76368900648
Luca,Stan,1965-02-18,4541126194871,"Strada Elisaveta Marin Nr. 162 Bl. 37  Sc. 33 Ap. 557, Curtici, 112421",0757 169 669,Confectioner Plase Din Sarma,RO25UKDY9455299804025350,JPY,21876392504
Timotei,Preda,1989-09-05,1360230135739,"Soseaua Dobre Nr. 248, Cumpana, 685341",0764 116 401,Cercetator In Echipamente De Proces,RO50YTDM3106224390390791,HUF,67067603777
Claudia,Eftimie,2022-12-07,6580331042781,"Intrarea Lioara Voinea Nr. 248, Targu Jiu, 713741",0748 021 929,Maestru Cor,RO87MJZA1221613435081265,LSL,48580427900
Paulina,Cristea,1908-12-11,2550106128086,"Intrarea Niță Nr. 677, Topoloveni, 905485",0250 338 405,Presedinte Asociatie Nationala Cooperatista,RO40GHJX6497495892627794,SYP,53381019321
Alexandrina,Tomescu,1957-12-19,4540206356656,"Intrarea Cosmina Nistor, Constanta, 122993",0720 198 766,Sef Atelier Industria Prelucratoare,RO56TCMW4954616109776226,GMD,7374776313
Corneliu,Popescu,1928-11-11,3701229396709,"Intrarea Tomescu Nr. 918 Bl. 34  Sc. 70 Ap. 402, Reghin, 963941",0266 984 924,Agricultor Pentru Culturi De Camp Ecologice,RO85TUSS3607120697677542,KES,31224738596
Mirona,Stănescu,1998-02-19,8410504131604,"Intrarea Mirona Tudor Nr. 52 Bl. 84  Sc. 19 Ap. 356, Balotesti, 881905",0267 143 598,Pontonier Feribot,RO19EQHG6440354307982133,MNT,93170103698
Haralamb,Nemeș,1978-02-24,2870605421803,"Bulevardul Georgescu, Urlati, 673492",0234 514 490,"Inginer Cai Ferate, Drumuri Si Poduri",RO30JJZX0614699076737501,PHP,45934548740
Maricica,Georgescu,1927-01-07,6190423449500,"Aleea Ionel Popescu Nr. 618 Bl. 67  Sc. 89 Ap. 345, Cobadin, 551209",0237 229 278,Concasorist,RO64RKCK6096906051477436,CUC,27861546889
Camil,Manole,1973-10-06,2810107249035,"Aleea Ionescu Nr. 40, Tasnad, 710465",0759 912 109,Consilier Financiar-Bancar,RO23OXIE9557995350435288,PGK,84245482424
Stelian,Mocanu,1939-01-10,4051007421273,"Strada Stancu Nr. 54, Negresti-Oas, 472632",0267 625 592,Operator Canelator,RO45ZVDS8245299377796609,MZN,93638753953
Catrina,Aanei,2012-10-12,6031212465823,"Soseaua Stoica Nr. 16 Bl. 82  Sc. 91 Ap. 780, Branesti, 338079",0247 821 870,Sef De Receptie Hotel,RO56SVCF8319022722477373,KZT,49179274070
Emanoil,Stănescu,1926-02-01,1100206272524,"Strada Sorin Voinea Nr. 52 Bl. 66  Sc. 28 Ap. 470, Giarmata, 530739",0232 370 411,Confectioner Si Legator Depolarizator,RO94WMOR6277448230381073,BBD,43299084197
Cleopatra,Nistor,1926-03-22,7690814116003,"Aleea Suciu, Urlati, 182591",0232 000 929,Finisor Calapoade,RO55ASPV3535659785535194,RWF,18483383087
Lidia,Nistor,1951-07-10,3370921337680,"Strada Agata Preda Nr. 338, Macin, 806337",0246 723 347,Expert Geolog,RO08JPTF9752931195821583,TTD,54478275615
Cornel,Manole,1950-10-06,6780119060666,"Soseaua Mădălin Manole, Domnesti, 620920",0742 363 902,Muncitor Necalificat In Metalurgie,RO80TJHL0259674492478248,FJD,81403142511
Eugen,Tudor,1956-03-31,2440220333466,"Aleea Aristița Preda Nr. 22, Fundulea, 996901",0743 725 140,Analist Armonizare Legislativa,RO02QUHI1929425299961896,PKR,98625218283
