first_name,last_name,personal_number,birthdate,address,phone_number,mac_address,ip_address,iban,currency
Iustinian,Pop,1680231349423,1990-02-08,"Intrarea Ene Nr. 838 Bl. 90  Sc. 39 Ap. 348, Sibiu, 501290",0732 847 623,48:05:b6:e6:fd:85,33.202.127.57,RO71JPGM4540669775862881,SHP
Pleșu,Pușcașu,7691229333886,1980-12-12,"Drumul Barbu, Sebes, 848791",0235 467 840,9f:d2:84:99:f2:ec,104.22.7.49,RO65QUEG2202482595233741,TRY
Octaviu,Mocanu,2710511133312,1933-01-08,"Soseaua Albu Nr. 708 Bl. 31  Sc. 73 Ap. 806, Sacele, 855375",0769 747 870,37:90:65:cb:19:1e,130.79.119.225,RO46OAWT8576190264809066,CVE
Mirabela,Stoica,5850829127163,1952-09-22,"Soseaua Ababei Nr. 506, Tandarei, 365777",0731 426 947,a4:75:ac:ee:6c:ad,12.251.76.66,RO84GHCR3048094667124569,MUR
Marcu,Ene,8421006217337,1969-12-27,"Strada Mazilescu Nr. 121, Marginea, 291274",0256 414 597,79:1d:05:8d:8a:ca,39.16.2.196,RO42UBEW7453213607070641,VUV
Ivan,Ene,5601118125374,1997-01-20,"Drumul David Ababei Nr. 60 Bl. 77  Sc. 31 Ap. 431, Pitesti, 159073",0236 270 117,61:be:d7:94:e5:e6,89.86.107.81,RO40QPBG6654153371889459,MAD
Anatolie,Voinea,2830101256918,1924-10-05,"Aleea Nistor Nr. 676 Bl. 60  Sc. 56 Ap. 698, Sebis, 379100",0264 452 305,89:bf:f5:f8:ca:ee,199.1.130.199,RO25QOMI3017935336420614,VEF
Sabrina,Popa,4500507451222,2002-06-19,"Soseaua Dima Nr. 11 Bl. 32  Sc. 94 Ap. 537, Urziceni, 863695",0748 253 944,cd:6d:2e:6f:06:15,9.76.224.118,RO74XECJ4385018718575339,FJD
Alex,Ardelean,7621020112259,1997-02-11,"Drumul Cantemir Mocanu, Avrig, 890197",0772 525 308,e6:d0:e6:cd:d2:92,46.41.45.236,RO40OLYL7912832144636673,JPY
Teodor,Cristea,8630902363359,1965-11-19,"Aleea Ene, Apahida, 858454",0247 196 614,56:af:10:7f:5f:65,218.121.198.227,RO51YSPR1496074354522503,EUR
Ivona,Ababei,6391025195295,1994-05-26,"Drumul Clara Dochioiu, Horodnic de Sus, 869476",0725 719 610,56:17:f3:bd:77:b9,114.221.239.141,RO84BADT9533662245517414,CUC
Delia,Diaconu,2170406447076,1941-11-03,"Soseaua Fiona Ioniță Nr. 704, Giroc, 240889",021 198 4328,68:d6:56:04:11:99,153.49.210.255,RO86YXNJ4385294474760638,BND
Mălina,Dinu,3151230167738,1973-10-30,"Drumul Popescu Nr. 93, Remetea, 175910",0232 081 631,92:03:6a:28:c1:0c,141.177.100.126,RO76KFIJ7702751867173616,GGP
Adelaida,Stănescu,7431127322511,1936-07-25,"Aleea Voinea Nr. 806, Paunesti, 285869",0241 166 333,89:e6:0a:9b:2c:cf,138.45.171.107,RO34HWBK9053756387264895,VEF
Norica,Diaconu,8070227168846,1984-05-04,"Strada Ionescu, Tulcea, 272164",0780 938 226,ff:f4:9e:3e:7a:d1,50.218.222.80,RO95AMUA4130018414336555,TOP
Tatiana,Tudor,5211102239390,2000-02-25,"Aleea Cazimir Cristea Nr. 98, Gugesti, 512491",0233 595 753,41:17:6c:34:8f:df,121.45.170.207,RO52LRTR9170011417588669,HKD
Eugen,Nistor,5311118523108,1928-03-28,"Soseaua Manole Nr. 994, Ramnicu Sarat, 343895",0740 524 797,71:c0:f6:f1:7b:ef,212.85.159.36,RO31SGWS2338794578923354,YER
Sânziana,Voinea,8380424165003,1923-04-14,"Soseaua Pușcașu, Viseu de Sus, 313173",0752 454 741,28:89:45:9d:29:05,158.184.113.211,RO84FMWQ1268152335401833,HUF
Bogdana,Pop,7061107045928,1909-12-02,"Intrarea Ioanina Pop Nr. 656 Bl. 35  Sc. 72 Ap. 174, Satu Mare, 415629",0757 057 962,7e:4c:74:dc:25:33,134.231.33.68,RO48SDQC2465854528687669,BBD
Dina,Dinu,8460711206812,1932-06-13,"Strada Gherghina Nistor Nr. 56, Saveni, 463888",0237 235 969,9a:73:33:4b:c3:73,108.240.20.187,RO66DIWF7028275914448640,BBD
Lia,Florea,8970825420700,1917-09-01,"Soseaua Barbu Nr. 488 Bl. 29  Sc. 26 Ap. 227, Zimnicea, 297458",0260 312 891,6e:15:b8:ca:9b:3e,31.22.210.185,RO17ASMP7231131963024684,ETB
Cezara,Diaconu,7441027208647,1922-05-17,"Drumul Miron Tomescu Nr. 116, Cajvana, 550841",0257 615 997,04:34:62:b3:a4:ab,166.215.242.78,RO88UQSZ1792263800832208,TND
Iasmina,Florea,7491024527726,1960-08-27,"Bulevardul Xenia Mazilescu Nr. 30, Magurele, 689746",0258 490 565,e0:20:e1:15:e6:e3,143.59.62.147,RO43NTAL4875824723450123,UZS
Oana,Manole,4470809355150,1954-05-04,"Soseaua Gheorghiu, Fundulea, 445376",0767 838 159,4a:04:a4:4b:88:af,173.175.115.118,RO25UXNT1137969104229037,WST
Iustina,Dobre,3890105330564,1973-07-07,"Bulevardul Ionescu Nr. 84 Bl. 51  Sc. 41 Ap. 454, Barbulesti, 353590",0785 153 028,92:52:93:40:5a:c7,8.152.80.253,RO63PRGP3948813892323331,LSL
Ludovic,Albu,8320913153580,1970-06-03,"Intrarea Nistor Nr. 822 Bl. 45  Sc. 84 Ap. 446, Podu Iloaiei, 945810",0744 789 779,83:7d:ec:eb:87:ed,1.245.26.41,RO03LLYQ7041294426625469,MNT
Anda,Eftimie,6651009212866,1926-11-11,"Drumul Mocanu Nr. 739 Bl. 17  Sc. 77 Ap. 335, Greci, 834414",0236 062 640,7d:23:19:de:4e:58,210.127.254.157,RO85BLQU7726211002146499,MMK
Panagachie,Stănescu,7380506042582,2009-08-13,"Drumul Stan Nr. 17, Baile Borsa, 606627",0260 683 516,7c:86:16:8e:30:21,12.120.6.82,RO27ISOB6469222211842142,UYU
Norica,Mocanu,3250422364195,1953-04-04,"Drumul Ene, Curcani, 978855",0729 970 651,df:a7:f9:28:8a:a8,29.217.97.87,RO08LYES5632930874410034,THB
Nechifor,Suciu,4550913432115,2016-03-08,"Aleea Aanei Nr. 846, Otelu Rosu, 830050",0745 316 434,d5:23:02:47:df:cc,94.176.124.121,RO34LGWS4315376584020092,GIP
Codrin,Stan,2011113430182,1967-08-14,"Intrarea Ionescu Nr. 50, Toplita, 446682",0759 725 733,70:30:b6:42:b1:eb,108.12.32.105,RO16UUUB7866789689250543,RSD
Octaviu,Stan,6980404133650,2007-11-11,"Strada Stan, Titu, 395467",0711 084 716,b7:ee:8b:aa:71:ab,78.197.194.182,RO24WMDV3104844231903128,MMK
Evanghelina,Nemeș,2090113370288,2004-02-23,"Aleea Toma Nr. 240 Bl. 98  Sc. 32 Ap. 716, Raducaneni, 335452",0242 585 722,d5:1f:5e:0f:f1:a9,31.244.80.31,RO14ZSWR4542299712624214,USD
Basarab,Ioniță,8341120170139,1956-05-21,"Bulevardul Mocanu, Ianca, 640741",0771 215 310,63:dc:75:90:7d:d1,190.38.147.136,RO27ALRQ7847053556873753,CHF
Cedrin,Tabacu,2770807415340,2013-04-30,"Aleea Stelian Dinu Nr. 501, Brad, 208133",0757 328 934,36:44:19:2b:0b:62,57.87.49.14,RO90HSSB5800517534255237,GGP
Olimpian,Voinea,4180606263583,1978-03-29,"Soseaua Paulina Toma Nr. 561, Toplita, 356776",0760 684 599,8c:f9:67:05:6d:b0,36.225.163.1,RO40FNUK0616805102762201,CDF
Floare,Tabacu,1830727086213,2010-11-10,"Soseaua Carmina Aanei, Pechea, 898358",0747 624 500,87:0f:9e:3f:cf:de,138.183.133.53,RO56MWJI5871237348153010,GHS
Dumitru,Dochioiu,2150908378048,1991-07-27,"Bulevardul Rica Toma, Mangalia, 938488",0254 858 943,7c:34:43:f3:d8:d4,208.67.137.64,RO33MQLI6919405467380643,HNL
Dochia,Georgescu,4580803325624,1987-11-16,"Soseaua Oliviu Mazilescu, Lupeni, 667303",0255 474 360,99:6c:4f:c0:c7:a2,87.29.153.233,RO68FOEC9125592994284198,COP
Dafina,Tabacu,6251207378562,1981-01-06,"Bulevardul Manole Nr. 614, Baicoi, 259247",0711 938 587,86:8e:cb:05:e8:ba,113.228.122.90,RO41EFPL4735472284099682,BDT
Tania,Niță,1800112109068,1996-01-12,"Soseaua Măriuca Cristea Nr. 83, Popesti-Leordeni, 424231",0245 040 714,81:81:43:66:70:79,164.102.18.182,RO03VJTA8825698568150559,KZT
Iulian,Barbu,8100711396363,1939-11-18,"Intrarea Ancuța Diaconu Nr. 550 Bl. 75  Sc. 81 Ap. 210, Poiana Mare, 674902",0247 369 977,a3:ae:78:8b:d3:c6,81.212.64.171,RO78EOZK8142086819328216,KHR
Amza,Eftimie,1850221168569,1913-01-08,"Aleea Costel Gheorghiu, Teius, 274453",0264 840 166,df:f6:19:0f:ab:d1,151.85.35.163,RO40DIWZ2288838962576548,TWD
Ioanina,Nemeș,6001119400911,2008-12-19,"Strada Oprea, Timisoara, 823794",0259 178 093,cb:15:50:14:70:e1,185.247.241.109,RO78GUEJ3219951086389262,PKR
Daiana,Gheorghiu,6190431113256,1944-09-17,"Bulevardul Niță Nr. 92 Bl. 89  Sc. 19 Ap. 505, Dumbravita, 966344",0743 011 641,36:aa:a6:c9:9a:8c,151.53.219.244,RO32XZHX5724531943912201,HTG
Mircea,Cristea,1770410073061,1970-08-24,"Drumul Georgescu Nr. 64, Pechea, 903928",0785 199 678,ae:87:1f:52:6b:54,203.6.137.50,RO97WRCF4321640617758848,SRD
Remus,Gheorghiu,7890219149515,1990-12-01,"Bulevardul Voinea Nr. 18, Radauti, 837810",0260 915 117,00:f4:1a:c8:be:8d,54.182.55.170,RO96XMVW2125472550963895,CHF
Ionela,Voinea,2521210127649,1920-02-06,"Bulevardul Ababei Nr. 70, Boldesti-Scaeni, 260283",0237 890 216,03:b1:d4:88:90:53,3.164.7.245,RO47OKWC1227781626980502,LRD
Laura,Stănescu,4600617309985,1992-01-02,"Drumul Marinela Tomescu Nr. 682, Iernut, 361269",0246 441 889,46:3a:36:04:56:4d,164.24.180.53,RO70REWQ3782564843491057,CNY
Dimitrina,Manole,1540110014301,1997-05-14,"Bulevardul Ionescu Nr. 768 Bl. 25  Sc. 95 Ap. 698, Valenii de Munte, 493442",0753 427 755,d7:3c:73:f1:a1:a0,91.10.104.198,RO46CRYW2021252737493527,KRW
Aneta,Niță,8320223203220,1983-03-04,"Drumul Marin Nr. 36 Bl. 37  Sc. 61 Ap. 265, Targu Frumos, 505471",0770 216 557,16:86:df:f2:27:6f,192.58.54.145,RO64KQTH4857151514582296,CVE
Nicușor,Ioniță,8261207163753,2001-12-03,"Aleea Pop Nr. 48, Murfatlar, 366011",0255 982 016,c9:72:ce:97:6b:fe,20.70.44.124,RO44ALQH1224221706761213,LTL
Emanuil,Eftimie,7401129321420,2013-12-25,"Intrarea Marin Nr. 320, Medgidia, 229327",0262 962 996,1c:44:3b:d2:a9:52,91.59.191.123,RO15AXBG5338155280029333,HNL
Aneta,Gheorghiu,7231008323699,1977-06-15,"Soseaua Roza Ababei Nr. 87, Maieru, 384500",0268 288 093,46:5d:81:00:f2:da,153.191.210.0,RO20YUUF3590391084832029,SYP
Roxana,Dinu,4920423296350,1936-07-19,"Strada Agnos Pușcașu Nr. 321, Matca, 365241",0233 678 722,a2:02:d6:7f:0e:95,40.133.82.63,RO17SWWK4426807856834739,PYG
Ortansa,Tomescu,6890104277898,2004-02-16,"Aleea Eleonora Gheorghiu Nr. 594 Bl. 74  Sc. 22 Ap. 256, Sebes, 130135",0769 852 644,53:1c:c7:1d:27:3a,206.77.121.248,RO21UWGV0591952417002825,SAR
Ovidiu,Eftimie,5080707341282,1947-11-11,"Intrarea Ardelean, Giurgiu, 677326",0242 681 456,84:03:3b:e0:66:30,175.52.228.81,RO18MLUJ3835789059311221,CUP
Magdalena,Marin,2200926439409,1959-05-16,"Aleea Oprea Nr. 24, Sangeorz-Bai, 900316",0245 125 764,9e:d2:c7:98:77:d4,189.158.211.76,RO28AODW5471438732228836,GHS
Zamfira,Nistor,7491126217451,1915-07-17,"Strada Bianca Mazilescu, Floresti, 560797",0729 624 088,3d:72:91:5d:ff:4d,55.93.87.47,RO33FJIU0223313118274049,RSD
Ghiță,Dobre,3691016272565,1982-12-31,"Bulevardul Mocanu Nr. 55, Medias, 481872",0266 460 165,90:94:f3:05:b5:c9,214.58.222.163,RO62PWZD7676113023703887,LAK
Tiberiu,Ene,6880104254718,2010-01-02,"Soseaua Tomescu, Blaj, 853875",0231 199 448,94:5e:ce:47:48:d2,62.99.37.158,RO06LLJT9441685659915331,SVC
Corneliu,Dinu,3560925094170,2001-05-24,"Bulevardul Stan, Dumbraveni, 405584",0767 940 792,60:7f:c8:e3:3d:ef,111.155.244.14,RO37AVAZ8291887167813181,PHP
Nidia,Popescu,3520631114637,1919-06-28,"Drumul Gheorghiu, Busteni, 377504",0723 741 991,40:17:8a:7c:06:0a,32.132.207.91,RO29ZQEM3222924248363277,LTL
Mara,Preda,4981017404423,1974-07-29,"Aleea Popescu Nr. 765 Bl. 63  Sc. 64 Ap. 148, Drobeta-Turnu Severin, 784744",0231 361 358,06:b6:41:9c:2e:26,6.177.81.33,RO49SRQM8421606604745632,BSD
Doina,Barbu,7160723459047,1909-07-20,"Bulevardul Georgescu, Aiud, 336397",0240 357 173,49:8d:1b:38:b8:0e,73.208.68.32,RO87NHYT1121106105539797,MKD
Anghelina,Dumitrescu,2701002306878,1986-02-27,"Intrarea Nemeș, Iasi, 362413",0711 791 829,95:35:fe:26:7b:89,59.35.92.99,RO71BXUW1255595461184894,GIP
Brăduț,Popescu,5721009039899,2000-01-04,"Drumul Leontina Oprea Nr. 370, Galati, 920108",0766 629 493,93:68:bd:9b:af:f4,186.96.12.56,RO50ICEM4159508305895320,MOP
Vasilica,Nistor,2340711469526,1966-02-16,"Strada Georgescu Nr. 93 Bl. 89  Sc. 33 Ap. 779, Simleu Silvaniei, 472862",0767 678 333,eb:a7:fd:51:c9:dc,201.242.74.45,RO57RLJY2247961110283096,ANG
Marcu,Dumitrescu,2450712167374,1962-12-29,"Strada Lorelei Pop, Suceava, 703898",0745 036 513,9e:ef:b7:f7:0f:8f,112.59.73.67,RO40QEWS6288891425667163,CZK
Petrică,Cristea,1870607460345,1916-03-21,"Drumul Emanuela Tomescu, Negresti, 633362",0240 284 117,d3:3e:11:3b:5b:a6,24.18.45.218,RO04JSFK8917465998081218,TJS
Alexandru,Ene,2710906466949,1944-12-17,"Intrarea Cristea Nr. 300, Motatei, 327391",0734 565 527,75:04:bc:d8:98:ec,100.54.80.222,RO12ZELT5033199261769541,GEL
Iulia,Georgescu,8690704210271,1913-01-13,"Strada Nistor, Dancu, 758129",0262 435 145,76:86:40:ba:99:c6,27.129.25.43,RO81UGFH5691481916366973,LKR
Safta,Mocanu,1630812299778,1996-02-04,"Aleea Stan Nr. 43, Uricani, 933766",0262 551 559,4f:f0:12:a0:7e:cb,97.150.56.190,RO97XJII6650872773456507,AZN
Petru,Ionescu,5140801291787,1989-09-01,"Strada Diaconu, Valea Caselor (Dragasani), 509005",0727 400 391,1a:e2:74:30:b2:dc,83.74.112.210,RO32TIZH1456294991597363,USD
Cedrin,Manole,1080711092721,1954-01-16,"Soseaua Salomea Dobre Nr. 75, Strehaia, 352361",0721 814 055,80:57:9d:5e:c0:67,60.146.9.65,RO06LDIY6624415565897736,NPR
Sonia,Albu,7760812051769,1997-01-07,"Strada Ardelean, Magurele, 137576",0749 802 991,63:a1:7a:29:d9:fb,55.181.44.86,RO21CTAH1695622181008901,SZL
Filofteia,Georgescu,7880810292352,1949-07-03,"Intrarea Ionescu, Gheorgheni, 914558",0244 437 214,4d:c9:23:36:77:ab,10.17.91.31,RO02OSTS2381019365042585,EGP
Caterina,Tomescu,1121113113502,1952-03-23,"Soseaua Toma Nr. 901, Ramnicu Sarat, 764291",0240 544 281,09:ee:26:7b:1c:7a,96.8.55.45,RO06SURS0065774941854805,MUR
Maria,Stan,7331226189917,1919-03-14,"Bulevardul Stancu Nr. 95, Reghin, 855364",0742 722 940,7f:46:8d:33:d9:12,161.135.79.215,RO67BZVV2938625883618819,YER
Ștefana,Tudor,4750831179652,2005-06-01,"Intrarea Popescu Nr. 994 Bl. 12  Sc. 88 Ap. 659, Boldesti-Scaeni, 226084",0258 441 530,8b:49:b2:ca:a5:65,190.3.108.163,RO40WZXQ7120214916848434,MMK
Didina,Popescu,5070607034904,1913-12-12,"Soseaua Dochioiu Nr. 72, Curtici, 622137",0751 022 486,c0:eb:a0:85:8d:05,151.60.88.74,RO81QKKJ7982265020790120,XDR
Dan,Stan,4260622078089,1969-05-27,"Intrarea Diaconu Nr. 74 Bl. 38  Sc. 63 Ap. 905, Ramnicu Valcea, 436739",0757 811 637,77:5a:ac:a1:2c:2f,217.114.5.121,RO86TPSV0562605203262455,BIF
Rodica,Ionescu,8120103165015,1996-03-03,"Aleea Ionescu, Rasnov, 411085",0728 000 010,c9:1e:64:54:0a:5e,34.89.63.8,RO77ZXML7222219669008082,RSD
Arian,Niță,1410809391836,1919-01-06,"Strada Stan, Eforie Nord, 780784",0245 676 246,06:88:29:8d:ab:51,221.22.119.101,RO27BUFQ9082997413366181,BMD
Toma,Nistor,4890917083118,1920-06-08,"Intrarea Toma Nr. 60, Intorsura Buzaului, 177054",0767 461 456,69:08:a0:5f:3b:16,17.52.180.194,RO18KWUG4583515072220333,RUB
Eugenia,Preda,1490826078636,1989-09-20,"Intrarea Maia Nistor Nr. 467 Bl. 49  Sc. 66 Ap. 774, Matca, 780056",0257 778 405,05:c3:8d:a5:c1:26,186.116.223.38,RO67CKEM4466169910707484,KZT
Ionuț,Albu,4650303071818,1960-02-27,"Drumul Mazilescu Nr. 67 Bl. 56  Sc. 19 Ap. 379, Roman, 124957",0248 080 063,e1:7b:40:35:5d:60,116.215.224.149,RO69PJUI1717980926136949,UGX
Leonard,Popescu,3740221252230,1908-11-29,"Drumul Ludmila Ioniță Nr. 670, Miercurea-Ciuc, 569701",0749 105 174,5d:1a:1c:0c:8c:c0,106.85.187.232,RO71JWJB7239152326019463,GTQ
Ivona,Georgescu,8880201338319,1952-03-12,"Drumul Dochioiu, Valea Mare (Negresti), 125597",0756 484 994,53:16:5e:ed:f1:f8,180.21.8.29,RO30GTVZ3140184184095946,ILS
Marcela,Tabacu,3401029201818,1994-07-16,"Intrarea Pop, Pipera (Voluntari), 901084",0261 263 664,ae:65:76:90:f9:2e,132.112.1.157,RO77YRGB9843489554951796,AUD
Fabiana,Tomescu,5130216235368,2012-06-06,"Strada Diaconescu, Dragalina, 413530",0264 969 560,f2:66:97:7c:f5:dc,109.202.228.90,RO88TURG1098900977452501,SBD
Iustin,Popa,4201217295381,1964-10-12,"Intrarea Pop, Vatra Dornei, 432874",0737 457 134,9a:12:28:57:f9:c6,145.23.181.96,RO36GDUU9938631320595242,DJF
Lascăr,Pușcașu,3630405225798,1929-05-16,"Aleea Cantemir Barbu Nr. 859 Bl. 13  Sc. 78 Ap. 254, Curtici, 173847",0745 707 189,57:52:ca:06:77:89,71.194.215.159,RO86CGJN1545495153442516,CAD
Silvana,Stănescu,4620930242038,2011-09-13,"Bulevardul Ababei Nr. 720, Targu Jiu, 910061",0264 282 397,f5:8f:b2:a2:1c:d3,162.247.90.63,RO25VPFU6443837585679097,TMT
Otilia,Eftimie,4160325049477,2021-02-22,"Soseaua Popescu Nr. 751, Targu Jiu, 925972",0233 625 273,12:8e:01:4e:0f:79,15.88.115.116,RO58JDID0279514337205609,KWD
Flora,Cristea,1210209186113,2017-07-28,"Bulevardul Demetra Aanei, Pancota, 190212",0246 490 472,20:51:da:36:f2:21,24.163.95.205,RO19RFJO1031887526395510,PEN
Liviu,Pușcașu,3810831092803,1908-07-10,"Drumul Mazilescu Nr. 11 Bl. 89  Sc. 94 Ap. 930, Eforie Nord, 527450",0752 499 100,7d:3e:11:59:28:dd,129.184.193.47,RO73LJBM6377603153185974,LSL
Niculina,Pușcașu,5941204318055,2020-07-07,"Intrarea Barbu Nr. 40, Modelu, 546709",0727 642 519,5e:3b:a6:7d:79:a6,20.194.102.107,RO47CMUK2623547835903442,NGN
Nora,Dochioiu,6740219343290,2014-01-30,"Soseaua Diaconescu Nr. 545, Avrig, 358708",0242 929 859,21:c3:6d:65:63:59,8.54.175.169,RO02TKUU6551763280969801,PGK
Jenel,Dumitrescu,6090815326901,1982-12-13,"Drumul Ionescu Nr. 366, Constanta, 740068",0238 276 227,70:16:01:f9:4b:2d,194.131.6.3,RO44CGWZ7350303019602908,RON
Codruț,Dobre,2291021391241,1986-09-20,"Drumul Pavel Preda Nr. 725, Filiasi, 898824",0259 666 225,e0:b0:25:0c:93:a6,103.164.30.25,RO49AIBX0989777680620015,GYD
Lioara,Manole,3920115243251,2020-03-30,"Intrarea Dinu Nr. 306 Bl. 49  Sc. 92 Ap. 947, Lugoj, 115464",0726 570 610,64:2f:f7:06:2f:1b,157.181.76.76,RO45JBHJ2626596517030850,ERN
Sandu,Albu,6270316415500,1942-11-25,"Aleea Aanei Nr. 53 Bl. 86  Sc. 93 Ap. 150, Curtea de Arges, 266101",0744 989 502,22:8d:cb:f0:c6:7e,8.56.25.15,RO84HSVI4094864027729253,LSL
Stancu,Albu,2250516052972,2015-06-06,"Bulevardul Dorinel Diaconescu, Brad, 975231",0239 717 189,b6:80:0b:d3:46:d4,17.173.93.198,RO78MWGZ5597514086358638,AUD
Agripina,Florea,8900121225336,1993-12-23,"Intrarea Adina Ionescu Nr. 39 Bl. 15  Sc. 15 Ap. 760, Viseu de Sus, 380754",0744 223 979,69:70:03:c4:5a:d1,62.143.157.21,RO13GDQG0145954981455428,MDL
Francesca,Diaconu,1731207207035,1981-08-04,"Bulevardul Gianina Preda, Tudora, 432069",0236 073 903,a6:20:74:a4:a6:c2,197.154.215.88,RO31NVNM1697636023295994,USD
Nelu,Diaconescu,7741101030173,1989-03-13,"Strada Monica Popa Nr. 18, Urziceni, 257392",0750 717 285,71:41:89:2f:b7:80,57.127.138.163,RO08EFRM0844195736557095,SEK
Mugurel,Pop,3840919145945,1914-03-19,"Intrarea Dobre, Sovata, 404917",0237 471 999,73:d0:de:d3:76:54,58.246.237.196,RO85IRAO2719433316778542,MOP
Amedeu,Barbu,6790324161221,1956-01-12,"Drumul Tudor Nr. 33 Bl. 27  Sc. 28 Ap. 172, Giarmata, 814003",0754 729 263,b1:aa:c6:7b:1d:e2,134.230.135.243,RO29JZLJ0157937770439605,KPW
Aura,Dinu,8001114188791,1995-01-01,"Intrarea Emil Albu Nr. 669, Caransebes, 131523",0754 732 146,37:32:78:c3:4f:15,16.57.66.156,RO57EKUQ2934209832882228,RUB
Agata,Stoica,3360528418910,1927-08-30,"Drumul Stănescu Nr. 311, Baraolt, 330750",0788 969 546,34:b0:90:27:39:f7,162.217.89.183,RO96HNNV5774048196019462,PAB
Eleonora,Preda,5280118037599,1999-09-19,"Intrarea Diaconu Nr. 996, Tuzla, 427223",0766 602 377,7c:2b:a1:77:76:48,178.197.34.231,RO20NHEO5506596049083267,IQD
Ortansa,Ababei,1441016014737,1916-05-08,"Drumul Radu Gheorghiu Nr. 276, Caracal, 401441",0231 151 838,14:cc:ec:88:b3:38,218.168.48.28,RO27VVNK5902689154015896,HNL
Stanca,Stoica,2780322291251,1952-08-07,"Strada Pop, Maieru, 236928",0263 083 917,5b:51:dd:34:65:7a,220.134.64.188,RO67FVFP3048135531547866,JPY
Vlădelina,Diaconu,3501215167313,2012-07-17,"Aleea Liliana Ababei Nr. 87, Domnesti, 691254",0251 685 321,22:6e:cc:e4:62:10,203.201.186.80,RO89VILA3129782798846995,GBP
Domnica,Popa,2060929016632,1961-02-13,"Soseaua Simona Stoica Nr. 281, Valea Mare (Negresti), 403524",0754 481 393,59:af:98:02:8c:c4,8.250.234.40,RO11NGPY1746071227892107,AWG
Codrina,Georgescu,7651226467336,1933-06-06,"Strada Diaconu, Satu Mare, 937602",0769 802 676,42:62:61:4b:44:53,200.218.137.101,RO15QKQY5484980444814481,JOD
Olivia,Ababei,4610916161017,2010-10-03,"Intrarea Octaviana Dobre, Beius, 406122",0747 325 891,7b:31:69:04:a6:1c,113.229.171.170,RO69NFQB3999147156782648,ARS
Dina,Nemeș,6701114110957,1912-10-10,"Aleea Malvina Ionescu Nr. 33 Bl. 76  Sc. 67 Ap. 596, Buzau, 174528",0745 086 514,50:d0:10:9b:a1:07,212.48.11.238,RO77TWPY9973370793582977,ALL
Dinu,Dobre,5511117029819,1921-12-09,"Drumul Diaconu Nr. 682, Dancu, 266591",0727 002 066,b1:82:18:1c:8c:04,77.189.178.233,RO88EVPB7980150937006761,YER
Cătălin,Pușcașu,1851122251766,1950-06-15,"Strada Mazilescu Nr. 914 Bl. 70  Sc. 51 Ap. 338, Afumati, 232531",0749 994 092,7f:b0:38:e7:e3:61,171.106.134.253,RO67QBKP4629868513300784,VND
Todor,Niță,4791104288249,1990-04-21,"Aleea Tomescu Nr. 81 Bl. 49  Sc. 69 Ap. 261, Dragu-Brad, 759954",0748 223 873,b2:aa:d1:58:84:ea,146.6.255.59,RO49GTAJ0675539182583537,MZN
Silvian,Dobre,1550803058291,1931-09-12,"Drumul Viorica Pușcașu, Uricani, 172269",0760 302 186,d3:8d:b6:cd:f2:83,41.31.92.212,RO30GIBN4496164603746691,FJD
Bănel,Diaconu,4410822384305,2016-03-16,"Strada Antonela Popa Nr. 166 Bl. 22  Sc. 50 Ap. 901, Vladimirescu, 409387",0785 416 962,bc:51:0c:3d:9b:2e,89.26.255.210,RO12TNXP0914351689649950,SYP
Camelia,Dumitrescu,5081024010961,1946-06-14,"Drumul Frusina Marin, Botosani, 208193",0741 273 969,3e:d8:72:b4:3c:4a,95.234.156.124,RO97ZYRE1698867611545254,LKR
Marta,Tomescu,8680201316000,1954-04-07,"Drumul Preda, Fieni, 380865",0243 650 408,47:f2:2d:33:e2:3c,35.167.173.156,RO91CJQG4435002837851040,AMD
Ilarie,Toma,6550506080058,1991-09-13,"Drumul Relu Ionescu Nr. 19, Cornetu, 602496",0769 485 628,0f:50:d9:83:ee:c2,16.6.103.217,RO33AOTI3915569455379631,SLL
Iustinian,Georgescu,1320702449950,2003-11-03,"Aleea Tabacu Nr. 741, Vicovu de Jos, 159668",0751 307 650,36:df:f0:6d:7c:19,22.146.200.64,RO95RYZV4699890539427622,EGP
Adelina,Tabacu,5640319185310,1923-05-07,"Drumul Ababei Nr. 83, Adjud, 558527",0785 757 186,06:b1:19:01:53:de,101.85.174.233,RO46KIPR4367250018445000,PKR
Izabela,Voinea,6871013256721,1931-07-25,"Aleea Oana Eftimie Nr. 79, Glina, 819107",0759 027 106,30:b6:3d:ba:83:6c,208.237.228.80,RO36XYIT8859888657170359,VUV
Zaraza,Tabacu,1610226468093,1996-05-18,"Bulevardul Tomescu, Babadag, 544361",0739 890 918,93:ad:b8:26:2c:5c,150.103.28.150,RO79ZVFK4623527244846281,PHP
Daciana,Niță,8190513426764,2009-09-26,"Soseaua Stoica, Roman, 218077",0768 263 297,d5:0e:a5:e5:fa:8a,30.149.80.77,RO22AMXQ4597597804372090,IMP
Florența,Ioniță,8320327210286,2007-04-11,"Aleea Flavia Dochioiu Nr. 271 Bl. 37  Sc. 91 Ap. 918, Titu, 319934",0749 719 711,2f:04:14:5d:bd:47,38.154.127.146,RO26FOKO3544413952274969,ALL
Eugen,Florea,6030403453674,1941-01-05,"Aleea Georgescu, Zalau, 722338",0244 377 312,76:da:e0:2a:78:9a,80.127.16.108,RO92ILZW4245680091196117,QAR
