first_name,last_name,personal_number,birthdate,county,address,phone_number,job,iban,currency,balance,latitude,longitude
Alin,Ababei,6671205118494,1985-06-15,Ilfov,"Drumul Rica Tomescu, Insuratei, 935778",0245 531 054,Trapezist,RO90XTWY6480656932618670,ISK,91178208658,-28.747766,50.260135
Grațian,Tudor,4330719381852,1941-02-27,Constanța,"Soseaua Stan Nr. 97, Dabuleni, 832406",0772 044 979,Cercetator In Petrochimie Si Carbochimie,RO26IBZF4019603913845563,MRO,92111004111,74.4795585,19.024710
Artemisa,Tudor,3731220065074,1923-09-04,Argeș,"Bulevardul Renata Ababei Nr. 45 Bl. 12  Sc. 31 Ap. 307, Zalau, 251779",0780 421 577,Referent De Specialitate Petrochimist,RO60SEMO2970184393755194,TZS,86649243,-36.142029,-48.826010
Octavia,Ionescu,2710611348282,1913-10-11,Ilfov,"Aleea Diaconu, Slobozia, 668420",0763 426 627,Audiolog,RO21IDJB7361525763790765,NAD,12148382172,-29.2801305,140.623647
Patricia,Dima,2480514228403,1920-07-15,Vâlcea,"Bulevardul Ducu Ababei, Savinesti, 259140",0786 113 156,Montor Emisie,RO40DNGL6000631655416350,JPY,80865346208,-7.719759,-114.427511
Iustin,Albu,7340924406447,1990-06-19,Dâmbovița,"Soseaua Pop Nr. 89 Bl. 46  Sc. 10 Ap. 377, Craiova, 782066",0756 794 187,Fochist La Cazane De Apa Calda Si Cazane De Abur De Joasa Presiune,RO09QBLJ0640778348091588,AED,42112749491,-28.2043645,-94.591835
Sofia,Stoica,8660202456043,1983-11-10,Constanța,"Bulevardul Niță, Petrila, 340215",0256 030 027,Hidrolog,RO78SAIO2609777051665252,CAD,53849272964,-66.552379,-78.556599
Florentin,Nemeș,1020919188850,1912-05-28,Prahova,"Soseaua Popa Nr. 967 Bl. 84  Sc. 89 Ap. 260, Nadlac, 406421",0711 974 856,Operator Taietor Textile,RO73NWYD7026005663228796,STD,70937511236,-17.568875,22.665995
Otilia,Eftimie,6680929259419,1935-09-02,Bihor,"Bulevardul Betina Diaconescu Nr. 71 Bl. 40  Sc. 53 Ap. 212, Jilava, 698861",0726 511 435,Repasator Garnituri Carde,RO57MAYM2965360764235662,TTD,16554421105,-26.279787,-172.893037
Olimpia,Dima,6391226096436,1990-03-13,Caraș Severin,"Intrarea Ionescu Nr. 88 Bl. 17  Sc. 85 Ap. 927, Tuzla, 831807",0244 961 950,Gravor Placi Metalice,RO89CGLO0466814850787771,CAD,3039653664,35.3585435,-81.900683
Sidonia,Preda,5401012326348,1984-12-25,Cluj,"Intrarea Dochioiu Nr. 98 Bl. 53  Sc. 12 Ap. 551, Harsova, 805055",0770 109 191,Secretar Economic (Studii Medii),RO77STAM8492247862010993,DZD,67389081262,-28.802126,-18.265856
Ada,Preda,8651204210704,1971-06-22,Iași,"Aleea Georgescu, Vlahita, 976919",0233 923 671,Expert Inginer Industrializarea Lemnului,RO37HAUX1849646092651375,MMK,26905578452,20.7988415,-178.530714
Dochia,Mazilescu,4790102515321,1945-01-07,Constanța,"Drumul Popa Nr. 95, Brad, 525648",021 397 4245,"Uscator, Aburitor Material Lemnos",RO29DAFY5297255155803552,RON,72786026739,-75.679945,-155.837025
Ianis,Stan,7270410125634,1943-06-08,Teleorman,"Drumul Albu Nr. 91, Huedin, 556983",0240 038 505,Asistent De Cercetare In Metrologie,RO30ZLSW2723526596904265,RSD,88433532956,39.7066315,-152.406559
Ada,Niță,6830210074382,1981-03-16,Neamț,"Drumul Pușcașu Nr. 28 Bl. 83  Sc. 38 Ap. 947, Targu Lapus, 340326",0767 909 339,Cercetator In Calculatoare,RO24ZRAP5210590079179588,NZD,15985137397,-82.0544555,172.738661
Dan,Preda,7880226197410,1984-10-24,Buzău,"Strada Barbu, Tufesti, 384597",0237 338 733,Operator La Utilaje De Reabilitari Conducte Subterane,RO75KXAA5607742624921527,GGP,42648016263,-36.115780,-86.236393
Jan,Albu,1331131521084,1946-01-02,Satu Mare,"Drumul Voinea, Feldru, 607432",0762 016 720,Director Berarie,RO69RHVL4886596047309310,FJD,36782803591,-58.129781,129.178954
Veta,Ardelean,5580902036796,1981-02-28,Vâlcea,"Soseaua Nistor Nr. 552, Roseti, 927465",0733 762 226,Agent Contractari Si Achizitii (Broker Marfuri),RO26BHOR9996645317366961,RON,33193406930,22.795096,34.264249
Grațiela,Dinu,5730829463916,1979-11-20,Neamț,"Soseaua Henrieta Manole, Navodari, 505923",0757 874 956,Instructor De Fitness,RO73ZQAS7327984499180412,BIF,37959949902,-65.812740,-68.780615
Roxana,Nistor,6100209199911,1995-10-27,Bistrița-Năsăud,"Intrarea Niță, Targu Jiu, 187254",0748 372 721,Operator La Prelucrarea Cauciucului,RO95BXMH8795139272077061,UYU,18007061635,-14.717359,126.571662
Lăcrămioara,Aanei,4400429192525,1954-07-30,Dolj,"Bulevardul Nelu Mocanu Nr. 64, Fundeni, 865801",0247 291 753,Cercetator In Fizica-Chimie,RO20PZOD3313457440918349,FKP,46974394417,32.2112045,25.263873
Francesca,Aanei,8620410108834,1972-08-26,Suceava,"Strada Codrina Toma, Pechea, 269294",0746 184 319,Ofiter Intendent,RO64QXSP8822226271901477,BOB,82348581227,-70.4105585,-63.016863
Alistar,Toma,4740511227155,1917-06-15,Mehedinți,"Bulevardul Mădălina Barbu Nr. 15, Baia, 587727",0240 897 354,Director De Hotel Pentru Tineret,RO73RJAH5058844883671633,PGK,84586761492,53.8700815,7.879275
Eusebiu,Ababei,7461116081792,1980-06-05,Buzău,"Aleea Popa Nr. 504 Bl. 29  Sc. 88 Ap. 658, Covasna, 316283",0751 997 601,Navigator Sol,RO39EJXY0531655508045772,UGX,58165017757,39.895986,-168.496187
Dragoș,Diaconu,4680820067382,1969-07-26,Ialomița,"Aleea Tudorița Ababei, Lipova, 714055",0236 685 393,Electromecanic Masini Si Echipamente Electrice,RO12BXMG5469470874144659,SYP,88895313684,-14.422298,68.648928
Didina,Stănescu,6230112399674,1943-05-07,Suceava,"Bulevardul Ionescu Nr. 55, Moinesti, 624257",0751 057 343,Confectioner Cocleti,RO12YOVY9899577967288043,UYU,62287935247,-2.0263735,34.382538
Adrian,Nistor,3540713510085,1983-04-17,Cluj,"Aleea Eftimie, Botosani, 833972",0248 807 477,"Confectioner Bidinele, Pensule, Perii",RO68DGKN8557687032273068,BBD,86103376470,-89.1876565,-161.530255
Sonia,Pop,5960217010953,1968-09-14,Buzău,"Intrarea Ioniță, Cernavoda, 154198",0240 952 787,Agent De Turism,RO16KHQP2642885128531006,KES,59748162625,-22.812367,56.104468
Carina,Dochioiu,6020414218456,1963-08-09,Bistrița-Năsăud,"Bulevardul Artemisa Tabacu Nr. 97, Zarnesti, 294870",0767 433 743,Inspector De Specialitate Pedolog,RO62PHEV2972188446831710,TND,9444644738,-40.657467,-52.676983
Costache,Albu,2910812109537,1989-09-25,Brașov,"Bulevardul Silviana Barbu Nr. 92, Santana, 964643",0785 646 036,Operator La Fabricarea Amidonului Si Dextrinei,RO42YJXQ9765882091905203,MZN,20367564409,-30.8827045,-32.897309
Nae,Niță,7070409188373,1927-01-07,Teleorman,"Strada Stănescu Nr. 950, Ploiesti, 143826",0737 771 122,"Marinar, Pilot Naval, Barjist",RO05JUHH2713005479176475,DOP,40324829084,73.076788,-149.453289
Tatiana,Gheorghiu,2800821414422,1991-10-13,Buzău,"Aleea Olga Preda Nr. 134, Deta, 933565",0728 898 618,Comisar,RO89MLEE1243653754179883,ETB,83153551810,74.4196475,-40.948100
Paulina,Tomescu,5191126162337,1924-07-27,Olt,"Bulevardul Rica Stoica, Vicovu de Jos, 740487",0739 750 030,Auditor De Sistem De Management Pentru Sanatate Si Securitate Ocupationala,RO97UTBN8673785140902356,EGP,24177280469,3.720888,-170.397182
Cedrin,Oprea,6320209075076,1931-10-16,Caraș Severin,"Soseaua Dumitrescu Nr. 710, Brad, 619811",0236 401 943,Referent De Specialitate Petrochimist,RO36GURQ4520551298963984,UAH,7289340286,-7.2711505,121.224582
Maricica,Mazilescu,7270830127246,2012-11-17,Neamț,"Strada Ioniță, Corabia, 112040",0733 484 450,Tehnician Laborant Analize Produse Alimentare,RO78MPZF0785938390647969,MNT,56218690694,-30.901294,99.907625
Laurenția,Oprea,3530718442663,1948-10-22,Arad,"Aleea Florin Marin, Bolintin-Vale, 646102",0237 818 293,Operator Tehnica Poligraf,RO54IXHZ7480688296418172,NOK,50514231913,-38.999332,-110.393808
Cazimir,Stoica,4860206070344,2019-01-03,Iași,"Bulevardul Dobre Nr. 726 Bl. 99  Sc. 45 Ap. 466, Valea Mare (Babeni), 678772",0763 730 515,Pregatitor Hartie Fotosensibila,RO23WGYW6817658686802968,LTL,14830629297,31.4469315,174.607946
Caterina,Manole,5530423317759,1961-10-17,Timiș,"Aleea Mazilescu, Valea Caselor (Dragasani), 642374",0784 864 828,Cercetator In Masini Si Echipamente Termice,RO24AFYH9212285007097490,LRD,87080088796,-50.238827,17.914900
Adela,Nistor,5420808281909,1981-04-18,Sibiu,"Bulevardul Ladislau Florea Nr. 10 Bl. 93  Sc. 16 Ap. 178, Rosiori de Vede, 297416",0248 857 004,Operator La Fabricarea Pieii Sintetice,RO68YDVF8960235391240053,TJS,94803732025,46.503830,101.019777
Rafila,Florea,4730527435047,1920-03-30,Argeș,"Drumul Stănescu Nr. 187, Campina, 231263",0260 103 099,Coordonator In Materie De Securitate Si Sanatate In Munca (Studii Superioare),RO57QAYF4817433002354033,SGD,36062103594,-6.943900,24.214204
Eftimia,Pușcașu,3581227525729,1934-01-17,Hunedoara,"Bulevardul Stănescu Nr. 504 Bl. 70  Sc. 78 Ap. 899, Matca, 931817",0762 633 119,Nitrator,RO08MCTL1676645974806206,HNL,68747091852,4.935373,-155.244159
Anghelina,Oprea,6740716099286,1998-09-06,Alba,"Bulevardul Preda Nr. 74 Bl. 23  Sc. 98 Ap. 145, Techirghiol, 930498",0749 523 159,Operator La Fabricarea Fermoarelor,RO20VDMW1947886571360598,TRY,82641971838,14.320246,178.566517
Ozana,Tabacu,4390102341522,1983-11-13,Timiș,"Soseaua Aanei Nr. 69 Bl. 39  Sc. 45 Ap. 330, Breaza de Sus, 197620",0249 683 394,Ingrijitor La Domiciliu,RO11TQSJ6563659451601429,MMK,78903409730,-58.470852,69.814452
Atena,Tomescu,8180418409740,1994-05-08,Vrancea,"Aleea Pompilia Toma, Sangeorgiu de Mures, 825870",0262 340 319,Operator La Tragere Si Munitie,RO65MTWD7295357589207979,MGA,19804846496,-83.553131,-45.725288
Gherghina,Tabacu,8941125422924,1967-02-03,Maramureș,"Bulevardul Adriana Tomescu Nr. 892 Bl. 92  Sc. 95 Ap. 334, Valea Mare (Negresti), 318234",0768 144 938,Expert Contabil-Verificator,RO76DKGJ5919558442007833,WST,81004497363,54.695162,74.303540
Radu,Nistor,8670907349802,1926-03-19,Maramureș,"Strada Florea, 1 Decembrie, 692897",0764 533 264,Organizator Relatii,RO32NNQJ1165957252327322,VUV,49685321835,-69.993408,-83.064770
Safta,Florea,3651106377193,1954-03-29,Galați,"Strada Voinea, Focsani, 472198",0768 754 039,Inginer In Industria Alimentara,RO82POZF3695336147621865,SCR,92223285777,-46.0897145,-109.925205
Svetlana,Toma,8240112460525,1946-09-17,Covasna,"Aleea Cipriana Suciu Nr. 23 Bl. 29  Sc. 40 Ap. 840, Zalau, 137142",0734 275 967,Inginer In Industria Alimentara,RO87BTAU7271088286544091,INR,49599471786,31.9008095,30.556968
Saveta,Dima,2810420079794,1989-06-24,Bacău,"Strada Ionescu Nr. 165, Vlahita, 139558",0734 179 169,Miner In Subteran Pentru Constructii,RO80IMKJ6510660202069351,THB,35148646873,-19.365800,43.774045
Gabi,Stan,4200919055017,1991-09-07,Vâlcea,"Soseaua Zaraza Florea, Tudora, 750153",0234 512 105,Metrolog Verificator,RO05QNFH4703269823825816,XAF,21513517515,46.5107885,-64.964437
Aureliana,Ababei,4730327110941,1953-02-06,Dâmbovița,"Drumul Dumitrescu Nr. 59 Bl. 25  Sc. 93 Ap. 498, Motatei, 252439",0250 814 099,Optometrist (Studii Medii),RO60IVFZ4790460429463250,RON,89147402781,-57.183485,0.565037
Olivia,Barbu,4120921353010,2012-01-13,Prahova,"Soseaua Bănel Ioniță, Cugir, 431731",0263 823 966,"Termist Tratamentist De Piese Semifabricate, Finite",RO87ICAY9123853159846149,MYR,91761738511,55.330359,-145.310818
Zaraza,Niță,5160631371416,1979-06-06,Botoșani,"Strada Dinu, Covasna, 730513",0249 986 681,Cercetator In Energetica Industriala,RO50LLNB2275682605688406,AMD,35339284028,-87.0733465,88.516458
Lascăr,Ene,5070819377759,2000-08-22,Suceava,"Intrarea Eftimie Nr. 44 Bl. 14  Sc. 43 Ap. 800, Simeria, 834903",0758 420 500,Grefier Documentarist,RO70HCHN5211944259923049,PKR,37678818752,53.620755,107.845606
Mirona,Mocanu,1260624446874,1924-02-28,Argeș,"Strada Suciu, Brad, 476138",0269 422 231,Asistent De Cercetare In Filologie,RO52ZEJY6276328695759693,GHS,60844586318,63.0540435,-92.445099
Codruța,Aanei,2640221397358,1921-02-05,Alba,"Strada Nistor Nr. 49, Codlea, 723336",0231 688 983,Cercetator In Prelucrarea Lemnului,RO31MZYU9746284523894414,PEN,74251580401,70.101392,-55.514894
Tincuța,Ionescu,5350709376400,2004-04-12,Călărași,"Bulevardul Dumitrescu Nr. 33, Ianca, 449541",0266 599 405,Conducator Carte Funciara,RO36GFVA3124533205351102,TOP,95349577891,48.8619205,-162.349270
Ghenadie,Cristea,3140619194063,1948-03-23,Vaslui,"Soseaua Nemeș Nr. 912 Bl. 87  Sc. 35 Ap. 150, Ineu, 186337",0242 057 225,Operator Instalatii Control Antiterorist/Antideturnare,RO21BCCT0976708091544445,BBD,68053462544,1.4577185,-9.001267
Aura,Diaconu,7210228299726,1971-06-29,Caraș Severin,"Intrarea Milena Nistor, Corund, 720039",0723 132 364,Solist Instrumentist,RO92FFXG6841413560822858,GGP,83275258395,30.512566,-80.074641
Niculiță,Nistor,3050223068335,1954-10-03,Constanța,"Strada Tabacu Nr. 67, Rasinari, 785946",0746 263 576,Snuruitor Jaqard,RO20LHOF1393406858970585,JOD,42298875930,80.373997,142.630457
Nicolaie,Toma,2870931188650,2004-01-27,Satu Mare,"Soseaua Vasilica Ababei, Jimbolia, 749000",0252 211 967,Emailator,RO04NFMI4810962276086008,LBP,68158937248,-89.1891115,-164.302534
Niculiță,Mazilescu,4321226076019,1998-11-21,Ialomița,"Soseaua Ionescu Nr. 213, Tomesti, 873668",0760 096 882,Preparator La Prepararea Produselor Cosmetice Si De Parfumerie,RO27EDHY4104948169543511,RUB,75543890565,-24.825475,138.658949
Albert,Stănescu,4611004330896,1982-04-01,Iași,"Strada Lorena Ardelean, Lugoj, 750085",0752 972 695,Analist Financiar Bancar,RO95MUOA9120121815368808,BYR,32108078440,-24.674936,41.014187
Leontina,Dima,2980607021709,1978-12-25,Galați,"Strada Aurora Toma Nr. 89 Bl. 89  Sc. 73 Ap. 448, Alba Iulia, 967316",0746 741 972,Vulcanizator La Autoclava,RO40DLZL0680460753916094,SZL,66709054672,-54.1588225,-8.413634
Smaranda,Aanei,7250805340221,1931-03-21,Brăila,"Aleea Nistor Nr. 19, Fieni, 821933",0268 289 984,Editor Coordonator Programe Tv,RO04BZGR6230447861554859,NPR,49143057955,4.8674195,72.292800
Anabela,Tudor,7200411522245,1917-11-02,Vaslui,"Drumul Tudor, Sabaoani, 220647",0266 966 229,Reprezentant Tehnic,RO37KVAP3385242517760058,PLN,17404807678,22.2045315,-123.484194
Fiona,Pușcașu,4641216140475,2006-10-19,Vâlcea,"Aleea Georgescu Nr. 613 Bl. 86  Sc. 11 Ap. 179, Vladimirescu, 668109",0251 643 262,Sef Protocol De Stat,RO55WCHK3756346195746922,FJD,7565942675,-16.510706,-102.897898
Eusebia,Dumitrescu,5360714232241,1995-01-16,Satu Mare,"Aleea Daria Mazilescu Nr. 41 Bl. 83  Sc. 12 Ap. 215, Ruscova, 413617",0723 723 515,Model (Invatamant,RO81TZVG7575484707620522,AOA,91618856976,-38.426819,-90.448116
Dana,Preda,6870502318131,1974-06-07,Ilfov,"Drumul Popa Nr. 590, Valea Caselor (Dragasani), 541454",0747 079 158,Croitor-Stantator Piese Incaltaminte,RO42DNMZ1642455889857809,MZN,97119674689,28.2676145,-68.314295
Raul,Dinu,5160727047547,1946-10-17,Hunedoara,"Strada Antonela Mocanu Nr. 66 Bl. 24  Sc. 44 Ap. 198, Negresti-Oas, 405574",0772 494 934,Lacatus La Prelucrarea Si Indreptarea Tevilor Ghintuite,RO93DRIU9940106815687962,MOP,64386272731,7.895500,-92.046597
Adam,Popa,6820804393492,1974-11-10,Botoșani,"Soseaua Veronica Stan, Pogoanele, 228686",0733 423 787,Vanzator La Domiciliul Clientului Pe Baza De Comanda,RO87BTLS9705462770608279,CLP,44502125631,-41.180744,-22.004788
Robertina,Marin,1790624519158,1953-10-28,Giurgiu,"Strada Celia Stancu, Straja, 826148",0766 466 406,Subinginer Electromecanic,RO92VPKQ6179007210787924,GMD,77108497843,29.529820,170.482270
Ioanina,Popa,7051031050676,1930-01-13,Tulcea,"Aleea Florea Nr. 22, Avrig, 615860",0744 400 724,Expert Inginer Zootehnist,RO92CDVQ8679285611499845,BAM,31004087833,25.6853185,8.111717
Eusebiu,Preda,2720302051069,1959-06-13,Arad,"Strada Stan, Marginea, 199455",0766 698 135,Asistent De Cercetare Economist In Economie Agroalimentara,RO89LPCI6381322943912862,BAM,44102430461,51.8123785,-167.131169
Sever,Mocanu,5810622529190,1926-05-03,Argeș,"Aleea Melina Stoica, Campulung, 761597",0245 368 981,Asistent De Cercetare In Centrale Termoelectrice,RO89FRWT8966458031822688,MUR,3799832156,89.6360885,99.399102
Dida,Ionescu,8780903330714,1965-07-21,Gorj,"Strada Albu Nr. 230, Lupeni, 339508",0729 925 822,Plapumar,RO37JAJN6364230376028675,UZS,81362881417,65.975236,109.833105
Caius,Dinu,1960928452395,1930-07-21,Dâmbovița,"Drumul Dana Ionescu Nr. 163, Cugir, 582080",0764 986 424,Instructor Parasutism,RO88LTXT4572712462906415,BDT,73173509044,7.5246525,61.733616
Casandra,Dima,5240204417204,1975-03-31,Giurgiu,"Bulevardul Nemeș, Turnu Magurele, 857600",0249 955 140,"Trefilator, Tragator",RO24ZBFW1914083669024527,KWD,48228304306,-37.560549,58.521389
Carla,Marin,1560319114564,1988-11-05,Dolj,"Soseaua Niță Nr. 747, Ineu, 405830",0739 016 396,Inspector De Specialitate Inginer Prelucrarea Sticlei Si Ceramicii,RO56LEFL8089335142333260,TZS,59315749969,79.8528035,-76.026759
Floarea,Suciu,2410904029598,1962-09-05,Mehedinți,"Aleea Ileana Stan, Cernavoda, 894074",0762 534 225,Confectioner-Montator Cercuri La Butoaie,RO16GEIU0430972684739302,ILS,74290999865,-28.2347705,23.546765
Mihai,Tudor,6180305403773,1971-12-30,Maramureș,"Intrarea Caius Oprea, Avrig, 447810",0252 742 377,"Tehnician/Tehnician Responsabil Afacere, Metode Gestiune Mijloace Si Utilaje",RO02CNIC5144082744745386,JEP,89082331603,-73.514958,173.052292
Lăcrămioara,Eftimie,4900413014550,1998-03-03,Ialomița,"Bulevardul Diaconescu Nr. 829 Bl. 38  Sc. 45 Ap. 642, Sacueni, 847905",021 685 8125,Motorist,RO15CPUA6386018495940539,AUD,21444753793,7.755040,-178.385007
Viviana,Albu,5391225375869,1963-10-14,Ialomița,"Bulevardul Leontina Nemeș, Seini, 771668",0744 681 409,Director De Club (Hotelier),RO73XELR2493399435428219,AWG,34061869322,61.7196395,-27.645709
Victor,Popa,8390218342818,2006-08-23,Neamț,"Soseaua Pop, Horodnic de Sus, 157255",0750 868 022,Tehnician In Biochimie,RO55ASCX9811449469718540,UYU,23259229807,32.055645,-63.331329
Codrin,Marin,1540931132148,1996-11-14,Gorj,"Aleea Nemeș Nr. 341 Bl. 27  Sc. 64 Ap. 732, Rasnov Romacril, 557198",0745 396 597,Confectioner Sabloane La Imprimerie,RO70MRCR9330080622286638,PGK,56559801427,-9.193781,92.333558
Ligia,Ioniță,2340828322941,1973-12-26,Gorj,"Intrarea Nistor Nr. 32 Bl. 66  Sc. 32 Ap. 858, Strejnicu, 261765",0788 333 499,Controlor De Calitate La Protejari Metalice,RO35JVKR1847948129630708,ZWD,74203610742,16.8474775,107.185986
Georgeta,Tudor,8110607069991,1990-10-25,Călărași,"Drumul Popa, Medias, 951919",0726 096 811,Inspector General Judecatoresc Sef,RO79NWOR8457955037842393,SZL,37537525257,-8.5603475,-61.519779
Sorana,Dinu,6340122369322,2021-09-03,Brașov,"Aleea Rada Cristea Nr. 380 Bl. 55  Sc. 36 Ap. 687, Gugesti, 428123",0254 229 663,Asistent De Cercetare In Centrale Hidroelectrice In Ingineria Mediului,RO63ZDQF2059910473947673,BZD,22602657137,34.6913075,-96.246567
Gheorghe,Dumitrescu,1950828085763,1931-08-28,Teleorman,"Soseaua Aanei Nr. 883, Motru, 492016",0765 879 715,Muncitor In Serviciile De Trafic Aerian,RO34QVPV9194082736838454,TOP,2167465251,-17.960463,13.068537
Ileana,Preda,1601112052452,1990-07-12,Ilfov,"Strada Albu, Avrig, 947059",0256 253 773,Infirmier/Infirmiera,RO28PSDE9340720849162186,ANG,77981098638,-42.719174,-57.025466
Liviu,Georgescu,6850127326444,1914-08-13,Vâlcea,"Soseaua Diaconu Nr. 116, Ramnicu Sarat, 262435",0771 589 445,Turnator Modelier,RO74UIGB6909029624347242,FKP,52528430291,-24.8299135,102.890719
Anton,Aanei,6700303521493,1919-11-10,Sibiu,"Soseaua Victoria Eftimie Nr. 127 Bl. 54  Sc. 52 Ap. 206, Fundulea, 744892",0724 954 906,Inspector De Specialitate Pedolog,RO26VBRU8053102975888085,BAM,43202943659,-21.9072525,-11.625800
Damian,Toma,5680705301999,1971-08-19,Bihor,"Aleea Darius Ionescu, Reghin, 943634",0246 215 437,Montator Acumulatori,RO19AOMN9811769694471007,LSL,47510043495,62.271990,-110.699908
Ligia,Ardelean,7110826099030,2001-05-25,Bihor,"Intrarea Georgeta Dima Nr. 117 Bl. 20  Sc. 99 Ap. 867, Pipera (Voluntari), 544821",0264 975 040,Planificator,RO28TINO7442477358417211,KES,46321911062,36.456733,-126.617237
Cleopatra,Nemeș,3190304410291,1920-01-11,Olt,"Soseaua Tudor, Mogosoaia, 670386",0760 120 548,Conducator Autospeciala,RO24WQWQ8928309523771396,XPF,84721406787,-6.7773545,-2.341977
Alexe,Suciu,6371113320258,2023-10-14,Iași,"Bulevardul Ababei, Diosig, 621175",0236 080 969,Preparator Amestec Si Topitor Sticla,RO76XWXC5329144754378575,TOP,33661522394,56.953703,44.755749
Veronica,Pușcașu,2400922306101,1911-09-06,Călărași,"Soseaua Agnos Toma Nr. 567, Calan, 110999",0261 811 527,Sef Statie Televiziune,RO72UYUC0470961685689289,KRW,57798291577,58.146742,-18.826444
Olivia,Diaconescu,8510528100334,1979-10-06,Mehedinți,"Strada Albu Nr. 12, Turnu Magurele, 235985",0256 923 963,Consultant Afaceri In Agricultura,RO47WOLR4298552783363389,KPW,38019097667,-19.5391005,122.931844
Eric,Stănescu,6140501526982,1912-10-10,Călărași,"Intrarea Voinea, Cugir, 155084",0252 170 074,Etaloner,RO63SXSR9764400448727611,VUV,641286093,15.870807,-69.976897
Profira,Stancu,4030920165021,1938-08-22,Hunedoara,"Bulevardul Tania Ababei Nr. 28, Moisei, 135083",0756 932 475,Ingrijitoare La Unitati De Ocrotire Sociala Si Sanitara,RO57JDQZ2100597731226014,USD,31296149838,-48.709623,-166.859571
Hortensia,Ioniță,1240503090878,1986-03-01,Bihor,"Drumul Florea Nr. 581, Murfatlar, 654691",0761 430 092,Viceprimar,RO43UBAY0924232216560573,MYR,68249527056,69.953259,-51.457105
Steluța,Ardelean,2370504228358,1936-06-27,Constanța,"Drumul Dinu Nr. 360, Sebes, 141741",0268 511 725,Operator La Utilaje De Reabilitari Conducte Subterane,RO55YPFG1029410915523620,IRR,17495711453,65.0831375,-40.156676
Nicoară,Dinu,8530920107459,1918-06-23,Arad,"Drumul Pușcașu Nr. 103 Bl. 10  Sc. 65 Ap. 794, Baia Sprie, 553128",0740 307 635,Operator Masini Insacuire Pentru Fabrica De Ciment,RO91UIOH5055381905552178,BDT,44944930664,-39.199733,136.232502
Veronica,Georgescu,4090631367416,2020-11-17,Teleorman,"Soseaua Dochioiu Nr. 155, Harlau, 999898",0711 993 468,Rihtuitor Confectii,RO04KLLF7745926813776100,VND,10156683008,15.1386665,170.120930
Victoria,Diaconescu,6811210371828,1916-11-16,Vaslui,"Strada Dinu Nr. 24, Roman, 829923",0735 642 817,Cambist (Broker Valori),RO25CWAW7750580964263337,KMF,38988776276,-10.3300325,73.458090
Iacob,Mocanu,3700716268275,1963-09-22,Alba,"Aleea Ene Nr. 161, Poiana Mare, 175413",0753 004 769,Conservator Arhiva (Studii Medii),RO49QXZY9732447401175130,SHP,51798983693,75.179001,113.346139
Anca,Dochioiu,7730217468491,1916-04-22,Covasna,"Drumul Frederic Pop, Bacau, 171848",0784 470 103,Lucrator Calificat In Culturi De Camp Si Legumicultura,RO27WCRA0756136916043160,UYU,16611116834,-1.3155825,99.156726
Carina,Stancu,5361227420885,1914-02-09,Olt,"Drumul Ica Pop Nr. 92 Bl. 81  Sc. 24 Ap. 587, Siria, 481685",0769 447 301,Analist,RO03ECAX3703103070708965,HUF,86134762984,-56.3787385,145.119090
Paulina,Diaconu,2970529403751,1980-11-04,Cluj,"Drumul Roxana Manole, Buhusi, 239536",0742 114 708,Manager Informatii Pentru Afaceri,RO86VBWW6393475015869184,BSD,30689606599,-85.728749,-150.755778
Ilarion,Stoica,3140713389563,1963-04-11,Cluj,"Drumul Voinea Nr. 93 Bl. 22  Sc. 11 Ap. 137, Ruscova, 809580",0761 224 728,Inspector De Specialitate Inginer Metalurg,RO31ZVIB4899881086996683,XPF,20609884468,-66.556689,52.280950
Tudosia,Pop,5830906146615,1926-07-20,Neamț,"Drumul Ene, Schela Cladovei, 897235",0255 465 865,Facturist,RO88VZAB5895157040526617,XAF,883768685,30.429042,59.110445
Narcis,Tudor,1710419398716,1959-04-08,Ialomița,"Intrarea Nemeș Nr. 49, Videle, 823564",0720 370 133,Preparator Ferodouri,RO11IVPB1482923311806336,BOB,12378117997,80.655279,-93.411906
Cedrin,Stănescu,4810618270663,1936-12-08,Constanța,"Bulevardul Albu Nr. 520, Deta, 162104",0242 156 158,Nituitor,RO93LTIB6487216682634218,SAR,5329203494,-83.6616625,-33.408623
Bianca,Oprea,2940123067839,2016-12-30,Gorj,"Bulevardul Florea Ardelean Nr. 71, Arad, 754365",0259 530 727,Confectioner Placi Izolatoare,RO30WJUQ8780594617002595,ILS,34332514163,-78.338323,169.059083
Cerasela,Albu,5511002525176,2004-04-23,Mehedinți,"Bulevardul Mihnea Oprea Nr. 386 Bl. 18  Sc. 76 Ap. 190, Falticeni, 487098",0763 983 508,Referent De Specialitate Statistician,RO10GARM1408352628846464,FKP,87989628102,-84.9992465,9.671375
Marioara,Nemeș,5330706153896,1926-08-12,Călărași,"Soseaua Pop Nr. 28 Bl. 89  Sc. 62 Ap. 395, Babeni, 834173",0240 594 441,Muncitor Radioelectronist,RO40LRSY0052254451585374,ZMW,89523441541,-11.538737,-52.888024
Aristița,Dinu,8850929097492,1947-08-18,Maramureș,"Aleea Manole Nr. 84, Sebes, 805322",0743 241 937,"Consultant Tehnic In Productia De Cereale, Plante Tehnice Si Furaje",RO90KZQK5189231591191059,FJD,50295464637,-27.539488,129.320504
