first_name,last_name,personal_number,birthdate,address,phone_number,mac_address,ip_address,iban,currency,balance
Marioara,Mazilescu,6800823329742,1974-10-29,"Strada Stancu Popa, Babadag, 272952",0246 972 659,67:13:34:f6:02:62,84.222.163.250,RO41BSMC6907916592905417,LBP,29353807164
Maxim,Ababei,4690326075286,1951-03-04,"Intrarea Roxana Nistor Nr. 242, Alba Iulia, 223662",0260 875 396,14:39:5b:3e:c0:34,84.204.159.100,RO31IXSM3906902955460300,KGS,60448343607
Zamfira,Albu,6330723266599,1970-09-22,"Soseaua Panagachie Ardelean, Suceava, 602281",0260 367 346,ce:6c:f2:0e:5b:d3,214.3.49.163,RO86UPQN2830598608454451,NAD,30015203618
Zina,Georgescu,5490420200708,1980-10-29,"Aleea Ardelean, Siret, 945035",0722 319 289,f9:c6:59:ea:84:f7,151.182.153.221,RO09QXPL2462171935693831,COP,1782901942
Marcel,Oprea,6850427303170,1952-01-24,"Aleea Popa Nr. 60 Bl. 80  Sc. 89 Ap. 261, Targu Mures, 912809",0753 487 782,63:65:24:c5:92:6d,207.175.192.217,RO18HXLF2609568584090872,TND,29978609651
Crin,Niță,7800516528604,1993-08-02,"Aleea Mitruț Dinu Nr. 96 Bl. 85  Sc. 23 Ap. 662, Tandarei, 246189",0786 679 757,10:a0:27:ab:6f:94,114.126.84.156,RO94DOZX7811006010268641,SBD,40734913536
Lucrețiu,Aanei,7561013368553,1958-12-11,"Bulevardul Dima Nr. 91 Bl. 51  Sc. 36 Ap. 567, Barbulesti, 685716",0720 496 382,63:da:6b:23:17:d4,124.115.81.48,RO04XWCT7926182972567444,COP,20872614957
Dragoș,Ene,6610510431564,1920-11-26,"Soseaua Gheorghiu Nr. 91, Harlau, 688335",0234 199 714,c2:b5:44:57:e7:72,88.69.16.99,RO09ICNW9410551128334704,BBD,63680369737
Floarea,Stoica,5790531121921,1989-11-04,"Drumul Traian Stancu, Balotesti, 422917",0786 184 102,67:fd:8b:a9:66:e5,72.1.203.249,RO82RPAQ3236975524327889,NAD,60769821132
Petruț,Popescu,5240830521675,1951-05-27,"Strada Melania Diaconu, Fagetel (Remetea), 132662",0762 263 608,a5:91:00:84:9a:fd,208.188.152.51,RO02SAXU9350419975462430,SOS,18015417765
Anaida,Dinu,3590320111103,1997-12-28,"Strada Aanei Nr. 77 Bl. 12  Sc. 10 Ap. 991, Oravita, 629505",0733 890 497,65:d9:b2:8e:4e:3b,92.68.238.183,RO10KBSD8967194420114205,BMD,62140353389
Irinel,Florea,2630224332849,1912-12-21,"Soseaua Popescu, Iernut, 942071",0784 969 574,4e:26:01:b5:bc:45,170.81.12.189,RO34EEEQ3555162453036323,ERN,6703177657
Elisaveta,Albu,3280406139681,2021-12-10,"Intrarea Mocanu, Rosiori de Vede, 286819",0730 279 373,64:8a:c2:a6:2c:e7,59.12.212.177,RO60FEEJ4969238082548595,AOA,85603616506
Maxim,Stoica,3850427427593,2018-04-12,"Soseaua Ardelean Nr. 275, Saveni, 978882",0786 065 527,3f:d7:ed:ba:14:c9,108.85.106.21,RO26IERQ2357991885110162,BYR,59448211215
Alida,Marin,8441215024600,1932-03-01,"Bulevardul Gelu Pușcașu, Toplita, 994210",0743 642 755,07:0d:87:16:3d:8b,179.129.135.120,RO33TLTG4794802737467938,FKP,94216837755
Ștefana,Popescu,5290227017881,1993-11-23,"Aleea Ionescu, Dabuleni, 548593",0754 006 624,66:4f:f0:ba:54:00,53.223.109.108,RO09WFQR2653580949123232,CLP,8764309878
Semenica,Aanei,2060201365739,1928-02-02,"Strada Lelia Dumitrescu, Beius, 894674",0254 685 314,f0:10:b0:7f:f4:cb,80.206.253.13,RO45TGRU0468190650198283,PAB,27568598424
Nelu,Dumitrescu,4460408381483,1980-11-20,"Bulevardul Minodora Toma, Iernut, 217237",0269 807 772,d6:68:34:b2:6c:0e,199.2.104.208,RO49KGBH8926001427258917,JEP,4088518796
Tania,Gheorghiu,7420316377701,1953-02-10,"Intrarea Stoica Nr. 36, Bumbesti-Jiu, 211013",0245 498 347,62:23:bb:8d:21:f6,125.11.201.75,RO83TIDM9521423464355909,HNL,27011588448
David,Mocanu,3470229285091,1953-02-04,"Aleea Nistor, Tecuci, 452390",0260 626 174,92:c3:75:59:19:69,77.115.218.193,RO60FULZ0490365741181753,UYU,41954907050
Clara,Dobre,5901216274944,1950-04-06,"Bulevardul Florea, Rasnov, 812087",0269 950 492,fe:24:1f:b0:8b:6d,67.148.36.111,RO98PHDP0499592871678053,BOB,98075609931
Raluca,Stoica,6720622241756,1937-01-06,"Bulevardul Ene, Voluntari, 830505",0747 881 708,24:fb:3a:b2:c7:61,137.131.11.253,RO43XKCV3887231393637232,SPL,60288794243
Doina,Albu,7281030202458,1971-05-29,"Bulevardul Stănescu Nr. 776 Bl. 62  Sc. 25 Ap. 100, Horodnic de Sus, 183236",0249 424 301,cf:c1:eb:79:e2:e6,33.44.44.159,RO29MPNK5897782094669787,CUC,16685794360
Maxim,Eftimie,3050130052568,1913-03-30,"Drumul Ionescu Nr. 876, Pantelimon, 734966",0784 884 845,5a:c4:97:6e:6a:76,13.92.33.228,RO19FPTN4095664471017125,BRL,62729060345
Cerasela,Suciu,5210105177743,1952-10-10,"Intrarea Popescu, Ocna Mures, 238796",0242 876 667,b8:bb:9b:58:f2:2e,129.182.28.160,RO54IABI8793726337627609,GYD,47072481021
Dumitru,Mocanu,7850513189399,1923-08-10,"Strada Dobre Nr. 632 Bl. 31  Sc. 15 Ap. 379, Bocsa, 208833",0246 456 242,89:f5:b1:bf:eb:61,105.127.233.141,RO02IXER3896595730808086,GBP,48687523887
Aurelian,Diaconu,6971201272764,1985-09-05,"Strada Mitică Popa, Copsa Mica, 460067",0728 277 542,f4:f2:a2:bb:33:aa,153.42.228.158,RO46XDDJ7635449486178151,VND,42728630527
Cecilia,Marin,2891105158598,1946-07-23,"Bulevardul Dinu Nr. 232, Gugesti, 849914",0768 820 931,35:e0:1e:04:92:ed,116.103.203.167,RO72YLAQ4450749150545519,ZWD,97546537157
Denisa,Stoica,3930102398836,2021-05-01,"Soseaua Toma Nr. 56, Arad, 576386",0731 398 026,8c:77:f1:15:96:9b,170.80.95.251,RO66KXEK7114743112408006,SEK,84218284671
Olimpian,Dochioiu,5871128300308,2018-01-04,"Intrarea Barbu Nr. 31 Bl. 51  Sc. 82 Ap. 290, Deva, 358148",0759 796 937,1a:4d:b5:82:95:79,164.176.207.106,RO76YOOW3084774745120277,OMR,24661002899
Florea,Stoica,7840429312474,1917-02-08,"Strada Pop, Iernut, 240488",0752 047 145,b9:60:96:5b:96:ef,32.57.14.39,RO20WYDE3397235150526143,ARS,82165499421
Leontina,Eftimie,5710713417480,1970-03-18,"Intrarea Mărioara Niță Nr. 827, Diosig, 584090",0758 118 262,23:ea:3e:20:00:c3,172.200.213.9,RO27UQPL4191091330919754,CAD,70470945868
Darius,Toma,2510915467414,1945-01-20,"Aleea Salomea Tabacu, Anina, 307346",0724 544 304,5e:c6:ee:29:a9:5d,43.216.157.14,RO90JYEF3343125348078496,IRR,63844473497
Anamaria,Pop,6800713019031,1914-08-22,"Bulevardul Eftimie Nr. 898 Bl. 39  Sc. 33 Ap. 905, Focsani, 411347",0746 038 326,b4:71:a4:53:9c:f2,209.228.221.163,RO25GXCJ0316528742929695,MAD,63883623775
Malvina,Manole,2560730051128,1940-12-08,"Drumul Zeno Dima Nr. 992, Chitila, 345777",0232 127 127,a2:84:c3:83:e3:79,160.182.161.26,RO18WJYJ7409851385232895,SHP,83831133609
Gregorian,Marin,8640424513261,1917-07-24,"Strada Milena Gheorghiu Nr. 14 Bl. 59  Sc. 38 Ap. 300, Bocsa, 737653",0749 923 257,69:5d:36:63:3b:cf,95.126.71.31,RO76QEFC3391544594828089,IRR,74357146488
Diana,Diaconescu,4551001360992,2021-11-17,"Aleea Angel Georgescu, Lunca Cetatuii, 568392",0266 867 571,0d:75:af:f3:21:3b,134.45.243.114,RO89QOPX0339362071306135,VUV,86372171823
Tatiana,Ioniță,5150419460476,1940-02-17,"Bulevardul Pușcașu, Galati, 582050",0747 509 488,4c:f1:58:e0:c6:f2,15.88.240.79,RO07VWJQ2628498368344998,EUR,84149500469
Iustinian,Popa,2090619108340,1981-07-14,"Aleea Stan Nr. 801 Bl. 13  Sc. 36 Ap. 499, Baia Sprie, 645260",0731 095 678,be:08:4b:6d:a2:3b,112.114.245.236,RO76AOKU9014826310990492,BAM,37144678799
Grațian,Popescu,1400521109764,1939-09-02,"Intrarea Dina Popescu, Carei, 710459",0268 069 435,c9:bb:fc:d2:3f:1a,90.51.35.186,RO12SPGI8879736303271810,UYU,70719340756
Dan,Ardelean,5570310089149,2012-08-28,"Intrarea Dafina Nistor, Chitila, 122195",0738 551 356,41:7e:6b:e3:bc:73,131.11.255.92,RO15RRNY1038449822122472,OMR,48148321163
Bănel,Voinea,2530323036142,1992-11-01,"Drumul Suzana Ababei Nr. 171 Bl. 69  Sc. 33 Ap. 100, Petrila, 551978",0724 818 995,ae:e9:80:62:c5:0d,3.218.4.52,RO16HCJO2723403875301976,GTQ,53639026528
Georgeta,Eftimie,2361216062781,2016-10-13,"Bulevardul Ene Nr. 60, Tunari, 109380",0762 583 202,31:1e:d4:03:a4:e5,84.4.222.125,RO96FXZU2250620565181346,ZAR,27377430565
Narcis,Dinu,1190228113034,1975-09-16,"Aleea Eftimie Nr. 664 Bl. 19  Sc. 19 Ap. 271, Busteni, 974124",0258 829 751,ee:e6:af:33:aa:92,98.192.4.9,RO58FAEG8230499800507276,BDT,9400515250
Iulia,Pop,4630329023437,1993-05-21,"Intrarea Popa, Ploiesti, 796003",0741 261 038,d6:89:76:c9:54:bb,72.244.157.134,RO76LFFX8507464261347622,USD,41732684057
Sorana,Manole,5850804524364,1937-06-14,"Drumul Diaconu Nr. 41 Bl. 36  Sc. 94 Ap. 640, Cisnadie, 257178",0238 032 289,57:57:0f:d8:ec:01,70.138.101.91,RO78DCLA2581118415210483,GTQ,57166685328
Olimpian,Pușcașu,6520813263000,2001-04-20,"Soseaua Pușcașu Nr. 66 Bl. 29  Sc. 10 Ap. 645, Baia Sprie, 193418",0232 697 238,d6:58:c5:65:a6:32,160.120.110.15,RO94WGDT0612934315785022,WST,70785055822
Radu,Ababei,6060201176971,1985-05-20,"Aleea Pop Nr. 32, Moinesti, 646245",0711 517 690,59:b4:df:2d:f0:f7,214.171.177.55,RO73BILB9375206115524073,GYD,47437379965
Ileana,Dinu,4760723118731,2017-10-16,"Soseaua Toma, Techirghiol, 580905",0759 772 932,5c:f1:1d:44:89:c5,156.162.225.148,RO87ZVYE0520298777324981,TZS,94831039679
Cristofor,Oprea,4170624257396,1969-09-02,"Aleea Dima Nr. 569 Bl. 69  Sc. 74 Ap. 197, Jibou, 267968",0761 362 063,b1:60:2c:a6:11:e8,40.111.254.138,RO29BKJO0100422617811743,ZMW,92602336390
Flavia,Ionescu,3760921373681,2010-07-16,"Strada Barbu Nr. 79, Falticeni, 878962",0762 454 976,33:9f:8b:89:7f:77,24.199.49.167,RO37QCWL2143778522011418,MGA,46953638120
Alina,Nemeș,2020516173351,1967-06-10,"Strada Stancu, Zalau, 277823",0732 382 421,b6:b9:2b:68:49:f9,162.110.213.243,RO79WLVX0783087892652431,KRW,23788396136
Decebal,Barbu,8210522510721,1988-12-29,"Aleea Nemeș, Fagaras, 368750",0722 911 157,81:d9:ee:26:a0:5e,82.227.124.146,RO48QKTF2375922319493796,GEL,18189244717
Nicoleta,Preda,7941227194367,1992-08-18,"Aleea Salomea Nistor, Ramnicu Valcea, 830576",0242 326 379,61:4b:58:d7:fa:91,143.59.254.195,RO14RIGB9709386012839888,KMF,5156989083
Blanduzia,Dobre,8900830162210,1910-02-16,"Soseaua Diaconu Nr. 619 Bl. 28  Sc. 97 Ap. 983, Babeni, 811731",0769 140 437,b8:36:12:0e:6d:11,205.242.24.37,RO27KSXO6285007097818654,NZD,37815423017
Andrian,Ardelean,5540901223973,2008-03-22,"Bulevardul Ababei, Drobeta-Turnu Severin, 939903",0734 173 653,08:16:db:7f:75:81,6.80.67.249,RO22AZOE4383790279200976,PEN,32806997440
Romanița,Albu,7271210170061,1908-09-09,"Strada Janina Tudor, Baia Sprie, 894024",0238 242 167,26:e8:7f:58:57:35,55.42.236.185,RO59NUKP2670090315889144,NOK,9162199554
Aristița,Gheorghiu,2760725405443,1934-04-17,"Drumul Mocanu Nr. 20, Covasna, 438757",0731 437 964,e1:3a:fe:8a:a1:48,208.24.177.53,RO48AYCE1852319316175889,SOS,78488103944
Eugen,Nistor,1980404518179,1985-08-10,"Aleea Albert Ababei Nr. 832, Deta, 118432",0249 472 051,1a:80:03:f7:eb:ed,148.243.128.88,RO08NJFR7898062611223688,HTG,35131370000
Alis,Suciu,7600931083082,1971-02-11,"Soseaua Sabin Florea Nr. 166 Bl. 18  Sc. 75 Ap. 605, Peretu, 566587",0751 181 848,45:c2:fc:07:03:43,102.138.18.13,RO09YFOK9439827243857696,INR,1751145186
Leordean,Eftimie,3100223368377,1924-05-11,"Intrarea Nistor Nr. 12, Moisei, 208871",0262 064 702,69:58:2c:62:83:41,132.49.143.33,RO28BCAE5988211977806268,BWP,19871529826
Manole,Ionescu,4061227206111,2016-04-24,"Intrarea Dumitrescu Nr. 81 Bl. 90  Sc. 91 Ap. 301, Campulung Moldovenesc, 104248",0728 054 458,bf:a5:81:1f:12:11,74.246.181.170,RO72GGQE8538396721785979,GIP,40830780205
Bernard,Marin,8891028087207,1953-08-27,"Drumul Stănescu Nr. 89 Bl. 51  Sc. 90 Ap. 690, Simleu Silvaniei, 755052",0725 789 233,60:03:0e:57:ab:42,168.96.214.75,RO21GXOU3311692477010248,LKR,86511838410
Denis,Barbu,4311224517497,1939-08-19,"Drumul Dobre Nr. 38, Simleu Silvaniei, 796852",0731 397 454,a9:84:f8:25:78:dc,132.207.36.38,RO72VEKP8337529246624990,IDR,95721122635
Dorli,Pușcașu,4751203155587,1910-11-21,"Strada Niță, Dej, 570636",0233 296 477,ad:88:9e:ad:10:cb,80.96.205.239,RO77XBTD5939667524794988,MVR,68374161260
Sanda,Tabacu,1850602440244,1930-04-11,"Bulevardul Diaconescu, Talmaciu, 185781",0249 423 056,69:51:e1:29:07:33,202.148.124.172,RO33GMZC4828617408032170,DKK,15155531825
Norica,Cristea,8580810227652,1988-09-03,"Aleea Ardelean Nr. 21 Bl. 62  Sc. 12 Ap. 736, Targu Mures, 791937",0247 031 926,4a:ca:cd:5c:52:c2,83.84.183.20,RO53BVRN9835425491975241,KZT,18573085268
Geanina,Stancu,7740521342211,1972-07-30,"Bulevardul Tabacu Nr. 47, Cajvana, 649583",0257 352 715,c8:79:90:46:4e:ff,102.113.70.45,RO90BDLH9535902423586115,BWP,14724506438
Smaranda,Dima,2431124463462,2017-10-17,"Drumul Mazilescu, Oravita, 577955",0763 278 183,94:0c:19:60:49:90,63.127.67.209,RO96YODS6037186348728989,ERN,32644487579
Jasmina,Pușcașu,2690927035819,1930-07-12,"Aleea Stancu Nr. 84 Bl. 68  Sc. 19 Ap. 154, Apahida, 159008",0762 546 388,2c:51:be:af:a2:65,94.96.112.227,RO58JNAI4083033217480972,KMF,30204783732
Iurie,Voinea,8831122184466,2003-08-10,"Soseaua Ionescu Nr. 764 Bl. 40  Sc. 59 Ap. 566, Simeria, 704460",0763 697 070,40:f5:e3:d3:b1:0d,52.158.135.147,RO78WHKC4990102597263753,EUR,85943537146
Gabi,Ardelean,7610914418850,1985-12-06,"Drumul Barbu Nr. 69 Bl. 26  Sc. 54 Ap. 418, Suceava, 408228",0263 117 400,ec:07:f0:23:85:c3,45.224.13.76,RO47QRZB5610728710343893,HRK,64974837439
Haralambie,Dobre,8431106111210,1925-08-20,"Strada Stancu Nr. 36 Bl. 70  Sc. 42 Ap. 698, Rasnov, 229413",0247 365 260,b4:1b:9a:2f:db:ae,48.97.14.239,RO64PDEE3508491322162073,BYR,30871137669
Augustina,Ioniță,4500225232331,2021-11-07,"Intrarea Ene Nr. 177 Bl. 41  Sc. 34 Ap. 927, Targu Mures, 624037",0251 783 447,2c:6e:1b:58:f9:3f,155.12.129.75,RO80IARG3469295145977936,DKK,84021859700
Codin,Pușcașu,5640802230380,2013-02-09,"Aleea Luiza Toma, Hateg, 360554",0239 868 543,06:d5:da:03:4f:5a,111.105.100.7,RO24DWQP1891932378346520,SLL,32974211254
Natașa,Eftimie,2980914034312,1983-08-05,"Strada Albu Nr. 332, Craiova, 169562",0241 875 307,99:09:e7:09:ec:8e,161.201.126.49,RO42IKGB5670638709420968,IDR,73276503658
Mărioara,Marin,4290126270304,1973-04-03,"Intrarea Tabacu, Dorohoi, 247170",0235 579 512,9f:42:22:15:dc:f8,177.235.120.249,RO45KECL9453582857620900,AOA,42825701881
Marta,Dinu,3760518175405,1938-08-18,"Bulevardul Vicențiu Niță Nr. 543 Bl. 75  Sc. 28 Ap. 201, Berceni, 786636",0780 918 594,cc:5c:1c:83:a6:87,50.66.37.104,RO45XWJY1698457955098781,UGX,78552444925
Stanca,Florea,4140302012241,1934-10-26,"Intrarea Norman Stan Nr. 658, Ocna Mures, 657389",0255 697 904,e1:0f:31:04:1c:1b,48.56.109.237,RO76XOIQ9165228630807566,AWG,14076756417
Lioara,Albu,5390303400907,1940-10-24,"Bulevardul Voinea Nr. 52, Valu lui Traian, 731512",0732 154 293,5a:ae:54:4f:28:55,160.46.12.34,RO33YIJB2457219944212412,MYR,29182030548
Hortensia,Stan,3471016363071,1994-02-13,"Soseaua Rozalia Tomescu, Timisoara, 341589",0748 101 271,b9:02:26:a9:5a:3c,114.5.48.226,RO33RGIG7503130491015336,IMP,71380255377
Rafila,Barbu,5471204346873,1958-09-10,"Drumul Pușcașu Nr. 241, Negresti-Oas, 245046",0240 702 746,4a:80:7b:c4:16:96,24.109.246.135,RO40VMNM5721236025378392,MOP,91584089587
Betina,Mocanu,5550708320868,1987-12-18,"Strada Nemeș Nr. 43, Prejmer, 547324",0262 611 771,c8:72:f8:e7:aa:52,149.60.76.84,RO77YRRQ6814580600274829,BRL,5315401361
Vasilică,Dobre,1090723198621,1974-06-17,"Strada Gheorghiu, Cudalbi, 539774",0268 555 744,43:24:10:c0:54:93,101.253.250.185,RO37BKSZ7479364090902015,HNL,86328531926
Dan,Georgescu,2471013182016,1961-04-22,"Bulevardul Florea Nr. 35 Bl. 61  Sc. 29 Ap. 311, Campina, 715157",0261 840 578,8e:2c:d1:69:4e:9b,160.71.236.50,RO60ZXLB0360745861445723,KGS,15998144675
Rada,Popescu,3051116196864,1961-04-29,"Bulevardul Costin Niță, Insuratei, 328856",0729 518 439,38:4c:1c:9d:ef:77,105.5.24.136,RO34QGUW8014758207640730,ARS,7214688338
Varvara,Popescu,2221013262346,1919-01-18,"Drumul Manole, Rosu, 933791",0242 523 918,ca:57:45:be:da:d4,73.213.109.171,RO78EGJK7137783789748399,EGP,97715530568
Axenia,Georgescu,5600126443693,1947-03-23,"Drumul Ababei Nr. 897 Bl. 60  Sc. 29 Ap. 432, Lunca Cetatuii, 614218",0752 995 836,bb:70:69:14:06:62,18.94.24.131,RO87BLPF1336173368363817,HTG,68648680753
Marinela,Tomescu,1870622463604,1982-03-01,"Soseaua Ionescu Nr. 65 Bl. 92  Sc. 69 Ap. 754, Rovinari, 140148",0255 864 455,d9:12:bc:7d:63:a7,32.218.191.234,RO75MVME4486667577869014,KGS,6575315899
Horea,Niță,2160703460996,1984-10-20,"Soseaua Popa, Otopeni, 269691",0743 992 084,e0:02:1c:fc:99:3e,188.221.215.140,RO92HDDB1148394506776469,UGX,36600999773
Horațiu,Dinu,1630613115896,1947-11-18,"Aleea Eftimie Nr. 319, Savinesti (Poiana Teiului), 140057",0236 462 408,d5:ce:e9:1e:b2:88,31.184.112.181,RO28ZXVL9425136641378249,HUF,83090814877
Silviu,Preda,3480909161751,2003-05-14,"Intrarea Ciprian Toma Nr. 953 Bl. 76  Sc. 48 Ap. 605, Iernut, 837047",0725 782 140,18:35:41:0e:1b:7c,36.167.23.210,RO19COOK3344036688920182,DOP,97491694617
Angel,Mazilescu,5391216308860,1930-01-27,"Drumul Tudor, Focsani, 187552",0235 725 240,4b:5e:ff:3d:c6:d5,4.227.130.173,RO57JTIC7856269735884435,ZAR,93173046103
Corina,Nistor,7570522361778,1929-09-02,"Bulevardul Bernard Georgescu, Anina, 167403",0266 179 962,ea:d0:9d:23:3e:e0,107.241.180.164,RO35OZKX3425321907763470,BND,23152146862
Saveta,Dobre,2540414195228,1920-02-15,"Drumul Severina Ionescu Nr. 881, Bolintin-Vale, 714632",0749 219 112,b7:96:0c:70:9b:e0,38.249.189.69,RO11IBCY0637456887946230,MVR,49385637940
Victor,Florea,2240306120356,1908-05-07,"Strada Ardelean, Piatra-Neamt, 107090",0236 962 886,66:68:15:00:79:77,123.139.116.15,RO37TRGG4828753307206330,MKD,32214352480
Bernard,Nemeș,6250224515863,1977-09-16,"Soseaua Teodora Diaconescu Nr. 486 Bl. 83  Sc. 20 Ap. 729, Bacau, 765498",0248 541 005,02:bb:4b:01:e8:12,79.246.99.148,RO72IKYK7488751942238374,EGP,10392468195
Ghenadie,Ababei,6640614236846,1992-12-12,"Aleea Pușcașu, Ramnicu Sarat, 630185",0772 337 787,2f:47:c0:6f:eb:60,116.181.36.255,RO79TANJ8366420511469868,VND,38610090714
Brândușa,Stan,2500426304068,1946-01-10,"Aleea Toma, Zalau, 593860",0266 885 461,a2:ce:99:4a:e9:24,137.3.134.10,RO36NJDD4300368709120741,ILS,95318719479
Răzvan,Tabacu,1520625030746,1922-04-28,"Strada Tomescu, Macin, 483477",0265 710 171,b1:11:67:4f:e8:a6,42.29.52.36,RO02NCFT0044613361000104,EGP,85626993342
Daniela,Stan,8461023140451,1955-08-26,"Intrarea Stoica Nr. 51, Adjud, 789558",0732 630 442,81:91:91:80:e4:92,160.80.16.89,RO33EFTH9565427713371868,BOB,76570499352
Mara,Preda,1190201274341,1923-06-17,"Strada Stan Nr. 898, Sancraiu de Mures, 412381",0765 140 995,36:71:4e:81:23:60,41.47.135.2,RO11XLCS4806073191585725,CDF,46039571033
Renata,Dumitrescu,7651214360098,1943-07-11,"Intrarea Barbu, Arad, 706936",0251 342 904,92:e8:3e:7a:2b:d2,110.245.231.78,RO08SKUJ3787361508751877,FKP,69734576941
Brăduț,Nistor,6690716341099,1917-05-30,"Soseaua Eftimie Nr. 824, Turda, 650228",0759 878 343,5d:18:b4:8d:3c:6b,46.175.70.7,RO32MEZM3025870347953374,IDR,11147744875
Carina,Manole,7420231219098,2004-05-18,"Aleea Diaconu, Petrosani, 912088",0723 446 968,49:32:29:f3:55:06,85.116.138.67,RO63UUTR1299031689493500,LSL,82779531182
Timotei,Marin,7760114516470,1958-05-18,"Bulevardul Diaconu Nr. 159, Husi, 959425",0721 745 175,8c:4e:96:23:49:c3,2.31.131.208,RO04WHRF0744198967888958,SAR,18681932877
Narcisa,Diaconescu,6440731181754,1925-06-03,"Aleea Dima, Medias, 518805",0249 282 369,b8:30:59:f5:74:42,174.134.210.141,RO46ZLRX1994685243002709,TOP,48019945516
Grațiana,Florea,4020825219473,1970-08-20,"Soseaua Popescu Nr. 50, Sighetu Marmatiei, 371669",0261 927 682,52:79:7b:8b:c7:07,122.70.63.190,RO68LQWE1820730994187319,AUD,93089826585
Adina,Tomescu,7050212523689,1993-11-14,"Bulevardul Ieremia Dima Nr. 67, Baia Mare, 145009",0744 250 035,f3:c3:ee:26:e6:76,34.34.208.245,RO49CZWC6918804285893084,ZAR,4821225242
Crenguța,Cristea,5410714181114,2015-10-31,"Bulevardul Monalisa Pușcașu, Balotesti, 285764",0250 539 148,07:b8:2a:c7:46:f5,190.208.100.3,RO48AFNM2750824541469951,UZS,94316962365
Nicușor,Albu,5220122248642,1932-12-05,"Soseaua Brândușa Niță, Rasnov Romacril, 368610",0248 503 218,ca:3d:2a:a1:24:5b,12.220.177.204,RO47PGRL2111049309175473,GHS,73375761636
Monalisa,Ardelean,7381109253104,1985-06-14,"Bulevardul Costel Stoica Nr. 91, Simeria, 242294",0751 369 965,d7:f4:4c:fd:a4:db,217.125.231.89,RO78YHMT1558252078006872,STD,72982740161
Visarion,Niță,4700802306511,2000-12-29,"Bulevardul Nistor Nr. 467 Bl. 79  Sc. 19 Ap. 117, Tecuci, 878133",0268 883 002,0c:c5:4e:96:64:39,164.130.63.234,RO15TNKU8454480860812208,MRO,99984836338
Floare,Dima,2910414019952,2009-03-26,"Soseaua Ioan Nemeș Nr. 997 Bl. 92  Sc. 41 Ap. 716, Ramnicu Valcea, 779134",0248 611 153,b0:db:49:0d:d0:a0,152.84.194.193,RO81LFLX3309925174405878,EGP,51538015620
Ilarie,Stan,6490213329276,1932-01-12,"Strada Claudia Tudor, Galati, 404123",0763 779 825,0d:5c:bb:4a:8e:83,203.108.235.90,RO23CNCC4452800857022657,OMR,30211209918
Ciprian,Ene,6421208514027,1983-04-17,"Drumul Stan Nr. 842 Bl. 39  Sc. 29 Ap. 938, Gilau, 452684",0721 805 014,de:75:3b:e7:71:b1,1.168.48.62,RO32ONAP5968649076250475,MAD,56481888419
Paraschiva,Nemeș,4140114150341,1929-07-05,"Strada Suciu Nr. 33 Bl. 10  Sc. 87 Ap. 943, Santana, 865553",0247 902 857,f3:bb:64:af:f6:dc,212.134.205.95,RO61KGIQ9525299849636530,XCD,19502304801
Diana,Florea,8560927404776,1942-10-31,"Soseaua Popa Nr. 407 Bl. 79  Sc. 67 Ap. 306, Feldru, 579968",0746 002 036,c6:c7:3d:d5:bd:ad,150.127.29.237,RO77AJWK3200123988738249,BWP,69272867720
Olimpiu,Preda,7091217432230,1930-07-14,"Strada Teodosia Popa Nr. 723 Bl. 82  Sc. 33 Ap. 695, Poienile de sub Munte, 476079",0234 547 677,5b:6d:bc:b1:76:7f,172.180.145.25,RO04IQMI6800875368168276,CDF,8618757185
Alis,Tudor,3750705215145,1966-12-20,"Aleea Nemeș Nr. 785 Bl. 87  Sc. 22 Ap. 883, Babadag, 531716",0726 048 917,96:5b:69:5b:9f:be,72.191.76.212,RO94CATE8280447592929707,BOB,56737031731
Gabriela,Gheorghiu,4710707159221,2004-04-18,"Strada Ababei, Cobadin, 363431",0733 785 956,0b:96:1f:26:04:f9,32.48.206.21,RO04MFQO2966468174865191,ISK,76739631689
Amza,Stan,7211003071655,1982-11-22,"Aleea Silviana Popa Nr. 55 Bl. 37  Sc. 54 Ap. 171, Campulung, 443804",0737 112 005,e0:09:de:35:59:c2,148.157.42.76,RO55FEXQ6273685722920981,TZS,21686983721
Gabriela,Tabacu,6620822413467,1976-08-11,"Bulevardul Dana Stancu, Intorsura Buzaului, 660582",0266 329 865,83:37:72:75:3d:b5,6.40.119.13,RO28TASK5032174538318306,SOS,79116237786
Georgel,Florea,2360517235363,1942-01-27,"Strada Tomescu, Fieni, 795505",021 006 5393,82:bd:76:14:49:a5,50.227.103.79,RO84VGAN0735055959007290,LTL,62554776028
Mălina,Manole,6410612270673,1970-03-12,"Bulevardul Dumitrescu, Valenii de Munte, 403924",0232 883 630,a0:67:d6:68:18:de,13.7.244.125,RO34CYNU5314230489055829,HKD,19755421392
Ariana,Stancu,8111223241146,1937-05-27,"Soseaua Diaconu Nr. 349, Savinesti, 246736",0749 763 550,70:b3:b8:ca:0f:15,88.246.211.234,RO24DKQW9875705191510519,VND,27610812558
Minodora,Dochioiu,2441229090466,1986-05-24,"Soseaua Ioniță Nr. 34 Bl. 23  Sc. 40 Ap. 765, Fundulea, 934916",0770 948 324,75:1e:9a:ef:57:e0,80.13.222.102,RO60HGRC6048396443484233,YER,95749251474
