iban,currency,balance
RO60IKLL8947913064477582,UYU,5450371943
RO15ZLQA6406695250862681,VND,86734057452
RO74VIZD9986001935226981,LTL,18758036650
RO91VSOM7115062304165853,GNF,27850269615
RO68TOIM5516649134935460,GGP,59688762944
RO44YXYI7294930460276688,COP,21978577341
RO49BQTU2857784064782999,NIS,67743342362
RO44OPPY1021681568097466,NIS,43921867141
RO57TFCR2854515428909893,GYD,54630736286
RO18LMMI4325243573728633,UGX,30865721087
RO50EXGV9568505300346973,SEK,84841485912
RO10KBCE6679209081788406,CVE,16810762268
RO85GPDM0083322836780140,DKK,83832173284
RO81VDTV3557354668332902,XCD,72079237939
RO88DOPP0670763060343144,YER,68332823969
RO76GSMP1884026730361890,PGK,16089485112
RO52JIYX7212215075393683,THB,51773055652
RO50KKAE4206496557795030,CRC,82589754541
RO60SYLV4511481726387105,RSD,14926887678
RO36YLMW3355042940552036,PLN,61779475849
RO70IFWC8742906654481022,DJF,86318497512
RO63QNRO5992460516666137,MYR,21189829144
RO36YBVA7041734868121726,QAR,3723199479
RO03IYOJ3531688139591781,DOP,33441013820
RO43OPLG4233046988007097,BHD,68203752888
RO16FCLF3378411332203341,MZN,71295081971
RO14BDOL0329082657262372,JEP,51964136214
RO42COBJ7744266072820767,SLL,33317852400
RO18KKWU1059894701045521,KPW,29447991925
RO13VVKH4298052257454790,BYR,88955139987
RO06FLZS1184070561191957,INR,91349352510
RO19LUVG7437338478024785,CVE,66307847345
RO80CYSM1977329930521491,MDL,90473117902
RO67CRNH7772703954959890,JOD,78556911821
RO90OGAZ6118059190568719,IMP,44314384433
RO65USHM0437242855031829,GNF,64809100270
RO13YVFA2785562142917231,GHS,60341901893
RO35ARVZ0801092961673073,BYR,12687197348
RO60FGEU1071802655922390,SAR,55509110304
RO69KJDU4569561730227405,MUR,85197827450
RO96IHXY2821157356872149,MYR,64647724241
RO24GEKA2469716844854308,DZD,52058231269
RO74QDPM3857527826260225,AZN,63063606107
RO28KJDD3237730152149390,XAF,90136209102
RO12WSHY5541085532890828,HRK,98979350237
RO11XCUS4294194083084800,LSL,39037622356
RO17ILTB6465905889159308,YER,20430551121
RO46YPZS2364314305035608,CHF,85960158329
RO09BTOR5298074449678930,HRK,29209434135
RO28KSEC6330650387381050,CUC,78118983361
RO72FPOW5477435729303477,SEK,5638552988
RO81PHLH2433364910674763,ANG,47664076341
RO51GBNY7762477027408495,MDL,2034622521
RO51PSAU1470925071555488,AOA,14203365201
RO02IQVF9749696467125898,AUD,88977319978
RO75FAVW6994235744825267,JEP,90832812326
RO26EIMP8735402011384415,PEN,38654736981
RO24RNZO3380974862107859,XOF,42723866051
RO90UREJ6689954331091716,QAR,65571821388
RO37XVWE0065390387536584,PAB,82063116969
RO25NLVK7425888374958986,STD,96999264279
RO35XNBV4807530172759416,BIF,24417993805
RO10IJJP1372956333469628,IRR,26160519902
RO11OKNM4112442442675386,FJD,60611593019
RO08QLYB9161889853878559,AZN,98968512599
RO14GWJV2822620528141887,YER,52662062491
RO05NNRC4091591609934468,GHS,48202847322
RO70VEMJ0396475113033156,MUR,95636150260
RO68MJVA0289757790072663,RUB,46242370060
RO77GWJB8958182116103030,TMT,95917181202
RO13IHAG7905139317921091,AWG,86344677576
RO26HJYO8343368170659490,RON,20814068149
RO78YNJN5622432308674922,TZS,99200903488
RO18PFWZ3224587391081915,ILS,17631392989
RO63NHIU9370528779531252,VUV,88141876137
RO61HLQK9152786137714058,HTG,3122807413
RO19ZXOQ8995978819987978,LKR,62039093255
RO86JYSI0237481973102092,PGK,63384227832
RO27QWAA8083480941275354,CUP,18907117
RO57HBRH1860806243566571,SAR,95931302646
RO82IBRT5287927240294424,CVE,77418026096
RO51NXFG2142741962954663,OMR,60441182959
RO08QFDG0321939203874746,SYP,81321480479
RO83JLOJ1346484906998694,BMD,39305236878
RO66YZYM4606717537827711,JPY,42032358317
RO41VXKL1130441154622605,RON,15602483440
RO25ZCMX5941590685074488,VND,20526366393
RO52EBJA5270753947091504,ISK,16811996430
RO63QLJA3957695222149828,BND,6576966116
RO08NVEY7632593563698577,AWG,75407935234
RO83TXUA4498052328578025,MGA,43933213998
RO68AYCW5475196337947187,TJS,71362397789
RO92RLLG5070695127764170,JEP,77345831099
RO12IBYF4511832592929273,NZD,33142406590
RO76TIKX4412725687960745,LBP,4431314052
RO46FYVC6013553147614533,DOP,1110016717
RO91LXEP1407881715564607,EGP,24363630253
RO67OXWR2187386976351273,IMP,81107576058
RO69CIHI1360123079376268,VND,45088571101
RO87VGBY3696810545274215,SZL,70974452671
RO47PUAF2942455807388642,MNT,90298301410
RO49ODGR0756263127299779,GYD,25537323595
RO32QADZ5851511520288714,NIS,43145147012
RO45THON0584320359538279,NZD,84533169874
RO80WUAS4514061261464548,THB,49533839890
RO40JQJW9738987650651790,TWD,74201118422
RO03SMLV4733854442597933,ALL,38487619289
RO09JTDF5976105251843002,PGK,73344648605
RO59JPIB8498182270711608,BHD,86966031721
RO50TOHV2412371450612837,NGN,96892465443
RO23VMIP9267501847556416,BTN,76868877527
RO50AHGD1843608779262302,VUV,14534469210
RO60FGSU9049589633182141,BDT,77109963514
RO15JAKI0369631157946486,UGX,20398469217
RO43YIUK1068216868024958,PGK,96933508694
RO70JHIV9180055447007475,AED,17152093633
RO77TFJQ9258002133615149,XPF,86849989796
RO33KFZL4943692807301234,OMR,82136740401
RO93JRTJ6191304592836715,LSL,37062374686
RO14EJGB6977765817565468,JOD,14364366959
RO38RLGM1512502061980850,AED,80176340249
RO68RJVX4676610029934898,TJS,32232852731
RO35ARKB7588360319555775,NAD,68399866381
RO64TOIO0852636699395546,XPF,80426253221
RO23VRNT3742507417935940,THB,30703031976
RO73NJBR4971070893789011,GNF,96386094636
RO81NQFN1500780681397175,MUR,41712281745
RO40IHRD3364166984418719,BMD,76644659863
RO12DJEJ3623326916815101,GMD,98209359809
RO50XUXF6043025391848261,CHF,3720370093
RO17RYLX8610553233964940,BZD,17381612825
RO81XMKG2061503524382716,LAK,78369152828
RO16FQAM1264904474349563,SOS,27387792738
RO70SWYP4959699731783042,NAD,1551996151
RO34RDZS9321981180918888,LYD,87041718679
RO07GWDP6395003070862271,AUD,39113099516
RO54EWUY9998828406550370,BSD,59460398613
RO45SODP9288582595967958,ARS,31754964067
RO35BXGJ3487377149985006,AWG,70022248548
RO38IPBG7951023347683637,PEN,94317628209
RO87UYNF0731428959362568,TZS,711853996
RO09RBPR7842782879627938,DJF,51512260186
RO88EHBI5674835389690126,UYU,60961522195
RO23PIDQ9215289219122867,PHP,44758019045
RO12HCOR2742309560297133,BOB,46482835441
RO73TXKE8138936064046253,BMD,39824487802
RO35MYUQ1531541484823269,PYG,21685596606
RO86DQAS5200971168472512,FKP,52070728200
RO79WQDO2682401332538597,ANG,51388339006
RO87RNQJ7151762756594582,GYD,32620505969
RO23TRJR6019464171027176,LKR,80407409418
RO41MLAD9766894065972686,GGP,17537095792
RO86GFJY6371748723198534,TWD,93909116392
RO45TTYR4493722495303590,BZD,97390313190
RO12LDTG9692610243597534,GTQ,45280004668
RO26YLJG0876111011544283,PAB,460147469
RO64JXEV0251521739948443,RSD,26973677013
RO77OJOZ8442127092291669,IQD,39581894338
RO84HDGS9435472438737456,LSL,96353935509
RO09SOEO5329248894597706,XCD,24847800970
RO71OIUN3148967206409692,UAH,91319855054
RO55ZJNX0874326157971894,RUB,89805313453
RO20QUMT8147868705268113,HTG,69866241164
RO57CTPY9523408345526493,SOS,54620289354
RO27JUGK5582681626291826,MRO,89200008224
RO58QOZM0596692309203336,AMD,89782769903
RO47SFGH6246594711258627,HRK,9524845097
RO83ESLX1797681750780029,TOP,13971870917
RO58BKWS9178042262088876,GGP,55843007562
RO14SEER6065034446966695,IQD,24794800929
RO09LCFA2461415141005063,NPR,75191598589
RO91NDHC2135554434353503,MNT,78154108722
RO42JTSP8623693652441380,BZD,35898335772
RO63GRXO1732723233299431,XAF,62355006763
RO21GTVG0360932797620327,XDR,74745850215
RO09FGJG9023262852944826,JOD,64092097591
RO44UABR5980830897821966,BRL,63980904970
RO98WULV7488764394796504,CRC,11029013045
RO81WKOU3508172890548044,XOF,46318868987
RO38BMZP6002249707706384,JMD,16304190271
RO93YATN9205224465223205,BWP,75099012611
RO72WPZW0762264725723195,SLL,71066221047
RO59DDRH0075866684997200,AOA,89296028627
RO34LRNH5649174332664398,EGP,18315843077
RO65GRDA0321162909097159,RWF,69856891200
RO83INKS0864407225166790,ISK,41918815099
RO96EZLP5988097182819307,UGX,3975210550
RO86YUFZ0371443761873093,NPR,53456156932
RO72ACKF5738441294259153,MXN,90069443661
RO55SKID2434823844006925,BDT,46861797945
RO64YILB4863964294254995,CRC,79287268777
RO25CINZ4235448828907676,MXN,21986909502
RO13AZBD6056341168098461,AWG,17317482594
RO89XHKF0073234154252827,NAD,8527806642
RO64NGHM8083895143287529,GMD,7736015110
RO94AWDA8299049862947434,SAR,92941718537
RO53EBRC3317936696330572,NAD,91090436059
RO19ZFGW1989651205564565,QAR,85422336583
RO92YRNE4188048945663858,XAF,8553337499
RO19YHHZ4224226112109995,MUR,77743803166
RO98AEMP7924397618995274,MUR,3210886604
RO41PUCN1434145122935801,NGN,61778475007
RO34XYMT7851273394321685,BTN,2591909076
RO04PLZR1131789358754095,IMP,13789743477
RO60YPJA1840329058829474,BGN,56165487560
RO77VVKA7846607780310999,BAM,98177214085
RO80FLXK2261446640298781,BZD,85538793749
RO33BDFH7155292663895535,TRY,65338900069
RO72CXYH8250421668309265,JEP,13318204698
RO53JSIC9756344217522529,ALL,98218438450
RO31EBZP8516685838778711,PKR,32505364024
RO53QKFL9865753279890490,CUC,76540368465
RO09QQPV3517616475189734,RSD,53909554828
RO38VGFY8936483691494538,RON,31663779693
RO61BILX3476039828178167,OMR,36457040223
RO57WMMP7090364651400780,MKD,73008230668
RO06RZFO9619355307745938,AZN,54612979677
RO14CCBO4483856505069854,QAR,91602480500
RO12ZNDB2800097962090709,LYD,38717576998
RO66DVTO1941810999208487,GIP,22292104157
RO81PMDC8729375386317164,TTD,68346670080
RO05JLNS6743932670718494,LBP,24959281838
RO59JAPO4525876209218384,AFN,48430467994
RO77MEHK5113424634958961,NPR,68485387961
RO91HIQZ0451635507792831,JPY,41602089162
RO18JYYL0571836859973572,TND,30640254603
RO32UFXJ1728126060923999,HTG,62091339066
RO39QEMD4044950957426592,XDR,33805571602
RO47WCCA2573287766969925,UYU,81752097168
RO11NLRE5553783878033467,NGN,35223773367
RO70NVPN0641852020331374,TWD,64743216315
RO48KABP1694076457582197,BOB,22057377144
RO72AULM4407078976713651,MZN,94735338043
RO19MRVH7188600613774527,BYR,37375273969
RO82TFWT9178387611662530,TOP,14673100842
RO47KXMP8376134861879470,UAH,33481317071
RO40SRBZ6035483195130553,NOK,63335604681
RO49OMMP6629604391272490,CVE,51966989858
RO24FOTW3063047895483528,HNL,9548631623
RO65ITDG8734828196499182,SPL,511916265
RO05MHNL9347512213550671,VEF,37795886385
RO24ZDOR8487930470913512,DOP,29533279387
RO43VKJB0367981255707056,TZS,75093033336
RO05QNCG3231126376484735,CDF,91748584351
RO14ZMFP2470208344472968,SGD,36364961133
RO76PRGF3467146637870478,ETB,28525330999
RO46PJXA3135086704299216,HTG,75198909368
RO82ROHO9920179448623197,COP,88257435086
RO67HPXT0009930773366127,GNF,96049979521
RO83EKTB3307574513094129,BOB,74802313388
RO50BHMJ3303254837882788,KZT,47013676777
RO27UOWL7334347503066454,KPW,34609345659
RO95WATJ2260504959008248,STD,4501172615
RO13STRW3190388154429987,SHP,98603273664
RO39EDOB7814930258583205,KGS,71878840595
RO91GEFE2883144633674802,AUD,90770599176
RO18VZSK3812952703025731,ZMW,50465060283
RO84VOYD4417470186561850,NOK,46704031416
RO81CDBB3476598497379949,NGN,30329177626
RO36BHWM5633357768148554,AMD,38289673440
RO56ISUU7896468420374505,PEN,97518135041
RO22FVTN8852312168955172,JOD,4223698667
RO31EMHN9010463310888676,LSL,60071927289
RO58TYQW5235057417405663,SCR,89385992065
RO66ODUL9464864515002815,IRR,86690577668
RO06EONA1246269716061653,KZT,41924686230
RO58BSRX6085672355923560,TJS,1709727316
RO10DVEV0358320809701082,NZD,50376028822
RO16JVRQ2667941756727416,CDF,29558207045
RO79DPWA2583542501608605,CZK,88432224442
RO43RIAY4879011745069565,NOK,61308040076
RO07GEJT6853842779475529,QAR,36858850364
RO28PZDH4773715610824523,LYD,64628586284
RO61IIWB0721648190899497,CVE,51588231663
RO10KRCG8953039216945500,MXN,74390789702
RO39VLBY5980218645429560,SPL,63485006145
RO79FXBT5255483180481952,GMD,77594630716
RO59ZPKV1587691436830628,KPW,99026501790
RO87VXNQ3499558225999606,PKR,44943060066
RO19WWDQ6626109827643349,OMR,32763969266
RO59PFFD6364848787074134,IMP,17477440723
RO25MXNH1409533280444121,KZT,6668776259
RO83EOPA2412750939373428,LSL,40676361450
RO31SRMP4646268568198888,UAH,2307506812
RO51BHGG1692337903988730,SDG,61924446386
RO38YYMC7550445481678210,GTQ,90152418717
RO24TWCL8769658692344731,CRC,53888245361
RO77UAID6920792409071091,JEP,45526503162
RO83QJPK6505160156895020,MVR,35634845319
RO45PGMY7257680625748931,LBP,56200330825
RO97XMOR3751835244250191,TZS,87219588132
RO34KETW0242559858254738,INR,86959285671
RO64DQHY2365714136969167,SYP,20811306920
RO68ADHG9743279991362792,KWD,15206154150
RO53GXIE1621293419350226,KMF,19464121743
RO82OFWC3769809917362238,NIS,67375163541
RO54DLIA2227027837168515,BHD,19554146645
RO72XXWA2266953131753373,KPW,12457659997
RO70MFYR0678231910512022,MXN,94604683584
RO14DIJP3115587998035076,AED,44261009787
RO37TFHW4387710719660639,MMK,65691042943
RO87IEIZ7537992269467238,IRR,68651361794
RO50APNR4390056034299606,ALL,54016748066
RO97JIXG3801172716171779,AWG,22247282269
RO16RJQW1057144462046102,UYU,83234400544
RO39MKSV0442581281589718,GGP,43327485649
RO54ORTR8761613149016686,CDF,7079691374
RO54LZTN2390120067710135,MGA,98991311704
RO46HZQB4280548443424667,KYD,66926228207
RO91JLYZ6195551036816267,ISK,49043456261
RO79HLCQ6755340707429645,PGK,31093813247
RO05GKDX5803444681025529,BHD,10359847283
RO03CQUU5628980699094353,VUV,82088442953
RO79RSNY1420996100267264,CNY,70923393370
RO68OQDG1449695037125847,MWK,15713250033
RO43NUCI4335235807675236,PLN,54007146407
RO87YVXQ2982365251847361,CHF,45323584458
RO87PGFB7215971899931554,BDT,17542474031
RO39LXXO9217489048292439,TJS,9569058096
RO27OAAG2334324535554746,JOD,38875234677
RO32CRZO9850320552801491,RON,65384489397
RO28SVAV9727110267375216,ARS,59821092762
RO40ITPC1916218859368415,SDG,81332398648
RO79ANSP5491610390428326,OMR,47598940149
RO74UNBZ5169544355522400,SGD,36569068493
RO58SBKR8060878448643476,TMT,29238158077
RO63SDYJ2310032567751938,BBD,46662729045
RO60OSYX3971665141984240,BBD,277032247
RO76OFOV2045834583756657,BAM,58465625407
RO29DDFI0022517915270601,LTL,26298733984
RO38IRXF8489570050955389,KHR,27756917760
RO81XXMV1738289120095621,UGX,94271330126
RO71QPOQ9282267995483576,ANG,8402192488
RO93PVFY0731691932231226,LSL,88836370335
RO90YQMA2008802771420238,GBP,3131462727
RO20BWBI4627943528522437,SGD,53135153442
RO71FATS5893555485231975,TOP,85883160510
RO68AYBA6178897712820846,HNL,11845048470
RO42XXRE1903681580405829,DJF,65001049779
RO13LDPY2014104837565692,MUR,10922733725
RO47HVCU2520164010922749,MOP,12824118125
RO23BXGV0657304890708910,BND,40892893927
RO45LSVZ3000771998811080,XCD,45258360469
RO60MISA8527486184601727,CHF,61090555941
RO39ZJIK5610214603120597,WST,70168524312
RO21HUYZ8347681486348400,XPF,15388036188
RO50VARZ4673846112998840,LTL,15834139206
RO31QSPA9924439723814731,BTN,77318823757
RO38RPEW8697085952798100,TRY,96864894709
RO98FQQB6366640396592110,ERN,21524287841
RO24STHO0520562465034225,BMD,48563698373
RO55UOMM0688599997738206,RON,89215717708
RO68NKOG5263050630336213,SCR,44798660612
RO25EWGN5819618543786745,DKK,5498692456
RO74AKRD0650982727663060,LYD,61014221723
RO45GMHQ2154153642710413,BBD,62253860092
RO64RDUE3660984365192209,CNY,63075051756
RO39TOCW9438722208510567,SGD,75141410757
RO73MAER2102020117729809,AFN,165236016
RO68VFYV3819326201107093,COP,14582069071
RO43FQDS4750367071480018,TRY,55066338223
RO35NPWB6972658173526564,CUP,86387715178
RO61NYWU6971274581136508,CAD,49271784996
RO66UQLA0834691965853291,MXN,86260889978
RO07PNHT7780483245575088,LSL,75092415661
RO18HONU7789273090136380,NOK,51139112622
RO43SDHQ0473619771005834,FKP,79449584938
RO23RMOD2623225838499204,TMT,52193160459
RO68MWTW1787953699661109,IRR,72939473822
RO94TIHA2880720243778205,ZAR,8196262713
RO77VDGF5707655840457379,BWP,94838799419
RO81MCVY1960031747609812,KZT,2751273165
RO83KNQC0197603340788978,XOF,4438952850
RO95DQFB2616514317443730,BSD,84251513658
RO97HIKM4235289136458252,YER,95978801948
RO42BDGV5615159545017078,IMP,50473735982
RO76HTCW1266080311263042,PGK,89922849178
RO92HBPC9085638138554972,ERN,86359822164
RO40WGYP0308188150464769,JOD,47192564624
RO94QUMC9732461512056605,ZMW,85197404303
RO15LCOG0380079930853486,KGS,83215808652
RO82RWAU0549966704445868,IDR,2843566202
RO75CJIV0121631778185948,MVR,77336730549
RO60ISNJ7684677763633520,GBP,21073324280
RO25QVYP6616030660547599,KMF,94218774393
RO27LJMP7432261250773269,RWF,38358108480
RO44VSKX9767746677312301,KRW,31238084806
RO84KKPW2732781889439807,KMF,72925995041
RO62DKDS7507330098738797,MWK,57305290710
RO18YXHS2420855280754005,BZD,87528333292
RO62DEJZ9209180667008815,PAB,28773387901
RO30SDSK5621123171915443,WST,75446354459
RO22OYZF3116744581723182,JPY,44015932149
RO65PLJV7189595245989958,PAB,90225860049
RO88ZBZV3728739900472679,CLP,52476910838
RO02CYAB1836670588215395,JPY,72254223867
RO70NVRC2209108993107973,MZN,2165773055
RO13QVBY4469590439693342,ISK,37997884189
RO45RMVW3486459368779467,GNF,76345123043
RO17MQVE9632904040406527,GYD,34945329399
RO92UNGY6228567492262987,SRD,75798174011
RO17VYBT4753596818021900,KES,84213218656
RO30GPIO6085578275858705,CUP,69221355568
RO81KODG6316747571468111,TJS,60368507396
RO92BCOX1716286656274927,DKK,24953140139
RO39CJWI1832418392630527,LYD,40508046480
RO06RCPJ5678943457947496,NOK,66451390687
RO98HRBP3006591372648890,CHF,78359268396
RO15HTOV7590405622125173,AMD,16193693963
RO72POAA2551611156674515,TRY,92496492634
RO81JIEF9484594014861463,SAR,57974950697
RO49DFUM6757550584388493,ZMW,25495043252
RO03VXWW0669515255379386,UZS,85984132051
RO77OQMS2557628965726611,MDL,53596838700
RO71WRPR5367139064361011,AED,76897612406
RO16YIEG1662689933931343,PAB,24881963559
RO44SMWO9325877455917459,BTN,93566733270
RO33DKEN4206619695074127,CVE,22747346747
RO13JPAD5537662780928178,SGD,13446283912
RO32SNDV8459555447628100,GEL,87729120467
RO67KKOJ2813123236910842,AED,18358850570
RO88VNXU8818681027893862,DOP,68194374945
RO19XAIL6664779833327789,LSL,82054843209
RO94JQGZ4812447851608656,CZK,71234915747
RO54RKHV6617269781928560,BHD,74970216428
RO13KOGB3132184475418288,TVD,90384049614
RO46UJTT5294429255930696,UZS,14585023889
RO04NEKK9511029604457406,JOD,85435246307
RO25DIIO4453026419431285,RSD,61404934691
RO73CXIC9716589042408921,GGP,44789207379
RO30QFOY9311608690501079,NGN,51127627588
RO62UBHY4908461814160906,SHP,51229185023
RO32HBDZ5715465546870768,ILS,29042119021
RO22VQVQ8716710132280295,MRO,84204903214
RO28XFDA3742717751635466,CNY,10838273736
RO41XMTX2898433562364171,GBP,86656518139
RO21AEKH8562659772940534,TMT,86396910614
RO58MKDS8713800379626162,SBD,97336241770
RO28XSTO1090736206531641,GMD,5816286432
RO87AFAV6040146646865370,ILS,25314237791
RO66MTKL0185534309742697,RSD,64130203999
RO87REOF6236425114123903,RON,76131381315
RO16OBZB1333257408917658,LRD,1456074924
RO69JPSE9875503387528004,IDR,21829276150
RO80FNNK2375809857764310,HTG,69773004089
RO95LOCV1199671768970077,JOD,27440032010
RO72TJMJ6655465943387164,ETB,21271382189
RO34MSKI1570655486661509,ZWD,21577862416
RO13XZGB1759788703222632,BBD,68823678540
RO44CNJK0941372125560729,ETB,27146664300
RO81DDFJ4537282999520413,MUR,95944306385
RO52VQWU2417359878741554,SCR,27853069371
RO67MSKM7587110296286768,ILS,69137558439
RO47VPGQ9821618564394007,SDG,42015191006
RO45KWPV0453214544773910,COP,36302743622
RO51ACXH1461725655797047,MAD,91979925843
RO88RJCF5242472164395216,LTL,77112316866
RO92LRXG1601536105328933,TVD,23172234021
RO39AUPL5705559174558127,UYU,57900928915
RO26DRNI6985991844175747,DJF,8815555540
RO73TGTG7068388794192596,MUR,13692843373
RO74QNWU3239126372894549,MOP,96690342915
RO14ALMC2667648045764020,IDR,85766285108
RO32WSLR6926492558008640,PLN,83235473412
RO57INNF7094099813984920,BAM,35721330078
RO71QMYT3498279503080963,SPL,82409869425
RO45VMSX9115526180954007,BSD,70853361031
RO80NACS8547390687138800,BAM,63607330667
RO75ZOST6836397587011761,BHD,26983857519
RO62EJWB1608278106323215,SDG,20348012459
RO60OVQN5099264618109282,DKK,8285975412
RO33FHUW4052464894739802,UAH,38443029037
RO19PFNP4006647552601110,NPR,75528417038
RO55SLPJ7487388255161909,MNT,3297807602
RO46RITD7537979881788061,ZWD,29569099175
RO07WCAK0698075682880108,BSD,60026622159
RO73BBDE4460447797263908,TRY,48531753753
RO18QBCC3701679043413514,MGA,82061014708
RO07LLSN6157799833965071,GTQ,26335806042
RO88VGRU9433208812115442,LTL,45774521276
RO24BPWP1816774074127003,LKR,53228576806
RO28WGGY6253821238362355,BZD,55402221305
RO62KNKM3635334594408004,USD,62939241402
RO21WYXY3648772183022023,SBD,31985010380
RO87QVFQ3113142147619039,GNF,2778319731
RO25VJUE8712118186322280,BGN,70874915147
RO45JFME3447792526724710,BDT,51677693136
RO59HRMO9483467851220660,THB,95497459682
RO22PCAB0839404600176140,CVE,48429618492
RO98ROHZ4385303612958233,EUR,44372358126
RO17PVDD6187876183452932,THB,18447954489
RO64ZMJK3155654715326940,COP,44025676547
RO10LCNO1478381187137016,GBP,32906486008
RO63ROUU6412486533782834,MRO,14447565827
RO61NYMZ3917452293782914,BGN,59469486630
RO39KQOC0116992800052564,GBP,85741881469
RO73DULB3075252249328177,CUC,70036213392
RO42EEWT7537115990921594,XPF,24860480691
RO09ICRT2266682541002464,BGN,65226294714
RO75MXCC0800001818992040,KWD,8613734441
RO29WCVZ9302506605688181,GYD,23755827467
RO78IPWW5358891533229838,DOP,76797544021
RO07QRWP3909703059119241,BDT,9569820590
RO80TUHX0694102557554803,KYD,63525127377
RO93YZDG5572178683655967,TZS,93172503655
RO63HACV8763671798419426,ARS,95045624009
RO42YRKT9282644626024003,XCD,18321751620
RO79QOKU9032627178088929,BRL,53166018022
RO28EFQK4089740344585796,VEF,60107064885
RO35AJTY9701883248004168,RON,86967011419
RO95YKXD6294093058319676,SYP,44130018698
RO85XJMQ1251062146001953,BOB,2775214845
RO06SWDS8270099836070248,AOA,64701455287
RO03QMIY1434445390697426,UZS,71492661858
RO82TFZV2287510813432804,SLL,3174583967
RO27SLUF4098144089732444,CLP,71232664304
RO79NPOD7781220033415633,MXN,74130015856
RO43MESD3775480518378614,NOK,27968434602
RO40DUUW5489779498388422,SZL,50670751917
RO05LVGP0921190553728774,SOS,38503794546
RO81VJDR5078350898558629,VEF,13807865565
RO36ADWE5414523020033540,NZD,47101165695
RO02QOXT7760918176908310,ZAR,87635471632
RO72SYKJ9594746233470777,CRC,74419144878
RO52BYIF2891509691115003,XCD,13866878642
RO14XJSI1477532177488400,JOD,85941544299
RO24FTTX0534268243359099,AOA,83976721135
RO76HBSN3872237646630676,EUR,74109110731
RO35INXK9744923834400501,TZS,29428425401
RO07DTUM7556655246920313,MOP,58647113093
RO62NIGG9585516017799331,VUV,14535700867
RO18JAML0718373537161218,BIF,99868956202
RO60OOZL6134889046025855,SDG,64392421611
RO73PSTO7453335314600347,MYR,96172577830
RO25WVUJ5149045975516191,JPY,91559565582
RO13BNAK5506960689585084,ILS,80831916227
RO07OKNY7843643600610342,PAB,69338241587
RO23WCVO6395206251832933,MUR,74826934642
RO23BGXQ2273849074305051,BSD,42878793181
RO64UQDI4960839414674645,MWK,21878325456
RO57PRIH2757158459620483,MWK,51673800490
RO07BMOM2253550422121868,RSD,37435905602
RO30QODW9192245305203613,KES,4312910414
RO15EVDS9803855918400986,SEK,54170413093
RO50RZUE4253099838270771,PEN,10714152856
RO05NQZU2035837546251588,JPY,26026612228
RO70EHKU2393906930528735,BIF,2374902798
RO50LEBP6743301378561139,KZT,41770040636
RO07HTFV8525639172483590,GEL,31610413493
RO76NDKN9979978458448699,LBP,71402306006
RO80TXIA8306332600461414,AZN,11903313583
RO10LVKH4058469345657732,LRD,955802206
RO86QXQZ1376266249010203,THB,44373257166
RO63VFJH0188224403045577,TMT,86563789023
RO20VQNW0182326550587018,EGP,33751364543
RO89KZVM6501706495640388,MUR,74792063794
RO24PQQH7746316218880112,ALL,15672400198
RO75ATFP9691715354557086,PAB,29196957723
RO68HZNY2738941719122632,PHP,54022161317
RO04ZXPM7617208025409726,HNL,9761819138
RO89GFRG5843401965512139,CRC,59331895770
RO51HXFH1397451807569158,TTD,45548030738
RO93AXAY8132147052861884,TMT,87828426895
RO72IHST7507859511116380,EUR,36946499414
RO74EYWX2159105257685026,FKP,80713130579
RO33TERF1174836490581870,UAH,78081727530
RO14WSLD8696945062294615,BND,35817284026
RO30ZEAV6693123310102647,MZN,28092507016
RO39FPBF1990015399948858,RON,98128550801
RO22GKIR7484796263137037,BSD,76565969841
RO03GSMV7195626957155919,TVD,4092562572
RO20OGXL0514093644694742,CAD,71812694177
RO05BOQQ6231611603147107,TWD,37422907315
RO19PZHJ4768816463331745,SEK,3859918003
RO31TPUR4212725446849575,PGK,21533299019
RO81TTLU0834313562092433,RUB,3950423292
RO38HBGZ5791985610516803,RON,6620636228
RO29DPHI5789761617872086,MNT,737818004
RO11MMUI6287263985377752,MOP,76128088409
RO93RSHW3364313471500089,AUD,93197552590
RO33GXII1952168635690524,SDG,42211480118
RO30DFFN8052135488532568,DOP,89374458504
RO97LQJL8921345118102109,KES,77331617299
RO65LZNE0815654664795759,GGP,44919081124
RO80SMGS8181999358281369,PYG,12301177471
RO35QMRN5913462606417192,KES,60869757601
RO86SUYF8813542284240694,ZAR,42344442228
RO31OTTC0452198938072091,XAF,25311770268
RO29CDLD9590285986098285,HUF,57670628115
RO60LNQK2402798523328617,GMD,66383217422
RO55JZLY7778614715419697,SBD,79621694650
RO23KSEP7071579644567582,ZMW,96080573345
RO44RKAS1984228862823913,FKP,56436504461
RO30ASKG2749785294655908,AMD,29137130477
RO22KUDB7123475737667522,MGA,10391831297
RO97NSEO5372329050929186,INR,58717226129
RO59QSYQ7596665816968303,LSL,18720392362
RO16CMCY5286829727392238,GTQ,86029575828
RO85OOUC9626542262453257,SHP,96348224170
RO03MAAD4480284445464902,NPR,1897023948
RO78UHHO8213130235580478,GYD,62621516985
RO25CRUX9072645516798316,VEF,33044005501
RO21SUUR3397104798025865,ZMW,97594188275
RO32XPXP9173543472756712,CZK,2520637868
RO18SSQH7021066055414662,MWK,9395682994
RO26OSHD0915244917936663,RSD,11607746550
RO48ZBDY4534481188841458,SOS,36724129815
RO98VHPR0596804032061850,LRD,40202034704
