personal_number,birthdate,phone_number,job
1661217459302,1963-03-03,0728 915 699,Electrician Pentru Utilizarea Energiei Electrice
5620510235851,1934-06-07,0240 850 460,Evaluator Asigurari
8220105234157,1909-06-01,0265 900 014,Inginer Tehnolog In Zootehnie
8820406382164,2006-07-10,0750 774 653,Cercetator In Centrale Hidroelectrice In Ingineria Mediului
5900323149551,2003-08-18,0761 832 766,Arhondar
3431111168685,1917-03-05,0751 892 882,Conducator Intreprindere Mica 
2880607050761,2010-05-01,0247 451 861,Consultant Bugetar
6141031211051,1963-11-26,0240 901 209,Director General Adjunct Societate Comerciala
7971010303388,1959-02-06,0241 372 241,Inginer Electromecanic
5940528223851,1947-02-10,0761 617 269,Sef Protocol De Stat
4110215287869,1956-04-27,0742 271 998,Operator Poliesteri Armati Cu Fibra De Sticla
8790504519551,2014-03-28,0253 290 359,"Operator Chimist La Fabricarea Lacurilor, Vopselelor Si Uleiurilor"
1660528127598,1972-10-21,0780 509 955,Stantator Piese Pentru Incaltaminte Din Piele Si Cauciuc
6020421179067,1922-09-15,0231 856 363,Instructor (Monitor) Schi/Calarie/Golf/Tenis/ Inot/Sporturi Extreme
1890711138281,1969-09-30,0260 882 027,Consilier Culte
8570222023470,1949-09-18,0747 891 493,"Laminator, Presator Tevi Plumb"
7530119104056,2024-03-11,0759 221 182,Tehnician Statii Radiorelee Si Satelit
4730513155658,1940-09-10,0256 563 748,Tehnician In Morarit Si Panificatie
2470826378213,1936-07-08,0269 339 429,Tehnician Agronom 
5430305356515,1917-04-21,0251 239 222,"Confectioner Obiecte Din Os, Scoica, Mica Etc."
8261107057894,1923-10-04,0262 963 296,Operator Chimist La Fabricarea Colorantilor
1000722056521,1984-06-17,0246 757 875,Inspector De Specialitate Forta De Munca Si Somaj
1851023040513,2022-01-07,0744 871 938,Terapeut Ocupational
2330709311406,1983-03-03,0763 271 566,Asistent De Cercetare In Medicina Veterinara
6881101410705,1910-05-07,0255 940 748,"Sef Uzina, Centrala Electrica, Gaze, Apa"
2691110391904,1951-05-30,0721 781 789,Controlor De Productie La Minele De Aur Nativ
2820103414444,1968-12-17,0770 217 273,Consilier Presedinte Organizatie Profesionala Nationala
8250605451561,2002-03-10,0238 384 039,"Masurator De Gaze, Temperatura Si Radiatii"
3851013383288,1943-04-13,0747 184 421,Inscriptioner Pe Produse De Sticla Si Ceramica
4111113244890,1999-09-04,0732 121 581,Operator Chimist La Produsele Farmaceutice Si Chimice Pure
2090809259839,1919-04-24,0239 414 583,Sef Serviciu Control Tehnic Presa
7570715206912,1956-12-08,0262 332 616,Cercetator In Autovehicule Rutiere
5741001393355,1951-01-19,0241 291 754,Designer Grafica (Studii Superioare)
7001004419568,1987-12-06,0247 380 952,Muncitor Necalificat La Ambalarea Produselor Sub Forma De Praf Si
2070319278218,2015-02-21,0748 107 142,Operator La Fabricarea Produselor Abrazive
2640327518633,1990-08-06,0756 481 291,Comandant Unic Aviatie
3761102317898,1997-10-11,0727 319 051,Decapator
4450601226070,2005-02-22,0733 822 347,Ospatar (Chelner)
1281029043861,2002-10-04,0251 767 304,Disc-Jockey
3230313333199,1968-07-08,0785 907 952,Asamblator-Montator Profile Aluminiu Si Geam Termopan
8300119367286,2018-02-17,0771 964 045,"Secretar Organizatie Profesionala, Filiala Judeteana/Municipiu"
2371229383554,1950-05-22,0756 082 142,Referent De Specialitate Pedolog
4320130244885,1938-02-12,0763 502 798,Dispecer Retea Distributie
3690512252356,1978-01-08,0240 401 297,Conducator (Director Si Director Adjunct) Administratia Filiala Dunarea De Jos (Afdj)
6140204450054,2022-05-16,0237 970 698,Confectioner Creta Scolara
8730120340871,1991-04-26,0232 419 366,Confectioner Sabloane Si Cilindri De Imprimat
1100815372363,1951-02-19,0755 347 525,Sef Echipa Lucrari Arta Metrou
4040723379866,2015-06-19,0258 721 720,Instalator Ventilare Si Conditionare Apa
7441027323604,1994-06-19,0243 167 760,Expert Poligraf
7860620200398,1908-11-30,0231 028 067,"Comandant Port, Flota"
4710927346551,1941-06-30,021 810 7955,Electrician Constructor Instalator Aparatura De Masura Si Control
4370807362222,1946-02-03,0738 745 165,Cercetator In Informatica
1760509427223,1977-09-22,0735 493 780,Inginer Constructii Hidrotehnice
6711103234701,1994-10-07,0743 728 146,Sef Serviciu/Sef Birou Daune
6550509212445,1910-08-19,0249 520 487,Cercetator In Energetica Industriala
3081211211516,1978-05-31,0780 935 935,Laminator Sarma
7960404391073,1924-12-27,0248 256 546,Emailator Insigne Si Decoratii
3930430148904,2014-05-04,0747 198 997,Tehnician Proiectant In Industrializarea Lemnului
2970127104397,1920-01-29,0267 793 738,Docher-Mecanizator
3090601023119,1915-05-04,0739 068 945,"Inginer Cai Ferate, Drumuri Si Poduri"
8051226083195,1981-06-18,0739 833 239,Inginer Economist
5850201432494,1975-03-27,0758 240 492,Presedinte Curtea De Conturi A Romaniei
7660618280824,1918-06-11,0784 049 465,Conducator De Intreprindere Mica 
6110905298159,1908-07-13,0260 793 375,Operator Calandor-Govrator Textile
5380522115191,2019-11-18,0769 684 170,Tehnician Pret De Cost
8320306384808,1914-03-28,0748 505 992,Asistent De Cercetare In Electrotehnica
5780101079310,1938-09-20,0724 280 346,Inginer Montaj
4080512520667,2006-03-01,0769 809 860,Linior
7541002023880,1975-12-12,0733 803 131,Translator
5440621515002,1922-09-16,0261 004 170,Director Asezamant Cultural
8281211082554,1949-07-13,0724 072 651,Prezentator Moda
6441218135350,1962-06-26,0268 494 062,Lucrator Bucatarie (Spalator Vase Mari
4510813012175,2004-05-16,0265 186 184,Inspector Casier
5700910215753,1969-08-24,0750 394 170,"Pilot De Mare Larga, Pilot De Port Maritim"
6081202252894,2002-07-25,0245 659 410,Consilier Administratia Publica
5270715358842,2019-08-12,0260 428 033,Contabil Financiar Bancar
5500702178096,1999-04-22,0257 680 673,Guvernator
1240124040395,1942-10-17,0784 156 889,Clovn
1640111167620,1971-02-08,0750 991 941,Sef Birou Comert Cu Ridicata Si Cu Amanuntul
2840907324304,1932-06-15,0258 836 320,Taietor Confectii
1281010185682,1979-04-11,0237 068 652,Vulcanizator Piese Din Cauciuc La Prese
5790413103305,2016-03-14,0233 017 320,Asistent Maternal
6160125251395,2013-10-24,0737 347 759,"Subinginer Constructii Civile, Industriale Si Agricole"
5850420116034,2004-04-11,0730 802 378,Preparator Pasta
4980410152259,1985-10-09,0725 747 652,Agent Marketing Pensii Private
3800725367584,2012-02-20,0724 464 816,Sef Productie Film
2260330199351,1992-09-04,0240 462 371,Preparator Mustar
6850711452232,1916-09-01,0768 759 244,Magistrat-Asistent
4371029520421,1987-01-28,0771 918 418,Asistent De Cercetare In Psihopedagogie Speciala
2400118061735,1976-09-04,0729 180 000,Inspector Exploatare Postala
4720529335082,2011-06-02,0244 070 605,Taietor Manual Lemn De Foc
5540107039507,2006-07-30,0754 975 110,Art Director Publicitate (Studii Medii)
5500822240021,1956-09-24,0237 059 041,Tapiter
3210106036966,1958-05-05,0253 749 311,Strungar In Lemn
2071029512984,2012-06-10,0725 589 489,Cercetator In Electrotehnica
5270522353691,1928-06-18,0735 932 974,Sofer De Autoturisme Si Camionete
3600114187317,1977-08-18,0747 278 929,Laborant Petrolist/Industria Chimica
8851125046671,1934-04-22,0722 757 023,Intermediarist Film De Desene Animate (Studii Superioare)
1400704263846,1959-01-08,0247 180 010,Confectioner Manual In Metaloplastie
3740324290158,1927-06-15,0244 926 528,Izolator Frigorific
2180311129115,1996-09-07,0248 794 257,Navigator Sol
6191110210454,1970-12-30,0234 397 842,Coordonator Productie Film
5000522324587,1981-01-02,0262 233 920,"Sef Pepiniera Silvicola, Pomicola, Viticola"
6270215349509,1955-12-10,0770 442 952,Muncitor In Serviciile De Trafic Aerian
7051023378011,1930-02-17,0759 208 888,Presedinte De Judecatorie
5101218167969,2023-08-18,0247 138 134,Gravor Produse De Sticla
6311006024702,1968-09-28,0239 593 472,Fermentator Otet
1471223190045,1984-10-05,0745 105 430,Prelucrator De Topituri La Semiautomate
7490929336007,1979-10-14,0243 196 236,Manager
7290720205055,1922-04-09,0232 049 271,Specialist In Compensatii Si Beneficii
3100311348455,1922-08-10,0772 377 089,Sef Agentie Bancara
1771120335911,1990-06-12,0260 691 540,Verificator Valori
7770323423230,1953-10-14,0254 299 210,Inginer Material Rulant Cale Ferata
5930110179071,2013-05-16,0768 441 229,Imbuteliator Fluide Sub Presiune
7190503101428,1908-05-14,0266 777 701,Inginer De Cercetare In Exploatari Miniere
3620622331188,2021-11-17,0720 452 952,Conducator (Director Si Director Adjunct) Administratia Filiala Dunarea De Jos (Afdj)
3631023364783,1934-06-11,0231 200 640,Operator Tehnica Poligraf
4091128053924,2017-09-26,0751 367 726,Coafor Canin
3080315118964,1991-02-08,0252 592 771,Inspector De Concurenta
4000815136361,1974-09-09,0763 132 999,Finisator Electrozi De Sudura
5741111262866,2004-08-21,0788 510 927,Masinist La Lame De Masini Pentru Automate Aschietoare
2200129148469,1994-06-26,0266 678 222,Comisar Principal
1951002051144,1947-01-02,0731 792 562,Executor Judecatoresc
8311027358606,1952-10-28,0739 776 724,Confectioner Garnituri De Etansare Din Cauciuc
7770314418071,1986-08-13,0246 097 171,Inginer De Cercetare In Tehnologia Prelucrarii Produselor Agricole
1390708335584,2019-04-24,0252 205 119,"Acordor Piane, Pianine, Orga, Tambal"
3781101164682,2020-05-30,0266 148 097,Capitan Port
1010705321878,1912-07-22,0262 534 785,Asistent De Cercetare In Filatura-Tesatorie
2791222209950,1936-02-15,0724 486 952,Secretar Organizatie Sindicala
3330303205672,1946-02-11,0758 614 464,Optician Armament
7900309469338,2013-11-01,0233 427 154,Electromecanic Auto
4130421178525,2023-02-14,0252 441 271,Referent De Specialitate Bacteriolog
7560521184305,1992-12-23,0251 864 882,Filator
7031206524293,1912-02-26,0237 892 793,Inginer De Cercetare In Confectii Din Piele Si Inlocuitori
7680718243249,2017-04-02,0722 424 870,Expert In Securitate Si Sanatate In Munca
7210312075970,2018-07-14,0728 583 567,Confectioner Tuburi Cinescop
8710217283723,1971-12-24,0766 646 804,Secretar General Asociatie Nationala Cooperatista
8601024418188,1992-06-20,0711 544 670,Pregatitor Piese Incaltaminte
3261019419141,1927-05-07,0784 476 659,Tehnician Proiectant In Industria Alimentara
8311214089677,1981-04-04,0257 846 555,Inginer De Cercetare In Constructii Hidrotehnice
4431014214543,1961-05-31,0765 984 208,Comandant Insotitor De Bord
1471121510409,2005-01-12,0747 120 043,Operator La Fabricarea Altor Produse Chimice
6660619352362,1976-01-15,0733 660 429,Tehnician Echipamente De Calcul Si Retele
4630314447323,1939-04-16,0233 436 848,Sef Laborator Analize Pedologice
4890302321025,1985-10-20,0770 606 053,Rezinator
7030811439394,1968-12-25,0720 202 813,Ingrijitor De Copii
7940725110646,1984-10-13,0733 107 314,Presator Produse Stratificate
7121227053161,1940-06-29,0259 147 298,Cercetator In Constructii Aerospatiale
1540731211755,1969-09-25,0264 054 120,Expert In Securitate Si Sanatate In Munca
3330325076365,1996-02-21,0767 993 707,Subinginer Mecanic
1520704393441,2000-01-03,021 289 2008,Inspector De Specialitate Biochimist
8220414325248,1930-11-01,0232 537 653,Sef Restaurant
5080201112828,1937-09-12,0243 241 851,Cercetator In Electronica Aplicata
7310630356675,1997-01-20,0747 179 793,Auditor De Mediu
7410201353897,1993-11-29,0237 889 718,Preparator Electrolit Si Amestec Depolarizator
3350423119542,1987-06-02,0737 957 524,Inginer-Sef Transporturi
1760404181807,2010-06-11,0788 718 351,Consilier Invatamant
4750328197843,2008-06-25,0247 493 005,Specialist In Domeniul Securitatii Si Sanatatii In Munca
3301201237165,1909-01-02,021 026 4377,Cercetator In Filozofie
4540403124714,1960-01-23,0766 792 099,Masinist La Instalatiile Din Centrale Electrice
8850430287745,1984-04-16,0752 864 060,Pregatitor Aschii
7350428303421,2004-02-20,0266 290 063,Curatitor-Reparator Palarii
2770314014008,1979-09-21,0256 784 012,Operator La Fabricarea Biscuitilor
7690930323411,1973-05-02,0754 550 934,Guvernanta De Hotel/Etaj
6980727163599,1953-06-12,0724 757 803,Inspector In Domeniul Securitatii Si Sanatatii In Munca
2020915269984,2000-07-26,0747 256 320,Inginer Hidroenergetica
6350210319079,1920-10-18,0725 306 128,Slefuitor Metale Cu Plumb Industria De Armament
6070915427655,1912-04-01,0245 247 572,Proiectant Sisteme De Securitate
8771225131171,2020-12-19,0780 840 443,Sef Serviciu Exploatare Postala
4190113154291,1932-03-26,0257 118 413,Cercetator In Tehnologia Substantelor Organice
6830718388153,1971-09-12,0232 949 976,Cercetator In Medicina Veterinara
8240722079800,1919-12-02,0736 765 926,Montator Accesorii Pentru Calapoade
4900823186551,1983-07-14,0254 022 559,"Inginer De Cercetare In Tehnologia Celulozei, Hartiei, Poligrafiei Si Fibrelor"
6780108117079,1933-01-19,0254 056 679,"Muncitor Necalificat La Intretinerea De Drumuri, Sosele, Poduri, Baraje"
6100910122721,1953-03-10,0253 551 200,Pizzar
8480819128172,1910-10-30,0266 399 815,Operator Portuar Stivator
3751228348931,1987-12-04,0250 025 522,Preparator Faina Din Peste
5921006317901,1942-04-13,0760 476 881,Finisor Manusi Piele
7950102169945,1997-06-11,0764 181 665,Director De Agentie De Turism Touroperatoare/ Detailista/Filiala/Sucursala
8600202458304,1955-03-07,0720 761 886,Medic Igienist
1420817430235,1957-02-08,0255 008 354,Electrician Aparate Masura-Control Si Automatizare In Centrale Termoelectrice Si Nuclearoelectrice
2100421030916,1925-09-25,0738 845 857,Finisor Ferite
5000431401353,1972-03-06,0754 264 775,Asistent De Cercetare Economist In Economia Generala
6030218273786,1922-09-04,0728 122 579,Turnator Pregatitor Otelarie
6860701103843,1955-02-04,0742 789 718,Marangoz Cala-Tachelagiu
3220214330215,2023-09-10,0264 159 267,Animator De Hotel
1590210427823,2015-11-09,0763 075 552,Biolog
7561020026562,1945-07-31,0268 567 428,Asamblor Jucarii
6930722525423,1940-07-11,0237 626 684,Director Control Risc
1460616303923,1974-08-11,0729 152 480,Laborant Petrolist/Industria Chimica
7791123521418,1962-06-29,0770 506 217,Inspector De Specialitate Arhitect
8420701107790,2017-02-15,0262 454 610,Expert Biochimist
6661002079741,2021-09-26,0722 409 719,Asistent De Cercetare In Ingineria Genetica
2730215195818,1980-06-04,0237 535 000,Asamblator Lazi
2460523255510,1982-09-04,0743 760 718,Consilier Juridic
4331212138361,1922-09-04,0725 078 229,Ofiter De Punte Fluvial/Portuar
4540625060539,2013-11-20,0767 574 178,Operator La Masina De Etichetat
8710520264840,1928-05-17,0258 813 956,Asistent De Cercetare Economist In Economia Generala
5780927180507,1953-03-05,0741 130 229,Ingrijitor De Copii
8721221271106,1977-10-01,0266 675 545,Distribuitor Presa
2280129029213,1999-02-11,0245 427 285,Finisor Incaltaminte Si Articole Tehnice Din Cauciuc
2880406391678,1922-03-31,0257 867 890,Gravor Placi Metalice
8161002231157,1987-03-17,0746 979 089,Programator
8490613028092,1982-07-12,0250 356 846,Solist Concertist
5740104112154,1912-10-20,0736 315 450,Sef Sectie/Adjunct (Sector) Transporturi
1680812245142,1928-04-30,0237 775 570,Expert In Management Activitati Investitionale
7560205088438,1917-02-13,0244 153 336,Masinist La Masini Speciale Fara Aschiere
6160522450305,2014-12-27,0252 518 151,Sef Serviciu Termochimic
1211017123451,1968-10-28,0749 922 037,Director General Institut National De Cercetaredezvoltare
6050319033238,2018-07-15,0734 925 983,Decorator In Piele
5040915220421,1932-05-08,0241 126 058,Terapeut In Terapii Complementare
7640405045502,1986-12-22,0758 286 121,Instructor Instalatii
5530313268243,1942-02-26,0247 391 308,Decontaminator
2950104059608,1956-04-22,0749 552 809,Cercetator In Exploatari Forestiere
8570628196712,1976-04-21,0751 140 040,Manager De Responsabilitate Sociala
2680909237551,1950-02-26,0745 389 704,Muftiu
4750519248178,1961-04-19,0252 622 466,Organizator Protocol
1231130147971,1952-06-28,0231 433 295,Conditioner Miere
3000816331178,1948-10-09,0732 856 940,Taietor Matrite Serigrafie
4340620242751,1921-03-09,0757 628 183,Scenograf
1390608520681,2018-08-09,0242 263 898,Operator Abrazive Pe Suporti
3650725233386,1936-05-14,0766 264 878,Predicator
8460622072811,2008-02-26,0247 880 897,"Sef Serviciu, Centru, Statie, Aeroport"
2520305318581,2006-07-18,0749 200 367,Tehnician Analist Calitate
1310203080881,1960-04-19,0736 977 630,Grafician Mers De Tren
8050804190284,2019-04-10,0238 254 107,Granulator/ Sortator Abrazive
5791025450120,1938-05-09,0758 603 338,Expert Contabil-Verificator
5130629093252,1957-09-08,0750 714 217,"Operator Chimist La Fabricarea Lacurilor, Vopselelor Si Uleiurilor"
1060721176672,1944-02-23,0262 171 599,Regizor Artistic
2340627415071,2020-07-06,0738 310 396,Montator Acumulatori
3720716037965,1917-04-19,0744 121 483,Inspector Scolar Pentru Mentorat
1620225442122,2017-09-03,0772 012 197,Cercetator In Matematica Aplicata
3020812176690,1974-02-15,0243 550 848,Presedinte Banca/Vicepresedinte/Prim-Vicepresedinte
3750223091742,1926-10-26,0246 808 558,Consultant Intern In Resurse Umane
6441211201672,1911-03-30,0751 413 808,Manager De Cladire
1720416415725,1955-06-15,0744 125 291,Asistent De Cercetare In Metalurgia Neferoasa
1710717211451,1990-12-14,0242 063 915,Disc-Jockey
4370608063517,1980-11-03,0242 529 843,Sef Statie Peco
2930310209286,1913-09-22,0770 029 665,Ascutitor Laminate La Rece
6730502210617,1916-06-20,0744 506 357,Confectioner Polizoare Din Pasla
6610401410430,1970-12-17,0759 702 173,Navigator Dirijare Zbor
1750412223686,1912-03-14,0757 512 119,Coordonator Secretariat Studiouri Teritoriale
6580325196080,1982-05-17,0269 697 469,Inspector De Specialitate Farmacolog
6860324065234,1980-05-22,0242 124 063,Grafician
5050604032447,1928-09-11,0744 085 055,Functionar Documentare
5820107465908,1914-07-05,0758 078 520,Pilot Comandant Avion
4670907178400,1979-02-13,0260 459 904,Maestru De Ceremonii
6771219399680,1946-07-21,0723 652 537,Director Centru De Calcul
3770712278092,1983-04-03,0237 272 895,Expert Inginer Minier
7310212198396,1992-04-19,0232 699 551,Manager De Produs
1780510376335,1983-07-02,0232 582 123,"Controlor Vamal, Controlor Pentru Datoria Vamala, Agent Vamal (Studii Superioare)"
8180512289941,1987-04-13,0728 927 208,Cercetator In Zootehnie
5850202196929,1942-05-29,0744 722 712,Vopsitor Industrial
7270516070081,1999-08-30,0740 905 871,Inginer Imagine
1520929522827,1919-11-04,0267 666 685,Inspector De Specialitate In Administratia Publica
7720421166722,1985-04-17,0252 379 137,"Operator La Prepararea Conservelor Din Carne, Peste Si In Amestec Legume Si Peste"
4031011015796,1999-01-22,0232 005 255,Operator La Impregnarea Produselor Hidroizolatoare
2241225456577,1916-02-06,0741 143 756,Injectorist In Constructii
3040931309262,1976-11-08,0246 018 999,Operator Chimist La Fabricarea Altor Produse Organice
7990727239090,1974-10-21,0739 969 580,Pilot Incercare
3550612529355,1978-09-11,0250 390 576,Taietor Confectii
5840519366261,1960-11-24,0765 820 661,Herghelegiu
4070911044168,1928-01-01,0760 552 826,Sef Birou Aprovizionare-Desfacere
2900922238866,1962-02-18,0755 445 724,Asistent De Cercetare In Tehnologii Carbochimice
3980124264872,1937-07-08,0261 351 860,Director De Hotel Pentru Tineret
5090323385151,1966-01-09,0749 616 785,Tipograf Turnator La Masinile De Turnat Text
5390127196875,2003-12-05,0248 001 819,"Meserias Intretinere Poduri Metalice, Viaducte Si Tuneluri"
3240324120740,2022-11-23,0235 235 860,Tehnician Zootehnist 
2140210368286,2001-01-15,0236 329 010,Sef Formatie Lucrari Geologice
8740224365155,1992-03-06,0744 181 418,"Sef Pepiniera Silvicola, Pomicola, Viticola"
8310608153264,1921-05-03,0772 515 293,Confectioner Tricotaje Dupa Comanda
1201202062831,1943-06-15,0752 738 151,Masinist La Masini Cale Mecanizare Usoara Si Grea
2930612233005,1946-03-26,0245 727 833,Asistent Standardizare
2970106153339,2023-07-20,0239 352 290,Turnator Fonta
5210910047158,1963-12-27,0746 241 570,Ambasador
1540603011372,2013-06-16,0748 772 891,Impletitor Textile
7520813431065,1991-07-24,0764 581 404,Mangalizator
4401117125326,1996-06-04,0260 579 353,Sef Lectorat
1090927296039,1971-07-24,0231 382 618,Sef/Sef Adjunct Statie Electrica
3461127099832,1923-04-02,0262 728 500,Asistent De Cercetare In Microbiologie-Bacteriologie
5740822043058,1944-04-20,0755 992 782,Consilier Presedinte Organizatie Profesionala Nationala
3490319321292,1992-08-04,0780 824 766,"Centrator, Finisor Aparate Optice"
7391121420170,1986-05-26,0785 112 338,Broker Bursa De Marfuri
1721218124064,1978-12-07,0746 981 522,Confectioner De Produse Industriale Din Cauciuc
3240730301420,2003-11-07,0244 386 907,Sef Sectie Inventar
7991122043341,1923-10-11,0721 731 367,Inginer De Cercetare In Prelucrari Plastice Si Tratamente Termice
7360922194040,1940-05-04,0262 462 295,Operator Circuite Retea Apa
5711210235188,2022-08-23,0269 749 846,Conservator Arhiva (Studii Medii)
6640815245181,1990-10-12,0232 228 215,Frigoriferist (Frigotehnist)
4111104380271,1961-11-18,0768 772 446,Croitor Manusi Piele
4870430344840,1923-10-04,0764 026 960,Vicepresedinte Asociatie Patronala
6861225451510,1944-07-11,0256 661 478,Manager Financiar
5330127365943,1928-12-04,0251 140 397,Referent Vamal (Studii Medii)
1970510466492,1912-05-22,0242 174 826,Muncitor In Activitatea De Gospodarire A Spanului
7370710285592,1914-09-21,021 532 3559,Gardian De Inchisoare
8570309294650,2016-11-29,0727 703 478,Librar-Sef
8900931399210,1992-02-09,0262 376 630,Retusor Foto
8440208208524,1923-09-10,0249 652 454,Montator Geogrile
8490219230408,1917-04-03,0264 128 297,Profesor Universitar
4860905114531,1946-05-10,0232 352 832,Contabil Financiar Bancar
6021203264848,2006-11-03,0731 698 858,Inginer De Cercetare In Utilaje Si Instalatii Portuare
8080911137975,1912-03-08,0250 215 649,Formator Produse Refractare
2410729352176,1910-06-29,0736 955 362,Sofer Autoambulanta
8660327049922,1990-10-06,0711 994 779,Consultant Fiscal
8061227251181,1980-11-16,0266 923 573,Crescator Bovine
3980612237478,1996-04-03,0748 698 195,Sef Atelier Industria Prelucratoare
6470725057185,2014-12-05,0735 201 888,Ingrijitor De Copii
7650717339321,1996-06-16,0764 241 029,Desenator Film Animatie
8380305319871,1932-04-22,0752 994 265,Inginer De Receptie Si Control Aeronave
4180610070438,1978-10-04,0788 525 246,Sef Statie Radiorelee
3890102432484,1990-04-19,0256 971 387,Controlor De Gestiune
2350106287241,1970-06-25,0241 935 611,Maseur De Intretinere Si Relaxare
2171025346576,2001-07-25,0751 967 822,Referent De Specialitate Pedolog
4680420011997,1925-05-03,0725 337 047,Sef Statie Cai Ferate
1931025523661,1972-06-21,0262 510 482,Cercetator In Antropologie
4450112292904,1968-09-22,0753 241 188,Confectioner Mantale De Plumb Prin Presare La Cabluri
2971002015415,1954-12-11,0755 377 624,Sef Sector (Sectie) Drumuri-Poduri
4510802061550,1974-01-24,0763 092 945,Pedagog Scolar
3490813402085,1962-01-17,0725 446 036,Tehnician Veterinar
3331126159842,1975-01-25,0767 921 338,Tehnician Gestiune Salariala
3270431013901,2015-11-18,0263 197 726,Degresator-Imersioner
7020926318988,1919-07-26,0244 053 934,Lichidator
5001131265013,1964-07-15,0257 892 724,Maistru Sculer-Matriter
7480906523030,1984-10-28,0235 507 396,Operator Transport Pe Conducte Singulare Gaze
4341014017867,1950-09-15,0261 356 432,Programator
7180510414765,1954-02-27,0266 067 475,Antrenor Cabaline
8800718222411,1912-06-28,0240 702 637,Sofer Autocamion/ Masina De Mare Tonaj
8511207018477,1928-05-25,0728 359 958,Inginer Mineralurg
3610609074656,1940-10-01,0253 436 180,"Reparator Stilouri, Brichete"
7990829299253,1954-10-02,0749 502 656,Salvamar
3720515065832,1978-01-15,0243 512 454,Conducator Intreprindere Mica 
6671205118494,1985-06-15,0245 531 054,Trapezist
4330719381852,1941-02-27,0772 044 979,Cercetator In Petrochimie Si Carbochimie
3731220065074,1923-09-04,0780 421 577,Referent De Specialitate Petrochimist
2710611348282,1913-10-11,0763 426 627,Audiolog
2480514228403,1920-07-15,0786 113 156,Montor Emisie
7340924406447,1990-06-19,0756 794 187,Fochist La Cazane De Apa Calda Si Cazane De Abur De Joasa Presiune
8660202456043,1983-11-10,0256 030 027,Hidrolog
1020919188850,1912-05-28,0711 974 856,Operator Taietor Textile
6680929259419,1935-09-02,0726 511 435,Repasator Garnituri Carde
6391226096436,1990-03-13,0244 961 950,Gravor Placi Metalice
5401012326348,1984-12-25,0770 109 191,Secretar Economic (Studii Medii)
8651204210704,1971-06-22,0233 923 671,Expert Inginer Industrializarea Lemnului
4790102515321,1945-01-07,021 397 4245,"Uscator, Aburitor Material Lemnos"
7270410125634,1943-06-08,0240 038 505,Asistent De Cercetare In Metrologie
6830210074382,1981-03-16,0767 909 339,Cercetator In Calculatoare
7880226197410,1984-10-24,0237 338 733,Operator La Utilaje De Reabilitari Conducte Subterane
1331131521084,1946-01-02,0762 016 720,Director Berarie
5580902036796,1981-02-28,0733 762 226,Agent Contractari Si Achizitii (Broker Marfuri)
5730829463916,1979-11-20,0757 874 956,Instructor De Fitness
6100209199911,1995-10-27,0748 372 721,Operator La Prelucrarea Cauciucului
4400429192525,1954-07-30,0247 291 753,Cercetator In Fizica-Chimie
8620410108834,1972-08-26,0746 184 319,Ofiter Intendent
4740511227155,1917-06-15,0240 897 354,Director De Hotel Pentru Tineret
7461116081792,1980-06-05,0751 997 601,Navigator Sol
4680820067382,1969-07-26,0236 685 393,Electromecanic Masini Si Echipamente Electrice
6230112399674,1943-05-07,0751 057 343,Confectioner Cocleti
3540713510085,1983-04-17,0248 807 477,"Confectioner Bidinele, Pensule, Perii"
5960217010953,1968-09-14,0240 952 787,Agent De Turism
6020414218456,1963-08-09,0767 433 743,Inspector De Specialitate Pedolog
2910812109537,1989-09-25,0785 646 036,Operator La Fabricarea Amidonului Si Dextrinei
7070409188373,1927-01-07,0737 771 122,"Marinar, Pilot Naval, Barjist"
2800821414422,1991-10-13,0728 898 618,Comisar
5191126162337,1924-07-27,0739 750 030,Auditor De Sistem De Management Pentru Sanatate Si Securitate Ocupationala
6320209075076,1931-10-16,0236 401 943,Referent De Specialitate Petrochimist
7270830127246,2012-11-17,0733 484 450,Tehnician Laborant Analize Produse Alimentare
3530718442663,1948-10-22,0237 818 293,Operator Tehnica Poligraf
4860206070344,2019-01-03,0763 730 515,Pregatitor Hartie Fotosensibila
5530423317759,1961-10-17,0784 864 828,Cercetator In Masini Si Echipamente Termice
5420808281909,1981-04-18,0248 857 004,Operator La Fabricarea Pieii Sintetice
4730527435047,1920-03-30,0260 103 099,Coordonator In Materie De Securitate Si Sanatate In Munca (Studii Superioare)
3581227525729,1934-01-17,0762 633 119,Nitrator
6740716099286,1998-09-06,0749 523 159,Operator La Fabricarea Fermoarelor
4390102341522,1983-11-13,0249 683 394,Ingrijitor La Domiciliu
8180418409740,1994-05-08,0262 340 319,Operator La Tragere Si Munitie
8941125422924,1967-02-03,0768 144 938,Expert Contabil-Verificator
8670907349802,1926-03-19,0764 533 264,Organizator Relatii
3651106377193,1954-03-29,0768 754 039,Inginer In Industria Alimentara
8240112460525,1946-09-17,0734 275 967,Inginer In Industria Alimentara
2810420079794,1989-06-24,0734 179 169,Miner In Subteran Pentru Constructii
4200919055017,1991-09-07,0234 512 105,Metrolog Verificator
4730327110941,1953-02-06,0250 814 099,Optometrist (Studii Medii)
4120921353010,2012-01-13,0263 823 966,"Termist Tratamentist De Piese Semifabricate, Finite"
5160631371416,1979-06-06,0249 986 681,Cercetator In Energetica Industriala
5070819377759,2000-08-22,0758 420 500,Grefier Documentarist
