,Unnamed: 0,personal_number,birthdate,address,phone_number
5906,5906,*****MASKED*****,1962-12-04,"Soseaua Mocanu, Tudora, 386453",0748636008
5907,5907,*****MASKED*****,1908-12-30,"Drumul Tomescu, Borsa, 886387",0723763377
5908,5908,*****MASKED*****,1962-05-17,"Bulevardul Voinea Nr. 980 Bl. 28  Sc. 64 Ap. 579, Targoviste, 208482",0751642285
5909,5909,*****MASKED*****,2011-06-17,"Bulevardul Corvin Voinea Nr. 774, Amara, 702708",0234826508
5910,5910,*****MASKED*****,1948-12-01,"Aleea Mazilescu Nr. 87 Bl. 88  Sc. 21 Ap. 491, Sighisoara, 494398",0743635016
5911,5911,*****MASKED*****,1932-10-02,"Aleea Niță Nr. 910 Bl. 69  Sc. 41 Ap. 617, Pecica, 759352",0726445802
5912,5912,*****MASKED*****,1996-06-17,"Drumul Ioniță, Dej, 282265",0248769322
5913,5913,*****MASKED*****,1950-02-21,"Soseaua Toma Nr. 398, Cisnadie, 312082",0727100678
5914,5914,*****MASKED*****,1911-12-02,"Strada Florea, Poiana Mare, 467208",0745892449
5915,5915,*****MASKED*****,1983-04-29,"Intrarea Floare Stoica Nr. 800, Rasnov, 891134",0254892320
5916,5916,*****MASKED*****,1926-07-27,"Intrarea Ioniță Nr. 498 Bl. 29  Sc. 46 Ap. 664, Darmanesti, 444153",0247152024
5917,5917,*****MASKED*****,1967-08-11,"Drumul Pop Nr. 79 Bl. 65  Sc. 79 Ap. 886, Fundulea, 859305",0734715498
5918,5918,*****MASKED*****,1918-06-28,"Strada Patricia Nistor, Mioveni, 445667",0731275203
5919,5919,*****MASKED*****,1959-07-28,"Strada Nistor Nr. 30, Moldova Veche, 551403",0236239226
5920,5920,*****MASKED*****,1989-08-03,"Drumul Fiodor Dochioiu, Teius, 428213",0768519340
5921,5921,*****MASKED*****,1973-07-12,"Aleea Diaconu Nr. 503 Bl. 34  Sc. 18 Ap. 631, Baia Mare, 704278",0722513697
5922,5922,*****MASKED*****,1959-09-27,"Bulevardul Popescu Nr. 35, Maieru, 881704",0742717285
5923,5923,*****MASKED*****,1982-10-13,"Soseaua Basarab Popa, Harlau, 852726",0754247088
5924,5924,*****MASKED*****,1940-02-29,"Intrarea Albu Nr. 288 Bl. 97  Sc. 75 Ap. 484, Zarnesti, 132175",0252934554
5925,5925,*****MASKED*****,1961-05-09,"Aleea Niță, Tufesti, 205563",0263625243
5926,5926,*****MASKED*****,2021-04-02,"Aleea Dima Nr. 85, Alexandria, 477879",0233909476
5927,5927,*****MASKED*****,1979-03-21,"Aleea Cleopatra Mocanu, Calan, 412006",0730317375
5928,5928,*****MASKED*****,2007-08-12,"Bulevardul Eftimie Nr. 517 Bl. 72  Sc. 47 Ap. 266, Cisnadie, 180172",0766748333
5929,5929,*****MASKED*****,1978-01-12,"Strada Niță, Curtea de Arges, 350588",0244142593
5930,5930,*****MASKED*****,2017-01-12,"Soseaua Arsenie Dumitrescu Nr. 812, Oradea, 845510",0786696987
5931,5931,*****MASKED*****,1908-08-12,"Strada Diaconu Nr. 440, Motru, 166339",0239041631
5932,5932,*****MASKED*****,1983-08-09,"Soseaua Pop, Urziceni, 764999",0237494160
5933,5933,*****MASKED*****,1914-03-20,"Bulevardul Florea, Tunari, 217343",0244008628
5934,5934,*****MASKED*****,1911-04-04,"Intrarea Voinea Nr. 38, Diosig, 725074",0772109801
5935,5935,*****MASKED*****,1926-12-12,"Soseaua Radu Dima, Marginea, 961289",0754256169
5936,5936,*****MASKED*****,1918-07-14,"Aleea Dinu Nr. 137, Slobozia, 329237",0248111829
5937,5937,*****MASKED*****,1927-07-08,"Aleea Diaconescu Nr. 58, Dragalina, 957497",0720218245
5938,5938,*****MASKED*****,1915-11-02,"Bulevardul Stănescu, Darmanesti, 735895",0741175361
5939,5939,*****MASKED*****,1913-02-01,"Drumul Georgia Voinea Nr. 75, Orsova, 408775",0233761338
5940,5940,*****MASKED*****,1957-11-09,"Intrarea Haralamb Albu, Jibou, 727525",0745916417
5941,5941,*****MASKED*****,1973-08-21,"Bulevardul Eftimie, Hunedoara, 914949",0759419552
5942,5942,*****MASKED*****,1958-10-05,"Intrarea Stan Nr. 48, Vlahita, 737522",0747084526
5943,5943,*****MASKED*****,1935-04-12,"Drumul Nemeș, Pogoanele, 942931",0788458806
5944,5944,*****MASKED*****,1957-11-07,"Aleea Iridenta Ababei Nr. 93 Bl. 80  Sc. 93 Ap. 425, Targu Frumos, 857324",0770737729
5945,5945,*****MASKED*****,1990-12-31,"Aleea Ene Nr. 635, Cajvana, 597760",0749276432
5946,5946,*****MASKED*****,2011-01-14,"Soseaua Tabacu Nr. 68 Bl. 14  Sc. 62 Ap. 268, Sfantu Gheorghe, 601465",0265589394
5947,5947,*****MASKED*****,1982-07-27,"Strada Dochioiu Nr. 51 Bl. 38  Sc. 84 Ap. 248, Beclean, 103682",0747671289
5948,5948,*****MASKED*****,1993-06-19,"Drumul Manole Nr. 86, Timisoara, 312909",0247386228
5949,5949,*****MASKED*****,1940-01-20,"Soseaua Mocanu Nr. 981 Bl. 21  Sc. 17 Ap. 891, 1 Decembrie, 328020",0788709972
5950,5950,*****MASKED*****,1909-10-15,"Strada Natalia Dumitrescu Nr. 65, Piatra-Neamt, 721657",0721867178
5951,5951,*****MASKED*****,1927-01-24,"Intrarea Diaconescu Nr. 41 Bl. 49  Sc. 47 Ap. 496, Rosiori de Vede, 259872",0262578040
5952,5952,*****MASKED*****,1910-06-27,"Aleea Vanesa Eftimie Nr. 16 Bl. 72  Sc. 13 Ap. 438, Baicoi, 751812",0240945313
5953,5953,*****MASKED*****,1964-05-17,"Aleea Ababei Nr. 893 Bl. 45  Sc. 67 Ap. 676, Motru, 827381",0720693629
5954,5954,*****MASKED*****,2013-02-06,"Strada Vicenția Marin, Ianca, 773015",0735198336
5955,5955,*****MASKED*****,2004-09-15,"Soseaua Dinu, Arbore, 326802",0759346952
5956,5956,*****MASKED*****,1991-04-09,"Bulevardul Oprea, Pogoanele, 590607",0728475127
5957,5957,*****MASKED*****,1933-05-11,"Drumul Dobre Nr. 35 Bl. 35  Sc. 70 Ap. 254, Videle, 635258",0246433710
5958,5958,*****MASKED*****,1934-06-12,"Intrarea Nistor Nr. 913 Bl. 59  Sc. 53 Ap. 812, Tomesti, 813278",0759903976
5959,5959,*****MASKED*****,1994-12-27,"Intrarea Laura Voinea Nr. 761, Vicovu de Sus, 921017",0252646394
5960,5960,*****MASKED*****,2015-12-29,"Drumul Marin, Beius, 385367",0236531903
5961,5961,*****MASKED*****,1931-08-21,"Aleea Stancu Nr. 92 Bl. 13  Sc. 39 Ap. 993, Fagaras, 905726",0732353705
5962,5962,*****MASKED*****,1955-11-26,"Strada Dinu Nr. 551, Seini, 263671",0744277766
5963,5963,*****MASKED*****,1965-05-07,"Soseaua Ababei Nr. 66, Babadag, 732352",0259829178
5964,5964,*****MASKED*****,1983-09-21,"Bulevardul Stoica, Mioveni, 688527",0268559813
5965,5965,*****MASKED*****,2019-12-09,"Intrarea Dima, Rasinari, 781387",0743814734
5966,5966,*****MASKED*****,2006-02-13,"Intrarea Pop Nr. 65, Hateg, 513399",0246974032
5967,5967,*****MASKED*****,1993-12-29,"Aleea Ionescu, Strehaia, 408018",0737288926
5968,5968,*****MASKED*****,1925-08-26,"Intrarea Nemeș Nr. 30 Bl. 65  Sc. 79 Ap. 917, Fieni, 439766",0737813612
5969,5969,*****MASKED*****,1990-06-21,"Bulevardul Dinu Nr. 73 Bl. 38  Sc. 95 Ap. 618, Timisoara, 611599",0744194989
5970,5970,*****MASKED*****,1961-03-11,"Intrarea Catrinel Cristea Nr. 993, Iernut, 420044",0731784798
5971,5971,*****MASKED*****,1933-10-07,"Drumul Romulus Tabacu Nr. 333, Dragu-Brad, 151993",0720790459
5972,5972,*****MASKED*****,1980-09-29,"Strada Pușcașu Nr. 132 Bl. 16  Sc. 15 Ap. 762, Alexandria, 595618",0772671512
5973,5973,*****MASKED*****,2012-06-26,"Soseaua Nicolaie Dobre Nr. 374, Vladimirescu, 934746",0236163726
5974,5974,*****MASKED*****,1943-12-22,"Bulevardul Casiana Suciu Nr. 45, Ruscova, 432750",0740401414
5975,5975,*****MASKED*****,2007-10-26,"Aleea Albu Nr. 84 Bl. 42  Sc. 85 Ap. 297, Corabia, 453068",0786704122
5976,5976,*****MASKED*****,1914-12-24,"Intrarea Dinu Florea Nr. 556 Bl. 42  Sc. 77 Ap. 461, Calan, 271963",0233204615
5977,5977,*****MASKED*****,1924-10-28,"Aleea Dochioiu Nr. 550, Sacele, 395428",0740826810
5978,5978,*****MASKED*****,2007-04-25,"Soseaua Tudor Nr. 177, Boldesti-Scaeni, 765386",0255783527
5979,5979,*****MASKED*****,2001-07-23,"Drumul Florea Nr. 88 Bl. 10  Sc. 43 Ap. 882, Barbulesti, 289245",0751273404
5980,5980,*****MASKED*****,1960-01-11,"Strada Nistor Nr. 540, Iasi, 488012",0760417308
5981,5981,*****MASKED*****,2018-11-09,"Aleea Niță, Mangalia, 908859",0786639556
5982,5982,*****MASKED*****,1963-01-27,"Bulevardul Ardelean, Cajvana, 310207",0245082485
5983,5983,*****MASKED*****,1987-04-25,"Strada Oprea Nr. 58, Campulung Moldovenesc, 655323",0236672449
5984,5984,*****MASKED*****,2021-10-19,"Strada Teodor Ababei, Tudora, 243793",0788919720
5985,5985,*****MASKED*****,1968-02-19,"Drumul Zoe Tomescu Nr. 300 Bl. 32  Sc. 33 Ap. 751, Victoria, 541685",0723924932
5986,5986,*****MASKED*****,1990-04-22,"Strada Niță Nr. 98 Bl. 51  Sc. 35 Ap. 518, Sighisoara, 115831",0786288246
5987,5987,*****MASKED*****,1990-04-25,"Aleea Marcu Stoica, Pitesti, 844734",0754297788
5988,5988,*****MASKED*****,2016-03-28,"Drumul Mazilescu, Baia Mare, 591525",0256502404
5989,5989,*****MASKED*****,1939-11-02,"Bulevardul Alexandra Nistor, Afumati, 786917",0252652404
5990,5990,*****MASKED*****,1953-02-24,"Strada Niță, Arbore, 768890",0759052226
5991,5991,*****MASKED*****,2004-01-21,"Strada Octaviana Stancu Nr. 35 Bl. 37  Sc. 78 Ap. 677, Tecuci, 332745",0746426788
5992,5992,*****MASKED*****,1922-11-22,"Soseaua Dinu Stan Nr. 859 Bl. 93  Sc. 27 Ap. 601, Siret, 433457",0261986990
5993,5993,*****MASKED*****,1975-01-28,"Strada Dumitrescu Nr. 885, Salonta, 876954",0720346514
5994,5994,*****MASKED*****,1956-11-20,"Bulevardul Monica Barbu, Motru, 947049",0234559663
5995,5995,*****MASKED*****,1939-05-09,"Strada Andra Dima Nr. 53 Bl. 55  Sc. 54 Ap. 971, Peretu, 607809",0260293734
5996,5996,*****MASKED*****,2008-07-01,"Strada Ioniță, Ramnicu Valcea, 383241",0256366195
5997,5997,*****MASKED*****,1930-08-06,"Bulevardul Diaconu Nr. 760, Nasaud, 316147",0736513924
5998,5998,*****MASKED*****,1991-09-13,"Aleea Anca Mazilescu Nr. 65 Bl. 87  Sc. 40 Ap. 563, Dumbraveni, 113608",0785242659
5999,5999,*****MASKED*****,1954-01-22,"Drumul Manole Nr. 207, Segarcea, 650169",0212154657
6000,6000,*****MASKED*****,1982-06-18,"Aleea Ioniță, Giroc, 625806",0723156421
6001,6001,*****MASKED*****,1965-08-03,"Strada Ene, Pogoanele, 468740",0256345153
6002,6002,*****MASKED*****,1939-12-28,"Drumul Aanei Nr. 34 Bl. 51  Sc. 13 Ap. 868, Marginea, 616572",0248148624
6003,6003,*****MASKED*****,1925-02-04,"Strada Mazilescu Nr. 711, Bolintin-Vale, 524028",0239289304
6004,6004,*****MASKED*****,1935-04-04,"Soseaua Pleșu Mazilescu Nr. 16, Zarnesti, 722947",0238754945
6005,6005,*****MASKED*****,1935-01-10,"Aleea Dima Nr. 28, Campulung Moldovenesc, 248010",0724826976
6006,6006,*****MASKED*****,1934-06-14,"Intrarea Florin Pușcașu Nr. 428, Targu Ocna, 522635",0788445942
6007,6007,*****MASKED*****,1964-08-22,"Strada Dina Manole Nr. 65 Bl. 34  Sc. 14 Ap. 665, Deta, 212068",0725822397
6008,6008,*****MASKED*****,1994-07-17,"Aleea Eusebia Dima Nr. 61 Bl. 37  Sc. 77 Ap. 899, Beclean, 213638",0722408370
6009,6009,*****MASKED*****,1923-02-19,"Aleea Mazilescu Nr. 60, Bacau, 251911",0244003719
6010,6010,*****MASKED*****,1923-07-31,"Bulevardul Edmond Barbu Nr. 63, Teius, 415094",0259528344
6011,6011,*****MASKED*****,1994-06-12,"Intrarea Mazilescu Nr. 73 Bl. 97  Sc. 78 Ap. 841, Oravita, 504329",0761307360
6012,6012,*****MASKED*****,2018-03-01,"Intrarea Voinea, Odobesti, 152185",0766285515
6013,6013,*****MASKED*****,1936-02-07,"Intrarea Suciu Nr. 37 Bl. 54  Sc. 70 Ap. 921, Salonta, 585904",0760190929
6014,6014,*****MASKED*****,1955-04-20,"Drumul Ioniță Nr. 40 Bl. 64  Sc. 83 Ap. 340, Lupeni, 553857",0746186510
6015,6015,*****MASKED*****,1968-11-28,"Bulevardul Tomescu Nr. 809, Caracal, 793779",0244193649
6016,6016,*****MASKED*****,1990-08-22,"Drumul Aanei, Balotesti, 372990",0747618821
6017,6017,*****MASKED*****,1991-10-30,"Drumul Preda Nr. 255 Bl. 27  Sc. 85 Ap. 352, Bacau, 879554",0735758662
6018,6018,*****MASKED*****,1933-05-02,"Soseaua Lorin Mazilescu Nr. 13, Draganesti-Olt, 437001",0753645871
6019,6019,*****MASKED*****,2022-01-25,"Aleea Pușcașu, Agnita, 990289",0744479107
6020,6020,*****MASKED*****,1950-03-28,"Intrarea Manole Nr. 13 Bl. 54  Sc. 14 Ap. 604, Titu, 500146",0765623560
6021,6021,*****MASKED*****,1995-08-13,"Intrarea Ligia Voinea Nr. 199, Dumbraveni, 772224",0247502558
6022,6022,*****MASKED*****,1961-07-29,"Bulevardul Eftimie, Caransebes, 420158",0232978838
6023,6023,*****MASKED*****,1998-10-14,"Intrarea Voichița Ene Nr. 431 Bl. 46  Sc. 85 Ap. 943, Savinesti, 111865",0725865804
6024,6024,*****MASKED*****,1936-06-06,"Bulevardul Pop Nr. 56 Bl. 63  Sc. 23 Ap. 808, Rasinari, 149722",0249191213
6025,6025,*****MASKED*****,1920-07-23,"Intrarea Dana Dochioiu Nr. 67 Bl. 68  Sc. 44 Ap. 486, Moinesti, 538270",0770361916
6026,6026,*****MASKED*****,1998-04-04,"Bulevardul Codin Ene Nr. 41 Bl. 33  Sc. 88 Ap. 728, Baia, 100541",0766201422
6027,6027,*****MASKED*****,2019-09-21,"Drumul Nistor Nr. 52 Bl. 33  Sc. 97 Ap. 806, Balotesti, 434717",0720546899
6028,6028,*****MASKED*****,1933-05-19,"Soseaua Stancu, Agnita, 383323",0785579494
6029,6029,*****MASKED*****,1912-09-24,"Aleea Florea Nr. 55 Bl. 64  Sc. 13 Ap. 702, Filiasi, 956317",0242965534
6030,6030,*****MASKED*****,1997-12-25,"Soseaua Tudor Nr. 135, Baraolt, 929350",0771045338
6031,6031,*****MASKED*****,1975-09-15,"Drumul Corvin Pușcașu Nr. 35 Bl. 74  Sc. 65 Ap. 551, Diosig, 868108",0754072320
6032,6032,*****MASKED*****,1941-11-04,"Drumul Barbu Nr. 36 Bl. 51  Sc. 79 Ap. 155, Dabuleni, 572580",0238171599
6033,6033,*****MASKED*****,1967-12-09,"Bulevardul Pop Nr. 99 Bl. 85  Sc. 79 Ap. 970, Mioveni, 280545",0764895514
6034,6034,*****MASKED*****,2002-10-22,"Intrarea Paulica Dochioiu Nr. 249 Bl. 33  Sc. 36 Ap. 482, Borcea, 147400",0241064543
6035,6035,*****MASKED*****,2015-05-07,"Drumul Dumitrescu Nr. 904 Bl. 14  Sc. 87 Ap. 467, Vlahita, 395403",0754318156
6036,6036,*****MASKED*****,2008-12-26,"Bulevardul Otilia Niță Nr. 925 Bl. 73  Sc. 90 Ap. 605, Anina, 367281",0722356138
6037,6037,*****MASKED*****,1997-03-13,"Aleea Relu Stoica, Poienile de sub Munte, 441701",0247739954
6038,6038,*****MASKED*****,2014-05-10,"Aleea Cleopatra Dima Nr. 846 Bl. 42  Sc. 20 Ap. 665, Buhusi, 208749",0729571210
6039,6039,*****MASKED*****,1964-01-05,"Strada Dinu Nr. 87, Baia Mare, 740039",0253390206
6040,6040,*****MASKED*****,2017-08-27,"Intrarea Niță, Babeni, 483144",0234190005
6041,6041,*****MASKED*****,2002-12-24,"Drumul Tomescu Nr. 118, Plosca, 142373",0770788214
6042,6042,*****MASKED*****,1985-10-24,"Intrarea Dumitrescu Nr. 94 Bl. 37  Sc. 98 Ap. 713, Toflea, 285535",0723393354
6043,6043,*****MASKED*****,1960-08-19,"Drumul Gheorghiu, Sangeorgiu de Mures, 704641",0265230229
6044,6044,*****MASKED*****,1927-07-18,"Intrarea Nistor Nr. 53 Bl. 66  Sc. 46 Ap. 912, Sangeorgiu de Mures, 256215",0728121945
6045,6045,*****MASKED*****,2021-02-02,"Intrarea Florea Nr. 751, Harlau, 245845",0253904510
6046,6046,*****MASKED*****,1953-03-30,"Drumul Georgescu Nr. 457, Buftea, 120383",0246835638
6047,6047,*****MASKED*****,2014-09-10,"Drumul Suciu, Marasesti, 911932",0248304487
6048,6048,*****MASKED*****,1966-09-09,"Strada Manole Nr. 488 Bl. 17  Sc. 66 Ap. 169, Valea Mare (Negresti), 448414",0734150992
6049,6049,*****MASKED*****,1966-10-01,"Drumul Avram Dima Nr. 15 Bl. 70  Sc. 89 Ap. 763, Otelu Rosu, 966862",0249909355
6050,6050,*****MASKED*****,1955-04-29,"Drumul Suciu Nr. 850, Oituz, 225373",0733076582
6051,6051,*****MASKED*****,1975-06-29,"Soseaua Stănescu, Valea Mare (Babeni), 227750",0268067025
6052,6052,*****MASKED*****,1923-04-18,"Strada Manole Nr. 49, Jibou, 131364",0233964948
6053,6053,*****MASKED*****,1962-04-09,"Aleea Flavia Dima, Tulcea, 423940",0264640702
6054,6054,*****MASKED*****,1974-07-11,"Bulevardul Frederic Ionescu, Odobesti, 958256",0756217178
6055,6055,*****MASKED*****,1969-05-26,"Bulevardul Pop Nr. 83, Gheorgheni, 329289",0258640123
6056,6056,*****MASKED*****,1943-11-15,"Drumul Dobre Nr. 773, Targu Mures, 419377",0260648004
6057,6057,*****MASKED*****,1918-08-19,"Aleea Popescu Nr. 174, Dragasani, 781358",0763157639
6058,6058,*****MASKED*****,1991-08-12,"Soseaua Mazilescu Nr. 610 Bl. 43  Sc. 99 Ap. 379, Cobadin, 121221",0752474363
6059,6059,*****MASKED*****,1970-03-15,"Intrarea Aanei, Sfantu Gheorghe, 900576",0755399960
6060,6060,*****MASKED*****,1991-12-25,"Intrarea Ardelean Nr. 219, Zarnesti, 594194",0731915930
6061,6061,*****MASKED*****,1940-12-05,"Drumul Manole Nr. 86, Mihail Kogalniceanu, 425289",0785457432
6062,6062,*****MASKED*****,1924-08-12,"Soseaua Toma, Turnu Magurele, 724199",0251598377
6063,6063,*****MASKED*****,1916-03-18,"Soseaua Ecaterina Dinu Nr. 915 Bl. 10  Sc. 12 Ap. 210, Ramnicu Valcea, 777687",0266160891
6064,6064,*****MASKED*****,1928-10-08,"Strada Iacob Tabacu Nr. 38 Bl. 49  Sc. 55 Ap. 902, Babadag, 620945",0771246402
6065,6065,*****MASKED*****,1984-01-13,"Soseaua Suciu Nr. 465 Bl. 66  Sc. 33 Ap. 747, Dumbraveni, 264028",0755627961
6066,6066,*****MASKED*****,1956-07-06,"Bulevardul Gherghina Pop, Fundulea, 734612",0760857416
6067,6067,*****MASKED*****,2010-05-30,"Aleea Angela Dinu Nr. 579 Bl. 37  Sc. 83 Ap. 518, Victoria, 670673",0741473299
6068,6068,*****MASKED*****,1941-08-12,"Drumul Tudor, Talmaciu, 348986",0758773849
6069,6069,*****MASKED*****,1921-03-01,"Soseaua Nistor Nr. 58 Bl. 54  Sc. 41 Ap. 276, Moldova Veche, 653318",0759440404
6070,6070,*****MASKED*****,1963-08-05,"Aleea Dobre, Moinesti, 248545",0750620084
6071,6071,*****MASKED*****,1937-12-25,"Strada Eleonora Oprea, Buhusi, 792638",0729300961
6072,6072,*****MASKED*****,2006-08-22,"Aleea Cristea Nr. 26 Bl. 90  Sc. 98 Ap. 918, Braila, 856700",0264255930
6073,6073,*****MASKED*****,1934-09-05,"Aleea Gheorghiu, Harlau, 246042",0747670911
6074,6074,*****MASKED*****,2023-08-11,"Soseaua Tomescu, Beclean, 405440",0243028476
6075,6075,*****MASKED*****,2017-08-17,"Aleea Florea Nr. 93, Turda, 656201",0750153771
6076,6076,*****MASKED*****,1987-10-04,"Bulevardul Lucreția Nistor Nr. 498, Giurgiu, 278628",0757352669
6077,6077,*****MASKED*****,1980-08-17,"Soseaua Pop Nr. 65, Timisoara, 306189",0788282600
6078,6078,*****MASKED*****,1962-02-08,"Drumul Dima Nr. 80, Sacueni, 296899",0248020613
6079,6079,*****MASKED*****,1923-07-12,"Aleea Tabacu Nr. 56, Simleu Silvaniei, 164425",0786244851
6080,6080,*****MASKED*****,1976-01-17,"Aleea Ardelean Nr. 616 Bl. 57  Sc. 43 Ap. 212, Buftea, 839548",0269037482
6081,6081,*****MASKED*****,2023-04-08,"Intrarea Gianina Suciu Nr. 43, Cugir, 913975",0232093642
6082,6082,*****MASKED*****,1935-11-19,"Strada Tomescu, Sovata, 625199",0749999454
6083,6083,*****MASKED*****,1988-01-07,"Bulevardul Cristea Mazilescu Nr. 33, Piatra-Neamt, 765691",0734235608
6084,6084,*****MASKED*****,2001-01-12,"Aleea Estera Oprea Nr. 902, Navodari, 213922",0757399305
6085,6085,*****MASKED*****,1961-12-14,"Aleea Paula Nemeș, Bosanci, 888599",0260363434
6086,6086,*****MASKED*****,1933-02-07,"Drumul Stanca Mocanu Nr. 47 Bl. 39  Sc. 26 Ap. 610, Sighetu Marmatiei, 263577",0711453359
6087,6087,*****MASKED*****,1946-11-11,"Bulevardul Nistor Nr. 62, Cugir, 364728",0268496381
6088,6088,*****MASKED*****,2001-07-01,"Bulevardul Georgescu, Sangeorgiu de Mures, 428710",0240328894
6089,6089,*****MASKED*****,1939-08-04,"Bulevardul Nemeș Nr. 913, Campulung Moldovenesc, 649282",0244098598
6090,6090,*****MASKED*****,1963-03-01,"Bulevardul Niță Nr. 981, Simleu Silvaniei, 970832",0737112457
6091,6091,*****MASKED*****,1942-05-30,"Drumul Nistor Nr. 377, Balotesti, 959990",0728675526
6092,6092,*****MASKED*****,1995-08-11,"Bulevardul Eftimie Nr. 90, Anina, 827476",0269456155
6093,6093,*****MASKED*****,2004-11-07,"Drumul Leonard Ardelean, Slatina, 928399",0237756397
6094,6094,*****MASKED*****,2006-04-06,"Strada Marin Nr. 36 Bl. 30  Sc. 11 Ap. 275, Pascani, 166680",0213692752
6095,6095,*****MASKED*****,1924-03-20,"Aleea Aanei, Santana, 707038",0755169962
6096,6096,*****MASKED*****,1992-02-12,"Aleea Niță Nr. 22, Tarnaveni, 686512",0268714867
6097,6097,*****MASKED*****,1957-01-01,"Bulevardul Pușcașu Nr. 632 Bl. 53  Sc. 93 Ap. 838, Urlati, 302670",0240675986
6098,6098,*****MASKED*****,2005-02-10,"Intrarea Raul Nistor Nr. 941 Bl. 87  Sc. 65 Ap. 825, Ploiesti, 138875",0740858717
6099,6099,*****MASKED*****,1981-08-18,"Aleea Popa Nr. 37 Bl. 16  Sc. 47 Ap. 714, Buzau, 635110",0750803921
6100,6100,*****MASKED*****,2009-12-16,"Aleea Mocanu Nr. 756, Bals, 247266",0766780039
6101,6101,*****MASKED*****,1955-05-20,"Drumul Dumitrescu Nr. 627 Bl. 29  Sc. 84 Ap. 446, Cumpana, 742720",0722315727
6102,6102,*****MASKED*****,1980-05-17,"Drumul Narcisa Mazilescu Nr. 58 Bl. 10  Sc. 53 Ap. 869, Buhusi, 434236",0251776021
6103,6103,*****MASKED*****,1922-04-23,"Aleea Popa, Tunari, 152856",0236375498
6104,6104,*****MASKED*****,1914-07-04,"Aleea Nistor, Calafat, 365662",0749575942
6105,6105,*****MASKED*****,1926-02-24,"Soseaua Dochioiu Nr. 86, Targu Ocna, 671296",0269502398
6106,6106,*****MASKED*****,1997-06-07,"Intrarea Ionescu Nr. 85, Curtici, 304188",0264928810
6107,6107,*****MASKED*****,1945-08-09,"Strada Toma, Alba Iulia, 302325",0730219169
6108,6108,*****MASKED*****,1975-03-30,"Soseaua Ardelean Nr. 494 Bl. 89  Sc. 67 Ap. 491, Fagetel (Remetea), 235680",0788680500
6109,6109,*****MASKED*****,1985-04-07,"Bulevardul Manole Nr. 287, Bacau, 405435",0232829437
6110,6110,*****MASKED*****,1936-12-11,"Strada Nemeș Nr. 55, Baile Borsa, 276540",0256281280
6111,6111,*****MASKED*****,2015-02-26,"Bulevardul Ababei, Dumbravita, 891990",0767985361
6112,6112,*****MASKED*****,1913-10-07,"Aleea Toma Nr. 723, Anina, 570559",0728619769
6113,6113,*****MASKED*****,1990-02-04,"Intrarea Pop Nr. 96, Berceni, 233963",0764606335
6114,6114,*****MASKED*****,1987-09-03,"Intrarea Stan, Poiana Mare, 560637",0739904791
6115,6115,*****MASKED*****,1965-06-08,"Aleea Adrian Suciu Nr. 39, Alexandria, 977333",0253433232
6116,6116,*****MASKED*****,1984-02-27,"Bulevardul Aanei Nr. 35 Bl. 23  Sc. 25 Ap. 606, Pucioasa, 481333",0765119745
6117,6117,*****MASKED*****,2020-04-07,"Intrarea Voinea Nr. 53 Bl. 16  Sc. 57 Ap. 301, Amara, 503437",0251067023
6118,6118,*****MASKED*****,1950-02-14,"Drumul Tudor Nr. 466, Vulcan, 416147",0731058931
6119,6119,*****MASKED*****,2013-01-11,"Intrarea Ene Nr. 123, Tuzla, 245836",0739857480
6120,6120,*****MASKED*****,1974-12-06,"Bulevardul Dochioiu Nr. 64 Bl. 80  Sc. 14 Ap. 307, Brasov, 796030",0765381062
6121,6121,*****MASKED*****,2014-05-23,"Aleea Dima Nr. 478, Apahida, 658328",0786992132
6122,6122,*****MASKED*****,1916-09-10,"Intrarea Marcel Dobre Nr. 91, Tudora, 455405",0735461709
6123,6123,*****MASKED*****,1968-01-05,"Soseaua Gențiana Barbu Nr. 797 Bl. 34  Sc. 48 Ap. 282, Dabuleni, 993713",0749131069
6124,6124,*****MASKED*****,1998-08-01,"Bulevardul Manole Nr. 75 Bl. 90  Sc. 73 Ap. 632, Motru, 615241",0756010985
6125,6125,*****MASKED*****,2004-11-07,"Intrarea Marina Eftimie, Satu Mare, 508630",0250593998
6126,6126,*****MASKED*****,1910-01-19,"Drumul Florea Nr. 872, Marasesti, 564125",0766708757
6127,6127,*****MASKED*****,1953-04-25,"Aleea Oprea Nr. 589 Bl. 61  Sc. 15 Ap. 776, Plosca, 575893",0240786288
6128,6128,*****MASKED*****,1964-07-19,"Strada Manole, Ovidiu, 293909",0247101180
6129,6129,*****MASKED*****,1983-05-23,"Strada Stan Nr. 80, Dabuleni, 235903",0249859158
6130,6130,*****MASKED*****,1919-03-18,"Bulevardul Stănescu Nr. 53 Bl. 23  Sc. 83 Ap. 768, Braila, 863754",0728016986
6131,6131,*****MASKED*****,1925-10-12,"Intrarea Vladimir Oprea, Tarnaveni, 643194",0260877090
6132,6132,*****MASKED*****,1995-10-13,"Intrarea Popescu Nr. 247, Mihail Kogalniceanu, 783833",0761479680
6133,6133,*****MASKED*****,2001-01-08,"Aleea Oprea Nr. 99, Prejmer, 211515",0788426276
6134,6134,*****MASKED*****,2016-09-15,"Aleea Dobre Nr. 735, Ianca, 771185",0751505551
6135,6135,*****MASKED*****,1946-11-25,"Bulevardul Stoica, Dumbraveni, 221631",0785464274
