first_name,last_name,personal_number,birthdate,address,county,phone_number,mac_address,ip_address,iban
Camelia,Stănescu,1920327367234,1990-09-21,"Intrarea Anuța Ardelean Nr. 55 Bl. 23  Sc. 41 Ap. 296, Hunedoara, 163124",Vaslui,0253 285 715,67:d2:22:8d:e4:3e,107.97.104.153,RO14LLHB0626099696063746
Adelin,Dinu,4540710409809,1956-11-27,"Soseaua Simona Pușcașu, Branesti, 733444",Harghita,0754 607 490,b5:b4:7a:87:6b:c3,64.36.5.96,RO67AEYL3108701838635790
Magdalena,Stoica,7020520514331,1935-09-06,"Aleea Eftimie Nr. 100 Bl. 43  Sc. 27 Ap. 174, Buhusi, 999918",Cluj,0263 656 232,a4:fa:87:31:15:58,120.53.11.248,RO73YNGH6337077883218085
Despina,Marin,6300904392357,2000-12-31,"Soseaua Niță Nr. 77, Magurele, 516274",Gorj,0236 306 492,9c:46:6c:80:8c:39,147.14.227.255,RO13TEUY4367427842340662
Eftimia,Stănescu,1400123363636,1925-04-03,"Intrarea Lidia Eftimie Nr. 43, Gura Humorului, 557178",Gorj,0727 928 554,29:c1:3a:e5:c4:11,104.8.44.234,RO14WNOG3384672713423792
Frusina,Georgescu,2771215422771,2013-01-22,"Strada Preda Nr. 47, Sebes, 482891",Vrancea,0748 999 307,4a:df:cf:6f:11:72,73.153.146.150,RO20PVIE6993623957149806
Anamaria,Nistor,4620819295937,1931-12-31,"Aleea Nistor, Carei, 779033",Hunedoara,0741 782 941,32:a7:06:88:99:d4,138.171.54.166,RO91KCZR6596046001935845
Pamela,Georgescu,8691105314337,1976-02-29,"Drumul Mazilescu, Calafat, 975748",Maramureș,0728 145 072,cd:8b:ab:48:28:b6,183.240.68.225,RO60ROFH7610156057050510
Geanina,Nemeș,7150707337708,1995-04-23,"Bulevardul Dobre, Giurgiu, 884973",Satu Mare,0771 732 071,2d:d0:eb:15:55:8b,85.146.205.165,RO64QABV0994793027911594
Nicodim,Dinu,4601102135589,2015-09-08,"Drumul Stănescu, Prejmer, 126169",Satu Mare,0743 224 701,0a:1d:65:bf:b5:05,119.152.104.62,RO39RQBM9149685610702274
Vlad,Stoica,5870401224989,2016-02-22,"Drumul Leontina Stancu Nr. 108 Bl. 45  Sc. 57 Ap. 504, Tecuci, 779348",Covasna,0748 232 175,1a:b7:10:6f:41:35,159.153.75.127,RO48TELC7045448322091255
Ludmila,Mocanu,4011216315251,1985-06-11,"Strada Nistor, Modelu, 481229",Cluj,0258 169 847,1b:dc:f4:ce:00:f3,63.141.137.122,RO33WLMF1637815452366901
Luiza,Ababei,7670521207985,1988-11-11,"Bulevardul Niță, Bragadiru, 209265",Prahova,0765 071 522,2a:c9:2a:dd:7f:77,158.83.133.14,RO45BGLC7081367354253693
Iridenta,Nemeș,4081114513915,2008-03-19,"Drumul Anabela Dima, Feldru, 424722",Mehedinți,0256 605 350,1c:13:85:f3:ae:83,101.120.108.209,RO56FUEN4211807143640497
Stanca,Oprea,2480912360081,1982-07-04,"Soseaua Stancu Nr. 15, Savinesti, 552757",Vâlcea,0733 265 766,2e:83:60:87:3c:be,45.98.107.154,RO86QZYU8435181615086601
Florian,Nistor,5740326062901,1957-05-25,"Drumul Suciu, Poienile de sub Munte, 388198",Teleorman,0243 971 682,a2:3a:68:54:c3:b5,3.71.63.213,RO82JRHN6682081153818456
Rica,Barbu,1541011232086,1918-01-21,"Aleea Barbu Nr. 404 Bl. 54  Sc. 53 Ap. 879, Victoria, 171556",București,0244 172 659,fa:5b:e6:ec:82:50,50.129.80.171,RO43PKDV1026702330852604
Matilda,Nistor,5200122409672,1958-12-31,"Drumul Gicu Voinea Nr. 54 Bl. 84  Sc. 73 Ap. 875, Borsa, 839260",Caraș Severin,0729 199 691,b4:ee:df:18:f9:8b,82.183.39.191,RO78JNIH0020074996046966
Janina,Ionescu,6620825529660,1956-07-07,"Bulevardul Popescu, Bosanci, 305606",Sibiu,0243 786 911,cd:22:6b:14:5b:8e,35.129.48.124,RO53VZDI7073163726165098
Natașa,Georgescu,5930730231858,1933-03-01,"Soseaua Lia Barbu, Vlahita, 968701",Teleorman,0746 161 089,44:b6:ff:84:9b:96,220.84.213.221,RO09ZSQY6612788058405439
Liana,Albu,1680321373713,1923-08-18,"Intrarea Dorian Diaconescu Nr. 875, Piatra-Neamt, 297515",Teleorman,0753 617 741,0d:50:bd:53:94:43,189.64.115.190,RO31PFJW8456502720629746
Janeta,Dumitrescu,8100407265728,1950-12-03,"Bulevardul Dima Nr. 69, Intorsura Buzaului, 502349",Alba,0256 826 310,d6:ab:df:5f:1c:ce,33.77.14.106,RO63DBPB9547956995768944
Nichifor,Diaconescu,1980103321293,2011-02-01,"Drumul Tudor Nr. 363 Bl. 54  Sc. 70 Ap. 897, Sabaoani, 315983",Vâlcea,0722 290 578,ff:90:47:c2:30:73,125.29.146.156,RO66TABS3324272296141752
Petru,Tudor,7660912524404,1919-06-23,"Bulevardul Cazimir Preda Nr. 402 Bl. 94  Sc. 26 Ap. 754, Harlau, 654953",Tulcea,0265 730 619,46:2b:07:43:f2:53,172.51.136.20,RO55GPBD3583607165291639
Nechifor,Stancu,6111006520270,1987-06-12,"Strada Ardelean Nr. 877 Bl. 55  Sc. 74 Ap. 437, Vulcan, 475136",Giurgiu,0235 775 099,9c:d9:dd:29:8c:58,29.157.87.3,RO72TFJU6074359584706808
Lucrețiu,Barbu,8071126445035,1929-01-07,"Drumul Gheorghiu Nr. 817 Bl. 85  Sc. 16 Ap. 938, Sacueni, 482814",Ilfov,0757 020 526,3e:ef:27:83:1c:30,144.51.165.220,RO94GZTP0361811642643807
Doriana,Tudor,6110906368699,1994-03-04,"Intrarea Nistor Nr. 84 Bl. 29  Sc. 52 Ap. 203, Brasov, 517177",Hunedoara,0258 547 053,43:25:e8:76:07:eb,150.75.197.28,RO30PPSX9468913548578717
Ștefana,Niță,4800129446436,1969-01-31,"Bulevardul Stan, Corabia, 502932",Iași,0256 986 190,88:54:b7:90:41:01,160.76.234.130,RO87BGNL1643420255368123
Casandra,Barbu,8681127401855,1944-09-21,"Bulevardul Popa, Falticeni, 799439",Covasna,0755 394 273,83:03:c7:ea:df:2b,167.108.52.228,RO30TMMA4156357495797376
Basarab,Ene,2141231048241,1966-06-13,"Drumul Ionuț Pușcașu Nr. 331 Bl. 34  Sc. 65 Ap. 237, Vladimirescu, 362815",Bacău,0247 321 280,87:68:ce:59:7e:69,202.25.104.227,RO32JAZG3789201948070869
Olimpiu,Dima,7760523294946,2021-10-09,"Bulevardul Pușcașu, Alesd, 725994",Suceava,0760 595 526,c0:c6:01:b7:6b:2d,194.244.220.80,RO44WJDB1958575800237510
Giorgian,Stancu,3551020101471,2008-07-22,"Strada Ionescu Nr. 100, Borcea, 337410",Argeș,0741 885 490,69:e2:52:30:84:09,68.186.16.193,RO03NZFU8272829432732275
Norman,Stănescu,4420818357498,2014-05-14,"Drumul Eftimie, Marasesti, 246477",Cluj,0234 132 785,59:7b:21:e6:d0:83,42.152.245.216,RO97FQUN4188090009407328
Beniamin,Eftimie,8860214244266,1956-08-13,"Aleea Mocanu, Baia Mare, 528596",Harghita,0259 705 115,0c:45:e4:a5:5c:72,171.144.244.6,RO85VDDE9862301254388155
Marinela,Stancu,7841024165656,1960-09-28,"Bulevardul Diaconu, Carei, 156081",Sălaj,0266 694 159,df:2f:5c:ce:71:46,10.226.101.225,RO96MTRP0250316262498688
Paulica,Dochioiu,7900611252480,2018-04-28,"Bulevardul Raluca Ioniță Nr. 987, Magurele, 605851",Covasna,0246 619 537,14:20:e6:35:d5:ef,12.61.78.201,RO25GMKE1326352085964138
Stelian,Dobre,4150803022043,2007-08-18,"Strada Diaconescu, Vaslui, 535626",Dâmbovița,0754 112 268,39:56:72:fe:ea:cf,214.175.242.136,RO03MCHB1774589412398018
Tinca,Albu,1610708215845,1946-09-20,"Aleea Giorgian Oprea, Simeria, 787924",Constanța,0725 405 935,5e:5a:f4:ab:95:b5,164.208.30.53,RO34KBLX7629715104533751
Teofil,Oprea,4370119428937,1954-03-23,"Soseaua Florea Nr. 94, Valea Mare (Babeni), 582174",Mureș,0258 949 006,ed:ea:76:47:28:a9,85.71.21.153,RO91IBRQ3741728833694728
Tincuța,Nistor,4800309115224,1996-01-02,"Aleea Popa Nr. 859, Bumbesti-Jiu, 215615",Bihor,0746 316 155,1e:48:f1:31:0f:57,205.185.186.122,RO04BVQN3498125344338977
Florin,Voinea,6691110067042,1996-04-12,"Bulevardul Florica Dochioiu Nr. 421 Bl. 24  Sc. 99 Ap. 864, Strehaia, 225726",Galați,0762 886 799,5e:82:5b:66:e6:61,201.183.49.198,RO85BBNI4347397716001558
Albertina,Stănescu,1830128402970,2003-09-09,"Strada Tomescu Nr. 80, Lugoj, 367570",Brașov,0771 867 433,75:a3:d0:e6:4b:29,41.148.208.222,RO71MFVZ6918386584438435
Florea,Nistor,2250211327135,2022-06-28,"Bulevardul Aleodor Ababei Nr. 27 Bl. 53  Sc. 76 Ap. 127, Valu lui Traian, 598550",Olt,0740 259 211,7a:db:0f:d5:26:1a,144.68.108.250,RO41KLLW6220474649391246
Lia,Stan,1320125277850,1915-09-26,"Bulevardul Ardelean Nr. 44 Bl. 70  Sc. 84 Ap. 342, Lupeni, 882104",Vaslui,0250 009 750,9a:6f:e7:ae:20:c3,200.88.21.96,RO43QONQ4973760180054453
Georgia,Tomescu,5180425520999,1911-01-18,"Soseaua Dochioiu Nr. 14, Marasesti, 469009",Constanța,0722 541 817,28:5b:99:d2:0c:d9,106.41.187.14,RO92GTYD3418102063806464
Catinca,Nistor,6290804195373,1954-06-15,"Drumul Tudor Nr. 19, Baia, 630336",Arad,0743 526 092,fd:c9:80:da:ca:c6,47.94.177.132,RO66ARSH9060771531054405
Angela,Marin,1670729041907,1962-06-10,"Bulevardul Ionescu, Fetesti-Gara, 825619",Bistrița-Năsăud,0767 776 679,cd:58:a8:ee:ca:47,86.38.28.224,RO59QICP4179600748118428
Ilie,Eftimie,8510919157247,1930-04-09,"Aleea Stela Popescu, Otelu Rosu, 876892",Sibiu,0234 949 574,36:8f:6d:04:a4:54,89.61.48.135,RO16QJGV3625853678414093
Codruț,Dochioiu,7381218465717,1959-06-29,"Bulevardul Codrin Mazilescu Nr. 649 Bl. 72  Sc. 93 Ap. 504, Peretu, 585344",Satu Mare,0725 959 351,20:43:d9:e5:13:51,26.114.94.98,RO09NNCM0850612399521281
Narcis,Pușcașu,6760130524886,1943-07-17,"Drumul Doru Popa Nr. 86 Bl. 72  Sc. 59 Ap. 616, Balan, 379640",Ilfov,0747 498 103,cf:46:29:2c:09:99,59.146.12.74,RO81ZMBB2482144721214899
Semenica,Voinea,7750930291831,1949-09-10,"Bulevardul Dima Nr. 85, Sebes, 347111",Hunedoara,021 236 1492,62:50:1e:82:ee:13,212.130.68.104,RO08NYZT7140735709972977
Sofia,Ioniță,2701001282281,1953-12-05,"Drumul Petronela Barbu Nr. 20, Alesd, 284153",Mehedinți,0250 645 095,64:85:f8:b9:9f:c6,212.27.62.119,RO44TPON7675794156333645
Coralia,Popa,5130412271251,2002-10-22,"Aleea Iustina Albu Nr. 517 Bl. 45  Sc. 23 Ap. 560, Dorohoi, 157966",Vaslui,0735 652 890,f6:f1:9f:3e:15:55,101.145.155.24,RO47CGAH6428227626082122
Pătru,Dumitrescu,1800207238590,2003-05-22,"Strada Marin, Sinaia, 858520",Olt,0754 132 183,d0:f5:f1:cf:46:21,220.31.125.239,RO23SJEC1049401061011657
Ovidiu,Georgescu,8551123076898,1960-04-27,"Drumul Ionescu Nr. 577 Bl. 19  Sc. 37 Ap. 111, Gugesti, 244473",Vâlcea,0732 233 633,02:6e:df:31:04:e2,117.45.127.87,RO04KOCO4095675329017404
Răzvan,Stancu,8740718376107,1933-06-16,"Soseaua Voinea, Babadag, 420341",Cluj,0260 481 678,af:bb:ec:cf:cb:de,83.128.47.49,RO53TZWB6420527332759634
Giorgian,Pop,1410803520422,1925-02-02,"Strada Coralia Popescu, Ianca, 475805",Constanța,0237 210 598,26:b2:3a:0e:c1:b9,180.137.255.23,RO38OCDZ4073954761635492
Ducu,Preda,3720210393370,1954-08-07,"Bulevardul Mazilescu Nr. 600 Bl. 13  Sc. 60 Ap. 648, Marginea, 607220",Caraș Severin,0725 162 699,53:ff:16:39:3f:ef,147.33.13.88,RO16KYUG3592307479431532
Veniamin,Stan,4640115043727,2013-10-16,"Bulevardul Tudor Nr. 35, Lipova, 736888",Dolj,0238 357 617,02:07:8e:ad:37:42,218.164.238.29,RO81RZSA6412088974216233
Magdalena,Gheorghiu,8240829453363,1986-03-23,"Soseaua Popa Nr. 692, Rasnov Romacril, 213564",Teleorman,0257 641 158,cb:31:c7:0a:90:19,95.35.58.214,RO64SWBR5690993778956478
Dorli,Aanei,2410814390248,1948-11-25,"Intrarea Nemeș Nr. 699 Bl. 97  Sc. 55 Ap. 199, Negresti, 113389",Maramureș,0765 431 373,1c:cb:fb:bd:2d:c5,72.172.9.87,RO30XDPS7863604083094200
Antim,Popa,7390308057550,2014-09-22,"Soseaua Albu, Pitesti, 209242",Suceava,0752 932 086,01:5e:b1:87:9c:4b,6.0.150.69,RO91CZUS8397979680162495
Filofteia,Toma,5941022146706,1908-07-10,"Aleea Barbu Nr. 689 Bl. 44  Sc. 52 Ap. 404, Dragu-Brad, 452066",Galați,0732 417 147,9b:48:a5:65:85:e1,26.209.132.118,RO53JPLB5369564404420128
Titus,Dima,1201204164288,1915-08-09,"Intrarea Voinea Nr. 698 Bl. 89  Sc. 13 Ap. 187, Motru, 658555",Botoșani,0238 237 690,47:0a:76:e8:f4:8c,63.208.5.54,RO02MNEH5694952624605303
Octav,Nistor,2430718288113,1963-10-28,"Aleea Nemeș, Miercurea-Ciuc, 986330",Buzău,0742 196 642,02:60:ae:4e:26:6d,188.78.130.154,RO18FZGM7628600860164977
Iustin,Aanei,2621026344664,1943-04-20,"Intrarea Ene, Campia Turzii, 768808",Ilfov,0785 725 522,49:5f:8b:63:7a:82,105.174.189.96,RO49RAML6036409299263512
Avram,Dima,8480319205574,1970-05-22,"Soseaua Albu Nr. 13 Bl. 18  Sc. 54 Ap. 753, Bailesti, 538538",Botoșani,0769 484 429,9c:63:01:23:a2:31,73.29.123.136,RO15AXAJ0680691485252054
Ghiță,Aanei,6670823155611,1957-08-16,"Drumul Pop Nr. 55 Bl. 75  Sc. 50 Ap. 981, Slobozia, 199920",Tulcea,0234 040 576,3c:53:6b:ec:f2:41,130.213.255.213,RO58MYHH8094475962606620
Didina,Tomescu,8781222289927,1939-05-21,"Intrarea Diaconu Nr. 905, Diosig, 417957",Vrancea,0739 130 442,63:3b:2e:11:5e:4f,55.17.164.210,RO26YKIA3346248188491323
Maricica,Stoica,7380713410811,2007-06-08,"Strada Voinea, Gugesti, 395083",Vrancea,0242 853 621,97:f5:c0:60:23:05,222.9.190.78,RO58AJQL2995219288860785
Lia,Albu,3180128424055,1991-04-26,"Drumul Barbu Nr. 98 Bl. 49  Sc. 92 Ap. 451, Mogosoaia, 997962",Galați,0735 998 026,18:30:f9:95:a1:d3,128.139.113.254,RO97BJVM0622010252755128
Lăcrămioara,Dima,8080521013031,1947-02-19,"Intrarea Augustina Tomescu Nr. 605 Bl. 98  Sc. 84 Ap. 145, Onesti, 544402",Alba,0711 425 345,8b:e7:d9:f4:06:ab,123.243.202.204,RO07MQIG5123498963742256
Relu,Pușcașu,5321023266172,2017-06-02,"Bulevardul Alice Eftimie Nr. 61, Simeria, 645473",Sibiu,0738 995 664,dc:31:e5:16:dc:8a,196.130.73.217,RO49LJAC6263680058113901
Alex,Tabacu,7211022046693,1957-10-30,"Bulevardul Mihai Tabacu Nr. 39, Vulcan, 205512",Galați,0249 888 261,d0:6b:11:56:44:53,131.157.154.60,RO92HQBC5386964360799140
Leontina,Ene,4810529143181,1911-06-07,"Soseaua Popescu Nr. 74 Bl. 55  Sc. 75 Ap. 660, Gura Humorului, 876725",Giurgiu,0736 217 738,9e:41:36:0e:19:96,201.176.131.183,RO70GVBT3760953540212252
Tudor,Voinea,3650628033488,1925-06-08,"Drumul Simion Dinu Nr. 42, Cisnadie, 996511",Dâmbovița,0243 060 740,3f:18:04:2d:5e:e4,102.187.9.66,RO16MXVQ5441140305807873
Iuliana,Tabacu,2350625260871,1923-12-23,"Bulevardul Fiona Popescu Nr. 88 Bl. 77  Sc. 12 Ap. 357, Pantelimon, 748933",Dâmbovița,0241 152 800,58:07:3d:e1:53:46,25.17.236.31,RO68NLFQ7606989773465266
Ica,Voinea,1940628396111,1959-08-02,"Aleea Ionescu Nr. 517, Valenii de Munte, 718589",Brașov,0753 557 769,85:dd:7a:6e:db:57,100.213.107.165,RO46HVGO2871011558903205
Teodosia,Stancu,1160408177811,1965-12-09,"Intrarea Albu, Giurgiu, 184939",Vrancea,0737 241 842,16:93:ac:9d:70:03,8.161.233.23,RO19SGHH2254643947095802
Hortensia,Niță,4630624151365,1983-01-05,"Drumul Tomescu Nr. 904, Diosig, 634528",Ilfov,0246 121 398,f5:aa:6c:f1:e9:1e,198.72.115.100,RO07HREX5266891733284988
Andrada,Cristea,5471223021532,1959-01-03,"Aleea Tabacu, Buftea, 713984",Suceava,0764 868 870,99:a2:34:ac:8e:ad,33.217.215.35,RO27LTOQ4243558305890387
Antonia,Nemeș,5890402417467,1982-12-02,"Bulevardul Dinu Nr. 987, Tandarei, 701241",Botoșani,0728 766 068,fa:6c:af:df:4d:73,120.75.78.75,RO77VVUF5489873222678208
Artemisa,Stoica,2880801091384,2000-06-29,"Drumul Iustina Albu Nr. 751, Calafat, 313566",Dâmbovița,0711 156 041,8e:73:f4:ed:30:ea,161.177.168.130,RO60XYKP5210426331902115
Geta,Diaconu,3070429224012,1939-03-03,"Intrarea Ionescu Nr. 75 Bl. 65  Sc. 40 Ap. 887, Calarasi, 625896",Ilfov,0723 000 414,de:3a:22:40:b6:96,96.62.75.235,RO20AHOO5954891929308297
Eustațiu,Preda,3141105084447,2005-03-14,"Intrarea Tomescu, Sangeorz-Bai, 307178",Cluj,0727 862 548,2a:9e:73:c2:5f:d0,14.56.30.148,RO50VOCQ3100532396695600
Anabela,Manole,1771005091276,2004-08-08,"Soseaua Toma Nr. 22 Bl. 55  Sc. 47 Ap. 989, Ianca, 128991",Vaslui,0767 769 286,e0:3b:94:29:ef:70,2.21.249.189,RO63UBPN6921093666260337
Florentina,Dochioiu,4361227106501,1922-04-11,"Intrarea Geanina Diaconu Nr. 661, Pascani, 669658",Buzău,0244 773 925,5d:eb:1c:09:fe:4d,173.159.39.78,RO83ILSH5894436713710515
Petronela,Ioniță,6970521036828,2000-10-17,"Aleea Matei Tomescu, Paunesti, 230380",Timiș,0241 173 767,c7:5e:36:38:c5:8e,168.237.119.251,RO55PWNH6679885481909875
Sava,Manole,6150620164391,2008-04-20,"Aleea Răzvan Gheorghiu Nr. 109 Bl. 60  Sc. 61 Ap. 456, Huedin, 443442",Sălaj,0242 631 967,f9:64:ba:28:a0:2b,211.147.204.10,RO46PMWQ2335413373859228
Simona,Nemeș,5360913148889,1952-09-08,"Drumul Elisabeta Eftimie Nr. 99, Siria, 715697",Alba,0254 550 272,c1:ad:34:79:48:f2,20.118.85.7,RO78PNIE9645198874290487
Veniamin,Oprea,3750505176271,1964-09-15,"Bulevardul Andra Stan, Toflea, 103037",Arad,0255 608 409,93:d8:ae:51:98:d9,3.106.7.251,RO87PLSO7315006559806069
Simion,Voinea,3531212311450,1962-07-18,"Soseaua Niță Nr. 63 Bl. 87  Sc. 38 Ap. 834, Calarasi, 991159",Sibiu,0766 534 315,c6:a2:96:9a:2d:1f,78.98.184.4,RO06VRKJ2766167202593085
Silviu,Tudor,3400428109915,2020-03-16,"Soseaua Marin Nr. 262, Sebes, 520213",Bistrița-Năsăud,0242 295 210,3d:eb:32:6f:fa:90,32.56.34.131,RO47GXTH7918399400848065
Inocențiu,Toma,1011007358750,1968-04-04,"Intrarea Gheorghiu, Medias, 994215",Tulcea,0771 364 688,95:59:cc:53:a0:bf,165.232.123.188,RO14WBJR5743774393161303
Leonard,Diaconu,6190613019123,1952-06-29,"Soseaua Dochioiu, Aiud, 218789",Călărași,0788 509 420,53:21:2c:87:c5:62,119.94.75.246,RO54GHJM8955112591085414
Tania,Stoica,3400612201777,1926-07-19,"Intrarea Manole, Adjud, 597930",Dolj,0785 970 018,bb:54:47:e7:da:82,25.83.45.53,RO07HITO9649353891818108
Stana,Tabacu,3010106204692,1955-02-24,"Strada Ladislau Stan Nr. 667 Bl. 53  Sc. 22 Ap. 462, Voluntari, 387006",Ilfov,0737 416 363,45:49:6f:ff:32:0a,212.74.221.194,RO21WNWN3247971484804657
Lăcrămioara,Stoica,3180207118860,1979-04-14,"Intrarea Manole, Braila, 760929",Călărași,0764 078 478,d8:0e:08:34:ce:d6,8.253.84.190,RO80FBAP8693928750736387
Zina,Florea,4850504083117,2013-12-06,"Strada Dinu, Urziceni, 470591",Bistrița-Năsăud,0239 306 132,d8:58:b6:7b:bb:2e,153.86.112.14,RO09SWPS8496173708506227
Ilie,Popescu,4050619344684,1938-05-22,"Intrarea Florentina Voinea, Floresti, 644656",Caraș Severin,0752 537 885,eb:92:f1:54:50:f5,216.211.70.155,RO35RPRR2616087267807735
Varvara,Nemeș,5430213344991,1984-10-02,"Soseaua Mioara Manole Nr. 34 Bl. 65  Sc. 12 Ap. 214, Sannicolau Mare, 324716",Tulcea,0737 830 720,25:df:9f:2f:3c:0e,159.95.155.64,RO60SZMR8600121816042298
Nicolaie,Tomescu,1461230336181,2011-04-15,"Soseaua Preda Nr. 831 Bl. 76  Sc. 53 Ap. 261, Targu Ocna, 568369",Covasna,0241 060 672,00:26:dd:e2:34:3b,54.80.206.156,RO28NLMB9766381677008689
Janina,Popa,7250429328392,2015-02-10,"Bulevardul Stoica Nr. 21, Caransebes, 945061",Brașov,0749 471 885,e8:dc:06:dd:e6:bf,47.181.75.36,RO08YMDC8330030775393944
Jean,Pop,2070923446378,1968-01-30,"Aleea Ababei Nr. 864 Bl. 45  Sc. 61 Ap. 902, Calarasi, 780685",Ialomița,0746 574 509,6c:c5:8e:b7:06:61,136.189.67.247,RO21IWWP9831766690387776
Emanuela,Ionescu,8770428456587,1990-08-22,"Drumul Eftimie, Cudalbi, 526044",Mureș,0780 231 480,59:79:d0:ef:5f:5f,94.246.135.126,RO24BNXF4349903570756924
Amedeu,Ababei,2910422083709,1957-09-25,"Soseaua Albu Nr. 454 Bl. 93  Sc. 23 Ap. 130, Gheorgheni, 428738",Mureș,0748 519 117,c1:c7:b9:90:b4:4b,26.233.115.10,RO46QREX5922286584876575
Eva,Dumitrescu,6861208421874,1931-02-09,"Strada Ababei, Sannicolau Mare, 198136",Satu Mare,0729 920 046,cd:f8:2d:9d:9d:ab,134.79.193.142,RO72KAZS3939619515103494
Ovidiu,Marin,2160316161432,1927-05-18,"Soseaua Dochioiu Nr. 20 Bl. 14  Sc. 35 Ap. 681, Targoviste, 885032",Vâlcea,0741 699 570,48:12:5c:19:38:ce,215.32.137.121,RO95SQKM0046278362100006
Doriana,Stancu,3650520451748,1991-04-04,"Aleea Ene, Campia Turzii, 193770",Covasna,0749 710 896,78:82:4b:2c:4d:54,168.21.163.9,RO08KRSJ2611409818944490
Nicodim,Ionescu,7761223122840,1910-04-08,"Aleea Diaconu, Sebes, 842881",Tulcea,0261 978 340,51:42:70:27:e9:5d,136.2.181.251,RO82WGWJ9604375045523823
Eduard,Pop,3681019050226,1965-02-04,"Soseaua Jean Suciu, Sabaoani, 726200",Ialomița,0780 117 935,8e:5e:d4:f9:a8:b3,174.234.133.211,RO66WMMN1528328926644220
Simion,Gheorghiu,5371202245103,2021-07-20,"Aleea Ionescu Nr. 286, Petrosani, 888249",Brăila,0769 350 950,6b:b4:79:8a:0d:58,4.144.214.208,RO16VUJH9178934118649487
Alexandru,Diaconescu,7500215213038,1966-05-09,"Intrarea Inocențiu Nistor Nr. 97 Bl. 84  Sc. 59 Ap. 660, Borsa, 730027",Iași,0729 528 456,0b:6b:6c:71:36:68,120.192.77.214,RO89HMXP1172197229850021
Flavia,Aanei,4620902510561,1965-05-18,"Intrarea Ioniță Nr. 725 Bl. 43  Sc. 33 Ap. 955, Baia, 906506",Mehedinți,0740 899 718,77:d0:84:ac:46:89,144.213.101.64,RO22VBTT0324361851478677
Iuliu,Mocanu,7910224402229,1982-05-04,"Drumul Maximilian Dima, Onesti, 303499",Mureș,0770 222 799,77:f7:0c:03:23:cb,153.14.80.238,RO58YZPD9239274508795769
Margareta,Dobre,2910421120242,1936-01-01,"Bulevardul Dora Manole, Poienile de sub Munte, 859820",Arad,0723 868 113,f5:c4:d3:8b:2e:94,33.10.227.99,RO51DBEI1006651473102518
Fiodor,Diaconescu,3710406401368,1983-12-25,"Strada Teea Nistor, Macin, 982827",Vrancea,0253 297 001,55:11:ba:9e:da:73,11.5.35.179,RO90OHZY8683914705822446
Natașa,Dinu,3990202207650,2019-03-16,"Soseaua Marin, Afumati, 852816",Vrancea,0728 494 365,5c:35:b8:e3:d4:03,79.91.59.233,RO40ITHF0653375809031179
Marinela,Gheorghiu,4470619397565,1948-12-01,"Aleea Ortansa Nistor Nr. 592, Popesti-Leordeni, 552389",Covasna,0268 490 426,45:41:c4:94:de:d7,136.208.29.154,RO67PEGN6602031843853341
Vasile,Dima,6700413139445,1915-02-04,"Intrarea Popescu Nr. 263, Greci, 449527",Călărași,0742 380 596,4a:12:01:0a:a3:d5,166.162.37.119,RO96POZA8184361103737893
Lucrețiu,Dumitrescu,4970118469781,2021-02-23,"Drumul Albu, Lupeni, 145146",Harghita,0758 817 035,71:60:47:ee:7a:a6,109.50.195.125,RO21UBTV2877978957271428
Voichița,Albu,2320101456714,2017-01-17,"Aleea Stan, Galati, 966078",Arad,0755 968 849,19:c1:5d:5b:08:c1,182.206.140.147,RO76CLOI6832151417739873
Agata,Aanei,1851124288539,1990-07-28,"Drumul Florea Nr. 82, Ramnicu Sarat, 146829",Vrancea,0742 113 386,e4:d2:51:a5:bc:32,117.152.148.60,RO29OBFC8804861304739033
Blanduzia,Preda,5880603415844,1929-01-08,"Intrarea Ilinca Mazilescu Nr. 578, Poiana Mare, 569016",Caraș Severin,0751 140 283,70:93:4f:92:66:2e,84.144.196.58,RO07LECT6442815447330113
Gabi,Marin,7090804223110,1909-03-28,"Strada Georgescu Nr. 860, Baciu, 887218",Vâlcea,0251 366 515,59:0e:47:e5:82:b2,105.138.55.51,RO11BDPH5139087660128437
Iulia,Tudor,8600924152475,1964-04-03,"Bulevardul Niță Nr. 83 Bl. 13  Sc. 80 Ap. 822, Giroc, 575637",Brăila,0785 216 424,5d:31:b9:fa:7f:5f,66.30.87.165,RO61YSOB2771549056114184
Lascăr,Pop,5801108375491,2000-04-25,"Strada Albu, Oravita, 203475",Argeș,0727 513 361,b9:8f:91:b1:88:75,6.122.130.7,RO53LGRN8593708414593949
Nora,Dochioiu,1650128351472,2012-01-07,"Soseaua Diaconu Nr. 70 Bl. 62  Sc. 73 Ap. 276, Bocsa, 960144",Mehedinți,0245 487 010,0a:45:f0:6b:12:36,199.213.20.135,RO69YPSI7317884463123653
Flavia,Aanei,8700504252243,1965-10-31,"Intrarea Albu Nr. 22, Nadlac, 622448",Brăila,0247 822 002,11:28:26:62:bd:28,115.164.2.48,RO78IJKD8314931439833188
Gregorian,Popa,6670204024998,1939-08-02,"Strada Diaconu Nr. 979 Bl. 47  Sc. 85 Ap. 442, Pucioasa, 260744",Ilfov,0737 098 978,f4:e2:2c:c9:70:9d,215.253.138.56,RO10TYCD5579622353781184
