last_name,first_name
Pușcașu,Grațian
Nistor,Aurel
Dochioiu,Arian
Dobre,Aristița
Tomescu,Emanuil
Nistor,Augustin
Oprea,Luca
Oprea,Aureliana
Popa,Cristofor
Stănescu,Anatolie
Manole,Inocențiu
Barbu,Damian
Ababei,Roza
Stan,Dominic
Florea,Nichifor
Eftimie,Nicoară
Ioniță,Matilda
Preda,Rafael
Marin,Frederic
Stancu,Nicu
Georgescu,Ionică
Marin,Profira
Barbu,Ilarion
Preda,Steliana
Ardelean,Anaida
Mazilescu,Vasilica
Aanei,Veniamin
Pop,Iolanda
Suciu,Florin
Stancu,Fabian
Diaconescu,Eric
Georgescu,Sanda
Stan,Adrian
Dumitrescu,Vicenția
Ababei,Noemi
Nistor,Isabela
Dima,Mădălina
Voinea,Alberta
Gheorghiu,Ionel
Stănescu,Dana
Eftimie,Sandu
Stancu,Petrică
Stancu,Catrinel
Mazilescu,Zenovia
Barbu,Marilena
Ardelean,Alexandra
Tudor,Ionela
Pușcașu,Grațiana
Voinea,Leopoldina
Georgescu,Codrin
Ardelean,Rica
Stoica,Henrieta
Cristea,Luminița
Pușcașu,Haralambie
Tudor,Lucreția
Nemeș,Clarisa
Suciu,Panagachie
Oprea,Tiberia
Stan,Darius
Diaconescu,Dumitra
Toma,Iancu
Voinea,Elisabeta
Stan,Basarab
Toma,Bogdana
Popa,Gheorghe
Dochioiu,Maia
Tudor,Eliana
Pușcașu,Paul
Dochioiu,Vlaicu
Stancu,Janina
Stancu,Daciana
Dinu,Ruxandra
Ioniță,Carina
Manole,Panait
Voinea,Octaviana
Nistor,Larisa
Mazilescu,Narcisa
Tabacu,Tatiana
Aanei,Angela
Barbu,Amelia
Georgescu,Anghel
Stoica,Cristobal
Stănescu,Petruț
Eftimie,Aura
Voinea,Matilda
Pop,Georgel
Nistor,Adela
Tudor,Daniela
Tudor,Vasile
Voinea,Octaviana
Ene,Liviu
Nistor,Nicoară
Preda,Pătru
Stancu,Ionuț
Mazilescu,Matilda
Dinu,Dariana
Stancu,Romanița
Gheorghiu,Rareș
Pop,Lioara
Dobre,Veniamin
Ioniță,Aura
Diaconu,Viorel
Marin,Maia
Ioniță,Cornel
Dinu,Izabela
Albu,Cantemir
Gheorghiu,Voicu
Pușcașu,Brăduț
Nistor,Cornelia
Tabacu,Teodosia
Nemeș,Panait
Ardelean,Cornelia
Niță,Melina
Nistor,Vicenția
Ababei,Narcis
Voinea,Ionela
Barbu,Bernard
Ionescu,Silvia
Ionescu,Robertina
Stănescu,Dorin
Preda,Eva
Aanei,Bartolomeu
Dumitrescu,Damian
Popescu,Maxim
Ene,Ștefania
Pop,Bernard
Nemeș,Ruxanda
Cristea,Bartolomeu
Preda,Diana
Mocanu,Magdalena
Popa,Mona
Stancu,Venera
Dima,Valentin
Ioniță,Gina
Tabacu,Ada
Nistor,Raul
Stancu,Sofia
Stancu,Frusina
Florea,Sânziana
Stancu,Dana
Niță,Horațiu
Pușcașu,Sabina
Toma,Gina
Cristea,Lucreția
Georgescu,Sandu
Florea,Dumitru
Stoica,Valentina
Stan,Adrian
Nistor,Octaviu
Georgescu,Cristian
Ionescu,Valentin
Diaconescu,Jana
Diaconescu,Decebal
Manole,Voichița
Ardelean,Gianina
Albu,Irinel
Eftimie,Cecilia
Ioniță,Sorana
Pușcașu,Leopoldina
Manole,Noemi
Nistor,Ivan
Oprea,Vicenția
Mocanu,Carmina
Ioniță,Aneta
Ionescu,Ludmila
Stan,Antonia
Toma,Răzvan
Oprea,Marta
Ababei,Casian
Stan,Carolina
Tomescu,Romulus
Nistor,Despina
Diaconu,Nicoleta
Nistor,Aristița
Ionescu,Iustin
Ardelean,Adina
Nemeș,Bianca
Georgescu,Adelaida
Gheorghiu,Leana
Pop,Ortansa
Dochioiu,Simina
Ioniță,Viorela
Albu,Cecilia
Florea,Eleonora
Ionescu,Stana
Nistor,Valeriu
Dumitrescu,Anda
Popa,Axinte
Tomescu,Geanina
Mazilescu,Clarisa
Voinea,Timea
Dobre,Antonie
Stancu,Iolanda
Ardelean,Panagachie
Dobre,Georgia
Niță,Petrică
Dima,Octav
Stoica,Traian
Diaconu,Floriana
Dochioiu,Julia
Dobre,Lucian
Diaconu,Dumitra
Stan,Elvira
Ene,Bănel
Dinu,Angel
Voinea,Roberta
Aanei,Roberta
Dinu,Ivan
Pop,Cedrin
Stănescu,Basarab
Stoica,Carmen
Dinu,Voichița
Aanei,Romina
Stan,Delia
Eftimie,Olimpian
Albu,Georgeta
Dochioiu,Vanesa
Popescu,Fabiana
Preda,Felicia
Cristea,Savina
Dobre,Ovidiu
Stănescu,Teohari
Dochioiu,Denisa
Florea,Vincențiu
Mazilescu,Minodora
Marin,Angel
Dinu,Dana
Ionescu,Denis
Nemeș,Otilia
Albu,Silviana
Ionescu,Maximilian
Suciu,Ludovic
Dinu,Tinca
Gheorghiu,Lorin
Preda,Eduard
Stancu,Felicia
Tabacu,Luca
Stoica,George
Marin,Lavinia
Ionescu,Eugenia
Ardelean,Catrinel
Nistor,Haralambie
Ionescu,Floare
Ababei,Călin
Voinea,Elvira
Preda,Saveta
Dima,Pleșu
Dima,Antim
Diaconescu,Dorian
Tudor,Lucreția
Suciu,Vlădelina
Ababei,Despina
Pop,Brândușa
Eftimie,Constantin
Pușcașu,Silviu
Mazilescu,Gențiana
Nistor,Gheorghiță
Preda,Martin
Marin,Ludmila
Marin,Camil
Popa,Codin
Florea,Zaharia
Niță,Florea
Suciu,Cornelia
Georgescu,Catinca
Dumitrescu,Dorel
Diaconu,Liliana
Stoica,Dorli
Diaconu,Dragoș
Tomescu,Petronela
Ababei,Pompilia
Diaconu,Sabrina
Nistor,Ionelia
Ene,Amedeu
Cristea,Dumitra
Marin,Ilie
Marin,Despina
Preda,Constanța
Mocanu,Stancu
Florea,Octavia
Gheorghiu,Nicușor
Stănescu,Demetra
Stănescu,Monica
Aanei,Izabela
Nemeș,Olimpian
Manole,Stancu
Mocanu,Constanța
Dochioiu,Raul
Cristea,Tatiana
Gheorghiu,Niculina
Popescu,Iulia
Stan,Ariadna
Stancu,Horațiu
Tabacu,Romanița
Nistor,Manole
Ionescu,Marioara
Tabacu,Jean
Ioniță,Carina
Popescu,Silvana
Diaconescu,Nora
Dochioiu,Mara
Ene,Vasile
Oprea,Lucia
Barbu,Beatrice
Mocanu,Rareș
Niță,Adina
Tudor,Iustina
Stoica,Nichifor
Dima,Codruț
Eftimie,Milena
Nistor,Leopoldina
Ababei,Stana
Dobre,Andrei
Popescu,Betina
Barbu,Luminița
Diaconescu,Speranța
Suciu,Mirabela
Ene,Beniamin
Voinea,Simona
Florea,Mălina
Dima,Eremia
Dima,Iasmina
Pușcașu,Octavia
Popescu,Gheorghe
Suciu,Ionică
Niță,Violeta
Dochioiu,Violeta
Albu,Gabriel
Dima,Bogdana
Dima,Petruț
Stan,Călin
Niță,Matilda
Niță,Bianca
Florea,Floriana
Albu,Vanesa
Voinea,Pamfil
Preda,Adelin
Georgescu,Veniamin
Dima,Stana
Dima,Dafina
Dumitrescu,Caius
Aanei,Marta
Eftimie,Adriana
Niță,Bartolomeu
Gheorghiu,Dragoș
Stan,Tudosia
Dochioiu,Paraschiva
Tabacu,Șerban
Dobre,Irina
Suciu,Sergiu
Tomescu,Mihnea
Dinu,Lorelei
Ene,Sanda
Cristea,Lucrețiu
Ene,Niculiță
Tabacu,Letiția
Stănescu,Adina
Nistor,Nelu
Ioniță,Stela
Stoica,Alberta
Stan,Lucreția
Suciu,Nidia
Ioniță,Julieta
Mocanu,Consuela
Cristea,Mirela
Preda,Melina
Stancu,Cleopatra
Mazilescu,Vasilica
Aanei,Dorina
Dochioiu,Nae
Stănescu,Rafila
Dima,Carolina
Dumitrescu,Iuliu
Tabacu,Barbu
Albu,Ianis
Nistor,Arina
Pușcașu,Dorina
Diaconu,Petre
Diaconu,Adam
Nistor,Remus
Suciu,Marta
Tabacu,Veta
Albu,Elodia
Aanei,Alis
Barbu,Haralamb
Ioniță,Denis
Barbu,Evelina
Stancu,Alexandra
Nistor,Mona
Nistor,Maria
Mocanu,Elisabeta
Tabacu,Teodor
Tomescu,Emilian
Mazilescu,Domnica
Popescu,Lăcrămioara
Marin,Elisabeta
Eftimie,Xenia
Stancu,Bartolomeu
Preda,Rareș
Preda,Sorin
Ionescu,Alexandru
Ababei,Jan
Cristea,Cezar
Toma,Anica
Tabacu,Mărioara
Nistor,Rica
Dobre,Alexe
Barbu,Ica
Aanei,Ludovica
Ababei,Natașa
Popescu,Ariadna
Georgescu,Octaviana
Stancu,Gina
Ene,Casiana
Dinu,Grațiela
Mocanu,Emanuel
Oprea,Alberta
Tomescu,Jeana
Manole,Cristian
Tomescu,Sebastian
Preda,Tincuța
Tabacu,Grigore
Preda,Minodora
Niță,Florentina
Florea,Codrin
Diaconescu,Adelaida
Georgescu,Nicu
Ababei,Albertina
Ioniță,Carla
Tabacu,Valentina
Nemeș,Albert
Suciu,Elodia
Eftimie,Claudiu
Pop,Georgia
Diaconu,Stelian
Dinu,Francisc
Popa,Aglaia
Stoica,Valter
Stoica,Nicu
Cristea,Todor
Toma,Pătru
Dumitrescu,Flora
Nistor,Alma
Aanei,Anghelina
Nistor,Suzana
Dima,Florea
Mocanu,Doru
Stancu,Basarab
Diaconescu,Lidia
Cristea,Theodor
Nemeș,Sorana
Voinea,Ruxanda
Ioniță,Teofil
Nistor,Dorli
Cristea,Maximilian
Popescu,Casiana
Ababei,Alex
Mocanu,Milena
Nistor,Amza
Tudor,Mariana
Popescu,Elodia
Ababei,Angela
Nistor,Cantemir
Popescu,Relu
Oprea,Sofia
Georgescu,Ludovica
Dumitrescu,Liviu
Voinea,Costel
Stancu,Ariadna
Dumitrescu,Ludovica
Voinea,Costin
Popa,Ieremia
Dochioiu,Aureliana
Albu,Nichifor
Stan,Mărioara
Voinea,Dorinel
Ene,Jean
Eftimie,Janeta
Suciu,Marcu
Stănescu,Aurora
Popa,Angel
Preda,Nechifor
Niță,Severin
Nistor,Corvin
Eftimie,Nechifor
Ababei,Gabriela
Popa,Dumitru
Stancu,Pompilia
Ionescu,Ștefania
Manole,Gelu
Pop,Maricica
Pușcașu,Heracleea
Popa,Betina
Suciu,Ștefania
Georgescu,Stan
Ene,Beatrice
Stoica,Lorena
Dobre,Timea
Ardelean,Erica
Ionescu,Cezara
Ioniță,Zaraza
Dobre,Teona
Popescu,Jasmina
Stancu,Stela
Ardelean,Bernard
Mocanu,Adina
Florea,Codrina
Cristea,Romanița
Stancu,Remus
Ababei,Bogdan
Barbu,Codrin
Suciu,Catinca
Diaconu,Cornel
Ionescu,Coralia
Ene,Iridenta
Aanei,Isabela
Manole,Codruța
Mazilescu,Maricica
Voinea,Stana
Tudor,Cantemir
Ionescu,Antim
Mazilescu,Valter
Stancu,Voichița
Eftimie,Dimitrina
Marin,Romanița
Suciu,Robert
Niță,Nechifor
Gheorghiu,Adela
Popa,Ilie
Eftimie,Letiția
Barbu,Varvara
Toma,Petruț
Voinea,Aneta
Tudor,Felicia
Mazilescu,Flora
Dumitrescu,Gabriela
Suciu,Bartolomeu
Popa,Filip
Eftimie,Tinca
Preda,Ștefana
Niță,Vasilica
Ardelean,Livia
Voinea,Lia
Ardelean,Leana
Georgescu,Georgel
Dinu,Florina
Aanei,Raluca
Tabacu,Anastasia
Diaconu,Aurelian
Stancu,Evelina
Tomescu,Lucreția
Diaconu,Dora
Popa,Constantina
Nistor,Oana
Dinu,Ofelia
Popa,Anghelina
Stănescu,Inocențiu
Nistor,Aleodor
Dinu,Anuța
Nemeș,Radu
Ene,Panagachie
Dobre,Florentin
Niță,Heracleea
Niță,Safta
Gheorghiu,Dorina
Oprea,Pamfil
Stan,Todor
Georgescu,Oana
Marin,Dan
Albu,Mărioara
Popa,Vanesa
Oprea,Zamfira
Pop,Martin
Mazilescu,Olivia
Voinea,Edgar
Niță,Călin
Ionescu,Adrian
Ene,Erica
Eftimie,Ancuța
Voinea,Brândușa
Preda,Silviana
Pop,Pleșu
Stancu,Doru
Manole,Alma
Albu,Barbu
Popescu,Lorin
Ardelean,Mitică
Albu,Mina
Pop,Iustinian
Popa,Ernest
Mocanu,Flavia
Nistor,Pătru
Ionescu,Ludovica
Popescu,Lia
Diaconu,Eliza
Cristea,Norica
Ardelean,Andrei
Nemeș,Otilia
Stancu,Ilarie
Ioniță,Eftimia
Dima,Rareș
Stănescu,Alice
Oprea,Ionică
Suciu,Romeo
Florea,Ștefana
Ionescu,Elisabeta
Ionescu,Petre
Ardelean,Lăcrămioara
Gheorghiu,Eremia
Nemeș,Andra
Marin,Renata
Suciu,Ioan
Mazilescu,Astrid
Tomescu,Niculiță
Gheorghiu,Alexandra
Ene,Amza
Georgescu,Casiana
Florea,Ecaterina
Stancu,Catinca
Nistor,Robertina
Manole,Teodosia
Stănescu,Codruț
Dumitrescu,Marina
Nistor,Rada
Diaconescu,Andrada
Ene,Anamaria
Stănescu,Robert
Eftimie,Augustin
Aanei,Roberta
Gheorghiu,Ion
Eftimie,Alex
Dumitrescu,Marcu
Mocanu,Ilona
Nistor,Carina
Tomescu,Lucrețiu
Ababei,Felicia
Gheorghiu,Iuliu
Ene,Iacob
Dobre,Cristofor
Nistor,Natalia
Aanei,Smaranda
Florea,Răzvan
Barbu,Ghenadie
Barbu,Alistar
Ioniță,Blanduzia
Pușcașu,Ilarie
Niță,Luminița
Ababei,Ruxandra
Eftimie,Elisabeta
Pușcașu,Alexandrina
Dumitrescu,Mirabela
Albu,Simion
Ionescu,Iustinian
Stănescu,Codruț
Florea,Petrică
Mocanu,Silvian
Ene,Ariana
Florea,Nicuță
Aanei,Ariana
Dumitrescu,Tudorița
Ioniță,Brăduț
Diaconescu,Miron
Dima,Varvara
Nistor,Stancu
Florea,Cătălina
Stancu,Casiana
Dima,Nichifor
Florea,Nicolae
Ene,Alin
Niță,Romanița
Manole,Leordean
Tudor,Celia
Stan,Iosefina
Stan,Severina
Manole,Ivan
Dochioiu,Marius
Dochioiu,Caius
Gheorghiu,Stela
Mazilescu,Liana
Preda,Manuela
Pop,Rafael
Mazilescu,Eduard
Florea,Dominic
Niță,Lioara
Popa,Catinca
Stan,Andra
Dobre,Ileana
Mazilescu,Aureliana
Albu,Astrid
Popa,Giorgiana
Nistor,Viorica
Dima,Emanuel
Ene,Iulian
Ardelean,Nechifor
Ardelean,Edgar
Nistor,Erica
Stoica,Cristea
Niță,Jean
Ababei,Nicuță
Dinu,Cezar
Albu,Erica
Tabacu,Călin
Georgescu,Vicențiu
Stancu,Anuța
Dinu,Ligia
Tudor,Radu
Mazilescu,Eustațiu
Georgescu,Alberta
Nemeș,Petrișor
Dobre,Betina
Ioniță,Octavia
Mocanu,Aurelian
Mazilescu,Ligia
Manole,Amelia
Diaconescu,Marcela
Dobre,Dimitrina
Eftimie,Romulus
Dobre,Ion
Georgescu,Corneliu
Suciu,Achim
Ionescu,Romanița
Ardelean,Olivia
Popa,Carol
Preda,Luca
Niță,Frusina
Mocanu,Suzana
Stancu,Liana
Ardelean,Pompiliu
Tabacu,Adrian
Eftimie,Cleopatra
Tudor,Grațiela
Nistor,Nora
Marin,Florentina
Cristea,Claudiu
Manole,Ofelia
Pop,Sorina
Tomescu,Gianina
Albu,Paulina
Nemeș,Visarion
Dima,Heracleea
Ene,Jean
Ababei,Floriana
Preda,Norica
Tudor,Paul
Dochioiu,Livia
Stan,Paula
Tomescu,Răducu
Tomescu,Camil
Ioniță,Teofil
Pușcașu,Vera
Ene,Janeta
Ionescu,Grațian
Gheorghiu,Larisa
Marin,Antonie
Popescu,Florica
Stancu,Petruț
Eftimie,Petrică
Ionescu,Erica
Dochioiu,Caius
Toma,Safta
Pușcașu,Albertina
Dinu,Alida
Gheorghiu,Georgiana
Tudor,Marcela
Tabacu,Dorli
Aanei,Liviu
Ababei,Vanesa
Ardelean,Zamfir
Pușcașu,Delia
Pop,Lucia
Tudor,Eliza
Toma,Vicențiu
Tomescu,Stana
Ardelean,Codin
Dumitrescu,Evelina
Stănescu,Gabriel
Marin,Sânziana
Florea,Antoaneta
Voinea,Sofia
Diaconescu,Casian
Barbu,Crenguța
Albu,Ancuța
Preda,Malvina
Dumitrescu,Fabiana
Dobre,Antonela
Nistor,Axenia
Stancu,Lorena
Dima,Eugen
Ionescu,Marioara
Suciu,Gicu
Nemeș,Eva
Ene,Olga
Albu,Robert
Nistor,Otilia
Niță,Tudosia
Albu,Sânziana
Pop,Bebe
Dumitrescu,Dorina
Nemeș,Florina
Nemeș,Ovidiu
Stan,Dacian
Georgescu,Jean
Georgescu,Nelu
Niță,Costin
Popescu,Andreea
Diaconescu,Valentina
Stan,Pătru
Gheorghiu,Eliza
Eftimie,Silvana
Manole,Noemi
Popescu,Florentina
Mocanu,Draga
Nemeș,Haralamb
Nistor,Caius
Ene,Flora
Mazilescu,Carla
Ababei,Benone
Oprea,Silvia
Ababei,Veronica
Dima,Veronica
Popescu,Cătălin
Eftimie,Iustin
Ene,Mioara
Voinea,Anemona
Ionescu,Sebastian
Tabacu,Crenguța
Barbu,Ionică
Diaconu,Iasmina
Tomescu,Aurel
Niță,Agata
Mocanu,Liviu
Eftimie,Marcela
Stoica,Crenguța
Dobre,Aurora
Eftimie,Elena
Diaconu,Georgel
Georgescu,Aurelia
Albu,Rada
Popa,Simona
Georgescu,Alexandra
Cristea,Ilona
Dinu,Aneta
Niță,Simina
Ene,Francisc
Nemeș,Gheorghe
Suciu,Francisc
Tabacu,Alex
Popescu,Didina
Ene,Alexe
Ene,Augustina
Dinu,Remus
Nistor,Adriana
Tudor,Petruța
Eftimie,Lidia
Suciu,Stancu
Dima,Miron
Diaconu,Corvin
Preda,Ramona
Stănescu,Petre
Barbu,Alexandrina
Ene,Edgar
Ionescu,Horea
Ardelean,Domnica
Diaconu,Rica
Ioniță,Frusina
Tudor,Laurian
Aanei,Maximilian
Dochioiu,Milena
Popescu,Luiza
Stancu,Mihaela
Gheorghiu,Ducu
Toma,Monalisa
Dima,Tatiana
Ioniță,Draga
Pușcașu,Aida
Marin,Ofelia
Dobre,Cosmin
Voinea,Teodor
Popescu,Anghelina
Dumitrescu,Gianina
Dochioiu,Eleonora
Stancu,Tincuța
Toma,Bucur
Oprea,Răzvan
Aanei,Zenovia
Ene,Profira
Dinu,Mugurel
Diaconu,Gina
Barbu,Sabrina
Ene,Lelia
Oprea,Silvana
Diaconescu,Anda
Diaconescu,Cerasela
Tudor,Jasmina
Tomescu,Daiana
Nistor,Grațiana
Voinea,Fabiana
Tomescu,Nicușor
Diaconescu,Cedrin
Diaconu,Olivia
Dochioiu,Rozalia
Stoica,Marinela
Manole,Vanesa
Gheorghiu,Eva
Tabacu,Silvian
Tabacu,Raul
Ababei,Eremia
Dima,Adrian
Florea,Toma
Dima,Iulian
Ababei,Stan
Ioniță,Aurică
Diaconescu,Sebastian
Albu,Aurelian
Suciu,Celia
Gheorghiu,Semenica
Florea,Leordean
Popescu,Ivona
Popa,Coralia
Gheorghiu,Alexandru
Nistor,Denisa
Preda,Daciana
Mazilescu,Iulian
Dochioiu,Pompiliu
Dima,Ozana
Stancu,Ludovic
Albu,Octaviu
Mazilescu,Horațiu
Stănescu,Panagachie
Florea,Leontina
Diaconu,Anghelina
Ene,Alexe
Gheorghiu,Mircea
Nistor,Anton
Toma,Anaida
Barbu,Augustin
Dochioiu,Sandu
Tudor,Ivan
Stănescu,Pătru
Manole,Geta
Suciu,Gabi
Tudor,Monalisa
Ababei,Eusebia
Marin,Giorgiana
Oprea,Marina
Popa,Camelia
Ioniță,Margareta
Gheorghiu,Nicolaie
Cristea,Otilia
Voinea,Severina
Florea,Petronela
Ene,Daciana
Tudor,Alberta
Preda,Ada
Ababei,Florea
Toma,Grațian
Gheorghiu,Vicenția
Voinea,Anemona
Aanei,Mihai
Aanei,Carolina
Ardelean,Octav
Ardelean,Matilda
Popa,Iosefina
Popescu,Nicodim
Diaconu,Venera
Dima,Iulia
Oprea,Lăcrămioara
Stănescu,Sava
Popa,Fabia
Florea,Simina
Eftimie,Elisaveta
Georgescu,Steluța
Nistor,Ionică
Oprea,Ludovica
Ioniță,Georgiana
Oprea,Remus
Stancu,Francesca
Stan,Mirona
Dobre,Iolanda
Niță,Andrian
Suciu,Pleșu
Tomescu,Luana
Eftimie,Tudora
Marin,Lorelei
Tomescu,Tincuța
Mocanu,Iurie
Tomescu,Ioanina
Suciu,Valentin
Diaconescu,Olimpian
Mazilescu,Raluca
Stan,Crina
Popa,Petrică
Pușcașu,Dina
Mocanu,George
Pop,Aurică
Eftimie,Roza
Popa,Mugur
Albu,Octaviana
Dobre,Paul
Voinea,Anișoara
Tudor,Rafael
Niță,Alina
Toma,Salomea
Cristea,Natașa
Diaconu,Ionelia
Ioniță,Voicu
Niță,Veronica
Nemeș,Axenia
Dinu,Anghelina
Albu,Mirela
Stancu,Melania
Marin,Arina
Voinea,Georgia
Aanei,Marta
Ene,Sanda
Aanei,Petrică
Tudor,Maxim
Tomescu,Dina
Barbu,Antonela
Stoica,Vicenția
Gheorghiu,Nichifor
Georgescu,Arsenie
Dochioiu,Sabrina
Popescu,Grațian
Stancu,Mărioara
Cristea,Leopoldina
Dumitrescu,Floare
Pușcașu,Safta
Dochioiu,Dumitra
Stoica,Edgar
Ioniță,Ștefan
Eftimie,Mirabela
Mazilescu,Lică
Diaconescu,Mircea
Diaconescu,Mirabela
Diaconescu,Mugur
Stan,Alin
Ababei,Violeta
Popa,Cedrin
Ardelean,Crin
Marin,Sorana
Suciu,Panait
Mazilescu,Bebe
Popescu,Doriana
Ababei,Leopoldina
Ionescu,Iosefina
Albu,Cleopatra
Nistor,Vlădelina
Diaconu,Vicențiu
Stănescu,Iuliana
Ioniță,Antoaneta
Niță,Octaviu
Mazilescu,Dan
Manole,Lioara
Ionescu,Aglaia
Dobre,Tincuța
Nemeș,Celia
Mocanu,Basarab
Aanei,Adelaida
Pop,Valeria
Popa,Brăduț
Dima,Robertina
Tudor,Anghelina
Ionescu,Viorela
Albu,Ștefan
Stănescu,Elena
Diaconescu,Sânziana
Dobre,Ioanina
Stan,Dumitru
Stan,Alice
Popa,Mitruț
Tomescu,Brăduț
Georgescu,Ana
Dochioiu,Iulian
Ardelean,Visarion
Florea,Eduard
Ioniță,Miruna
Voinea,Svetlana
Mazilescu,Roxelana
Marin,Augustin
Ababei,Tudora
Preda,Cristea
Voinea,Sanda
Ardelean,Maia
Stancu,Valeriu
Tomescu,Zaraza
Aanei,Aurelian
Mazilescu,Ariadna
Ardelean,Lia
Pușcașu,Alin
Ababei,Leonard
Pușcașu,Daciana
Ionescu,Lorelei
Eftimie,Leordean
Manole,Ariana
Stan,Laurențiu
Dobre,Eva
Dumitrescu,Tudora
Mazilescu,Tinca
Cristea,Marcheta
Diaconu,Estera
Stancu,Aida
Dumitrescu,Carol
Ionescu,Zenovia
Pușcașu,Mina
Tudor,Miruna
Florea,Catrinel
Ababei,Codruța
Stoica,Felicia
Toma,Simona
Popescu,Gina
Nemeș,Leontina
Ene,Georgel
Eftimie,Leana
Marin,Leonard
Diaconu,Viviana
Nemeș,Rada
Eftimie,Mitică
Nistor,Fabiana
Stănescu,Vasilică
Ene,Frederic
Manole,Magdalena
Tomescu,Corneliu
Tabacu,Rozalia
Nistor,Eufrosina
Aanei,Lică
Albu,Consuela
Dobre,Gheorghe
Suciu,Todor
Voinea,Manuela
Nistor,Dochia
Dumitrescu,Stela
Ene,Alex
Ionescu,Mina
Gheorghiu,Luminița
Stancu,Veronica
Tabacu,Veronica
Popa,Crin
Stancu,Zamfir
Tabacu,Ștefan
Mazilescu,Dorli
Nistor,Mihail
Ardelean,Raul
Georgescu,Profira
Diaconu,Lascăr
Marin,Cristobal
Ardelean,Savina
Preda,Marilena
Nistor,Zenovia
Preda,Iuliana
Mazilescu,Amalia
Voinea,Arian
Gheorghiu,Teodora
Diaconescu,Alex
Florea,Anamaria
Dumitrescu,Dominic
Ionescu,Janina
Tabacu,Stelian
Diaconescu,Marcu
Barbu,Benone
Suciu,Rica
Eftimie,Albertina
Stoica,Roxana
Aanei,Codruț
Stănescu,Loredana
Albu,Arian
Mocanu,Iacob
Niță,Lorin
Stancu,Grigore
Cristea,Pamfil
Dumitrescu,Sava
Stănescu,Sorana
Tomescu,Edgar
Toma,Melania
Nistor,Aura
Niță,Fabiana
Popescu,Julia
Toma,Agata
Cristea,Teona
Stoica,Domnica
Georgescu,Anatolie
Preda,Avram
Toma,Gică
Niță,Robertina
Ionescu,Alida
Preda,Andrei
Gheorghiu,Zeno
Dochioiu,Pompiliu
Diaconescu,Erica
Dinu,Gicu
Diaconu,Tatiana
Stancu,Corvin
Tomescu,Crin
Eftimie,Estera
Ababei,Niculina
Pop,Livia
Dumitrescu,Pavel
Stănescu,Marinela
Pop,Florea
Albu,Cristobal
Nistor,Mădălin
Cristea,Olimpia
Stoica,Victoria
Stancu,Iuliu
Dinu,Pamfil
Barbu,Violeta
Stancu,Eremia
Tomescu,Eufrosina
Georgescu,Eusebia
Ababei,Jean
Preda,Doriana
Cristea,Pompiliu
Florea,Despina
Ardelean,Gabriel
Tudor,Grigore
Ababei,Eric
Nistor,Lăcrămioara
Ioniță,Cătălina
Dochioiu,Horațiu
Dumitrescu,Romulus
Mocanu,Leana
Dinu,Catinca
Ardelean,Vanesa
Georgescu,Axenia
Preda,Larisa
Marin,Viorela
Albu,Ofelia
Ionescu,Codrina
Mazilescu,Roxelana
Stan,Marga
Aanei,Roxana
Dinu,Astrid
Manole,Oliviu
Nistor,Giorgian
Nistor,Bernard
Niță,Rareș
Suciu,Dorinel
Nemeș,Veta
Florea,Vlaicu
Oprea,Ianis
Stancu,Profira
Eftimie,Gabriel
Stoica,Draga
Stancu,Sandu
Pop,Panagachie
Georgescu,Aurica
Pop,Frusina
Diaconescu,Andrada
Tudor,Coralia
Marin,Blanduzia
Georgescu,Eric
Georgescu,Alexandra
Tomescu,Ica
Pușcașu,Tudosia
Albu,Zenovia
Nemeș,Maia
Stan,Eftimia
Toma,Amza
Pop,Sebastian
Cristea,Vasile
Popa,Minodora
Dobre,Marcela
Toma,Narcis
Georgescu,Simona
Albu,Antoniu
Stan,Carmen
Eftimie,Adelina
Mazilescu,Luciana
Gheorghiu,Theodor
Georgescu,Doina
Florea,Bogdana
Voinea,Constantin
Ardelean,Laurențiu
Eftimie,Ștefan
Preda,Petronela
Ababei,Traian
Pop,Eusebiu
Voinea,Arina
Pușcașu,Malvina
Tabacu,Gențiana
Niță,Carla
Florea,Sofia
Barbu,Casian
Mocanu,Eugenia
Albu,Daria
Eftimie,Robert
Barbu,Grațian
Nemeș,Anica
Marin,Sergiu
Tomescu,Silviana
Pop,Lidia
Manole,Magdalena
Marin,Domnica
Ene,Anghelina
Florea,Mirela
Nistor,Laurențiu
Ene,Adelin
Tabacu,Domnica
Dinu,Emanuela
Dobre,Corneliu
Stan,Daiana
Ardelean,Fabian
Dinu,Anișoara
Stancu,Rafila
Dobre,Suzana
Florea,Mihnea
Voinea,Constantin
Eftimie,Anica
Georgescu,Fiodor
Mocanu,Teona
Dumitrescu,Roberta
Preda,Aleodor
Voinea,Amedeu
Dinu,Maia
Stănescu,Sandu
Florea,Agnos
Dochioiu,Dinu
Ardelean,Adrian
Mocanu,Cristian
Dinu,Agata
Cristea,Sonia
Albu,Filofteia
Ionescu,Marcu
Barbu,Rica
Nistor,Horia
Voinea,Claudiu
Marin,Mirona
Cristea,Bogdana
Stoica,Salomea
Nemeș,Aida
Ionescu,Janeta
Stănescu,Simi
Diaconescu,Anda
Popescu,David
Diaconu,Iustin
Georgescu,Mara
Dinu,Eugenia
Nistor,Gheorghe
Ababei,Paraschiva
Pușcașu,Radu
Ioniță,Rafila
Stoica,Dorina
Marin,Crenguța
