"personal_id","phone_number","birthdate","address","job","user_id"
"4038","0232 091 740","1961-04-01","Soseaua Stancu Nr. 42, Petrila, 503501","Designer Video","14005"
"4039","0258 076 789","1968-12-09","Soseaua Popescu Nr. 506, Otopeni, 806278","Referent De Specialitate Hidrogeolog","14006"
"4040","0261 064 402","1920-07-31","Strada Stănescu Nr. 48, Tufesti, 539985","Expert Inginer Chimist","14007"
"4041","0255 243 618","2019-10-12","Soseaua Tudor Nr. 91, Vladimirescu, 591626","Motopompist","14008"
"4042","0763 923 417","2020-03-22","Soseaua Lăcrămioara Aanei, Babeni, 467334","Manager In Activitatea De Turism","14009"
"4043","0767 188 350","1914-01-08","Aleea Simion Albu Nr. 113, Floresti, 477114","Mediator Sanitar","14010"
"4044","0722 545 241","1943-12-06","Intrarea Lioara Tomescu Nr. 64, Craiova, 806440","Maistru Tipograf","14011"
"4045","0269 035 332","2003-09-22","Drumul Iacob Nistor, Suceava, 932506","Fermier In Productia Animala","14012"
"4046","0247 053 433","2008-09-13","Aleea Ardelean Nr. 88, Lumina, 517675","Sef Serviciu Exploatare Postala","14013"
"4047","0264 490 804","1943-04-19","Intrarea Anamaria Mocanu Nr. 64 Bl. 76  Sc. 40 Ap. 809, Savinesti, 375592","Director De Societate Comerciala Agricola","14014"
"4048","0241 107 166","2022-02-28","Drumul Dima, Fetesti-Gara, 323453","Manager De Cladire","14015"
"4049","0743 284 013","1987-07-29","Strada Ardelean, Bocsa, 219519","Inginer Sisteme De Securitate","14016"
"4050","0244 691 175","1970-04-19","Bulevardul Popescu Nr. 737 Bl. 58  Sc. 15 Ap. 586, Campulung Moldovenesc, 144426","Prelucrator Topitura Sticla La Teava","14017"
"4051","0245 315 052","1913-11-27","Intrarea Dina Stancu, Gheorgheni, 590493","Asistent De Cercetare In Metalurgia Neferoasa","14018"
"4052","0754 113 049","1915-02-11","Drumul Popa Nr. 178 Bl. 42  Sc. 24 Ap. 800, Gherla, 939941","Mecanic Navigant Aviatie","14019"
"4053","0768 895 518","1994-12-24","Strada Eftimie Nr. 36 Bl. 39  Sc. 88 Ap. 774, Fieni, 790030","Confectioner Celule De Electroliza","14020"
"4054","0247 088 217","1985-08-29","Strada Barbu Nr. 802 Bl. 23  Sc. 31 Ap. 287, Targu Mures, 234103","Asistent De Cercetare In Instalatii Si Utilaje Pentru Transportul Si Depozitarea Produselor Petroliere","14021"
"4055","0244 936 379","1945-11-17","Strada Ene, Arad, 299252","Sef Oficiu Interjudetean Difuzare Film","14022"
"4056","0753 526 740","1923-12-11","Bulevardul Stancu Nr. 940 Bl. 39  Sc. 58 Ap. 384, Dabuleni, 137263","Colector Si Preparator Faina, Sange, Carne, Oase","14023"
"4057","0762 241 430","1971-07-11","Strada Diaconescu Nr. 79 Bl. 18  Sc. 14 Ap. 645, Sighetu Marmatiei, 813214","Tehnician Resurse Umane","14024"
"4058","0747 570 709","1977-08-28","Soseaua Stoica, Navodari, 797133","Instructor (Monitor) Schi/Calarie/Golf/Tenis/ Inot/Sporturi Extreme","14025"
"4059","0762 004 567","2019-09-30","Intrarea Ardelean Nr. 60, Boldesti-Scaeni, 144194","Operator Extractie Sare In Salina","14026"
"4060","0738 999 355","1987-04-02","Bulevardul Marius Pop Nr. 362, Botosani, 838221","Cuptorar Produse Din Carbune","14027"
"4061","0251 600 303","2003-07-11","Intrarea Iustin Barbu Nr. 93, Tandarei, 170352","Dozator Prelucrare Cauciuc","14028"
"4062","0763 625 673","1923-05-05","Aleea Grigore Ene Nr. 428, Schela Cladovei, 205446","Medic Legist","14029"
"4063","0744 732 170","1936-10-16","Drumul Manole Nr. 486, Copsa Mica, 141488","Vulcanizator De Produse Industriale Din Cauciuc","14030"
"4064","0756 490 801","1911-09-02","Soseaua Voinea Nr. 77, Navodari, 868886","Comisar","14031"
"4065","0732 837 373","1974-11-13","Soseaua Preda, Beius, 140487","Operator La Fabricarea Biscuitilor","14032"
"4066","0739 618 674","2023-10-10","Intrarea Marilena Stănescu Nr. 638 Bl. 82  Sc. 14 Ap. 208, Giroc, 353156","Navigator Dirijare Radar","14033"
"4067","0233 390 246","1930-01-16","Strada Diaconescu, Comanesti, 600104","Expert Inginer Agronom","14034"
"4068","0257 925 306","2007-11-08","Bulevardul Diaconu Nr. 471 Bl. 38  Sc. 16 Ap. 990, Jimbolia, 326136","Asistent De Cercetare Economist In Gestiuneaeconomica","14035"
"4069","0241 861 053","1931-11-04","Strada Stănescu, Paunesti, 418222","Lucrator In Bataje (Batator)","14036"
"4070","0244 718 364","1963-04-24","Aleea Aurelian Dochioiu Nr. 40 Bl. 50  Sc. 58 Ap. 415, Bistrita, 869191","Inginer Sef Firme De Afaceri Si Alte Servicii Comerciale","14037"
"4071","0247 944 596","1920-03-05","Drumul Suciu, Aiud, 862151","Profesor In Invatamantul Primar","14038"
"4072","0233 486 818","1966-12-31","Aleea Marin, Braila, 787316","Tehnician Petrolist Chimie Industriala","14039"
"4073","0245 071 229","1926-01-30","Aleea Popa Nr. 32 Bl. 56  Sc. 15 Ap. 475, Galati, 809967","Asistent De Cercetare In Tehnologia Constructiilor De Masini","14040"
"4074","0241 319 983","1961-02-06","Intrarea Dinu, Peris, 281630","Director General Institut National De Cercetaredezvoltare","14041"
"4075","0748 581 947","1915-09-11","Intrarea Preda Nr. 462, Gilau, 778763","Termist Tratamentist De Piese Semifabricate, Finite","14042"
"4076","0727 602 079","2022-10-06","Drumul Preda, Dragasani, 385787","Administrator Cumparari","14043"
"4077","0254 792 879","1965-07-19","Strada Pop Nr. 18, Jibou, 570330","Inginer De Cercetare In Constructii De Cai Ferate, Drumuri Si Poduri","14044"
"4078","0253 283 681","2024-01-06","Bulevardul Mitruț Tabacu, Siret, 413080","Cercetator In Horticultura","14045"
"4079","0785 261 494","1947-05-05","Strada Suciu, Moinesti, 496085","Matematician","14046"
"4080","0263 076 330","2005-10-07","Soseaua Albu Nr. 71, Baciu, 869591","Piscicultor","14047"
"4081","0238 401 650","1920-06-21","Soseaua Dinu, Campia Turzii, 199270","Muncitor Necalificat La Asamblarea, Montarea Pieselor","14048"
"4082","0765 746 221","1980-05-21","Drumul Dima Nr. 383, Cernavoda, 867476","Specialist Evaluare Daune","14049"
"4083","0265 528 232","1977-07-03","Bulevardul Ioniță, Vlahita, 599362","Presator, Ambutisor La Cald","14050"
"4084","0761 573 590","1998-02-14","Soseaua Antonie Tudor Nr. 975, Dragu-Brad, 120394","Electrician Pentru Utilizarea Energiei Electrice","14051"
"4085","0771 377 967","1928-12-15","Intrarea Astrid Aanei, Gilau, 380909","Inginer-Sef Exploatare Nucleara","14052"
"4086","0269 782 455","1940-10-02","Intrarea Nemeș Nr. 90, Targoviste, 968436","Tehnician Asigurarea Calitatii","14053"
"4087","0258 519 265","1937-06-23","Bulevardul Nistor, Bolintin-Vale, 621911","Inginer Masini-Unelte","14054"
"4088","0752 922 716","1976-03-21","Drumul Barbu Nr. 159 Bl. 41  Sc. 42 Ap. 317, Sandominic, 676585","Prelucrator Manual De Par","14055"
"4089","0786 523 089","1995-04-25","Strada Eftimie, Targu Secuiesc, 187854","Operator Oxizi De Plumb","14056"
"4090","0269 316 172","1948-01-21","Drumul Suciu Nr. 45, Ploiesti, 430841","Conducator De Motoscuter","14057"
"4091","0257 447 798","1972-10-27","Strada Oprea Nr. 96 Bl. 85  Sc. 62 Ap. 799, Sovata, 354989","Inginer Centrale Nuclearoelectrice","14058"
"4092","0725 103 028","1952-03-02","Bulevardul Roxana Voinea Nr. 641, Agnita, 662174","Artist Circ","14059"
"4093","0754 588 660","1937-05-19","Strada Dima, Remetea, 878440","Operator Masini Paletizate Si Infoliere Pentru Fabrica De Ciment","14060"
"4094","0766 235 327","2016-05-03","Soseaua Mocanu Nr. 220, Dabuleni, 666867","Agent Maritim","14061"
"4095","0740 671 446","1912-03-28","Aleea Stancu Nr. 509 Bl. 23  Sc. 81 Ap. 305, Strehaia, 903113","Administrator Cumparari","14062"
"4096","0745 683 124","1962-07-16","Intrarea Teofil Georgescu Nr. 18 Bl. 71  Sc. 45 Ap. 297, Vatra Dornei, 602641","Asistent De Cercetare In Arhitectura","14063"
"4097","0261 169 397","1955-11-11","Strada Stoica Nr. 15 Bl. 60  Sc. 15 Ap. 195, Barbulesti, 758002","Lucrator Produse Naturiste","14064"
"4098","0758 004 848","1939-01-22","Strada Pușcașu, Teius, 441263","Sef Santier","14065"
"4099","0255 882 513","1922-02-13","Intrarea Amalia Nistor Nr. 192 Bl. 21  Sc. 77 Ap. 789, Pantelimon, 204470","Confectioner Reparator Cravate","14066"
"4100","0767 233 523","1990-05-02","Intrarea Stănescu Nr. 967, Dragu-Brad, 384486","Inspector Metrolog","14067"
"4101","0739 174 151","1955-06-04","Soseaua Angela Ene Nr. 213, Slobozia, 747358","Referent Operatii Intre Sedii","14068"
"4102","0735 115 597","2010-12-25","Aleea Marin Nr. 61 Bl. 94  Sc. 23 Ap. 114, Giroc, 135578","Sef Tura Comanda Vagon De Dormit ","14069"
"4103","0237 226 857","1941-06-25","Soseaua Stancu Nr. 72 Bl. 75  Sc. 33 Ap. 380, Turnu Magurele, 222441","Laborant In Ocrotirea Sanatatii","14070"
"4104","0762 223 645","1942-10-14","Drumul Georgescu Nr. 607 Bl. 71  Sc. 20 Ap. 353, Gilau, 559677","Inginer-Sef Schimb Emisie","14071"
"4105","0743 856 377","1998-06-16","Aleea Vladimir Barbu Nr. 61 Bl. 61  Sc. 22 Ap. 518, Oituz, 374437","Constructor Structuri Monolite","14072"
"4106","0747 582 615","1993-12-27","Strada Marin Nr. 71 Bl. 55  Sc. 22 Ap. 413, Afumati, 582328","Inspector De Specialitate Inginer Mecanic","14073"
"4107","0721 185 539","2008-01-12","Drumul Ene Nr. 974 Bl. 62  Sc. 21 Ap. 677, Moinesti, 504483","Agent Reclama Publicitara","14074"
"4108","0724 886 300","1987-01-11","Intrarea Barbu Nr. 49 Bl. 55  Sc. 27 Ap. 474, Bocsa, 624656","Expert Informatii Pentru Afaceri","14075"
"4109","0766 883 877","1937-06-27","Bulevardul Tudor Nr. 86, Pitesti, 693808","Mecanic Aviatie","14076"
"4110","0711 344 535","1977-10-24","Intrarea Mihai Stan, Mogosoaia, 138039","Spalator Vitrine Si Geamuri","14077"
"4111","0725 228 450","1925-09-07","Strada Dinu, Vulcan, 310229","Reglor La Masini Pentru Confectionarea Elementelor Galvanice","14078"
"4112","0254 393 378","1926-03-06","Bulevardul Voinea, Alesd, 772634","Finisor Cocleti","14079"
"4113","0234 271 691","1912-05-08","Intrarea Suciu, Calarasi, 703246","Asistent De Cercetare In Psihopedagogie Speciala","14080"
"4114","0237 797 959","1924-08-14","Aleea Tudor Nr. 44 Bl. 39  Sc. 90 Ap. 807, Valea lui Mihai, 675471","Conducator Autodrezina","14081"
"4115","0743 840 977","1954-09-23","Strada Popa Nr. 31, Cernavoda, 840112","Prelucrator Deseuri Gogosi De Matase Naturala","14082"
"4116","0745 056 813","2020-07-27","Bulevardul Marin Nr. 15 Bl. 11  Sc. 43 Ap. 863, Lunca Cetatuii, 311899","Proiectant Inginer Produse Alimentare","14083"
"4117","0243 094 817","1990-11-04","Drumul Barbu Nr. 35, Bosanci, 192472","Bucatar-Sef","14084"
"4118","0780 759 378","1968-06-01","Drumul Gheorghiu Nr. 127 Bl. 12  Sc. 17 Ap. 951, Avrig, 967171","Confectioner-Montator Structuri Metalice Pentru Constructii","14085"
"4119","0727 080 469","2024-02-20","Drumul Pușcașu, Modelu, 186941","Tehnician Protectia Navigatiei Aeriene (Comunicatii, Navigatie, Supraveghere)","14086"
"4120","0241 073 825","2012-08-05","Drumul Voinea, Drobeta-Turnu Severin, 548483","Trefilator, Tragator","14087"
"4121","0766 842 653","1939-03-06","Intrarea Georgescu Nr. 11, Popesti-Leordeni, 456605","Operator La Instalatii De Tras Si Laminat Geam","14088"
"4122","0742 523 063","1945-08-05","Intrarea Nistor, Codlea, 947510","Cioplitor In Piatra Si Marmura","14089"
"4123","0751 998 864","1933-02-24","Strada Dobre, Ianca, 404049","Cercetator In Psihologie","14090"
"4124","0738 456 987","1943-08-24","Strada Dumitrescu Nr. 920, Mangalia, 191572","Confectioner Tambur Filigranare","14091"
"4125","0262 960 244","2013-01-18","Intrarea Toma, Viseu de Sus, 604296","Stivuitor Si Receptioner Silvic","14092"
"4126","0730 333 355","1933-09-14","Intrarea Liliana Ababei, Borsa, 475246","Inginer De Cercetare In Energetica Industriala","14093"
"4127","0780 489 270","1933-03-05","Drumul Tomescu Nr. 17 Bl. 49  Sc. 98 Ap. 822, Pancota, 628319","Operator Degamator Textile","14094"
"4128","0788 519 529","1909-02-04","Soseaua Norbert Mazilescu Nr. 776, Sancraiu de Mures, 852363","Oficial Sportiv Acreditat","14095"
"4129","0784 736 990","1914-05-29","Soseaua Agnos Oprea, Focsani, 635438","Kinetoterapeut","14096"
"4130","0745 265 334","1938-07-29","Aleea Ababei Nr. 340, Eforie Nord, 263942","Atasat Diplomatic","14097"
"4131","0265 073 190","1923-10-30","Aleea Cristea Nr. 183 Bl. 93  Sc. 85 Ap. 187, Fundeni, 113888","Ascutitor-Calitor Garnituri De Carde","14098"
"4132","0256 755 676","1972-08-16","Intrarea Georgescu Nr. 20, Poienile de sub Munte, 143667","Consilier Financiar-Bancar","14099"
"4133","0759 932 731","1942-06-19","Intrarea Dana Ene Nr. 766, Piatra-Neamt, 660045","Sef Instalatie Petroliera","14100"
"4134","0725 280 989","1984-11-12","Intrarea Blanduzia Mocanu Nr. 38, Schela Cladovei, 818949","Inspector Iscir","14101"
"4135","0722 204 032","1935-03-31","Aleea Dochioiu Nr. 72, Valu lui Traian, 353486","Mecanic Locomotiva Si Automotor","14102"
"4136","0259 487 265","1972-04-21","Aleea Stan Nr. 33, Ovidiu, 207735","Laborant Tehnica Nucleara","14103"
"4137","0261 168 039","1947-01-21","Intrarea Lia Toma, Turda, 409532","Sef Grupa Interventie","14104"
"4138","0764 521 945","1971-05-02","Aleea Elisaveta Diaconu Nr. 95 Bl. 30  Sc. 55 Ap. 582, Rucar, 552150","Insotitor","14105"
"4310","0258 459 455","1912-03-10","Strada Tomescu Nr. 63, Cumpana, 300228","Manager De Produs","14277"
"4139","0232 614 714","2009-10-10","Soseaua Dochioiu Nr. 742 Bl. 58  Sc. 48 Ap. 369, Bragadiru, 235037","Operator Suport Tehnic Pentru Servicii De Comunicatii Electronice","14106"
"4140","0269 341 583","1934-02-20","Drumul Mocanu, Babadag, 720659","Secretar Si Secretar Adjunct Ai Asociatiilor, Filialelor Si Organizatiilor Obstesti","14107"
"4141","0751 660 137","1996-07-01","Soseaua Barbu Nr. 811 Bl. 73  Sc. 22 Ap. 886, Balan, 343790","Tehnician In Securitate Si Sanatate In Munca","14108"
"4142","0251 083 612","2012-07-10","Bulevardul Tudor Nr. 270 Bl. 54  Sc. 37 Ap. 513, Vlahita, 582557","Masinist La Confectionarea Ambalajelor Metalice","14109"
"4143","0265 930 078","1916-07-21","Drumul Preda, Tudora, 822728","Sef Statie Radiorelee","14110"
"4144","0726 488 181","1972-02-13","Aleea Ionuț Ene, Giarmata, 103185","Sef De Receptie Hotel","14111"
"4145","0784 587 168","1949-10-15","Intrarea Nistor Nr. 259 Bl. 52  Sc. 12 Ap. 511, Zarnesti, 129356","Specialist In Dezvoltare Organizationala","14112"
"4146","0737 288 561","1910-06-18","Strada Emanoil Manole Nr. 949, Techirghiol, 902872","Fotbalist Profesionist","14113"
"4147","0252 189 334","1948-09-19","Strada Stoica Nr. 39, Craiova, 934482","Insotitor","14114"
"4148","0750 631 421","2007-08-11","Soseaua Diaconescu Nr. 31 Bl. 40  Sc. 26 Ap. 595, Dumbravita, 643077","Secretar-Sef Notariat","14115"
"4149","0760 355 691","1939-01-16","Drumul Ozana Cristea, Valea lui Mihai, 592096","Instrumentist (Studii Medii)","14116"
"4150","0259 873 262","1990-08-13","Drumul Dorina Dima Nr. 650, Targoviste, 284498","Mecanic Intretinere Si Reparatii Masini De Cusut Industriale","14117"
"4151","0754 940 588","1940-05-11","Aleea Diaconu Nr. 539, Giurgiu, 478449","Tehnician Statii Radiorelee Si Satelit","14118"
"4152","0746 301 907","1920-12-04","Strada Barbu, Borsa, 880773","Director De Sat De Vacanta","14119"
"4153","0723 152 008","1973-08-01","Bulevardul Iridenta Tabacu Nr. 17 Bl. 55  Sc. 26 Ap. 235, Dobroesti, 999323","Spalator Vitrine Si Geamuri","14120"
"4154","0749 620 767","1944-11-24","Strada Jean Diaconu, Rucar, 679070","Operator Piuar","14121"
"4155","0764 460 223","2013-05-30","Intrarea Marin Nr. 22, Peris, 586266","Expert Fiscal","14122"
"4156","0724 142 360","1979-10-16","Intrarea Dinu Nr. 700, Peretu, 369572","Cercetator In Comunicatii","14123"
"4157","0242 254 120","1938-06-11","Bulevardul Barbu Nr. 13, Covasna, 401289","Subinginer Retele Electrice","14124"
"4158","0267 709 811","2017-06-04","Soseaua Loredana Oprea Nr. 37, Hunedoara, 129804","Tehnician Proiectant In Reconstructie Ecologica","14125"
"4159","0765 129 381","1990-07-14","Bulevardul Olimpia Dochioiu, Husi, 110253","Reditionar","14126"
"4160","021 272 9981","1938-09-18","Aleea Aanei Nr. 686, Anina, 106807","Tehnician Machetist","14127"
"4161","0237 777 998","1943-02-15","Strada Dacian Tabacu, Craiova, 696796","Inspector De Specialitate Geofizician","14128"
"4162","021 242 7177","1915-09-20","Strada Radu Popa, Reghin, 351642","Dispecer Operatiuni Salubrizare","14129"
"4163","021 750 3579","1953-06-28","Intrarea Aanei Nr. 929 Bl. 24  Sc. 81 Ap. 456, Reghin, 776305","Subinginer-Sef Car Reportaj","14130"
"4164","0785 573 467","2004-04-15","Bulevardul Mitică Eftimie Nr. 773, Brad, 269657","Inspector De Concurenta","14131"
"4165","0764 475 565","1934-06-20","Drumul Barbu, Tasnad, 323249","Finisator Electrozi De Sudura","14132"
"4166","0786 689 302","1963-08-14","Drumul Dumitrescu Nr. 429, Draganesti-Olt, 461086","Administrator Societate Comerciala","14133"
"4167","0748 858 526","2023-12-20","Bulevardul Larisa Gheorghiu Nr. 613, Targoviste, 687698","Secretar Notariat","14134"
"4168","0255 632 123","1916-10-13","Aleea Andreea Cristea Nr. 15 Bl. 29  Sc. 40 Ap. 213, Simleu Silvaniei, 647220","Stivuitor Si Receptioner Silvic","14135"
"4169","0772 578 018","1918-11-08","Intrarea Panagachie Stoica Nr. 659, Cugir, 701098","Asamblator Elemente Si Baterii Galvanice","14136"
"4170","0785 715 441","2004-06-17","Intrarea Dochioiu Nr. 85 Bl. 30  Sc. 10 Ap. 582, Ploiesti, 728011","Agent Imobiliar (Broker Imobiliar)","14137"
"4171","0730 127 982","1909-07-24","Soseaua Tudor Nr. 205 Bl. 82  Sc. 81 Ap. 955, Stei, 808935","Croitor Pentru Incaltaminte Si Articole Tehnice Din Cauciuc","14138"
"4172","0744 699 875","1986-08-08","Aleea Tomescu Nr. 747, Stei, 418983","Sef Serviciu Evaluarea Resurselor De Munca","14139"
"4173","0745 757 149","1911-09-12","Intrarea Nistor Nr. 37, Sabaoani, 757130","Capitan Port","14140"
"4174","0768 883 449","2001-11-16","Drumul Stoica Nr. 985, Moinesti, 680624","Agent De Transport Turistic Intern","14141"
"4175","0231 136 936","1930-04-14","Strada Albu, Rodna, 375210","Corhanitor","14142"
"4176","0237 985 814","1988-05-23","Soseaua Popescu Nr. 958 Bl. 86  Sc. 45 Ap. 664, Campina, 752668","Coregraf","14143"
"4177","0735 619 016","1950-03-26","Drumul Florea, Campulung Moldovenesc, 875814","Operator La Fabricarea Fermoarelor","14144"
"4178","0754 629 579","1931-07-30","Intrarea Eftimia Ioniță Nr. 17, Pitesti, 426016","Grefier-Sef De Sectie (Curte De Apel, Tribunal, Parchete)","14145"
"4179","0234 835 469","1943-10-10","Aleea Popescu Nr. 56, Harlau, 635085","Asistent De Cercetare In Istorie","14146"
"4180","0750 076 484","1965-06-18","Aleea Manole Nr. 324, Dabuleni, 796916","Referent Bancar/Societate De Leasing","14147"
"4181","0711 256 936","1982-04-16","Soseaua Tabacu, Baile Borsa, 852658","Pedolog","14148"
"4182","0248 894 609","1946-05-28","Drumul Sorin Tudor, Sovata, 571263","Maseur De Intretinere Si Relaxare","14149"
"4183","0763 659 815","1962-06-09","Intrarea Diaconescu, Videle, 749404","Operator Chimist La Chimizarea Metanului","14150"
"4184","0246 750 731","1948-02-26","Intrarea Pușcașu, Pucioasa, 762814","Tatuator","14151"
"4185","0755 330 283","1919-09-18","Bulevardul Tabacu Nr. 958 Bl. 68  Sc. 51 Ap. 195, Turda, 318792","Antreprenor In Economia Sociala","14152"
"4186","0770 280 944","1971-04-05","Bulevardul Oprea, Ocna Mures, 945092","Muncitor Spalare Si Curatare Cisterne","14153"
"4187","0746 340 724","2005-04-24","Soseaua Gherghina Marin Nr. 59, Glina, 795910","Reglementator","14154"
"4188","0762 992 620","1999-04-22","Strada Stancu Nr. 69 Bl. 80  Sc. 32 Ap. 140, Sandominic, 916975","Tehnician Hidroamelioratii","14155"
"4189","0727 639 906","1961-03-12","Aleea Emanuela Ardelean, Dancu, 884743","Instructor Sportiv","14156"
"4190","0765 082 925","2020-11-02","Soseaua Pavel Stan, Zimnicea, 557028","Art Director","14157"
"4191","0265 827 457","2018-10-27","Aleea Pușcașu Nr. 408, Titu, 324536","Asistent De Cercetare In Filatura-Tesatorie","14158"
"4192","0258 339 273","1933-11-02","Drumul Haralamb Toma, Caracal, 365905","Constructor Restaurator De Orgi","14159"
"4193","0247 694 899","1919-06-10","Strada Ardelean, Odorheiu Secuiesc, 466287","Taietor Garnituri De Carde","14160"
"4194","0728 706 779","1977-03-14","Bulevardul Dinu, Giurgiu, 990204","Inspector De Specialitate Hidrogeolog","14161"
"4195","0267 987 164","1975-06-28","Drumul Ene Nr. 309 Bl. 94  Sc. 96 Ap. 129, Codlea, 693679","Laborant Determinari Fizico-Mecanice Pentru Lucrari De Drumuri Si Poduri","14162"
"4196","0786 484 112","2003-11-25","Strada Dobre Nr. 69 Bl. 13  Sc. 90 Ap. 881, Rucar, 515828","Tehnician Energetician/Electrician","14163"
"4197","0754 056 465","1982-12-23","Drumul Manole, Arad, 983536","Analist Studiul Materialelor","14164"
"4198","0738 849 158","1929-02-22","Drumul Corneliu Stancu Nr. 70 Bl. 68  Sc. 59 Ap. 203, Pipera (Voluntari), 833775","Operator Surse Regenerabile De Energie","14165"
"4199","0742 378 232","1959-06-14","Bulevardul Dima, Tasnad, 546334","Sculptor In Lemn","14166"
"4200","0750 028 169","1966-07-17","Drumul Cristea Nr. 10 Bl. 46  Sc. 42 Ap. 698, Valu lui Traian, 427282","Pedagog De Recuperare","14167"
"4201","0269 786 551","2011-12-16","Drumul Tudor Nr. 61, Resita, 737842","Sef Formatie Operationala Telecomunicatii","14168"
"4202","0727 935 002","1951-05-20","Drumul Robert Dobre, Techirghiol, 159755","Tehnician Metalurgie","14169"
"4203","0786 473 972","1915-01-03","Intrarea Manole, Deta, 702704","Expert Pedolog","14170"
"4204","0770 164 837","1960-10-27","Soseaua Tomescu, Strehaia, 529861","Confectioner Manual De Produse Din Sfori Sau Franghii","14171"
"4205","0741 377 931","1948-04-23","Soseaua Stănescu, Marasesti, 650726","Finisor Ferite","14172"
"4206","0732 496 249","1998-05-25","Bulevardul Mugur Popescu Nr. 16 Bl. 57  Sc. 39 Ap. 199, Curcani, 392371","Operator Impregnator Textile","14173"
"4207","0764 895 565","1946-03-05","Intrarea Bartolomeu Stancu Nr. 908, Arad, 721067","Institutor","14174"
"4208","0757 996 427","2017-07-31","Aleea Toma Nr. 556, Buhusi, 382253","Reglor La Masini Pentru Fabricarea Lampilor Electrice","14175"
"4209","0269 370 386","1950-10-09","Soseaua Preda, Darmanesti, 712721","Referent Vamal (Studii Medii)","14176"
"4210","0723 107 965","1995-03-07","Drumul Marin, Zalau, 426212","Sef Echipaj Maritim/Fluvial","14177"
"4211","0770 290 757","1980-04-22","Aleea Gheorghiu Nr. 585 Bl. 93  Sc. 68 Ap. 194, Sibiu, 545548","Cercetator In Constructii Hidrotehnice","14178"
"4212","0725 661 446","1947-06-30","Strada Aanei Nr. 982 Bl. 74  Sc. 82 Ap. 869, Alba Iulia, 805233","Sef Laborator Analize Pedologice","14179"
"4213","0238 381 944","1935-01-30","Soseaua Tomescu Nr. 139 Bl. 40  Sc. 97 Ap. 937, Baia, 618470","Manager Marketing (Tarife, Contracte, Achizitii)","14180"
"4214","0236 822 868","1916-07-16","Drumul Dochioiu Nr. 10, Popesti-Leordeni, 798749","Mecanic Navigant Instructor","14181"
"4215","0264 798 538","1987-01-20","Soseaua Eusebiu Stancu, Barlad, 305554","Inspector De Specialitate In Administratia Publica","14182"
"4216","0721 084 499","1974-06-29","Bulevardul Stănescu, Bistrita, 811647","Sofer Autobuz","14183"
"4217","0243 636 088","1963-11-08","Soseaua Marin Nr. 57, Intorsura Buzaului, 526887","Profesor Universitar","14184"
"4218","0721 910 906","1928-07-25","Soseaua Dobre Nr. 94, Gaesti, 485591","Radiotelegrafist","14185"
"4219","0752 617 180","1960-06-14","Drumul Ionescu, Buftea, 812987","Specialist Prestatii Vehicule","14186"
"4220","0788 623 611","2002-12-04","Bulevardul Stoica Nr. 54, Urlati, 151356","Instalator Frigotehnist","14187"
"4221","0231 641 071","1942-02-28","Drumul Tomescu Nr. 93 Bl. 34  Sc. 42 Ap. 485, Gaesti, 699395","Agent Maritim","14188"
"4222","0756 939 967","1913-05-01","Strada Luca Aanei, Lipova, 184875","Inginer De Cercetare In Comunicatii","14189"
"4223","0720 060 353","1986-10-19","Aleea Suciu Nr. 575 Bl. 54  Sc. 28 Ap. 736, Busteni, 108756","Facturist","14190"
"4224","0751 751 100","1918-03-07","Drumul Stoica Nr. 89 Bl. 75  Sc. 68 Ap. 494, Ramnicu Sarat, 803943","Montator, Reglor, Testor Tehnica De Calcul","14191"
"4225","0729 220 244","1999-01-31","Bulevardul Zaraza Tabacu Nr. 351 Bl. 25  Sc. 29 Ap. 826, Calafat, 448609","Ingrijitor Vila","14192"
"4226","0240 506 169","1970-10-14","Soseaua Sergiu Manole, Balotesti, 678288","Frezor La Masini Roti Dintate","14193"
"4227","0253 200 543","1925-07-26","Drumul Voinea Nr. 938 Bl. 31  Sc. 90 Ap. 811, Cluj-Napoca, 933122","Cercetator In Electrofizica","14194"
"4228","0751 185 274","1974-06-05","Aleea Dima Nr. 69 Bl. 57  Sc. 21 Ap. 670, Jibou, 630787","Tehnician Radioelectronist","14195"
"4229","0727 105 905","1917-12-12","Bulevardul Tabacu Nr. 51 Bl. 43  Sc. 80 Ap. 542, Schela Cladovei, 406965","Confectioner Tamplarie Din Aluminiu Si Mase Plastice","14196"
"4230","0764 160 456","1943-06-09","Drumul Doru Stan, Orsova, 502676","Metrolog Si Depanator Mecanica Fina, Tehnica Digitala Si Analogica (Mftda)","14197"
"4231","0725 543 164","1930-10-19","Bulevardul Voinea, Sandominic, 103777","Profesor In Invatamantul Gimnazial","14198"
"4232","0765 292 478","1977-02-01","Aleea Eftimie Nr. 957, Fagaras, 647547","Tehnician Mentenanta Mecanica Echipamente Industriale","14199"
"4233","0742 778 799","1916-01-04","Aleea Ababei Nr. 166 Bl. 18  Sc. 10 Ap. 429, Cisnadie, 988908","Reporter (Studii Medii)","14200"
"4234","0727 659 180","1987-05-17","Intrarea Voichița Mocanu Nr. 225, Cisnadie, 926056","Confectioner Seringi","14201"
"4235","0771 948 511","1954-07-10","Intrarea Achim Ardelean Nr. 977 Bl. 39  Sc. 20 Ap. 422, Bacau, 336559","Operator Emisie-Receptie","14202"
