first_name,last_name,phone_number,birthdate,address,mac_address,ip_address,job,iban,currency
Valentin,Tomescu,0243 780 805,1988-06-08,"Bulevardul Mocanu Nr. 60, Petrosani, 543201",08:7d:f9:94:b9:b1,95.211.155.153,Tehnician Iluminat Tehnologic,RO12NBHL8501177639068134,TOP
Ovidiu,Aanei,0725 405 759,1982-05-30,"Drumul Toma Nr. 75 Bl. 34  Sc. 87 Ap. 869, Negresti, 863818",0b:65:b7:2d:a2:2f,48.28.50.93,Ofiter Securitatea Informatiei (Security Officer ,RO73XFAQ6774658673788598,FKP
Emanuil,Tudor,0726 687 054,1968-04-20,"Strada Ionescu Nr. 53 Bl. 53  Sc. 46 Ap. 736, Moinesti, 415177",37:0c:66:0b:80:ef,217.189.25.195,Operator Centru De Racire Lapte,RO16GTWE1802362730749282,BDT
Adelin,Ardelean,0748 955 486,1930-05-14,"Bulevardul Ana Dobre, Rasinari, 665677",cc:92:84:2a:9e:db,55.29.116.51,Proiectant Inginer Produse Alimentare,RO59MGUE6033768947758153,FKP
Cătălin,Albu,0768 674 639,1968-07-21,"Aleea Ioniță Nr. 299, Fagaras, 937801",4e:9c:60:83:f7:1d,223.253.73.21,Asistent Productie Film,RO48TXLR4901825512255111,BAM
Cecilia,Voinea,0724 155 682,1966-01-25,"Strada Ionescu Nr. 310 Bl. 11  Sc. 94 Ap. 146, Paunesti, 871862",33:cb:ab:49:d2:99,92.66.219.148,Administrator Bunuri Agricole,RO30CGFS9703964462838791,LBP
Augustin,Nistor,0724 295 341,1977-05-01,"Soseaua Marta Voinea Nr. 13, Breaza de Sus, 296932",77:92:b0:6b:e2:41,49.203.217.113,Lucrator Operativ Pentru Autocontainere,RO36ISWU8574848389471682,XCD
Georgia,Cristea,0756 078 844,2019-09-30,"Strada Niță Nr. 75 Bl. 94  Sc. 50 Ap. 233, Jibou, 779386",cf:81:cb:f8:34:7b,27.229.119.236,Cascador,RO07MGAV2505214484687707,ETB
Gabi,Barbu,0258 896 855,1935-04-16,"Soseaua Stan, Intorsura Buzaului, 505882",65:d8:c2:71:b5:f9,80.192.254.5,Pontator,RO33BVBL2263495620770699,KES
Carol,Mocanu,0748 310 174,1922-07-17,"Strada Despina Mocanu Nr. 552, Tufesti, 939829",57:4c:af:9e:8c:c8,141.55.89.93,"Cercetator In Tehnologia Celulozei, Hartiei, Poligrafiei Si Fibrelor",RO29XMIH6048087534399858,BRL
Alberta,Ioniță,0269 595 880,2019-08-20,"Strada Oprea, Brasov, 525154",7d:06:10:dc:c8:e2,115.39.130.210,Stilizator Film De Desene Animate (Studii Superioare),RO36XMDH2917864089486258,AUD
Oana,Georgescu,0756 240 323,1924-10-27,"Intrarea Ene Nr. 18 Bl. 71  Sc. 57 Ap. 975, Bragadiru, 425681",cb:56:4c:14:a1:a6,67.239.71.22,Cercetator In Arhitectura,RO96LANW6981852743869849,NGN
Ludmila,Preda,0763 745 788,1977-07-21,"Intrarea Ababei Nr. 271, Gilau, 115788",6a:91:b6:b7:0b:ee,111.15.38.185,Analist,RO52KQWX5678985803622675,BRL
Marcela,Marin,0763 632 391,1968-10-11,"Intrarea Nemeș Nr. 49, Berceni, 143980",8d:1a:97:dc:93:e4,77.174.198.3,"Inspector Pensii, Asigurari Sociale Si Asistenta Sociala",RO30RXMD2500583807253775,HNL
Luminița,Gheorghiu,0732 070 113,1945-11-22,"Drumul Pușcașu Nr. 35, Victoria, 691199",54:4c:01:6f:fd:2c,34.212.188.222,Scafandru Greu,RO34LLPT0631314569855252,ETB
Horațiu,Dobre,0748 325 112,1969-01-11,"Soseaua Stancu, Talmaciu, 106617",60:b5:36:4b:99:d1,214.255.16.74,Inginer Mecanic Utilaj Tehnologic Chimic,RO52ROFF0428600524743013,UZS
Mitruț,Ene,0237 364 298,1935-07-21,"Soseaua Nistor Nr. 66, Breaza de Sus, 900874",2a:fc:88:a8:81:3c,79.230.55.77,Cercetator In Lingvistica,RO29CZVK0285056769759326,GGP
Despina,Stănescu,0729 157 071,1975-09-04,"Bulevardul Ababei Nr. 382, Ludus, 731545",f5:33:4f:f6:f8:fb,70.42.133.24,Sef Tren,RO79BPRN7440951686685849,BWP
Adriana,Marin,0264 141 806,1922-02-06,"Soseaua Marcel Stoica Nr. 17, Codlea, 366718",e0:c5:86:0c:e4:e0,156.2.220.250,"Sef Serviciu Statie, Tura Meteo",RO74EQEX2139353592684897,IRR
Fiona,Pușcașu,0745 242 508,1985-04-21,"Soseaua Fiodor Tabacu Nr. 514, Darabani, 516200",b5:28:4f:39:7f:c4,212.8.9.84,Medic Veterinar Sef,RO48XICC9814195746794462,BYR
Eric,Voinea,0720 349 966,2015-10-04,"Intrarea Nistor Nr. 14 Bl. 72  Sc. 38 Ap. 859, Iasi, 105336",92:fe:5e:fe:a8:7b,133.93.57.35,Director Resurse Umane,RO05HPHD7572758071246686,KZT
Benone,Nemeș,0731 426 649,1984-12-12,"Soseaua Stănescu, Fundeni, 697846",34:f6:32:7b:d9:5d,193.101.71.243,"Operator La Confectionarea Industriala A Articolelor De Sport Si Protectie, Din Piele Si Inlocuitori",RO73WZQW1461722132207617,TND
Andreea,Suciu,0741 386 562,1981-10-09,"Soseaua Tudor, Siria, 237337",3d:14:45:30:f8:9b,59.152.93.150,Strungar In Lemn,RO86ZLEJ5163171426889597,FKP
Ion,Dobre,0243 815 636,1911-02-20,"Aleea Tudor Nr. 654 Bl. 12  Sc. 94 Ap. 175, Moinesti, 871132",e5:a7:a1:e9:26:e4,11.39.39.130,Desenator,RO33HDBV6164239072700476,DKK
Gianina,Florea,0751 564 708,1976-05-24,"Bulevardul Ardelean Nr. 74, Otopeni, 772058",db:3d:e2:58:0e:51,73.64.147.249,Spalatoreasa Lenjerie,RO84ABJI8139949165875175,RUB
Alistar,Dumitrescu,0261 121 170,1980-03-02,"Drumul Lucian Niță, Cajvana, 983218",a5:c1:b2:50:de:09,217.36.128.170,Atasat Diplomatic,RO02ZZFM1486510547204202,BSD
Iacob,Mazilescu,0749 209 734,1944-01-17,"Drumul Ionescu Nr. 861, Cornetu, 808359",cf:85:9c:ba:51:60,172.158.31.173,Mestesugar Sortator In Industria Pielariei,RO75ZHEV8785458258474198,UZS
Bucur,Tudor,0723 532 305,1910-10-18,"Strada Barbu Nr. 51 Bl. 72  Sc. 75 Ap. 184, Tudora, 950446",31:56:64:4c:d0:84,181.174.184.224,Presator Axe La Cilindrul De Imprimat,RO05GEWJ3578704196343282,PKR
Noemi,Tomescu,0726 107 609,2001-08-16,"Soseaua Eliza Popa, Toflea, 522353",d8:35:45:72:0f:55,13.70.210.45,Agent Transport Valori,RO22XDPP6729979759031861,QAR
Angel,Nistor,0750 676 555,2006-07-01,"Drumul Ionescu, Poiana Mare, 301124",d9:d7:ac:a0:5c:bc,140.78.199.177,Operator Meteorolog,RO20ACIS3803254737558091,GHS
Monalisa,Dochioiu,0749 731 916,1979-09-10,"Soseaua Alis Mocanu Nr. 97, Pucioasa, 855926",94:93:dd:1e:9c:e1,75.208.161.254,Cercetator In Masini Si Echipamente Termice,RO09GDUD1140320563409807,SRD
Angel,Ioniță,0264 669 584,1953-03-02,"Bulevardul Ioniță Nr. 13, Alba Iulia, 449678",0c:49:c5:bb:5a:6d,146.90.204.54,Operator La Fabricarea Altor Produse Chimice,RO59AJJV6118401124734579,IRR
Luca,Mocanu,0720 896 014,1990-11-09,"Aleea Dobre Nr. 72 Bl. 64  Sc. 23 Ap. 462, Giurgiu, 905006",fe:5d:38:7f:a6:0c,188.6.129.4,Capitan Fluvial,RO13GLZU3206303737678144,SPL
Natalia,Cristea,0788 745 541,1933-05-30,"Strada Oprea Nr. 363, Poiana Mare, 758380",dd:86:47:40:4a:5b,220.206.119.231,Masinist La Masina De Zdrobit Si Macinat Pluta,RO36LPKC5730468162807725,MXN
Adelin,Ababei,0247 505 785,1997-03-02,"Soseaua Diaconu Nr. 24 Bl. 75  Sc. 57 Ap. 104, Fagetel (Remetea), 533101",72:25:1e:bb:47:ef,38.132.196.50,Politolog,RO37JMPH5651844256896826,TMT
Panagachie,Pop,0757 942 913,1985-04-10,"Bulevardul Popescu, Baile Borsa, 398670",54:de:8d:e0:73:22,104.243.120.216,Prelucrator De Par La Masina,RO89YKPF7890997715349431,SOS
Melania,Ioniță,0739 177 976,1967-03-30,"Soseaua Mugurel Nemeș Nr. 446 Bl. 54  Sc. 24 Ap. 123, Sangeorz-Bai, 492173",84:39:8a:0e:dd:19,10.52.198.145,Cercetator Economist In Economia Mediului,RO57FQQX0687530011409516,RWF
Monica,Toma,0238 151 496,1921-06-24,"Soseaua Eftimie, Plosca, 898983",85:62:e9:e5:14:f7,73.31.183.51,Reparator Covoare,RO18STXV3909676722638880,MWK
Livia,Stoica,0723 603 934,1992-01-18,"Soseaua Toma Nr. 21 Bl. 25  Sc. 43 Ap. 308, Zarnesti, 525379",67:5d:c9:91:45:75,205.78.245.228,Muncitor Necalificat In Metalurgie,RO70IJUA1388009095856784,KGS
Rodica,Ionescu,0252 184 845,2007-02-04,"Aleea Pușcașu Nr. 78 Bl. 30  Sc. 92 Ap. 725, Domnesti, 998255",af:9b:61:9a:7c:49,117.96.208.235,Pregatitor Seturi De Cabluri Electrice Pentru Autotrac Si Accesorii,RO37BGVE8606235733113307,JOD
Geanina,Manole,0254 704 115,1989-12-27,"Bulevardul Ion Diaconescu Nr. 266, Negresti, 909421",78:12:7a:aa:df:3d,33.103.96.193,Analist Ajutor,RO62ZKDS8982300969705535,HKD
Paul,Nistor,0267 194 019,1938-04-01,"Drumul Malvina Niță Nr. 571, Marghita, 306779",87:53:fa:5e:60:34,146.165.176.5,"Finisor Textile (Vopsitor, Imprimeur)",RO96GQEH1875103363747373,ALL
Camil,Tomescu,0768 425 522,1991-05-02,"Intrarea Tabacu, Gaesti, 822063",77:74:17:de:88:60,174.67.173.186,Masinist La Masini Speciale De Aschiere,RO68FXJF0302618192939606,UYU
Teohari,Pușcașu,0751 858 603,1931-08-02,"Strada Dacian Nemeș, Beclean, 888495",4e:61:3f:b2:9c:e0,54.216.146.107,Rectificator Dantura Caneluri,RO78GXBL8565092225797045,BYR
Nicolae,Ababei,0267 514 261,1963-10-15,"Aleea Ieremia Stan Nr. 79, Otelu Rosu, 224936",ac:52:15:4f:f4:d5,12.61.252.155,Formator La Innobilare Pfl,RO61PLXH2948206049139446,SHP
Francesca,Popa,0746 601 288,1991-05-14,"Strada Stoica Nr. 18, Targu Lapus, 895840",5e:2e:40:7f:1d:96,182.190.57.151,Frezor Universal,RO63FEQB0333742258786302,SYP
Safta,Tomescu,0786 804 685,2002-02-22,"Bulevardul Dochioiu Nr. 28, Fieni, 764673",5d:a2:4d:83:57:be,176.67.64.113,Inginer Geodez,RO55MSCF8381494090130938,TVD
Floriana,Dochioiu,0785 285 904,1965-11-14,"Bulevardul Albu, Sabaoani, 318693",52:a5:eb:41:00:7a,113.72.16.158,Inspector Rnr (Registru Naval Roman),RO35KVVR8501127922547171,KPW
Romina,Preda,0239 385 700,1909-01-13,"Bulevardul Nistor, Salonta, 421959",c5:f5:13:ff:67:7b,150.18.117.178,Asistent De Cercetare In Filatura-Tesatorie,RO54RTWH5913739358787357,GTQ
Frederic,Nemeș,0735 602 648,2016-04-21,"Aleea Casian Gheorghiu, Comanesti, 235953",f1:e1:c3:90:c0:56,45.129.174.195,Referent De Specialitate In Administratia Publica,RO21ZTZC9967059367885779,EUR
Tiberia,Gheorghiu,0743 512 774,1921-10-12,"Drumul Oprea Nr. 181 Bl. 91  Sc. 46 Ap. 989, Campia Turzii, 218484",5e:f2:14:d8:5e:33,92.83.227.97,Strungar Universal,RO28DZHT5502943520338855,OMR
Vincențiu,Voinea,0734 470 904,1986-06-01,"Intrarea Andreea Popescu Nr. 78 Bl. 27  Sc. 14 Ap. 342, Maieru, 864658",70:44:89:3f:ed:97,200.35.162.28,Maistru Normator,RO91NCFJ1496185866006882,ZMW
Nicoleta,Aanei,0262 727 978,2007-01-13,"Aleea Ciprian Stancu Nr. 708 Bl. 59  Sc. 52 Ap. 607, Feldru, 417176",8e:2e:95:36:29:c8,75.212.116.241,Subinginer Mecanic Automobile,RO47DDMZ3824637665912848,KES
Stela,Nistor,0232 811 255,1979-03-25,"Strada Tomescu Nr. 462 Bl. 12  Sc. 76 Ap. 128, Galati, 655305",03:3e:06:ca:e6:5d,13.32.176.36,Fasonator Creioane Si Tocuri,RO02MRPR9929412438482362,TWD
Evelina,Stănescu,0732 590 135,2009-03-14,"Soseaua Dima Nr. 855 Bl. 26  Sc. 72 Ap. 813, Dumbraveni, 682714",28:73:4d:70:45:a0,23.254.20.246,Controlor Trafic Aerian Informare,RO94ILDN7537760802115288,UZS
Grațian,Tomescu,0752 742 627,1975-06-03,"Bulevardul Constantina Mocanu Nr. 685, Boldesti-Scaeni, 856256",87:c5:ff:12:93:05,80.45.230.35,Expert Receptie Investitii Industriale,RO12OVWH8168559953866234,UYU
Mina,Ene,0722 150 603,2018-08-03,"Strada Mircea Ioniță Nr. 360, Viseu de Sus, 640677",2d:74:1a:ce:f5:cb,78.74.203.236,Inginer Automatist,RO63PSRQ4651640808835313,KPW
Pompilia,Diaconu,0253 957 942,1939-05-04,"Soseaua Lazăr Preda Nr. 519, Dragasani, 101470",e2:aa:2d:ab:4a:9a,42.169.188.223,Sef Tren,RO80OYON8858391987029355,BDT
Codrina,Mazilescu,0731 080 593,1961-10-31,"Intrarea Ionescu, Moldova Veche, 772623",da:2d:30:1f:25:cd,115.219.183.123,Preparator Napolitane,RO69EOQE1562557020212963,STD
Eftimia,Dobre,0247 731 526,1988-09-25,"Soseaua Aanei, Segarcea, 397507",f6:f4:f0:34:d9:22,10.180.165.91,Mentor,RO23AOTE6598832176350812,PHP
Heracleea,Nistor,0755 905 392,2006-09-19,"Aleea Mocanu, Bailesti, 427011",e4:42:6a:57:1c:3e,84.56.148.219,Cercetator In Autovehicule Rutiere,RO69FCOD1962051909334016,PLN
Ion,Diaconu,0766 289 754,1960-05-24,"Drumul Albu Nr. 878 Bl. 10  Sc. 24 Ap. 656, Suceava, 967610",73:a6:b2:f2:7b:3f,151.33.83.38,"Masurator De Gaze, Temperatura Si Radiatii",RO19JDTK6267784149210145,SGD
Eremia,Eftimie,0268 301 627,1926-12-17,"Bulevardul Florea Nr. 849 Bl. 40  Sc. 77 Ap. 265, Baraolt, 574967",54:07:4e:84:0d:07,214.217.113.145,Consilier/Expert/Inspector/Referent/Economist In Economie Generala,RO16QQIZ4309307357321797,KPW
Constantin,Gheorghiu,0749 587 773,1943-03-25,"Strada Ene, Fetesti, 647609",eb:5d:6f:59:dc:62,109.17.156.3,Finisor Produse Din Carbune,RO41SHVL3772656660606470,TJS
Ada,Ene,0738 786 021,1939-11-24,"Strada Diaconu Nr. 50, Tudora, 311740",ba:6b:ac:d9:89:d5,102.230.171.176,Expert In Securitate Si Sanatate In Munca,RO89MJVL5306783129879108,ALL
Profira,Ene,0258 308 210,1972-12-11,"Intrarea Diaconescu Nr. 53, Botosani, 415296",3f:0e:a7:af:3a:ca,218.106.247.204,Secretar De Emisie (Studii Medii),RO34QLIR0296328569388700,JPY
Viviana,Popescu,0243 303 572,1912-10-12,"Drumul Ionescu Nr. 723 Bl. 14  Sc. 83 Ap. 973, Fieni, 982413",ae:84:05:1a:44:cb,182.184.160.192,Consilier Culte,RO56IBHL7598402921497187,BGN
Cazimir,Eftimie,0741 429 483,1972-06-09,"Bulevardul Alexandra Manole Nr. 426, Urlati, 668888",0b:61:34:71:d7:c8,111.208.221.250,Ascutitor Laminate La Cald,RO16JFWF9495185518875645,TRY
Haralambie,Tomescu,0256 176 389,2018-08-15,"Bulevardul Stoica Nr. 53 Bl. 20  Sc. 38 Ap. 122, Baraolt, 287401",0d:03:73:f0:e6:4e,24.141.248.93,Zugrav,RO24YKNV0854066412783811,LRD
Mirona,Preda,0245 784 953,1992-08-16,"Aleea Eugen Ene Nr. 69, Vulcan, 363005",4c:3e:6f:b3:9d:0d,107.84.170.36,Haham,RO71ZEAT4892206314871063,CLP
Olga,Tomescu,0734 007 322,2018-11-09,"Bulevardul Dumitrescu, Curtici, 668133",0c:c9:f7:51:2a:2d,68.135.183.202,Asistent De Cercetare In Demografie,RO36OYMH0588618865235297,EGP
Cristian,Ardelean,0785 189 656,2011-06-01,"Intrarea Brândușa Florea, Maieru, 868706",6d:de:62:a1:7e:0b,90.147.220.173,Inginer De Cercetare In Masini Si Echipamente Termice,RO61CYUV9951291146609002,INR
Codruța,Nistor,0733 401 799,1913-12-14,"Strada Gheorghiu, Cristuru Secuiesc, 669736",60:00:2b:5c:cd:41,207.89.242.14,Muncitor Necalificat In Industria Confectiilor,RO64QLFL5752462401922825,AUD
Șerban,Marin,0765 617 090,2016-08-25,"Intrarea Pușcașu, Teius, 559258",b8:74:57:81:22:10,81.69.54.128,Lucrator Social Pentru Persoane Cu Probleme De Dependenta,RO83GFPV2478464702611275,ETB
Sinică,Ardelean,0751 613 493,1943-09-12,"Bulevardul Manole Nr. 56 Bl. 73  Sc. 87 Ap. 139, Tufesti, 111324",b4:74:c1:11:8e:01,218.22.226.120,Ingrijitor Bolnavi La Domiciliu,RO45YETB3525562323011789,FKP
Adonis,Stănescu,0728 555 485,2002-05-26,"Soseaua Ababei Nr. 24 Bl. 73  Sc. 37 Ap. 441, Eforie Nord, 927061",83:20:32:01:1e:f1,134.164.242.106,Psiholog In Specialitatea Psihologia Muncii Si Organizationala,RO63ULOD6683119962450938,SBD
Ligia,Oprea,0769 483 387,1946-03-08,"Soseaua Mazilescu, Borcea, 534091",fb:e1:0f:ae:f3:64,126.80.89.170,Expert Farmacolog,RO11LFXE1294074410779365,OMR
Gheorghiță,Toma,0749 292 276,1990-04-03,"Bulevardul Niță Nr. 58, Avrig, 526898",e3:f7:65:9c:f2:dd,123.42.6.68,Expert Inginer Petrolist,RO29ZSTQ4765737246084588,BHD
Laurenția,Marin,0746 863 822,1914-09-03,"Aleea Dumitrescu Nr. 43 Bl. 89  Sc. 49 Ap. 297, Bolintin-Vale, 963092",4b:4d:18:e3:fb:b5,9.219.37.16,Lector Presa/Editura,RO18YFQM9898902270981353,XPF
Constantina,Dobre,0764 943 464,1956-05-05,"Drumul Aanei Nr. 76, Mihail Kogalniceanu, 332589",30:2e:86:a1:c7:5e,149.50.118.15,Asamblator Elemente Si Baterii Galvanice,RO21WLHO4283887489943431,VUV
Emilia,Diaconu,0786 532 060,1949-03-20,"Bulevardul Vicenția Gheorghiu Nr. 690, Podu Iloaiei, 160554",0a:f2:80:64:f9:f5,193.253.193.214,Retusor Foto,RO75FNDW5490624369242590,GEL
Frusina,Mocanu,0245 165 008,1980-05-25,"Bulevardul Stoica Nr. 876 Bl. 65  Sc. 63 Ap. 849, Bocsa, 664798",68:2d:61:60:6f:c9,202.128.171.124,Registrator-Sef,RO36ZVXE7073808138237841,XOF
Cosmin,Dima,0727 854 511,1977-11-11,"Bulevardul Elvira Popescu Nr. 64, Cluj-Napoca, 366393",fe:8d:5d:32:19:92,91.210.223.228,Confectioner Si Legator Depolarizator,RO81UNYI0304805315557402,SEK
Antonia,Popescu,0727 151 327,1942-02-10,"Intrarea Popescu, Cisnadie, 251040",7f:ae:99:b0:8c:77,137.96.248.43,Presedinte Tribunal,RO24SLGD3324233093443223,NGN
Iuliana,Dinu,0770 340 885,1921-08-12,"Bulevardul Dinu, 1 Decembrie, 667848",29:8c:c4:ff:ec:5b,145.1.113.89,Inginer-Sef Transporturi,RO19OHQU9544576325435360,AWG
Petronela,Eftimie,0250 239 155,1968-03-29,"Strada Nistor Nr. 91 Bl. 12  Sc. 38 Ap. 665, Pogoanele, 619609",da:08:e1:0a:77:64,213.46.106.228,Vaporizator La Imprimerie,RO55LOUR0464484193918272,THB
Tudorița,Florea,0263 322 870,2005-08-27,"Intrarea Suciu Nr. 898, Cisnadie, 230381",fe:05:5b:5e:04:6c,49.162.245.254,Referent De Specialitate Inginer Chimist,RO57HIPA9332108472044751,PHP
Todor,Toma,0739 861 526,2001-01-31,"Strada Pamfil Albu Nr. 854, Targu Ocna, 428920",4c:44:e2:5c:63:d1,139.186.220.129,Subinginer Materiale De Constructii,RO04AQAU1804817882643277,NIS
Lascăr,Mazilescu,0728 228 664,1937-08-06,"Intrarea Teohari Oprea, Bacau, 730611",2b:b7:d1:e2:ee:6b,34.71.19.154,Operator La Instalatii De Ardere,RO72FQCA0367974188860548,NGN
Aurelia,Tomescu,0733 576 478,1927-07-12,"Drumul Barbu, Reghin, 907789",11:ac:96:8d:1c:cd,137.62.28.37,Sef Tura La Comanda Personalului De Tren,RO24HBFB6140635321943999,SBD
Manuela,Stan,0233 149 294,1933-11-29,"Aleea Denis Aanei Nr. 498 Bl. 77  Sc. 67 Ap. 193, Dobroesti, 816311",5d:fc:18:64:9d:9d,77.19.3.241,Baci Montan,RO62PRUS8600752334426460,CHF
Amelia,Nistor,0737 855 347,1931-12-09,"Intrarea Dinu Nr. 563 Bl. 50  Sc. 48 Ap. 233, Mogosoaia, 534867",3a:f9:90:e0:7b:05,159.7.232.44,Ungator-Gresor,RO43DUUR8399935904192671,CZK
Domnica,Dima,0754 876 263,2022-07-02,"Strada Mocanu Nr. 77, Tuzla, 395312",3c:cb:e8:3f:2b:fc,39.87.250.7,Responsabil Afacere,RO96NUUD9631176402476712,KMF
Alice,Pușcașu,0743 233 037,1972-12-31,"Strada Victor Pușcașu Nr. 40 Bl. 69  Sc. 70 Ap. 997, Husi, 974859",96:f6:87:b3:b2:57,62.252.179.102,Inspector De Specialitate Inginer Industrializarea Lemnului,RO91RTEX9931192164200606,GMD
Ion,Dumitrescu,0734 968 009,1928-12-16,"Intrarea Dima Nr. 84 Bl. 96  Sc. 87 Ap. 160, Vicovu de Jos, 384951",de:41:75:6e:38:7d,78.242.255.166,Sufleur Teatru,RO19FLUD5506120395342366,AFN
Ionela,Tudor,0256 851 945,1910-03-03,"Drumul Pop Nr. 69, Pantelimon, 742179",cd:a1:93:16:0e:5e,9.169.12.252,Maistru Sudura,RO64SIJS3456586894337276,VUV
Diana,Preda,0744 910 765,2012-04-28,"Intrarea Dochioiu Nr. 21, Dabuleni, 335209",1d:f5:36:23:a9:9f,168.137.247.27,Lumanarar,RO28KKSH7245314979622126,TND
Constantin,Gheorghiu,0763 199 790,1985-08-03,"Strada Dinu, Marginea, 603680",0b:99:30:b8:11:6c,37.126.154.212,Jonctor,RO49TIHO9005179996994051,SAR
Pompiliu,Manole,0739 992 847,1919-01-10,"Bulevardul Codruța Pușcașu Nr. 16, Sighetu Marmatiei, 810853",88:77:d3:a7:91:f3,221.169.42.187,Masinist La Masini Pentru Terasamente (Ifronist,RO12XGOT6614991557671892,WST
Violeta,Mazilescu,0731 106 709,1944-10-31,"Strada Preda Nr. 85, Pipera (Voluntari), 308109",b8:cb:9c:c5:e9:38,169.225.55.120,Notar-Sef,RO13SSTP6317483335364498,UYU
Dorin,Ababei,0769 508 889,1938-10-14,"Drumul Mazilescu Nr. 71, Simleu Silvaniei, 458608",11:02:0e:8b:55:50,151.75.240.165,Ajutor Sef Brigada In Constructii,RO76BSRZ1592915983985289,MDL
Sonia,Barbu,0755 055 403,1984-09-19,"Bulevardul Stoica Nr. 197, Cugir, 618675",23:9f:e8:4f:b4:d0,75.121.72.37,Invatator,RO27JCCJ4138250762285075,CRC
Dina,Suciu,0263 957 364,1929-02-02,"Bulevardul Ardelean Nr. 58, Marginea, 539948",a6:a5:82:69:d2:c4,121.110.189.73,Analist Credite,RO16PUTZ7746059991661390,UYU
Andrada,Niță,0260 999 617,1918-04-18,"Drumul Dochioiu, Murfatlar, 379046",12:20:53:71:10:6b,167.211.97.119,Tehnician Instalatii De Bord (Avion),RO95PVWP3978692932794090,AMD
Ciprian,Barbu,0770 490 394,1959-12-31,"Aleea Popescu Nr. 11, Straja, 580801",c7:50:05:67:2c:bf,136.123.106.195,Director Centru Informare Turistica,RO76ALYB8733444655556540,KGS
Denisa,Popa,0763 062 278,1973-07-27,"Bulevardul Ladislau Pușcașu Nr. 55 Bl. 79  Sc. 83 Ap. 619, Bocsa, 627373",1b:4d:b3:3d:84:34,193.237.111.89,Muncitor Necalificat In Metalurgie,RO04ARUU3221345535795035,BYR
Mirela,Tudor,0754 994 099,1990-10-24,"Intrarea Barbu Nr. 37 Bl. 56  Sc. 50 Ap. 853, Iasi, 938843",fb:ea:11:f6:83:0d,129.78.163.204,Pilonist Antenist,RO46NRFP3049733150267514,NIS
Niculiță,Popa,0255 946 206,2016-02-09,"Soseaua Roza Stoica Nr. 849, Tarnaveni, 225677",5c:39:37:5a:24:78,158.137.164.229,Confectioner Tamplarie Din Aluminiu Si Mase Plastice,RO80RTLC1875712654799189,RON
Victoria,Tabacu,0759 514 313,2008-09-06,"Bulevardul Ilie Eftimie Nr. 178 Bl. 74  Sc. 72 Ap. 655, Calafat, 656736",67:49:66:b5:8d:44,92.44.47.73,"Confectioner Imbracaminte Din Piele Si Inlocuitori, Dupa Comanda",RO64ICKL1533507538049930,GEL
Iustinian,Toma,0785 037 100,1952-08-15,"Aleea Ababei Nr. 645 Bl. 85  Sc. 54 Ap. 142, Rasnov Romacril, 642706",f3:03:0c:9d:fa:25,89.164.135.202,Sef Productie Film,RO71TKLT5439380972994237,KES
Zenovia,Ionescu,0255 521 009,1928-09-23,"Drumul Pușcașu Nr. 529, Sibiu, 121572",4b:76:22:7c:95:17,130.219.171.28,"Executor Judecatoresc (Tribunal, Judecatorie)",RO42MEOA9754795850680768,BZD
Eliana,Manole,0262 289 794,1995-01-19,"Bulevardul Mocanu Nr. 748 Bl. 54  Sc. 31 Ap. 919, Caransebes, 511191",e3:7c:b0:c5:1e:da,31.101.151.104,Cercetator Economist In Economia Generala,RO48RATN6523519693788498,JMD
Vasilică,Preda,0253 223 995,1975-10-27,"Drumul Suciu Nr. 42 Bl. 42  Sc. 15 Ap. 337, Pancota, 204336",8a:07:2b:c6:12:b6,153.17.251.175,Lucrator Concierge,RO70EPHN4289339981708324,DJF
Ilona,Oprea,0772 041 831,1935-02-25,"Strada Svetlana Ene Nr. 80, Pucioasa, 804345",6c:cc:69:92:8d:5b,129.218.239.24,Dispecer Sol,RO74KXCO2660408191830160,HRK
Cazimir,Diaconescu,0241 030 358,1940-01-25,"Strada Dochioiu, Marasesti, 667734",f3:18:7d:b1:2e:3a,214.140.185.191,Inginer-Sef Car Reportaj,RO40YHBM3125216404342081,IDR
Pătru,Suciu,0262 713 812,1992-02-04,"Drumul Ionescu Nr. 96, Adjud, 382330",32:0e:80:cd:d6:b5,217.225.12.221,Sef Echipa Specializata,RO32JPUS2148755235240986,BTN
Clementina,Stănescu,0750 190 684,2006-09-08,"Bulevardul Cristea, Tarnaveni, 404632",f2:ed:fa:75:73:44,19.122.207.179,Administrator Sistem Documentar,RO47PMFT6555496942764921,XAF
Francisc,Mazilescu,0756 032 512,1913-12-19,"Drumul Aurel Oprea Nr. 46, Sighetu Marmatiei, 348926",b2:a0:3e:96:c0:62,183.186.14.254,Masinist La Masini Mobile Pentru Transporturi Interioare,RO79BLGE2534207794608292,NGN
Flaviu,Mazilescu,0750 181 561,1912-12-20,"Strada Aanei, Arad, 885148",38:58:a2:1a:46:80,61.164.238.49,Finisor Creioane Si Tocuri,RO67RCWU2351757492389904,OMR
Damian,Manole,0738 711 645,1970-11-21,"Bulevardul Tomescu Nr. 78, Tandarei, 971130",a4:ac:21:eb:2e:4d,68.151.192.75,Pregatitor Placi Fibrolemnoase Si Hartie Pentru Filme,RO59GRPL7154903868698713,MKD
