first_name,last_name,personal_number,birthdate,address,county,phone_number,mac_address,ip_address,job
Costin,Gheorghiu,4020408308850,1945-03-08,"Aleea Popescu, Domnesti, 876553",Sălaj,0722 933 866,51:e6:36:7a:fb:02,151.6.162.105,Degresator-Imersioner
Petre,Toma,4350629453806,1971-10-28,"Intrarea Ioniță, Tarnaveni, 776352",Ialomița,0239 885 583,7e:75:3c:17:3c:eb,49.56.50.227,Cercetator In Tehnologii Carbochimice
Eusebiu,Ionescu,7420202406250,1956-01-07,"Strada Agnos Manole Nr. 760, Tecuci, 956388",Vrancea,0729 400 938,80:cf:e0:da:50:41,108.22.61.239,Asistent De Cercetare In Mineralogia Tehnica Si Experimentala
Noemi,Mazilescu,7010731287681,2012-07-26,"Aleea Oprea Nr. 955, Timisoara, 243780",Constanța,0748 058 541,11:8a:cf:35:a9:68,202.109.67.243,Administrator De Risc
Romanița,Mazilescu,7600621378460,1925-02-23,"Soseaua Mihai Tudor, Lunca Cetatuii, 515835",Vâlcea,0728 961 906,dd:38:64:9b:16:a7,39.173.97.133,Manager De Securitate
Ioana,Diaconescu,3150426391639,1916-05-01,"Aleea Stancu Nr. 46 Bl. 65  Sc. 83 Ap. 638, Bacau, 224550",Maramureș,0259 905 434,6c:df:d6:d8:a4:13,48.85.83.146,Reglor-Montator
Tania,Stan,4440218511571,1929-02-11,"Intrarea Toma, Moreni, 537087",Iași,0785 368 239,e6:c9:9d:b1:4f:9a,78.192.81.247,Medic Igienist
Rafael,Barbu,5400524101052,1963-10-24,"Aleea Lucreția Barbu, Husi, 426449",Teleorman,0739 576 660,34:e9:4e:27:39:cf,136.142.231.199,Inspector Veterinar Sef
Dorinel,Dima,8160413355462,1954-11-16,"Bulevardul Tomescu, Toflea, 753259",București,0731 261 112,0f:2e:ec:d0:73:c1,198.153.113.42,Dulgher Restaurator
Ruxanda,Ababei,7160908147528,1933-03-11,"Strada Nistor, Ineu, 463143",Galați,0731 233 124,72:bb:c9:04:a1:e4,173.11.255.156,Asistent De Cercetare De Aeronave
Mugurel,Tudor,8681102198070,1936-03-21,"Strada Marin Nr. 100, Caransebes, 482676",Călărași,0266 717 396,8c:31:08:29:99:b7,59.186.252.97,Operator Mineralurg
Robert,Ioniță,8570415382572,1910-09-19,"Soseaua Robert Albu Nr. 279, Falticeni, 816715",Dolj,0743 978 100,98:0a:24:6a:e7:5a,137.74.238.135,Sef Centru National Pentru Protectia Meteorologica A Navigatiei Aeriene
Daniel,Suciu,3901127391481,1964-02-02,"Drumul Ica Nistor Nr. 56, Beclean, 420683",Mehedinți,0238 164 266,73:64:3f:65:ea:02,95.250.128.79,Butafor
Arsenie,Stănescu,6071217231098,1977-04-28,"Strada Ene, Berceni, 302863",Iași,0236 483 002,7b:b9:af:c8:97:a5,54.81.231.66,Cercetator In Demografie
Ludovic,Nistor,2570510369609,1943-01-05,"Bulevardul Amedeu Niță Nr. 23, Navodari, 745221",Prahova,0248 558 812,35:92:15:79:26:00,87.217.192.174,Operator La Masini De Amestecare (Produse Chimice)
Mugur,Aanei,7540926358555,2017-07-02,"Intrarea Aanei, Dumbraveni, 244213",Tulcea,0757 884 700,14:41:a0:8a:6e:fe,95.29.147.42,Bobinator Condensatori Pentru Instalatii Electrice
Cleopatra,Ioniță,1721002161405,1937-03-18,"Aleea Georgescu Nr. 49 Bl. 26  Sc. 27 Ap. 558, Rasinari, 107093",Sibiu,0244 704 843,70:e4:d3:11:7b:65,62.211.213.93,Primitor-Distribuitor Materiale Si Scule
Savina,Popescu,3301002285931,1984-10-07,"Drumul Eftimie Nr. 100, Baile Borsa, 428378",Timiș,0733 514 711,b6:b4:68:0c:b5:0c,223.204.187.46,Asistent De Cercetare In Arte Plastice 
Iuliu,Nemeș,1730927037519,1914-06-10,"Bulevardul Nistor Nr. 548 Bl. 71  Sc. 16 Ap. 592, Negresti-Oas, 963158",Călărași,0248 416 793,16:f0:6b:95:f5:6a,84.126.125.30,Maistru Electromecanic
Sonia,Pop,1380911284520,2010-10-07,"Soseaua Ionescu Nr. 77, Balotesti, 822427",Covasna,0738 622 639,85:3a:91:83:b4:1b,218.185.102.216,Slefuitor-Granulator
Mirela,Barbu,3160229177993,2012-04-04,"Bulevardul Stănescu Nr. 508, Lupeni, 965572",Botoșani,0252 229 308,38:30:75:b7:f6:58,11.149.216.143,Reflexoterapeut
Filip,Manole,8840517173311,1935-07-30,"Bulevardul Dochioiu Nr. 371, Dabuleni, 419815",Botoșani,0755 330 132,96:a8:94:b1:87:1c,176.92.141.226,Muncitor Necalificat In Metalurgie
Fiona,Stancu,6090619451169,1976-02-10,"Intrarea Dora Dumitrescu Nr. 36 Bl. 95  Sc. 19 Ap. 457, Toplita, 326214",Buzău,0736 797 364,04:99:02:bd:41:0c,3.136.78.152,Turnator Produse Ceramice
Savina,Dochioiu,8771126149834,1969-04-04,"Soseaua Diaconu, Babadag, 116941",Galați,0234 321 190,f1:df:5c:85:d5:7a,8.143.97.100,Impingator Vagoneti
Ionică,Ioniță,1681101515766,1948-02-16,"Bulevardul Suciu Nr. 26 Bl. 35  Sc. 12 Ap. 913, Negresti, 526391",Mureș,0269 507 801,06:f3:05:7b:5e:50,97.3.193.50,Consultant In Resurse Umane
Codin,Niță,2361114100227,1958-02-16,"Drumul Cornel Stancu Nr. 34 Bl. 55  Sc. 21 Ap. 668, Borcea, 192471",Mureș,0252 335 540,13:d0:e4:23:cf:de,26.38.80.9,Comandant Coordonator Grup Mare Pescuit Oceanic
Teodosia,Stan,4680217030996,1912-03-10,"Intrarea Agripina Diaconescu Nr. 98, Dragasani, 429029",Argeș,0249 735 246,82:99:50:b0:23:0d,165.72.215.5,Referent De Specialitate Inginer Silvic
Pavel,Manole,1100702295492,1993-07-17,"Bulevardul Miron Dobre Nr. 418, Turda, 566159",Ilfov,0755 045 472,e0:7b:41:48:5c:63,33.1.2.28,Reglementator
Vanesa,Albu,3861216291661,1936-07-31,"Drumul Gabriel Tudor Nr. 115 Bl. 47  Sc. 31 Ap. 870, Plosca, 892743",Călărași,0757 311 209,27:d2:63:72:3a:ec,152.176.177.98,Decapator
Ruxandra,Ene,7801223447601,1933-05-19,"Strada Ghenadie Georgescu Nr. 57, Moreni, 878857",București,0742 918 944,45:a5:27:61:33:cc,136.101.38.96,Cercetator In Ingineria Genetica
Rodica,Stancu,1571028440221,2011-05-30,"Strada Pop Nr. 58 Bl. 77  Sc. 56 Ap. 354, Bolintin-Vale, 323937",Ialomița,0763 978 260,86:2c:69:e0:c5:11,99.33.100.28,Operator La Fabricarea Altor Produse Chimice
Lia,Pop,2080526168278,1995-07-05,"Intrarea Preda Nr. 38, Fundeni, 957228",Galați,0726 233 019,33:b7:6a:9c:76:59,188.211.143.24,Expert Forta De Munca Si Somaj
Titus,Nistor,7530627040844,1944-03-29,"Soseaua Haralamb Tudor, Ineu, 361063",Maramureș,0265 254 077,d0:10:7e:fe:33:e3,87.216.56.143,Pregatitor Aschii
Mălina,Dinu,2651003258168,2010-08-02,"Intrarea Panagachie Ardelean Nr. 632, Savinesti, 892429",Mehedinți,0247 314 864,35:e4:8b:7a:8e:a5,139.232.43.233,Corhanitor
Vasile,Florea,7640409214711,1914-07-11,"Bulevardul Cristea, Resita, 347560",Hunedoara,0745 425 943,cf:5c:4c:10:0e:90,223.67.160.108,Inspector Coordonator Daune
Vasilică,Popescu,2141015066841,1966-08-02,"Drumul Niță, Pogoanele, 618793",Covasna,0258 273 386,1f:20:00:66:45:51,148.31.2.149,Expert Inginer Horticol
Zina,Mazilescu,3150613033436,1962-12-07,"Aleea Pop Nr. 188, Alesd, 249178",București,0729 558 769,7a:62:72:96:17:74,201.66.111.35,Arhitect Peisagistica Si Amenajarea Teritoriului
Niculina,Pușcașu,5001213371884,1956-08-22,"Bulevardul Janeta Mocanu, Beius, 216426",Bistrița-Năsăud,0785 840 056,f9:79:75:44:08:66,95.182.172.193,Emailator
Maria,Ababei,1310204337778,2021-09-25,"Aleea Gheorghiu Nr. 77, Pecica, 415587",Vaslui,0253 494 906,8c:99:99:95:c3:19,10.15.36.188,"Sef Serviciu, Centru, Statie, Aeroport"
Vladimir,Tabacu,3161121303244,1967-08-15,"Drumul Manole, Plosca, 381148",Buzău,0754 302 081,61:31:ca:44:b2:f8,19.173.83.163,Formator-Presator Ferite
Andrada,Ionescu,2360107280686,1979-10-26,"Soseaua Georgel Dinu, Motatei, 863599",Galați,0240 275 788,d7:6d:e2:e3:43:a5,143.242.25.185,Inspector Asigurari
Pompiliu,Mocanu,5580707063844,1912-07-20,"Strada Eduard Manole Nr. 795 Bl. 58  Sc. 38 Ap. 571, Baraolt, 973541",Mureș,0742 513 918,cd:76:74:67:79:f2,82.220.248.200,Administrator Sistem Documentar
Mitruț,Dinu,1700311448550,1932-09-20,"Drumul Ene Nr. 496, Hunedoara, 704215",Botoșani,0785 670 920,9b:72:88:33:5d:ea,84.176.203.208,Broker De Tehnologii
Teodosia,Popa,3951222175548,1909-08-28,"Aleea Oprea, Tudora, 833780",Gorj,0266 664 298,39:de:6e:8b:ae:e0,199.63.190.184,Asistent De Cercetare In Medicina Stomatologica
Valeriu,Popa,2260420195094,1934-10-15,"Drumul Pop Nr. 960, Siret, 527791",Argeș,0731 472 052,b1:7b:39:7b:25:b2,137.101.144.249,Sef Complex Zootehnic
Maricica,Popa,2590808222446,1984-11-28,"Bulevardul Crin Popescu, Bosanci, 382255",Dâmbovița,0768 327 333,dc:60:c7:5d:b0:1c,200.34.16.4,Auditor Intern In Sectorul Public
Vlaicu,Tudor,7940201293011,2002-03-23,"Bulevardul Dinu Nr. 291, Afumati, 961953",Buzău,0748 532 642,18:7a:72:25:b1:b9,45.232.99.0,Ofiter De Punte Fluvial/Portuar
Pavel,Stoica,3670306276431,1930-03-16,"Intrarea Manole Nr. 89, Santana, 587323",Covasna,0761 286 171,dc:3f:8d:6a:a2:2c,220.134.49.157,Operator La Camera De Comanda Termica
Sorana,Oprea,2150817279351,1988-09-08,"Intrarea Ionescu Nr. 585 Bl. 99  Sc. 97 Ap. 527, Sebes, 475871",Constanța,0232 170 678,35:89:6e:56:23:df,100.196.205.244,Rafinator Metale Neferoase
Ofelia,Florea,5360605055156,1912-04-26,"Drumul Dumitrescu, Marghita, 118790",Bistrița-Năsăud,0768 856 132,c9:d6:2e:b6:a0:9d,169.3.192.117,Operator Specialist Curatare Chimica La Schimbatoarele De Caldura Cu Placi
Estera,Ababei,7350711150753,1962-03-11,"Aleea Stănescu Nr. 89, Darmanesti, 575803",Hunedoara,0729 147 779,92:b3:88:9a:31:c8,153.80.119.235,Controlor Acces Metrou
Petre,Aanei,1810525404667,1945-12-24,"Drumul Voinea Nr. 144, Murfatlar, 607179",Timiș,0766 092 884,2f:81:1f:95:e8:0f,59.15.16.160,Expert Administratia Publica
Ilinca,Georgescu,3951127391624,1972-03-11,"Strada Toma Nr. 93, Campulung, 218365",Iași,0767 161 691,38:c9:b9:ed:30:cb,141.27.20.173,Subinginer Mecanic Tehnologia Constructiilor De Masini
Beniamin,Dima,4460706518447,1915-10-15,"Soseaua Toma Nr. 572 Bl. 40  Sc. 63 Ap. 433, Dragu-Brad, 601433",Botoșani,0233 646 637,fa:6a:3c:b1:0d:5f,12.151.48.31,Asistent Medical Consiliere Hiv/Sida
Norica,Popescu,4870409370675,2016-03-01,"Soseaua Albu Nr. 77, Buhusi, 568249",Constanța,0753 904 797,e1:73:c8:bb:ad:d5,54.175.232.185,"Incasator Si Cititor Contoare De Energie Electrica, Gaze, Apa"
Fabia,Albu,6400117244377,1924-08-14,"Soseaua Betina Stănescu Nr. 681 Bl. 37  Sc. 94 Ap. 602, Beius, 389853",Maramureș,0788 202 387,a7:3d:6c:89:cb:44,162.182.164.71,Scafandru Lucrator Subacvatic
Liana,Ardelean,8610610044339,2005-06-19,"Strada Pop Nr. 15, Baraolt, 617481",Harghita,0232 644 689,59:03:ec:86:66:b6,78.63.145.95,Inginer Topograf
Costin,Barbu,4760606126421,1923-03-30,"Soseaua Toma, Ruscova, 817721",Vâlcea,0723 118 885,6c:0b:28:1b:14:88,74.24.51.189,"Inginer Tricotaje, Confectii"
Frusina,Dochioiu,1700820197878,1978-07-03,"Intrarea Nistor Nr. 82 Bl. 98  Sc. 94 Ap. 756, Pipera (Voluntari), 818768",Argeș,0733 889 024,48:51:9f:f2:fd:76,167.134.239.124,Operator La Fabricarea Detergentilor
Olimpia,Stan,5960208511058,1944-01-04,"Intrarea Pop, Babadag, 132633",Teleorman,0256 509 679,77:49:ae:eb:22:c7,91.52.145.101,Operator Siloz (Silozar)
Melania,Ioniță,6650812299925,1969-02-23,"Drumul Sânziana Stoica, Victoria, 796561",Brașov,0248 818 348,89:ff:a1:d8:7a:17,17.52.13.87,Grafician Industrial
Ileana,Preda,2960923249445,1958-12-27,"Strada Nistor Nr. 85 Bl. 50  Sc. 93 Ap. 706, Urziceni, 839656",Olt,0780 992 347,44:ef:a3:2e:d4:21,30.99.47.4,Operator La Produse Odorante Sintetice
Viviana,Nemeș,8590114136729,1914-10-31,"Drumul Diaconescu Nr. 41, Sighisoara, 151671",Alba,0261 484 625,2a:85:e3:61:fe:73,55.54.67.189,Barman-Sef
Gina,Ionescu,4031230439759,2001-08-25,"Soseaua Voinea Nr. 48, Filiasi, 179639",Dâmbovița,0751 705 487,dc:97:cf:12:5c:96,175.78.211.153,Paginator Tipograf
Robert,Georgescu,1500317251613,2021-09-09,"Soseaua Camelia Ioniță Nr. 49, Tufesti, 129642",Harghita,0245 217 443,9f:36:0e:9e:77:d3,70.68.13.187,Administrator Societate Comerciala
Cristian,Marin,8200620218263,1974-09-08,"Aleea Dobre Nr. 62, Slatina, 992259",Ilfov,0784 309 854,26:d2:a7:45:bc:ac,55.160.130.226,Inginer-Sef Schimb Emisie
Giorgian,Preda,5350729072136,1965-01-06,"Intrarea Adelina Ardelean Nr. 236 Bl. 23  Sc. 70 Ap. 973, Raducaneni, 715457",Dolj,0269 357 112,b6:c4:67:91:61:ba,43.129.206.79,Asistent De Cercetare In Geochimie
Ofelia,Dinu,4430812024464,2020-09-17,"Strada Eufrosina Popa Nr. 39, Targu Secuiesc, 438556",Caraș Severin,0769 329 429,26:53:ee:7d:4c:da,138.249.205.153,Redactor Prezentator De Televiziune
Ortansa,Popa,8290908267108,1935-07-08,"Bulevardul Emil Ioniță, Pipera (Voluntari), 354727",Timiș,0761 488 721,d9:09:cf:77:61:2d,223.253.2.21,Secretar Dactilograf Laborator Expertize Criminalistice
Catrina,Nistor,7271001320697,1954-04-08,"Strada Ardelean Nr. 740 Bl. 80  Sc. 41 Ap. 168, Zarnesti, 381547",Brașov,0243 897 859,9c:64:b5:a2:5d:88,61.38.246.169,Referent De Specialitate Marketing
Cristofor,Niță,4211122326561,1997-09-16,"Drumul Dumitrescu Nr. 807, Fagetel (Remetea), 211564",Ilfov,0724 209 301,08:26:c7:d4:ec:13,119.98.188.71,Tehnician Instalatii De Bord (Avion)
Marcel,Ababei,2480928321940,1979-05-21,"Bulevardul Ababei Nr. 87, Baicoi, 201763",Olt,0733 849 075,4b:92:2e:0f:ba:9e,151.25.152.7,Mozaicar (Exclusiv Restaurator)
Liviu,Gheorghiu,7700128102520,1968-12-12,"Bulevardul Diaconu, Negresti, 589315",Cluj,0752 957 452,87:b3:d0:5f:2e:53,180.140.16.86,Asistent De Cercetare In Stiintele Politice
Henrieta,Tomescu,1500326324497,1942-09-13,"Drumul Carolina Tomescu Nr. 57, Strehaia, 445901",Bacău,0753 238 449,49:ea:db:c9:fb:1d,154.206.0.202,Inginer De Cercetare In Comunicatii
Narcis,Ene,3290531352695,1961-07-07,"Strada Bebe Suciu Nr. 640 Bl. 38  Sc. 22 Ap. 880, Tuzla, 298563",Ilfov,0243 015 755,12:57:5f:76:da:0f,179.164.161.51,Maistru Mecanica Agricola
Bartolomeu,Suciu,7600107294428,1989-06-23,"Intrarea Bogdan Stănescu, Galati, 448307",București,0746 327 480,d0:31:90:2d:71:ed,134.227.102.97,Confectioner Tamplarie Din Aluminiu Si Mase Plastice
Ghiță,Albu,3410813117576,2007-02-07,"Soseaua Ionescu, Avrig, 182521",Timiș,0750 468 121,ca:65:46:d5:45:a1,42.59.51.10,"Inginer Electronist Transporturi, Telecomunicatii"
Panait,Eftimie,7500528287348,1935-07-30,"Soseaua Nistor, Paunesti, 450694",Hunedoara,0751 191 035,63:d5:00:48:2a:0b,223.91.95.32,Operator Radiotelecomunicatii Aeronautice
Codin,Preda,5120718452265,1951-02-03,"Intrarea Lică Cristea Nr. 72, Rasinari, 775583",Dolj,0734 229 158,21:0a:f4:87:41:8c,54.72.186.197,Operator Pregatitor Chimicale In Industria Textila
Vasilica,Ene,4401109116857,2013-03-24,"Strada Voinea Nr. 773 Bl. 93  Sc. 90 Ap. 482, Petrila, 626601",Brașov,0233 713 202,b5:7e:10:e4:fc:a5,66.102.75.76,Sef/Sef Adjunct Centru Exploatare Retele Electrice
Roberta,Toma,5560527023017,1913-06-02,"Strada Dima, Oravita, 867295",Arad,0263 193 694,de:40:2b:05:5e:bb,55.244.158.228,Director Tehnic
Emanoil,Eftimie,2080428409642,2003-05-05,"Drumul Suciu Nr. 582, Brasov, 437881",Neamț,0749 927 422,13:a6:94:cf:fb:b9,116.171.76.62,Comandant Detasament Zbor
Ghiță,Florea,1740105469611,1965-11-14,"Aleea Daiana Nistor Nr. 71 Bl. 75  Sc. 91 Ap. 131, Stei, 650763",Olt,0247 547 559,8d:4f:71:bc:e2:7f,92.189.57.33,Confectioner Manual In Metaloplastie
Semenica,Aanei,7171220061183,2005-11-30,"Bulevardul Anton Oprea Nr. 54, Adjud, 847901",Caraș Severin,0257 218 403,01:73:d2:f0:b6:d2,218.153.65.59,Tehnician In Protectia Mediului (Tehnician Ecolog)
Luminița,Tomescu,2590318454958,1939-11-23,"Aleea Aurica Mazilescu, Santana, 234490",Ilfov,0758 182 433,6c:16:c9:36:11:a7,87.5.206.118,Tehnician Metalurgie
Dacian,Dobre,7571204430175,1974-12-22,"Intrarea Ion Dobre, Campulung Moldovenesc, 852250",Călărași,0255 146 475,ef:0f:22:77:ec:5d,65.207.38.222,"Asistent De Cercetare In Tehnologia Celulozei, Hartiei, Poligrafiei Si Fibrelor"
Florian,Mocanu,5760331078148,1939-06-10,"Aleea Rozalia Dochioiu, Cisnadie, 950684",Giurgiu,0243 653 060,fa:18:37:06:66:f1,66.27.163.3,Trasator Naval 
Dora,Ionescu,4410607084884,1972-02-02,"Bulevardul Visarion Stan Nr. 81 Bl. 30  Sc. 46 Ap. 783, Dumbravita, 199216",București,0233 375 088,00:8b:1e:ef:d3:fa,82.243.63.26,Tamplar Restaurator
Virginia,Dinu,4171126291640,1961-07-26,"Aleea Tomescu Nr. 77, Ianca, 757215",Timiș,0768 498 277,8d:72:ac:77:54:d3,183.14.157.46,Curatitor-Reparator Palarii
Alberta,Tabacu,7510430058064,1961-12-10,"Aleea Delia Eftimie Nr. 457 Bl. 98  Sc. 69 Ap. 537, Hateg, 626491",Caraș Severin,0754 323 942,61:1a:23:24:71:6b,83.161.243.135,Formator De Formatori
Teofil,Stancu,1530826372345,1972-10-19,"Strada Stan, Valea Caselor (Dragasani), 508088",Satu Mare,0750 845 371,37:57:3f:3c:75:1b,166.42.197.58,Artificier De Mina
Haralambie,Eftimie,8720929158616,1922-09-03,"Bulevardul Mocanu, Siret, 671111",Neamț,0236 461 020,47:4f:11:08:c2:80,135.116.23.253,Electrician De Intretinere In Constructii
Alin,Preda,8060114427632,1962-02-25,"Aleea Amedeu Nemeș Nr. 46, Marginea, 668282",Olt,0238 697 629,26:18:8f:10:6b:3c,203.19.195.8,Sef Laborator Control Tehnic De Calitate A Combustibilului Nuclear
Amanda,Florea,5370703025531,1936-12-14,"Drumul Tabacu Nr. 945 Bl. 88  Sc. 39 Ap. 954, Buftea, 633939",Brașov,0762 751 180,96:39:0b:ca:a4:92,189.76.61.20,Controlor Trafic Aerian Dirijare Radar
Răducu,Dima,8031104216619,1986-01-19,"Intrarea Tomescu Nr. 14, Hateg, 780942",Gorj,0235 048 147,6b:79:59:3d:e4:8d,193.126.74.27,Electrician De Intretinere Si Reparatii
Melania,Tomescu,7601220320738,1933-07-31,"Aleea Rozalia Stănescu, Dabuleni, 526146",Dolj,0267 752 151,6f:ee:e3:36:2a:e3,71.76.7.93,Cercetator In Medicina Stomatologica
Matei,Aanei,7310112014827,1915-10-24,"Intrarea Roberta Stănescu, Marginea, 581423",Dâmbovița,0261 624 288,fe:f0:4e:0b:45:4b,113.221.38.193,Confectioner Articole Hartie
Inocențiu,Ionescu,6921108511935,2006-08-31,"Intrarea Florea, Bumbesti-Jiu, 855550",Prahova,0257 126 494,a7:c0:3c:7a:58:1f,176.184.55.161,Reglor Masini De Prelucrat Lemn
Vanesa,Pop,2640119332542,1945-09-04,"Bulevardul Tabacu, Victoria, 263820",Neamț,0738 067 519,8c:11:e9:53:fb:27,53.109.238.52,Inginer Ecolog
Marinela,Dinu,6840419520711,1940-03-24,"Drumul Nistor Nr. 98, Barlad, 191841",Prahova,0771 474 948,47:49:5e:49:89:b4,171.10.67.12,"Uscator-Deshidrator Legume, Fructe"
Monalisa,Nemeș,5630210307175,1949-03-09,"Intrarea Tudor Nr. 73, Rodna, 275575",Hunedoara,0260 932 956,b6:4a:fd:3b:e1:b5,174.214.32.202,Editor Imagine
Bucur,Diaconu,7090523056167,1913-04-11,"Drumul Albu Nr. 42, Podu Iloaiei, 877967",Teleorman,021 646 4779,4b:87:0a:65:66:96,221.247.166.149,Inspector General De Banca
Edgar,Marin,3401021403704,1912-04-29,"Bulevardul Doriana Voinea Nr. 58 Bl. 38  Sc. 18 Ap. 914, Radauti, 156543",Tulcea,0263 459 911,bc:47:60:c8:41:f0,53.11.111.12,Inginer Autovehicule Rutiere
Astrid,Tomescu,3630903416196,1918-07-05,"Soseaua Nistor Nr. 10 Bl. 84  Sc. 22 Ap. 550, Ludus, 697798",Ilfov,0239 297 472,bc:bc:6a:49:9a:e5,64.48.20.0,Producator Delegat Film
Sabrina,Pop,1411222167642,1942-09-15,"Aleea Luciana Nistor, Voluntari, 758914",Bihor,0745 425 331,f0:c8:29:a4:e5:ca,50.212.158.32,Preot
Gică,Tudor,4820210464664,1955-07-26,"Strada Mocanu, Campina, 176301",Olt,0740 710 416,22:88:b9:8c:5f:55,30.33.183.93,Cusator Piese La Incaltaminte Din Cauciuc
Cristofor,Nistor,8531012318367,1956-08-10,"Drumul Nadia Manole Nr. 86, Buftea, 327910",Covasna,0772 589 102,94:6c:5b:94:14:b0,157.39.170.169,Terminolog
Nicoleta,Ardelean,1041131236852,1990-02-14,"Strada Tabacu Nr. 57, Borcea, 803582",Suceava,0267 813 984,db:a5:ee:94:9f:1d,168.65.5.170,"Montator-Reglor, Depanator De Aparate Radio Si Tv, Redresoare Si"
Flora,Suciu,2450713059336,1990-11-11,"Aleea Mărioara Suciu Nr. 286, Moinesti, 557255",Brăila,0743 663 300,69:fb:bb:92:42:d5,89.43.215.212,Tehnician De Echipamente Tv
Luciana,Nistor,8611007379723,1931-12-06,"Intrarea Basarab Nemeș, Insuratei, 842228",Hunedoara,0743 742 826,f7:d2:1f:fd:cf:99,88.132.50.102,Inginer Materiale De Constructii
Liviu,Mocanu,2320311292023,1997-05-06,"Intrarea Ardelean, Apahida, 239069",Ialomița,0734 867 530,48:2e:23:ae:8a:e2,6.177.128.106,Confectioner Seringi
Olimpia,Suciu,2260402523295,1975-09-13,"Strada Cazimir Pușcașu Nr. 447, Topoloveni, 125340",Gorj,0268 120 408,b9:14:eb:b9:7d:79,12.135.207.153,Cuptorar Recoacere Sticla
Mitică,Popescu,5760415029438,1924-01-02,"Strada Cristea, Motru, 388970",Caraș Severin,0726 664 601,3a:98:a1:10:06:7a,157.221.70.65,Referent De Specialitate Inginer Metalurg
Georgeta,Nistor,4910519411498,1996-03-03,"Intrarea Ionuț Suciu Nr. 33 Bl. 56  Sc. 99 Ap. 567, Dragasani, 930123",Brăila,0766 266 583,fb:9d:39:d2:51:f7,13.162.6.188,Analist Sisteme Salarizare
Ioanina,Eftimie,6850325169206,1984-12-11,"Drumul Ionescu, Petrila, 959740",Botoșani,0721 337 304,35:77:b9:05:ff:bc,86.134.159.152,Cercetator In Fizica
Miron,Stănescu,7380212519491,1910-11-23,"Aleea Albu, Alesd, 599894",Cluj,0765 559 366,a5:1f:61:8e:eb:b8,156.99.230.32,Strungar In Lemn
Adelin,Stan,5830819023426,1975-07-30,"Intrarea Claudiu Ioniță Nr. 70 Bl. 28  Sc. 49 Ap. 243, Ocna Mures, 349429",Iași,0729 231 438,c5:e1:4c:37:16:7f,53.42.183.228,Laminator De Bandaje Si Discuri
Silvian,Pușcașu,6920324034111,1927-10-13,"Aleea Dobre Nr. 58, Cumpana, 889078",Bistrița-Năsăud,0726 185 221,5f:f7:09:f1:ab:1d,14.41.162.90,"Sef Atelier Editie, Multiplicare, Expeditie"
Frusina,Eftimie,6300129126325,2007-04-23,"Drumul Manole Nr. 211 Bl. 18  Sc. 11 Ap. 537, Otopeni, 372498",Constanța,0755 585 170,ac:85:87:a5:bc:85,13.120.192.35,Ascutitor Laminate La Rece
Flaviu,Dumitrescu,6050314378228,1950-09-30,"Bulevardul Albu Nr. 335, Cajvana, 435522",Olt,0745 894 216,55:07:b0:21:70:d2,216.186.216.21,Masinist Pod Rulant
Eleonora,Stănescu,4190113203431,1997-02-04,"Soseaua Darius Nemeș, Gheorgheni, 630883",Maramureș,0751 878 892,74:51:da:c5:ea:fd,196.209.190.164,"Sef District Cai Ferate, Poduri, Drumuri"
Vera,Voinea,4820708312867,1921-12-20,"Soseaua Tabacu Nr. 69 Bl. 76  Sc. 60 Ap. 862, Sangeorgiu de Mures, 193608",Iași,0763 443 252,da:11:bf:25:5e:fc,137.217.203.199,Agent Maritim
Anda,Niță,8690302518462,1915-01-27,"Aleea Nemeș, Baraolt, 738554",Mureș,0258 285 330,d1:a2:d9:04:41:29,21.138.140.19,Crescator De Animale Mici
Florina,Stancu,2010227027218,1950-12-16,"Intrarea Nistor Nr. 904, Balan, 660880",Dâmbovița,0747 483 331,7e:cf:87:f4:0c:fc,23.173.154.10,Pilot Receptie Si Control Aeronave
Ecaterina,Toma,3260431258992,1967-05-30,"Strada Mocanu Nr. 87 Bl. 19  Sc. 60 Ap. 204, Draganesti-Olt, 238893",Suceava,0756 683 802,f0:ab:af:e9:4a:d9,182.183.218.220,Vicepresedinte Asociatie Nationala Cooperatista
Crina,Pop,8240807318936,1920-10-31,"Drumul Georgian Nemeș Nr. 41 Bl. 71  Sc. 93 Ap. 536, Focsani, 937725",Cluj,0247 628 336,7a:3d:77:d4:a6:b7,4.154.38.46,Lucrator Pentru Salubrizare Cai Publice
Venera,Eftimie,5500122286499,1922-08-09,"Bulevardul Diaconu, Alexandria, 599389",Dolj,0248 097 267,d8:3d:6f:ec:f5:a5,145.252.134.83,Referent De Specialitate Inginer Industria Alimentara
Adriana,Ababei,8320627046504,1960-02-04,"Drumul Rodica Albu, Zimnicea, 855983",Teleorman,0728 601 019,8e:c2:62:71:35:b0,101.211.89.43,Sef Centru Control Calitate Emisie Radiofonica
Laurențiu,Cristea,4830821512499,2021-10-07,"Drumul Stancu, Raducaneni, 622988",Buzău,0727 951 999,62:79:aa:7b:62:19,164.113.164.199,Sef Serviciu Filiala Administratia Filiala Dunarea De Jos
Ștefania,Stoica,5540713068220,1994-06-05,"Soseaua Aglaia Barbu Nr. 837 Bl. 48  Sc. 89 Ap. 374, Falticeni, 808585",Ilfov,0763 866 821,56:42:f4:72:1f:cb,168.128.84.30,Cercetator In Etnologie
